Fecha,Linea,KM
2022-03-15T00:00:00Z,L339,11552.462
2019-11-22T00:00:00Z,LIGM,3822.508
2021-12-28T00:00:00Z,LINA,18627.696
2022-09-16T00:00:00Z,203I,34613.85
2020-04-09T00:00:00Z,203I,21111.31
2022-02-07T00:00:00Z,LINA,15181.532
2021-10-25T00:00:00Z,LMAV,5222.562
2021-07-12T00:00:00Z,N339,4125.882
2022-05-20T00:00:00Z,LMAV,7983.261
2023-09-26T00:00:00Z,L339,10714.246
2019-07-31T00:00:00Z,L359,10744.9
2022-04-22T00:00:00Z,203I,38780.55
2020-03-16T00:00:00Z,LMAV,8126.309
2020-01-17T00:00:00Z,LMAV,7359.943
2021-10-10T00:00:00Z,203I,18952.82
2021-12-27T00:00:00Z,LINA,18721.001
2023-04-05T00:00:00Z,L110,8781.864
2023-05-11T00:00:00Z,L339,9777.016
2019-05-24T00:00:00Z,L339,16429.936
2022-02-12T00:00:00Z,203I,23693.45
2022-03-21T00:00:00Z,LMAV,6949.885
2023-08-24T00:00:00Z,L339,9757.666
2020-11-19T00:00:00Z,203I,34466.8
2022-07-11T00:00:00Z,LINA,19221.33
2020-05-02T00:00:00Z,LINA,11718.557
2023-02-24T00:00:00Z,L339,9217.615
2023-03-27T00:00:00Z,L142,13341.973
2019-06-11T00:00:00Z,L339,15722.814
2020-09-23T00:00:00Z,203I,30593.59
2021-07-22T00:00:00Z,N339,3796.157
2021-11-06T00:00:00Z,203I,27707.35
2021-03-03T00:00:00Z,203M,34540.33
2023-05-04T00:00:00Z,L339,11258.505
2023-08-28T00:00:00Z,L339,10761.57
2019-11-28T00:00:00Z,LMAV,8807.618
2021-10-23T00:00:00Z,203M,31339.65
2021-07-23T00:00:00Z,N339,4035.024
2019-05-30T00:00:00Z,LMAV,8852.204
2022-03-08T00:00:00Z,L339,11596.507
2022-09-27T00:00:00Z,L339,11896.974
2022-03-23T00:00:00Z,LMAV,7344.711
2021-09-14T00:00:00Z,L339,10717.096
2021-02-16T00:00:00Z,LEXP,5466.678
2019-07-09T00:00:00Z,203I,19705.75
2020-03-10T00:00:00Z,LMAV,7345.992
2020-07-21T00:00:00Z,203I,27244.08
2019-05-11T00:00:00Z,203M,26326.534
2021-09-13T00:00:00Z,L339,9858.741
2022-01-06T00:00:00Z,LINA,17753.796
2019-08-30T00:00:00Z,LEXP,18211.996
2022-04-11T00:00:00Z,L339,10766.293
2021-09-20T00:00:00Z,L339,10431.747
2019-10-20T00:00:00Z,LINA,17180.366
2022-07-14T00:00:00Z,LINA,18458.58
2019-11-10T00:00:00Z,LINA,17131.959
2021-12-27T00:00:00Z,LEXP,12620.642
2020-03-20T00:00:00Z,L339,9722.867
2023-09-07T00:00:00Z,L339,9062.377
2023-09-15T00:00:00Z,LEXP,13293.514
2023-03-22T00:00:00Z,L101,8413.467
2022-01-07T00:00:00Z,LINA,17591.677
2019-10-31T00:00:00Z,LIGM,3072.199
2020-03-08T00:00:00Z,LINA,17171.98
2021-06-24T00:00:00Z,203I,33730.76
2021-06-17T00:00:00Z,N339,3488.173
2021-04-19T00:00:00Z,L339,9762.485
2023-03-22T00:00:00Z,N339,4579.811
2021-04-26T00:00:00Z,L339,9663.964
2022-09-29T00:00:00Z,L339,11906.098
2023-03-01T00:00:00Z,L142,11349.237
2023-07-25T00:00:00Z,203I,33031.89
2021-05-12T00:00:00Z,L339,9119.433
2022-01-05T00:00:00Z,LINA,16749.896
2021-05-07T00:00:00Z,203I,34795.12
2022-01-18T00:00:00Z,LINA,18146.581
2022-01-04T00:00:00Z,LINA,18750.266
2023-06-01T00:00:00Z,N339,5526.374
2020-03-29T00:00:00Z,LINA,12061.605
2022-01-26T00:00:00Z,LINA,17553.561
2019-07-13T00:00:00Z,203I,29099.05
2019-06-25T00:00:00Z,LEXP,18433.834
2022-03-09T00:00:00Z,L339,12370.43
2019-10-05T00:00:00Z,359V,6264.676
2019-01-24T00:00:00Z,L339,12121.311
2022-07-18T00:00:00Z,LINA,18748.321
2023-04-20T00:00:00Z,L339,10351.785
2022-01-31T00:00:00Z,LINA,18024.87
2019-03-07T00:00:00Z,359V,16016.736
2022-01-03T00:00:00Z,LINA,18200.477
2019-06-30T00:00:00Z,203M,20342.955
2022-08-09T00:00:00Z,L339,11672.327
2020-09-30T00:00:00Z,203I,32365.24
2022-12-03T00:00:00Z,203I,28033.13
2021-05-10T00:00:00Z,L339,9193.772
2019-04-27T00:00:00Z,203I,26763.68
2022-03-25T00:00:00Z,L339,11873.335
2019-08-10T00:00:00Z,L339,11086.033
2022-12-30T00:00:00Z,N339,4863.015
2022-06-21T00:00:00Z,LMAV,8368.695
2019-12-20T00:00:00Z,L339,13974.637
2021-09-30T00:00:00Z,L339,10036.089
2022-04-05T00:00:00Z,L339,10499.813
2020-02-02T00:00:00Z,LINA,17118.901
2022-01-19T00:00:00Z,LINA,17699.202
2021-08-22T00:00:00Z,203M,21888.43
2023-05-30T00:00:00Z,L339,9936.632
2019-01-08T00:00:00Z,L339,12157.185
2021-04-20T00:00:00Z,L339,9567.508
2022-03-11T00:00:00Z,L339,12041.242
2022-02-19T00:00:00Z,203I,26717.81
2023-03-20T00:00:00Z,N339,4798.581
2022-01-13T00:00:00Z,LINA,17650.739
2020-08-07T00:00:00Z,203I,29677.42
2019-06-10T00:00:00Z,LEXP,17932.427
2023-05-17T00:00:00Z,N339,6213.826
2021-11-28T00:00:00Z,LINA,16663.194
2021-06-25T00:00:00Z,203I,32028.4
2021-04-30T00:00:00Z,L339,9546.064
2019-06-18T00:00:00Z,LEXP,18714.852
2019-12-21T00:00:00Z,203I,30129.57
2019-06-08T00:00:00Z,203I,29067.17
2021-05-21T00:00:00Z,L339,9259.753
2019-02-07T00:00:00Z,L339,12446.733
2023-09-09T00:00:00Z,203I,28270.29
2021-09-17T00:00:00Z,L339,9905.523
2022-04-13T00:00:00Z,L339,12451.125
2020-09-06T00:00:00Z,203I,20788.78
2023-03-16T00:00:00Z,203I,32302.65
2019-09-23T00:00:00Z,LMAV,7874.377
2019-08-17T00:00:00Z,L339,9740.325
2022-01-11T00:00:00Z,LINA,17818.69
2021-12-29T00:00:00Z,LINA,18436.534
2019-03-30T00:00:00Z,203M,24795.63
2019-01-15T00:00:00Z,L339,12073.63
2020-01-04T00:00:00Z,L339,10204.001
2023-05-21T00:00:00Z,203I,21638.48
2022-09-25T00:00:00Z,LINA,16726.321
2023-02-20T00:00:00Z,203I,21144.51
2021-10-12T00:00:00Z,L359,6399.786
2020-10-26T00:00:00Z,203I,33597.71
2023-07-10T00:00:00Z,L339,9763.832
2022-01-24T00:00:00Z,LINA,16749.831
2022-10-05T00:00:00Z,203I,35610.14
2023-04-25T00:00:00Z,L339,10730.871
2022-01-14T00:00:00Z,LINA,16631.183
2019-04-10T00:00:00Z,203M,28773.55
2019-11-05T00:00:00Z,L339,12143.514
2020-02-25T00:00:00Z,203I,24271.22
2020-02-01T00:00:00Z,L339,10296.601
2019-06-13T00:00:00Z,L359,11189.713
2019-01-17T00:00:00Z,LEXP,16577.828
2021-12-27T00:00:00Z,L339,8612.915
2021-07-04T00:00:00Z,N339,3097.87
2021-07-30T00:00:00Z,N339,3955.597
2020-02-02T00:00:00Z,L339,7996.542
2023-10-14T00:00:00Z,N339,3383.188
2021-05-10T00:00:00Z,203I,33442.77
2023-08-01T00:00:00Z,L145/133,9419.573
2020-01-30T00:00:00Z,L339,12375.99
2022-03-31T00:00:00Z,203I,40348.93
2019-04-07T00:00:00Z,359V,7354.536
2021-04-27T00:00:00Z,L339,10289.988
2020-04-14T00:00:00Z,203I,24964.79
2019-04-15T00:00:00Z,L130,3371.839
2020-02-09T00:00:00Z,L339,8774.849
2022-01-28T00:00:00Z,L339,8260.516
2019-01-30T00:00:00Z,L339,12150.766
2021-09-29T00:00:00Z,203I,36221.25
2023-06-26T00:00:00Z,L339,8813.033
2019-03-17T00:00:00Z,L125,1886.636
2019-03-01T00:00:00Z,L339,12712.538
2019-01-17T00:00:00Z,L107,10139.694
2023-09-02T00:00:00Z,N339,3699.904
2022-11-18T00:00:00Z,L339,9863.212
2022-03-17T00:00:00Z,L339,12560.744
2022-05-19T00:00:00Z,LMAV,7691.483
2022-05-04T00:00:00Z,L339,11705.991
2023-05-08T00:00:00Z,LMAV,6440.483
2019-02-11T00:00:00Z,L339,11519.57
2021-09-22T00:00:00Z,203I,34789.97
2019-04-20T00:00:00Z,203M,25564.49
2021-12-17T00:00:00Z,N339,4753.221
2019-11-14T00:00:00Z,L339,12539.124
2019-05-10T00:00:00Z,LMAV,9155.078
2019-04-29T00:00:00Z,203M,29489.015
2021-11-13T00:00:00Z,L359,6462.293
2019-02-06T00:00:00Z,L339,11953.118
2019-11-07T00:00:00Z,L339,13318.272
2020-04-12T00:00:00Z,203I,20162.37
2023-03-19T00:00:00Z,203I,22367.32
2019-12-23T00:00:00Z,L339,14063.317
2022-11-17T00:00:00Z,L339,11032.452
2023-05-05T00:00:00Z,N339,4720.417
2019-11-01T00:00:00Z,LIGM,3081.711
2021-11-12T00:00:00Z,LEXP,16059.254
2019-02-28T00:00:00Z,L339,12054.832
2023-02-04T00:00:00Z,203I,25439.98
2019-10-13T00:00:00Z,203I,23797.8
2022-09-13T00:00:00Z,203I,35504.28
2019-02-15T00:00:00Z,L339,12804.929
2019-02-19T00:00:00Z,L339,11676.517
2019-01-03T00:00:00Z,L339,12814.391
2020-05-05T00:00:00Z,LINA,11272.699
2023-05-16T00:00:00Z,L339,10627.895
2019-11-08T00:00:00Z,L339,12875.247
2021-07-04T00:00:00Z,203I,21289.26
2021-09-11T00:00:00Z,203I,25759.97
2021-05-19T00:00:00Z,L339,9517.065
2022-04-19T00:00:00Z,203M,39199.13
2023-10-13T00:00:00Z,359V,1310.7
2019-01-09T00:00:00Z,L339,12135.054
2020-01-14T00:00:00Z,L339,11540.453
2020-06-09T00:00:00Z,LI41,15047.1
2022-06-01T00:00:00Z,LMAV,7089.567
2019-02-14T00:00:00Z,L339,11994.558
2020-04-28T00:00:00Z,203M,26946.05
2023-11-01T00:00:00Z,203I,36809.44
2019-01-15T00:00:00Z,LIGM,3967.096
2019-01-16T00:00:00Z,L339,11888.808
2021-10-27T00:00:00Z,LEXP,13350.637
2019-02-05T00:00:00Z,LEXP,16594.327
2020-05-27T00:00:00Z,203I,31517.7
2023-09-13T00:00:00Z,203M,34849.96
2021-08-18T00:00:00Z,203M,34631.66
2020-02-10T00:00:00Z,L339,12886.678
2019-02-01T00:00:00Z,L339,12625.915
2021-05-05T00:00:00Z,L339,8437.688
2020-01-12T00:00:00Z,203I,22915.44
2019-06-02T00:00:00Z,L339,9065.673
2022-02-01T00:00:00Z,N339,3181.646
2019-02-04T00:00:00Z,L339,12651.731
2020-02-17T00:00:00Z,203M,31364.82
2023-09-29T00:00:00Z,203I,33877.25
2022-05-27T00:00:00Z,L339,10973.46
2019-01-11T00:00:00Z,L339,12523.972
2023-09-04T00:00:00Z,203I,37329.17
2020-01-07T00:00:00Z,L339,12711.122
2020-03-23T00:00:00Z,LINA,10999.102
2019-01-04T00:00:00Z,L339,12119.206
2023-09-21T00:00:00Z,203I,37445.78
2021-11-04T00:00:00Z,203M,34473.28
2019-02-08T00:00:00Z,L339,11561.002
2022-06-03T00:00:00Z,L339,12397.873
2019-01-23T00:00:00Z,L339,11847.918
2020-03-23T00:00:00Z,N339,1118.544
2023-06-09T00:00:00Z,LEXP,9196.922
2019-10-13T00:00:00Z,L339,9243.389
2019-01-22T00:00:00Z,L339,11410.631
2019-09-29T00:00:00Z,L339,9374.628
2020-11-25T00:00:00Z,203I,34246.6
2020-01-21T00:00:00Z,L339,12220.268
2019-01-18T00:00:00Z,L339,11992.224
2019-01-10T00:00:00Z,L339,11435.357
2020-02-23T00:00:00Z,L339,8674.148
2019-11-22T00:00:00Z,L339,12203.401
2019-03-14T00:00:00Z,LEXP,19341.432
2019-10-30T00:00:00Z,203I,38584.64
2019-12-22T00:00:00Z,L339,8722.503
2019-09-14T00:00:00Z,203I,29403.15
2019-12-24T00:00:00Z,L339,8603.744
2023-10-11T00:00:00Z,203I,35311.01
2019-10-14T00:00:00Z,L339,10735.602
2019-11-30T00:00:00Z,L339,9336.967
2022-01-29T00:00:00Z,203I,25411.57
2021-10-19T00:00:00Z,LIGM,6314.34
2019-08-10T00:00:00Z,203I,29450.24
2019-02-21T00:00:00Z,L339,12277.294
2019-01-14T00:00:00Z,L339,11948.275
2020-01-06T00:00:00Z,L339,12810.506
2021-12-03T00:00:00Z,203I,34276.58
2019-11-09T00:00:00Z,L339,9945.381
2019-12-19T00:00:00Z,203I,38436.11
2021-05-11T00:00:00Z,L339,9887.513
2020-03-22T00:00:00Z,L339,7675.54
2019-02-18T00:00:00Z,LMAV,8339.133
2019-05-06T00:00:00Z,203M,31184.359
2023-04-16T00:00:00Z,N339,4695.766
2023-05-24T00:00:00Z,LEXP,12247.173
2019-02-18T00:00:00Z,L339,12199.655
2021-10-05T00:00:00Z,LEXP,13731.149
2019-12-16T00:00:00Z,203I,35478.44
2019-07-23T00:00:00Z,L359,10841.361
2020-01-18T00:00:00Z,L339,9718.52400000001
2019-12-08T00:00:00Z,203I,21871.48
2021-09-15T00:00:00Z,L339,11057.836
2023-01-01T00:00:00Z,LINA,11413.318
2021-06-28T00:00:00Z,N339,4953.955
2019-02-05T00:00:00Z,L339,12037.943
2021-09-23T00:00:00Z,203I,34711.19
2019-12-12T00:00:00Z,203I,37629.84
2019-05-10T00:00:00Z,LEXP,18372.97
2022-10-25T00:00:00Z,L339,11856.52
2021-03-16T00:00:00Z,203I,33739.47
2019-07-01T00:00:00Z,LEXP,18792.876
2019-08-01T00:00:00Z,L359,10590.271
2019-11-27T00:00:00Z,L440,42215.363
2019-12-04T00:00:00Z,L339,14083.441
2020-11-28T00:00:00Z,203I,22800.11
2019-09-22T00:00:00Z,359V,5603.866
2022-12-11T00:00:00Z,N339,3561.296
2019-01-07T00:00:00Z,L339,12639.893
2023-11-12T00:00:00Z,203I,23548.3
2021-04-28T00:00:00Z,L339,9692.348
2019-09-16T00:00:00Z,203I,36120.09
2019-09-25T00:00:00Z,203I,35191.2
2023-03-09T00:00:00Z,L128,4177.391
2019-12-05T00:00:00Z,L339,13536.111
2021-01-29T00:00:00Z,203I,30950.6
2023-01-23T00:00:00Z,LINA,18682.842
2021-10-06T00:00:00Z,L339,10996.822
2023-02-02T00:00:00Z,203I,30767.95
2021-10-24T00:00:00Z,359V,2751.955
2023-05-05T00:00:00Z,203I,34526.3
2019-01-21T00:00:00Z,L339,11871.17
2023-01-09T00:00:00Z,203I,27465.26
2019-02-02T00:00:00Z,203I,22738.38
2021-06-18T00:00:00Z,N339,4040.611
2020-10-02T00:00:00Z,203I,31987.26
2022-09-08T00:00:00Z,203I,36092.77
2023-11-01T00:00:00Z,LMAV,5428.983
2021-07-15T00:00:00Z,N339,3534.163
2021-05-13T00:00:00Z,L339,9008.626
2019-09-12T00:00:00Z,203I,36373.78
2019-02-25T00:00:00Z,L339,11815.827
2022-04-18T00:00:00Z,203I,39192.4
2023-01-29T00:00:00Z,203I,21950.87
2021-10-15T00:00:00Z,L339,10719.734
2023-09-18T00:00:00Z,203I,36372.32
2020-07-31T00:00:00Z,203I,26922.47
2019-04-14T00:00:00Z,359V,6723.721
2020-03-28T00:00:00Z,LINA,12289.909
2019-06-26T00:00:00Z,203M,28630.07
2021-10-05T00:00:00Z,203I,32447.3
2019-06-10T00:00:00Z,203M,31335.125
2019-06-04T00:00:00Z,203M,29521.65
2019-02-08T00:00:00Z,LEXP,16273.657
2019-01-30T00:00:00Z,LMAV,8579.384
2019-03-29T00:00:00Z,203I,31992.9
2019-11-07T00:00:00Z,LMAV,7610.684
2019-02-07T00:00:00Z,203I,28436.24
2020-12-18T00:00:00Z,203I,32965.67
2020-05-04T00:00:00Z,203I,27416.5
2022-07-26T00:00:00Z,203I,32784.53
2019-06-26T00:00:00Z,LEXP,18379.493
2020-10-17T00:00:00Z,203I,22120.21
2021-10-12T00:00:00Z,203I,33536.72
2021-12-14T00:00:00Z,203I,34106.52
2022-03-21T00:00:00Z,203I,38226.77
2020-12-13T00:00:00Z,203I,21752.47
2019-02-20T00:00:00Z,203I,29022.64
2023-05-08T00:00:00Z,203I,35095.87
2023-01-21T00:00:00Z,203I,26331.7
2019-08-07T00:00:00Z,L359,10914.861
2021-10-07T00:00:00Z,203I,32020.25
2021-07-29T00:00:00Z,N339,4258.783
2019-07-30T00:00:00Z,LEXP,18567.052
2019-11-12T00:00:00Z,203I,37834.01
2019-07-31T00:00:00Z,LEXP,18711.699
2019-07-17T00:00:00Z,LMAV,7118.805
2021-02-27T00:00:00Z,203I,20690.4
2023-03-06T00:00:00Z,203I,33857.78
2021-04-29T00:00:00Z,L339,9557.151
2019-11-19T00:00:00Z,203I,38752.06
2020-12-03T00:00:00Z,203I,34412.03
2021-06-19T00:00:00Z,203M,21384.82
2022-09-11T00:00:00Z,203I,24540.18
2023-04-16T00:00:00Z,L142,5417.282
2019-06-17T00:00:00Z,L339,9665.748
2021-11-18T00:00:00Z,359V,3139.457
2022-09-03T00:00:00Z,203I,31649.27
2022-03-08T00:00:00Z,203I,39133.98
2021-05-14T00:00:00Z,L339,9359.81
2020-12-22T00:00:00Z,LINA,15985.308
2021-10-29T00:00:00Z,N339,5701.374
2023-09-07T00:00:00Z,203I,36062.07
2019-01-21T00:00:00Z,LMAV,8131.929
2021-12-30T00:00:00Z,LINA,17721.492
2023-03-13T00:00:00Z,203I,32295.92
2022-02-15T00:00:00Z,203I,31651.57
2020-02-10T00:00:00Z,L315,7462.11
2022-12-01T00:00:00Z,L339,9821.047
2020-08-25T00:00:00Z,203I,30934.39
2021-09-12T00:00:00Z,LINA,14571.068
2021-06-14T00:00:00Z,N339,4016.022
2021-10-19T00:00:00Z,203I,32913.16
2019-05-12T00:00:00Z,203I,22158.615
2019-06-03T00:00:00Z,203M,29188.7
2023-05-18T00:00:00Z,203I,34968.27
2022-03-03T00:00:00Z,203I,38989.02
2020-12-21T00:00:00Z,203I,32116.23
2020-10-08T00:00:00Z,203M,31750.32
2021-05-25T00:00:00Z,203I,21279.09
2019-03-14T00:00:00Z,LMAV,9044.652
2021-07-10T00:00:00Z,203I,22979.04
2021-07-01T00:00:00Z,N339,3496.02
2021-12-20T00:00:00Z,L339,10224.017
2020-05-20T00:00:00Z,203I,32041.91
2021-01-15T00:00:00Z,203I,31037.5
2019-01-25T00:00:00Z,203I,27665.53
2020-09-08T00:00:00Z,203I,31173.11
2021-11-16T00:00:00Z,L142,12128.997
2019-04-16T00:00:00Z,LEXP,18950.876
2023-08-29T00:00:00Z,203M,35632.34
2020-03-13T00:00:00Z,203I,37883.6
2022-08-30T00:00:00Z,203I,36523.81
2022-08-08T00:00:00Z,203M,35036.29
2020-09-02T00:00:00Z,203M,28260.16
2021-06-03T00:00:00Z,203I,32338.25
2021-06-22T00:00:00Z,N339,4453.757
2019-04-26T00:00:00Z,LEXP,18882.545
2022-04-28T00:00:00Z,203I,39683.32
2020-09-16T00:00:00Z,203I,29776.86
2020-12-17T00:00:00Z,203I,33109.48
2022-11-02T00:00:00Z,L339,11238.233
2019-06-14T00:00:00Z,203M,27636.08
2023-10-03T00:00:00Z,203I,35913.02
2020-01-09T00:00:00Z,203I,31036.24
2022-03-25T00:00:00Z,203I,37866.44
2023-09-02T00:00:00Z,203I,29839.19
2019-05-26T00:00:00Z,L339,9662.065
2020-11-09T00:00:00Z,203I,33372.83
2021-12-21T00:00:00Z,203I,35327.07
2023-04-02T00:00:00Z,203I,20924.86
2020-04-24T00:00:00Z,203I,26313.32
2021-12-16T00:00:00Z,203I,34370.16
2020-03-22T00:00:00Z,203I,17088.44
2019-05-07T00:00:00Z,LEXP,17995.03
2019-05-16T00:00:00Z,LEXP,17959.407
2021-11-16T00:00:00Z,L339,11309.028
2022-10-14T00:00:00Z,203I,35238.5
2020-12-27T00:00:00Z,203I,22803.38
2021-12-09T00:00:00Z,203I,35302.08
2022-05-16T00:00:00Z,203I,37524.65
2019-05-25T00:00:00Z,L339,9871.317
2019-05-14T00:00:00Z,203M,28195.18
2020-06-28T00:00:00Z,203I,19746.83
2023-07-24T00:00:00Z,N339,3363.528
2023-10-19T00:00:00Z,LEXP,10449.317
2019-05-28T00:00:00Z,LEXP,18608.457
2020-03-08T00:00:00Z,203I,24240.58
2020-04-30T00:00:00Z,203I,27415.59
2020-08-03T00:00:00Z,203M,27832.28
2020-05-26T00:00:00Z,203M,30513.25
2022-04-04T00:00:00Z,203I,39002.77
2023-10-21T00:00:00Z,359V,5284.278
2019-04-10T00:00:00Z,LEXP,19507.864
2022-05-10T00:00:00Z,LMAV,7395.569
2020-02-13T00:00:00Z,203I,31554.96
2022-03-04T00:00:00Z,L339,11897.59
2023-07-16T00:00:00Z,203I,22078.72
2022-06-29T00:00:00Z,203I,38877.09
2020-11-10T00:00:00Z,203I,32735.21
2019-11-28T00:00:00Z,L440,42951.66
2023-03-19T00:00:00Z,LEXP,8090.155
2020-08-01T00:00:00Z,203I,20079.09
2022-10-11T00:00:00Z,L339,10716.54
2021-07-11T00:00:00Z,N339,3062.673
2019-06-27T00:00:00Z,L130,3419.366
2021-01-22T00:00:00Z,203I,30160.37
2023-09-25T00:00:00Z,203I,36007.91
2022-06-13T00:00:00Z,203I,36736.97
2023-07-04T00:00:00Z,203I,34943.41
2019-04-16T00:00:00Z,203I,32395.72
2022-06-24T00:00:00Z,203I,38107.28
2023-11-12T00:00:00Z,N339,4247.264
2023-06-27T00:00:00Z,203I,32969.49
2020-07-05T00:00:00Z,LINA,13695.875
2020-09-20T00:00:00Z,LINA,14122.767
2019-05-30T00:00:00Z,LEXP,18727.063
2022-11-03T00:00:00Z,L339,10957.153
2020-03-26T00:00:00Z,LINA,14599.227
2020-09-12T00:00:00Z,LINA,14221.288
2019-03-22T00:00:00Z,LEXP,18983.731
2021-08-20T00:00:00Z,203I,35518.94
2019-01-20T00:00:00Z,203I,21075.3
2020-02-05T00:00:00Z,203I,31825.66
2021-08-21T00:00:00Z,203I,27667.45
2021-11-15T00:00:00Z,LEXP,14925.961
2023-08-12T00:00:00Z,203I,28873.56
2019-01-07T00:00:00Z,LMAV,8000.21
2021-06-07T00:00:00Z,N339,4018.393
2019-05-02T00:00:00Z,LMAV,9262.974
2019-09-26T00:00:00Z,LMAV,8414.462
2020-12-13T00:00:00Z,LINA,14007.426
2023-04-11T00:00:00Z,L339,9466.195
2021-01-12T00:00:00Z,LI41,9789.97
2022-10-18T00:00:00Z,LMAV,7454.003
2023-08-01T00:00:00Z,203I,36334.06
2020-03-28T00:00:00Z,203I,15714.32
2020-01-06T00:00:00Z,203I,32177.62
2019-06-25T00:00:00Z,203M,28821.9
2021-10-28T00:00:00Z,L359,6548.892
2019-09-13T00:00:00Z,359V,12073.243
2019-08-16T00:00:00Z,LIGM,4066.594
2019-11-30T00:00:00Z,L440,28519.68
2021-03-20T00:00:00Z,N339,2480.955
2019-05-20T00:00:00Z,LMAV,9870.907
2021-05-08T00:00:00Z,N339,2336.596
2019-03-16T00:00:00Z,203I,25728.6
2023-08-03T00:00:00Z,203I,37237.42
2023-05-06T00:00:00Z,203I,29387.48
2020-08-15T00:00:00Z,203M,23844.45
2020-02-19T00:00:00Z,203I,32661.72
2021-01-06T00:00:00Z,L740,8580.14
2019-05-23T00:00:00Z,203I,31547.24
2021-07-11T00:00:00Z,203I,19285.72
2021-03-17T00:00:00Z,N339,1933.626
2019-09-30T00:00:00Z,LMAV,8706.464
2020-11-07T00:00:00Z,LINA,14035.896
2021-12-08T00:00:00Z,203I,23208.24
2019-04-17T00:00:00Z,LEXP,18767.405
2019-06-30T00:00:00Z,LEXP,12917.448
2022-06-20T00:00:00Z,203M,23804.34
2019-03-08T00:00:00Z,LMAV,8999.177
2020-09-05T00:00:00Z,203M,20447.27
2023-09-30T00:00:00Z,203M,29724.59
2023-05-23T00:00:00Z,203I,34082
2023-03-16T00:00:00Z,L142,12300.14
2023-10-10T00:00:00Z,203I,34427.56
2023-03-20T00:00:00Z,L102/144,4297.443
2019-04-29T00:00:00Z,LMAV,9101.371
2022-03-05T00:00:00Z,203M,32918.69
2019-01-18T00:00:00Z,203I,28402.11
2020-10-04T00:00:00Z,LINA,12848.064
2020-11-04T00:00:00Z,LINA,15980.314
2020-11-18T00:00:00Z,LINA,17256.596
2019-11-26T00:00:00Z,L440,42869.65
2019-11-06T00:00:00Z,203I,38845.39
2019-05-23T00:00:00Z,LIGM,4904.468
2021-11-12T00:00:00Z,203I,31673.84
2023-08-31T00:00:00Z,203I,36900.13
2019-11-24T00:00:00Z,203I,24599.51
2019-12-23T00:00:00Z,203I,35063.6
2019-07-03T00:00:00Z,LEXP,19207.587
2021-12-04T00:00:00Z,203I,30633.2
2019-03-22T00:00:00Z,LMAV,9133.009
2022-11-16T00:00:00Z,203M,35976.37
2021-03-14T00:00:00Z,203M,17189.5
2020-11-08T00:00:00Z,LINA,13827.363
2019-11-26T00:00:00Z,203I,37389.97
2022-04-05T00:00:00Z,203I,38969.38
2023-01-28T00:00:00Z,203I,25033.75
2020-10-18T00:00:00Z,LINA,14070.376
2020-11-15T00:00:00Z,203I,22610.91
2022-07-02T00:00:00Z,203I,31326.99
2021-07-30T00:00:00Z,203I,33602.65
2021-10-25T00:00:00Z,N339,5313.564
2021-11-24T00:00:00Z,L339,10522.403
2019-05-09T00:00:00Z,203M,28199.72
2022-10-29T00:00:00Z,203I,29355.3
2023-04-24T00:00:00Z,203I,33107.66
2022-11-16T00:00:00Z,203I,35418.1
2023-04-20T00:00:00Z,203I,34128.98
2021-10-27T00:00:00Z,N339,3835.404
2023-08-23T00:00:00Z,203I,37014.1
2021-10-12T00:00:00Z,L339,10125.813
2020-09-06T00:00:00Z,203M,22413.37
2021-10-26T00:00:00Z,L339,9989.091
2020-04-21T00:00:00Z,203I,27553.93
2023-03-01T00:00:00Z,203I,29167.31
2019-10-07T00:00:00Z,L359,9671.087
2020-01-15T00:00:00Z,203M,31531.05
2020-02-14T00:00:00Z,203I,29979.69
2022-04-28T00:00:00Z,LMAV,7412.283
2020-06-10T00:00:00Z,203I,29031.9
2023-09-14T00:00:00Z,359V,6174.753
2023-06-02T00:00:00Z,359V,5892.743
2020-07-22T00:00:00Z,203M,26782.41
2022-05-07T00:00:00Z,203I,30413.25
2021-10-20T00:00:00Z,L339,11026.899
2020-07-16T00:00:00Z,203I,29403.87
2023-08-18T00:00:00Z,L339,11152.191
2020-05-14T00:00:00Z,203I,28991.27
2019-11-14T00:00:00Z,203I,37883.84
2019-07-05T00:00:00Z,L130,3320.213
2021-03-16T00:00:00Z,N339,2286.025
2021-10-20T00:00:00Z,203I,32183.71
2021-10-12T00:00:00Z,LMAV,5167.907
2020-01-04T00:00:00Z,203I,25827.68
2020-08-23T00:00:00Z,LINA,14011.633
2019-03-25T00:00:00Z,LEXP,18609.997
2019-01-13T00:00:00Z,L339,9469.535
2020-05-05T00:00:00Z,203I,26059.92
2021-10-04T00:00:00Z,N339,4445.145
2021-10-01T00:00:00Z,203M,35718.51
2019-09-01T00:00:00Z,LEXP,12491.333
2019-06-22T00:00:00Z,203I,26751.906
2019-10-11T00:00:00Z,LIGM,3673.17
2023-01-24T00:00:00Z,L339,9320.992
2023-09-11T00:00:00Z,203I,36673.19
2023-04-17T00:00:00Z,N339,6558.932
2021-08-25T00:00:00Z,N339,4310.876
2022-04-12T00:00:00Z,203I,39163.92
2021-11-11T00:00:00Z,L339,10412.527
2023-04-10T00:00:00Z,N339,5115.032
2023-03-20T00:00:00Z,L128,4274.973
2019-11-25T00:00:00Z,L440,42007.937
2021-11-10T00:00:00Z,203I,32365.66
