Fecha,Linea,KM
2023-03-01T00:00:00Z,L110,8302.294
2021-09-01T00:00:00Z,LIGM,3368.634
2021-06-01T00:00:00Z,359V,909.304
2023-09-03T00:00:00Z,L145/133,4171.363
2023-07-02T00:00:00Z,L133/125,3077.351
2020-06-17T00:00:00Z,L101,1944.373
2023-01-13T00:00:00Z,L110,7312.671
2021-12-29T00:00:00Z,L110,7295.622
2021-11-21T00:00:00Z,L315,5372.24
2019-10-04T00:00:00Z,L128,5326.853
2021-01-28T00:00:00Z,L145/133,6927.765
2019-09-21T00:00:00Z,L145,4673.931
2019-07-14T00:00:00Z,L125,1288.742
2020-07-25T00:00:00Z,L315,5361.85
2023-01-13T00:00:00Z,359V,325.389
2023-02-04T00:00:00Z,L103,5468.91
2019-11-14T00:00:00Z,L315,9763.38
2022-06-28T00:00:00Z,LI41,14063.46
2019-11-08T00:00:00Z,L125,2879.176
2020-04-08T00:00:00Z,L315,4829.24
2022-06-28T00:00:00Z,L740,11041.79
2023-07-29T00:00:00Z,L122,5435.993
2020-06-29T00:00:00Z,L101,1935.241
2023-08-26T00:00:00Z,L110,5292.387
2023-04-24T00:00:00Z,L133/125,6608.116
2023-11-01T00:00:00Z,L101,3982.474
2020-04-19T00:00:00Z,L146,4037.719
2021-09-21T00:00:00Z,L145/133,8769.275
2022-03-25T00:00:00Z,L107,7643.276
2022-05-05T00:00:00Z,L130/146,6393.571
2021-02-18T00:00:00Z,L315,6887.34
2021-04-27T00:00:00Z,L740,9295.19
2021-08-30T00:00:00Z,L315,8541.53
2023-10-30T00:00:00Z,L110,9906.933
2022-10-05T00:00:00Z,L110,9536.108
2020-10-01T00:00:00Z,L128,2944.172
2019-11-01T00:00:00Z,L125,3016.305
2021-08-01T00:00:00Z,L133/125,2756.607
2023-10-10T00:00:00Z,L126,2047.32
2023-10-04T00:00:00Z,L110,9728.847
2023-05-07T00:00:00Z,L110,3398.141
2023-07-18T00:00:00Z,LI41,11633.12
2019-10-11T00:00:00Z,L144,2745.036
2020-06-18T00:00:00Z,L107,5946.497
2022-12-05T00:00:00Z,L102/144,3835.939
2023-05-08T00:00:00Z,L101,3772.541
2021-03-29T00:00:00Z,L143/136/137,6363.137
2020-02-05T00:00:00Z,L145,5079.84
2020-06-16T00:00:00Z,L107,6270.185
2021-06-24T00:00:00Z,L133/125,5118.184
2020-12-11T00:00:00Z,L144,1016.953
2021-04-02T00:00:00Z,359V,518.863
2023-02-01T00:00:00Z,L122,7306.902
2022-03-22T00:00:00Z,LIGM,5934.084
2021-04-07T00:00:00Z,359V,1200.424
2021-05-09T00:00:00Z,359V,325.228
2022-08-14T00:00:00Z,L145/133,3718.112
2021-02-14T00:00:00Z,L133/125,5272.178
2019-12-06T00:00:00Z,L144,2204.51
2023-10-01T00:00:00Z,L101,1201.08
2020-05-16T00:00:00Z,LI41,7371.33
2021-02-16T00:00:00Z,L133/125,4675.367
2022-11-21T00:00:00Z,L315,4218
2023-10-02T00:00:00Z,L145/133,8271.174
2022-01-18T00:00:00Z,L145/133,6814.901
2019-09-09T00:00:00Z,L129,3060.46
2023-04-04T00:00:00Z,L145/133,7946.129
2019-09-13T00:00:00Z,L129,3200.379
2019-09-10T00:00:00Z,L740,12059.862
2023-05-13T00:00:00Z,L145/133,6134.913
2023-10-27T00:00:00Z,L107,8352.261
2023-10-18T00:00:00Z,L110,9775.284
2022-06-24T00:00:00Z,L110,8905.806
2022-04-08T00:00:00Z,L130/146,6266.374
2023-01-05T00:00:00Z,L143/136/137,5244.858
2020-07-23T00:00:00Z,L315,7156.98
2021-12-07T00:00:00Z,L740,11191.02
2022-11-01T00:00:00Z,L140,4204.738
2022-09-04T00:00:00Z,L101,1379.005
2022-07-29T00:00:00Z,LI41,10399.08
2023-03-27T00:00:00Z,L101,4979.893
2023-03-24T00:00:00Z,L315,3520.95
2023-05-03T00:00:00Z,LI41,12276.04
2021-03-19T00:00:00Z,L133/125,6813.267
2019-07-11T00:00:00Z,L125,2460.641
2020-12-02T00:00:00Z,L315,7869.72
2019-03-31T00:00:00Z,L125,1443.422
2022-07-05T00:00:00Z,LI41,13777.55
2022-11-29T00:00:00Z,L110,9565.15
2022-09-07T00:00:00Z,L145/133,9234.643
2019-03-31T00:00:00Z,L143,5133.96
2019-04-09T00:00:00Z,L129,3065.332
2022-04-10T00:00:00Z,L315,6854.76
2023-06-25T00:00:00Z,L145/133,4208.074
2021-12-11T00:00:00Z,L740,8118.77
2020-03-09T00:00:00Z,L110,8792.24
2020-08-22T00:00:00Z,L145,2974.499
2022-02-07T00:00:00Z,359V,645.869
2021-11-27T00:00:00Z,L143/136/137,4288.609
2020-09-14T00:00:00Z,L145,3062.447
2023-03-30T00:00:00Z,LI41,12259.95
2019-07-24T00:00:00Z,L145,6582.343
2021-04-15T00:00:00Z,L107,7184.561
2020-05-27T00:00:00Z,L740,8983.12
2023-08-31T00:00:00Z,L101,4002.977
2021-01-24T00:00:00Z,L315,5238.82
2022-02-13T00:00:00Z,L101,1378.536
2020-05-02T00:00:00Z,LI41,5797.82
2023-09-19T00:00:00Z,L110,9627.643
2022-02-03T00:00:00Z,L143/136/137,4802.978
2022-04-08T00:00:00Z,L315,11762.53
2021-04-09T00:00:00Z,L133/125,6583.948
2021-08-19T00:00:00Z,L110,8352.519
2019-04-09T00:00:00Z,L145,6711.621
2019-12-25T00:00:00Z,L145,2681.191
2020-06-09T00:00:00Z,L101,1890.076
2020-04-06T00:00:00Z,L101,1845.951
2022-09-27T00:00:00Z,L133/125,6499.178
2021-01-28T00:00:00Z,L740,9105
2023-01-05T00:00:00Z,L133/125,5265.366
2022-11-21T00:00:00Z,L130/146,2329.52
2021-09-07T00:00:00Z,L101,3320.303
2021-09-23T00:00:00Z,L107,6789.312
2019-04-01T00:00:00Z,L110,9178.301
2019-08-29T00:00:00Z,L145,6673.17
2019-11-27T00:00:00Z,L145,6072.233
2020-08-05T00:00:00Z,LIGM,4231.571
2023-07-17T00:00:00Z,L143/136/137,6456.513
2022-07-06T00:00:00Z,L130/146,5952.254
2022-02-28T00:00:00Z,L101,1230.284
2021-05-25T00:00:00Z,359V,1269.693
2022-09-12T00:00:00Z,L740,10096.84
2023-11-13T00:00:00Z,L133/125,5636.307
2022-04-20T00:00:00Z,L740,10792.18
2021-01-08T00:00:00Z,L110,6366.314
2021-02-14T00:00:00Z,L145/133,4996.73
2020-06-17T00:00:00Z,LI41,12812.39
2020-08-26T00:00:00Z,L740,8586.73
2021-12-02T00:00:00Z,L315,9384.49
2019-08-01T00:00:00Z,L103,8369.261
2021-03-11T00:00:00Z,L143/136/137,6253.882
2020-03-18T00:00:00Z,L133,7525.872
2021-03-12T00:00:00Z,L740,8489.9
2020-06-26T00:00:00Z,LIGM,2133.07
2021-10-09T00:00:00Z,L740,7534.72
2023-03-03T00:00:00Z,L130,2028.765
2019-01-23T00:00:00Z,L125,2333.391
2021-07-22T00:00:00Z,L130/146,3878.976
2019-06-25T00:00:00Z,L129,3129.677
2021-03-13T00:00:00Z,L133/125,5387.909
2020-10-31T00:00:00Z,L145,3039.878
2019-08-06T00:00:00Z,L103,8254.522
2021-06-17T00:00:00Z,L142,8676.486
2019-06-22T00:00:00Z,L145,4425.863
2022-06-25T00:00:00Z,L133/125,4534.628
2021-06-20T00:00:00Z,L103,3406.446
2019-11-29T00:00:00Z,L144,2749.234
2022-09-11T00:00:00Z,L101,1358.192
2023-11-12T00:00:00Z,L315,6314.99
2020-08-14T00:00:00Z,L145,4597.858
2021-08-20T00:00:00Z,LI41,12162.29
2019-01-07T00:00:00Z,L146,5771.247
2023-08-15T00:00:00Z,L110,9278.147
2022-08-21T00:00:00Z,L133/125,3217.914
2019-02-26T00:00:00Z,L144,2331.745
2021-07-14T00:00:00Z,LIGM,2680.736
2020-04-12T00:00:00Z,L315,4602.13
2021-01-20T00:00:00Z,L146,4228.26
2020-09-17T00:00:00Z,L145,2902.566
2022-08-05T00:00:00Z,L110,9048.572
2021-05-05T00:00:00Z,L133/125,6682.962
2021-01-19T00:00:00Z,L145,4808.126
2022-08-02T00:00:00Z,L740,10261.17
2022-12-24T00:00:00Z,L133/125,3640.101
2021-05-19T00:00:00Z,LI41,13325.67
2019-08-02T00:00:00Z,L110,9629.777
2022-02-25T00:00:00Z,LIGM,5701.502
2022-03-10T00:00:00Z,L102/144,3809.182
2023-10-07T00:00:00Z,LI41,8621.76
2022-03-22T00:00:00Z,L315,10891.93
2022-10-24T00:00:00Z,L107,7402.362
2022-12-08T00:00:00Z,L110,3437.496
2020-12-17T00:00:00Z,L740,9212.66
2021-02-14T00:00:00Z,L315,4821.07
2023-10-10T00:00:00Z,L110,9686.103
2021-12-18T00:00:00Z,L145/133,5802.066
2021-08-16T00:00:00Z,L315,4904.1
2019-04-20T00:00:00Z,L740,9211.468
2020-11-24T00:00:00Z,L101,1562.733
2021-10-20T00:00:00Z,L103,8061.341
2019-05-03T00:00:00Z,L101,4838.201
2020-12-27T00:00:00Z,L740,5077.37
2022-11-20T00:00:00Z,L315,3661.6
2020-11-25T00:00:00Z,L145,4620.074
2020-02-15T00:00:00Z,LIGM,404.235
2019-01-30T00:00:00Z,L146,5586.218
2023-07-30T00:00:00Z,L101,1386.203
2021-10-15T00:00:00Z,L133/125,5581.429
2020-01-10T00:00:00Z,L145,4920.491
2020-04-14T00:00:00Z,L110,4538.903
2021-11-23T00:00:00Z,L440,34893.98
2020-02-03T00:00:00Z,L145,4989.263
2019-10-31T00:00:00Z,LI41,14925.85
2019-12-15T00:00:00Z,L315,6558.02
2020-02-27T00:00:00Z,L315,7094.122
2022-09-06T00:00:00Z,359V,1230.79
2020-12-03T00:00:00Z,L101,2050.871
2019-09-10T00:00:00Z,L129,3080.831
2021-03-30T00:00:00Z,L133/125,6425.993
2019-01-22T00:00:00Z,LI41,10759.83
2020-04-24T00:00:00Z,L110,4557.118
2023-07-27T00:00:00Z,L102/144,3299.995
2022-02-23T00:00:00Z,L145/133,6110.831
2020-01-30T00:00:00Z,L145,5001.438
2021-02-27T00:00:00Z,L740,7012.58
2021-06-10T00:00:00Z,LIGM,4918.915
2019-12-24T00:00:00Z,L133,4308.422
2020-09-20T00:00:00Z,L133,3583.989
2021-02-27T00:00:00Z,L133/125,5588.803
2023-02-26T00:00:00Z,L133/125,2552.893
2019-12-10T00:00:00Z,L102,3303.306
2022-05-27T00:00:00Z,L315,10829.55
2020-09-22T00:00:00Z,L128,2638.668
2020-08-11T00:00:00Z,LIGM,4909.926
2021-09-16T00:00:00Z,L130/146,5712.621
2020-12-14T00:00:00Z,L128,3336.047
2021-04-01T00:00:00Z,L101,1073.328
2021-04-16T00:00:00Z,359V,1178.591
2021-03-04T00:00:00Z,L133/125,6834.952
2022-06-14T00:00:00Z,L740,10966.14
2023-11-01T00:00:00Z,L110,9146.863
2022-01-01T00:00:00Z,LI41,4445.98
2021-09-27T00:00:00Z,L110,8976.657
2020-02-27T00:00:00Z,L144,2304.485
2020-09-04T00:00:00Z,LIGM,4470.468
2019-11-22T00:00:00Z,L102,3869.632
2022-02-15T00:00:00Z,LI41,10439.65
2021-09-01T00:00:00Z,L110,8305.972
2019-11-27T00:00:00Z,L129,2830.042
2023-02-03T00:00:00Z,L110,7517.213
2022-06-29T00:00:00Z,L110,9434.541
2020-04-08T00:00:00Z,L101,1972.257
2023-05-14T00:00:00Z,L110,3155.287
2023-01-04T00:00:00Z,L133/125,5292.279
2022-08-23T00:00:00Z,L110,9360.694
2020-12-24T00:00:00Z,L145,3015.657
2020-11-10T00:00:00Z,L101,1728.43
2020-06-07T00:00:00Z,L740,4908.7
2019-10-12T00:00:00Z,L101,1931.675
2020-11-23T00:00:00Z,L103,3898.928
2023-10-09T00:00:00Z,L140,4295.149
2021-05-12T00:00:00Z,L110,7604.588
2019-04-30T00:00:00Z,L129,3018.102
2022-12-20T00:00:00Z,L110,6107.952
2021-04-21T00:00:00Z,L101,3626.609
2020-07-24T00:00:00Z,LMAV,809.657
2023-09-20T00:00:00Z,L315,9107.98
2022-09-05T00:00:00Z,L143/136/137,6584.708
2022-01-04T00:00:00Z,L110,6946.891
2020-10-20T00:00:00Z,L143,6334.166
2020-03-11T00:00:00Z,L129,3155.925
2022-12-09T00:00:00Z,L101,1292.735
2023-10-23T00:00:00Z,L110,9387.329
2021-02-05T00:00:00Z,L145/133,6942.64
2022-11-09T00:00:00Z,L110,9595.315
2020-10-06T00:00:00Z,L101,1852.005
2022-08-08T00:00:00Z,L128,4047.389
2021-11-28T00:00:00Z,L102/144,2092.794
2020-10-15T00:00:00Z,L740,8646.58
2019-06-23T00:00:00Z,L145,3127.149
2020-05-03T00:00:00Z,L740,4861.79
2023-10-01T00:00:00Z,L110,3437.089
2020-10-27T00:00:00Z,L101,2271.865
2023-10-03T00:00:00Z,L101,3862.602
2022-08-15T00:00:00Z,L101,1398.185
2021-03-20T00:00:00Z,L133/125,5194.054
2021-03-01T00:00:00Z,L110,7540.437
2023-10-07T00:00:00Z,L145/133,5759.082
2019-02-13T00:00:00Z,L144,2361.301
2020-10-19T00:00:00Z,L101,1987.579
2021-02-27T00:00:00Z,L101,1359.612
2022-09-14T00:00:00Z,L110,9522.288
2022-11-02T00:00:00Z,L110,9706.633
2022-03-18T00:00:00Z,L315,10871.14
2020-06-26T00:00:00Z,L101,1896.249
2022-02-23T00:00:00Z,L110,6566.523
2023-02-12T00:00:00Z,L101,1354.137
2023-04-02T00:00:00Z,L146,3539.422
2021-12-30T00:00:00Z,L101,2266.63
2020-06-24T00:00:00Z,L740,8723.45
2023-07-09T00:00:00Z,L110,3532.213
2022-02-14T00:00:00Z,L101,1982.57
2019-01-08T00:00:00Z,L125,2555.827
2021-02-24T00:00:00Z,L102/144,2865.138
2022-04-08T00:00:00Z,L101,3573.764
2022-08-03T00:00:00Z,L110,9736.781
2019-05-06T00:00:00Z,LI41,12586.93
2023-01-01T00:00:00Z,L440,18850.38
2021-03-05T00:00:00Z,L102/144,4215.054
2021-10-23T00:00:00Z,L740,8103.94
2023-10-21T00:00:00Z,L103,5454.34
2023-02-05T00:00:00Z,L145/133,3534.877
2019-05-21T00:00:00Z,L129,3064.703
2022-08-22T00:00:00Z,L145/133,8838.742
2019-04-10T00:00:00Z,LI41,13069.93
2020-06-07T00:00:00Z,L110,3801.661
2022-04-13T00:00:00Z,L145/133,8796.168
2023-09-25T00:00:00Z,L110,9652.954
2022-09-23T00:00:00Z,L110,9651.865
2022-05-18T00:00:00Z,L101,1331.083
2022-01-10T00:00:00Z,L101,1568.746
2022-08-29T00:00:00Z,L110,9357.86
2019-12-09T00:00:00Z,L125,2779.691
2020-10-02T00:00:00Z,LIGM,4553.037
2022-03-05T00:00:00Z,L143/136/137,4476.696
2021-06-28T00:00:00Z,L133/125,4887.274
2023-09-04T00:00:00Z,LIGM,4299.202
2019-08-09T00:00:00Z,L102,3814.403
2022-12-16T00:00:00Z,L133/125,6000.973
2023-05-29T00:00:00Z,LI41,12272.55
2020-10-01T00:00:00Z,L145,3388.758
2020-10-01T00:00:00Z,LIGM,4773.468
2023-06-25T00:00:00Z,L101,1373.448
2019-06-26T00:00:00Z,L129,3012.738
2023-05-25T00:00:00Z,L315,5043.58
2021-09-19T00:00:00Z,L145/133,4074.971
2020-04-08T00:00:00Z,L145,2826.233
2019-05-11T00:00:00Z,L129,2203.699
2022-05-07T00:00:00Z,L315,8573.99
2023-05-09T00:00:00Z,L440,26444.25
2019-07-31T00:00:00Z,L110,9297.387
2019-07-08T00:00:00Z,L145,2861.967
2019-07-02T00:00:00Z,L129,2827.982
2020-11-26T00:00:00Z,L315,7134.18
2022-09-07T00:00:00Z,L110,9808.941
2023-11-13T00:00:00Z,359V,2091.422
2020-12-12T00:00:00Z,L143,5176.094
2021-08-31T00:00:00Z,359V,606.372
2019-08-11T00:00:00Z,L145,3164.674
2019-11-12T00:00:00Z,L129,3105.368
2022-01-16T00:00:00Z,L440,16983.33
2022-08-19T00:00:00Z,L145/133,9029.793
2020-05-03T00:00:00Z,L145,2816.03
2022-09-22T00:00:00Z,L740,11131.4
2019-04-13T00:00:00Z,L145,4624.599
2020-11-03T00:00:00Z,L440,29297.389
2022-05-11T00:00:00Z,L440,38289.67
2019-09-29T00:00:00Z,L101,2040.921
2020-09-30T00:00:00Z,L740,9152.58
2020-09-08T00:00:00Z,L740,8886.59
2019-12-11T00:00:00Z,L144,2307.196
2021-11-24T00:00:00Z,L145/133,9202.753
2021-01-23T00:00:00Z,L143,4841.878
2021-09-23T00:00:00Z,L110,9108.117
2022-10-21T00:00:00Z,L143/136/137,6549.516
2023-05-08T00:00:00Z,L107,7615.09
2020-10-18T00:00:00Z,L103,4197.683
2022-02-07T00:00:00Z,L102/144,2387.671
2019-08-23T00:00:00Z,L129,3017.131
2020-09-15T00:00:00Z,L101,1883.814
2022-12-14T00:00:00Z,L110,9007.523
2020-01-09T00:00:00Z,L129,2717.155
2019-01-09T00:00:00Z,L101,3494.739
2020-09-17T00:00:00Z,L101,1847.27
2022-12-11T00:00:00Z,L101,1367.921
2021-10-19T00:00:00Z,L143/136/137,6546.144
2020-03-22T00:00:00Z,359V,4053.921
2020-04-10T00:00:00Z,L315,4258.17
2021-09-20T00:00:00Z,L440,33222.27
2019-12-17T00:00:00Z,L102,3312.605
2023-05-18T00:00:00Z,L133/125,6228.959
2023-03-31T00:00:00Z,LIGM,3962.28
2019-11-05T00:00:00Z,L145,6114.341
2019-05-20T00:00:00Z,LI41,12836.46
2020-06-16T00:00:00Z,L101,1881.248
2019-03-13T00:00:00Z,L315,10241.601
2023-10-03T00:00:00Z,L122,9322.235
2019-03-07T00:00:00Z,LI41,12822.36
2019-04-27T00:00:00Z,L129,2418.099
2019-09-11T00:00:00Z,L102,4005.32
2022-06-12T00:00:00Z,L101,1364.533
2019-12-08T00:00:00Z,L145,2734.462
2019-04-10T00:00:00Z,L129,2861.262
2019-08-14T00:00:00Z,L129,3110.39
2020-02-20T00:00:00Z,L145,4935.02
2019-09-22T00:00:00Z,L440,23703.821
2021-08-16T00:00:00Z,L133/125,3400.869
2020-07-09T00:00:00Z,L315,4611.111
2021-10-26T00:00:00Z,L102/144,4335.672
2021-11-04T00:00:00Z,L110,8829.55
2019-07-11T00:00:00Z,L129,2787.146
2019-07-22T00:00:00Z,L315,9488.978
2022-01-13T00:00:00Z,L133/125,4221.307
2023-06-09T00:00:00Z,L315,8857.07
2019-01-14T00:00:00Z,LI41,10598.94
2019-01-12T00:00:00Z,L315,6281.314
2023-11-06T00:00:00Z,L126,2163.714
2019-11-01T00:00:00Z,L102,3940.749
2020-08-01T00:00:00Z,L145,2954.734
2022-01-16T00:00:00Z,L101,1294.466
2021-03-30T00:00:00Z,LIGM,5193.275
2022-03-01T00:00:00Z,L315,4908.51
2020-12-17T00:00:00Z,L103,6751.078
2023-01-24T00:00:00Z,L101,2943.145
2023-03-26T00:00:00Z,L101,1875.247
2019-12-30T00:00:00Z,L129,2604.042
2022-12-24T00:00:00Z,L110,5040.782
2020-01-10T00:00:00Z,L129,2916.64
2019-07-04T00:00:00Z,L145,6796.178
2021-12-07T00:00:00Z,L110,8999.178
2020-11-02T00:00:00Z,L101,2009.512
2019-10-02T00:00:00Z,L102,3922.872
2023-01-02T00:00:00Z,L110,6989.987
2021-09-11T00:00:00Z,L145/133,4923.632
2019-08-06T00:00:00Z,L129,3211.642
2019-06-17T00:00:00Z,L129,1792.037
2023-02-21T00:00:00Z,L140,1924.322
2023-09-25T00:00:00Z,LI41,12419.12
2019-01-04T00:00:00Z,L129,2886.572
2020-06-23T00:00:00Z,L144,1296.684
2022-08-10T00:00:00Z,L103,7686.717
2019-06-13T00:00:00Z,L110,9724.193
2019-09-05T00:00:00Z,L103,8465.263
2022-09-19T00:00:00Z,L110,9681.121
2022-11-07T00:00:00Z,L103,8408.438
2022-01-19T00:00:00Z,L133/125,4283.632
2021-05-14T00:00:00Z,L110,7569.272
2020-03-08T00:00:00Z,L315,6846.995
2021-11-30T00:00:00Z,L110,8910.211
2022-07-22T00:00:00Z,L110,8264.236
2022-05-17T00:00:00Z,L315,11409.17
2022-10-24T00:00:00Z,L110,9411.807
2022-05-29T00:00:00Z,L101,1352.369
2021-02-15T00:00:00Z,L133/125,4662.336
2019-01-29T00:00:00Z,L101,3595.426
2020-06-28T00:00:00Z,L101,1929.635
2022-06-06T00:00:00Z,L107,7491.658
2019-03-16T00:00:00Z,L129,2395.127
2022-08-10T00:00:00Z,L110,9296.472
2022-03-29T00:00:00Z,L740,10438.96
2020-08-06T00:00:00Z,L440,30118.25
2022-04-27T00:00:00Z,L101,3563.203
2023-01-24T00:00:00Z,L143/136/137,5686.323
2022-02-20T00:00:00Z,L101,1294.304
2022-02-21T00:00:00Z,L133/125,3775.693
2023-08-30T00:00:00Z,LIGM,4946.381
2022-07-28T00:00:00Z,LIGM,5020.086
2021-03-01T00:00:00Z,L740,8940.72
2019-04-17T00:00:00Z,L128,5535.628
2019-07-12T00:00:00Z,L129,2841.345
2020-11-12T00:00:00Z,L440,29331.03
2020-02-11T00:00:00Z,L102,3051.646
2020-02-07T00:00:00Z,L145,5104.318
2020-07-01T00:00:00Z,L103,5559.563
2019-11-29T00:00:00Z,L129,2913.893
2019-12-29T00:00:00Z,L101,2096.106
2020-01-12T00:00:00Z,L101,2016.552
2023-07-21T00:00:00Z,L107,6958.259
2022-11-12T00:00:00Z,L122,5954.368
2019-02-12T00:00:00Z,L440,30389.789
2022-04-15T00:00:00Z,L133/125,3323.217
2019-11-08T00:00:00Z,L133,7229.753
2022-05-04T00:00:00Z,L143/136/137,6833.666
2022-01-04T00:00:00Z,L740,8947.06
2021-12-31T00:00:00Z,L142,6567.324
2022-09-29T00:00:00Z,L110,9514.199
2022-07-31T00:00:00Z,L101,1353.706
2022-11-03T00:00:00Z,L130/146,6348.203
2019-11-23T00:00:00Z,L145,4491.366
2022-01-14T00:00:00Z,L110,7122.849
2020-01-16T00:00:00Z,L129,2456.129
2021-12-22T00:00:00Z,L133/125,5574.247
2021-08-23T00:00:00Z,L110,8555.729
2022-04-19T00:00:00Z,L143/136/137,6506.735
2022-07-29T00:00:00Z,LIGM,5021.245
2020-06-05T00:00:00Z,L145,2808.406
2019-01-30T00:00:00Z,L125,2067.741
2020-08-07T00:00:00Z,L125,1779.901
2020-01-02T00:00:00Z,L129,2854.687
2020-02-26T00:00:00Z,L145,5244.848
2022-07-19T00:00:00Z,L130/146,5309.513
2021-04-02T00:00:00Z,L101,1309.123
2022-10-02T00:00:00Z,L103,3188.208
2021-04-09T00:00:00Z,L128,4331.75
2022-02-27T00:00:00Z,L101,1479.302
2023-05-27T00:00:00Z,L143/136/137,4295.328
2019-03-13T00:00:00Z,L144,2617.868
2023-04-25T00:00:00Z,LI41,12131.21
2019-08-14T00:00:00Z,L125,2825.535
2020-07-28T00:00:00Z,L440,29086.374
2023-04-02T00:00:00Z,L315,4587.86
2021-12-25T00:00:00Z,L133/125,2895.635
2022-10-17T00:00:00Z,L103,8439.065
2019-05-22T00:00:00Z,L129,3120.082
2023-02-06T00:00:00Z,L440,29208.49
2023-05-25T00:00:00Z,L110,3709.426
2022-01-25T00:00:00Z,L133/125,3985.504
2020-05-02T00:00:00Z,L107,5113.77
2021-08-09T00:00:00Z,L740,9790.39
2023-06-05T00:00:00Z,LIGM,4112.245
2023-08-31T00:00:00Z,L138,3964.047
2020-09-22T00:00:00Z,L145,3307.362
2021-05-22T00:00:00Z,L145/133,5098.743
2023-01-01T00:00:00Z,L101,1098.639
2021-08-29T00:00:00Z,L133/125,3332.922
2023-08-07T00:00:00Z,L101,3951.467
2020-08-19T00:00:00Z,L125,1745.277
2019-07-21T00:00:00Z,L128,3039.611
2021-03-05T00:00:00Z,L133/125,6749.367
2020-05-25T00:00:00Z,L315,4664.65
2019-09-02T00:00:00Z,L740,12314.814
2019-11-01T00:00:00Z,L129,2956.958
2020-11-28T00:00:00Z,L101,1654.01
2023-08-20T00:00:00Z,L103,3633.346
2023-08-09T00:00:00Z,L110,9132.257
2022-12-07T00:00:00Z,359V,1169.156
2021-01-17T00:00:00Z,L145,2442.302
2023-10-15T00:00:00Z,L103,3571.714
2022-02-08T00:00:00Z,L110,6695.61
2023-10-10T00:00:00Z,L140,4174.159
2020-02-12T00:00:00Z,L129,2869.819
2022-01-12T00:00:00Z,L145/133,6161.514
2019-04-12T00:00:00Z,L315,10422.518
2021-03-27T00:00:00Z,L133/125,5297.35
2023-01-10T00:00:00Z,L145/133,7416.089
2022-01-21T00:00:00Z,L101,1920.914
2021-06-15T00:00:00Z,L133/125,5257.925
2020-10-07T00:00:00Z,L145,3226.259
2022-09-01T00:00:00Z,L110,9357.342
2022-05-04T00:00:00Z,L110,9029.46
2022-07-28T00:00:00Z,L110,9434.501
2022-01-12T00:00:00Z,L101,1728.385
2020-04-24T00:00:00Z,L146,3826.571
2019-12-05T00:00:00Z,L145,5846.723
2021-03-12T00:00:00Z,L133/125,6568.441
2022-04-23T00:00:00Z,L740,7749.45
2021-12-09T00:00:00Z,L110,8669.851
2020-03-20T00:00:00Z,L133,5031.848
2023-05-22T00:00:00Z,L101,4139.25
2022-01-27T00:00:00Z,L133/125,4322.114
2020-01-23T00:00:00Z,L146,5659.4
2021-07-24T00:00:00Z,L110,3528.272
2022-03-14T00:00:00Z,L101,3344.667
2023-05-22T00:00:00Z,LIGM,4084.779
2021-04-20T00:00:00Z,L143/136/137,6153.613
2020-05-07T00:00:00Z,L145,2970.044
2022-09-13T00:00:00Z,L110,9479.003
2022-07-11T00:00:00Z,L440,35333.5
2020-09-05T00:00:00Z,L315,5646.1
2021-09-27T00:00:00Z,L440,35594.16
2023-06-19T00:00:00Z,L315,4857.42
2022-08-09T00:00:00Z,L143/136/137,7296.453
2023-09-27T00:00:00Z,L110,9585.294
2020-09-27T00:00:00Z,L145,2595.229
2019-08-12T00:00:00Z,L315,10113.695
2022-02-02T00:00:00Z,L101,2155.816
2021-12-20T00:00:00Z,L110,9243.989
2020-10-24T00:00:00Z,L146,4044.727
2023-03-18T00:00:00Z,L146,3578.869
2022-11-07T00:00:00Z,L107,7625.004
2023-03-23T00:00:00Z,L101,6033.24
2021-06-01T00:00:00Z,L102/144,2803.352
2019-06-28T00:00:00Z,L315,10471.046
2021-07-24T00:00:00Z,L133/125,3723.77
2021-12-31T00:00:00Z,L110,4532.734
2021-09-29T00:00:00Z,L110,8864.483
2019-02-12T00:00:00Z,LI41,10646.38
2020-11-10T00:00:00Z,L107,6509.043
2022-01-28T00:00:00Z,L133/125,4196.055
2021-08-14T00:00:00Z,L133/125,4148.067
2020-03-25T00:00:00Z,L146,3290.559
2022-02-02T00:00:00Z,L110,6401.442
2021-09-15T00:00:00Z,L110,8674.089
2019-11-24T00:00:00Z,L315,7496.892
2022-04-08T00:00:00Z,L145/133,8910.697
2022-09-21T00:00:00Z,L130/146,5862.564
2019-08-27T00:00:00Z,L102,4254.184
2022-03-31T00:00:00Z,L315,10254.58
2021-01-26T00:00:00Z,L145/133,7033.357
2020-06-20T00:00:00Z,L315,4814.365
2019-11-26T00:00:00Z,L129,3390.618
2023-10-20T00:00:00Z,L440,37871.12
2019-10-03T00:00:00Z,L129,3189.366
2021-08-20T00:00:00Z,L740,9906.18
2020-04-27T00:00:00Z,L101,1934.169
2023-10-01T00:00:00Z,L103,3656.516
2021-08-12T00:00:00Z,L101,3024.843
2021-04-25T00:00:00Z,L133/125,5144.734
2023-01-04T00:00:00Z,L110,7475.126
2021-10-26T00:00:00Z,L101,3356.208
2020-03-29T00:00:00Z,L133,3613.387
2022-06-21T00:00:00Z,L142,10456.706
2019-11-05T00:00:00Z,L102,3983.277
2023-01-09T00:00:00Z,L128,3531.767
2023-10-30T00:00:00Z,L145/133,8847.066
