"Date","Price","Open","High","Low","Vol.","Change %"
"01/07/2021","4,528.85","4,417.84","4,529.23","4,417.84","","2.51%"
"01/06/2021","4,417.84","4,367.18","4,438.32","4,366.00","","1.16%"
"01/05/2021","4,367.18","4,257.44","4,367.18","4,244.84","","2.58%"
"01/04/2021","4,257.44","4,177.22","4,273.95","4,177.22","","1.92%"
"12/30/2020","4,177.22","4,197.87","4,222.26","4,177.22","","-0.49%"
"12/29/2020","4,197.87","4,180.22","4,214.29","4,180.22","","0.42%"
"12/28/2020","4,180.22","4,133.35","4,192.13","4,133.35","","1.13%"
"12/24/2020","4,133.35","4,156.29","4,157.33","4,106.11","","-0.55%"
"12/23/2020","4,156.29","4,190.03","4,217.58","4,143.78","","-0.81%"
"12/22/2020","4,190.03","4,162.96","4,244.30","4,162.96","","0.65%"
"12/21/2020","4,162.96","4,210.69","4,210.69","4,114.76","","-1.13%"
"12/18/2020","4,210.69","4,199.33","4,251.72","4,199.33","","0.27%"
"12/17/2020","4,199.33","4,110.99","4,200.52","4,110.60","","2.15%"
"12/16/2020","4,110.99","4,061.66","4,111.42","4,061.66","","1.21%"
"12/15/2020","4,061.66","4,052.84","4,084.87","4,041.40","","0.22%"
"12/14/2020","4,052.84","4,085.89","4,127.62","4,052.46","","-0.81%"
"12/11/2020","4,085.89","4,106.42","4,123.23","4,054.65","","-0.50%"
"12/10/2020","4,106.42","4,148.70","4,181.90","4,106.37","","-1.02%"
"12/09/2020","4,148.70","4,130.41","4,193.63","4,125.72","","0.44%"
"12/07/2020","4,130.41","4,191.18","4,195.51","4,081.26","","-1.45%"
"12/04/2020","4,191.18","4,188.80","4,213.34","4,173.49","","0.06%"
"12/03/2020","4,188.80","4,157.12","4,188.80","4,142.26","","0.76%"
"12/02/2020","4,157.12","4,110.59","4,157.21","4,091.74","","1.13%"
"12/01/2020","4,110.59","4,032.87","4,114.11","4,032.87","","1.93%"
"11/30/2020","4,032.87","4,117.03","4,152.09","4,032.87","","-2.04%"
"11/27/2020","4,117.03","4,121.96","4,155.86","4,115.57","","-0.12%"
"11/26/2020","4,121.96","4,135.16","4,165.08","4,091.91","","-0.32%"
"11/25/2020","4,135.16","4,197.27","4,207.34","4,127.63","","-1.48%"
"11/24/2020","4,197.27","4,131.26","4,208.96","4,131.26","","1.60%"
"11/23/2020","4,131.26","4,054.53","4,131.91","4,054.53","","1.89%"
"11/20/2020","4,054.53","4,028.30","4,067.73","4,024.86","","0.65%"
"11/19/2020","4,028.30","4,108.79","4,110.32","4,018.53","","-1.96%"
"11/18/2020","4,108.79","4,053.50","4,109.19","4,053.50","","1.36%"
"11/17/2020","4,053.50","4,047.42","4,054.93","3,993.50","","0.15%"
"11/16/2020","4,047.42","4,005.35","4,097.03","4,005.35","","1.05%"
"11/13/2020","4,005.35","3,916.50","4,007.43","3,916.50","","2.27%"
"11/12/2020","3,916.50","3,979.34","3,981.86","3,916.50","","-1.58%"
"11/11/2020","3,979.34","3,977.45","4,010.47","3,948.65","","0.05%"
"11/10/2020","3,977.45","3,928.48","3,978.10","3,887.19","","1.25%"
"11/09/2020","3,928.48","3,812.38","3,951.95","3,812.38","","3.05%"
"11/06/2020","3,812.38","3,703.94","3,812.79","3,686.68","","2.93%"
"11/05/2020","3,703.94","3,518.05","3,705.51","3,518.05","","5.28%"
"11/04/2020","3,518.05","3,521.45","3,554.87","3,489.65","","-0.10%"
"11/03/2020","3,521.45","3,571.13","3,601.44","3,506.29","","-1.39%"
"11/02/2020","3,571.13","3,539.92","3,606.53","3,539.92","","0.88%"
"10/30/2020","3,539.92","3,582.64","3,598.52","3,530.26","","-1.19%"
"10/29/2020","3,582.64","3,629.48","3,636.44","3,574.45","","-1.29%"
"10/28/2020","3,629.48","3,697.00","3,697.91","3,611.73","","-1.83%"
"10/27/2020","3,697.00","3,705.99","3,751.63","3,675.47","","-0.24%"
"10/26/2020","3,705.99","3,807.95","3,808.43","3,701.14","","-2.68%"
"10/23/2020","3,807.95","3,811.29","3,831.40","3,799.49","","-0.09%"
"10/22/2020","3,811.29","3,782.66","3,817.12","3,758.84","","0.76%"
"10/21/2020","3,782.66","3,672.92","3,782.95","3,670.15","","2.99%"
"10/20/2020","3,672.92","3,631.80","3,678.99","3,631.80","","1.13%"
"10/19/2020","3,631.80","3,640.58","3,677.22","3,631.38","","-0.24%"
"10/16/2020","3,640.58","3,661.72","3,674.64","3,628.76","","-0.58%"
"10/15/2020","3,661.72","3,664.40","3,690.63","3,619.65","","-0.07%"
"10/14/2020","3,664.40","3,654.69","3,666.27","3,640.43","","0.27%"
"10/13/2020","3,654.69","3,677.45","3,690.67","3,636.54","","-0.62%"
"10/09/2020","3,677.45","3,650.27","3,692.33","3,635.59","","0.74%"
"10/08/2020","3,650.27","3,588.35","3,650.35","3,588.35","","1.73%"
"10/07/2020","3,588.35","3,621.71","3,629.38","3,580.64","","-0.92%"
"10/06/2020","3,621.71","3,675.83","3,682.93","3,612.85","","-1.47%"
"10/05/2020","3,675.83","3,666.03","3,698.75","3,663.46","","0.27%"
"10/02/2020","3,666.03","3,635.47","3,674.00","3,591.29","","0.84%"
"10/01/2020","3,635.47","3,637.30","3,660.67","3,618.86","","-0.05%"
"09/30/2020","3,637.30","3,555.32","3,637.30","3,555.32","","2.31%"
"09/29/2020","3,555.32","3,595.39","3,595.40","3,539.67","","-1.11%"
"09/28/2020","3,595.39","3,589.04","3,632.14","3,589.04","","0.18%"
"09/25/2020","3,589.04","3,571.42","3,589.04","3,563.08","","0.49%"
"09/24/2020","3,571.42","3,520.45","3,592.59","3,520.45","","1.45%"
"09/23/2020","3,520.45","3,634.63","3,634.87","3,512.53","","-3.14%"
"09/22/2020","3,634.63","3,643.85","3,678.01","3,634.63","","-0.25%"
"09/21/2020","3,643.85","3,729.64","3,729.64","3,640.63","","-2.30%"
"09/17/2020","3,729.64","3,717.06","3,729.64","3,678.60","","0.34%"
"09/16/2020","3,717.06","3,721.71","3,723.14","3,696.64","","-0.12%"
"09/15/2020","3,721.71","3,709.84","3,735.93","3,709.84","","0.32%"
"09/14/2020","3,709.84","3,712.67","3,748.36","3,708.25","","-0.08%"
"09/11/2020","3,712.67","3,687.17","3,715.52","3,657.85","","0.69%"
"09/10/2020","3,687.17","3,771.72","3,782.86","3,673.07","","-2.24%"
"09/09/2020","3,771.72","3,826.07","3,837.57","3,771.72","","-1.42%"
"09/08/2020","3,826.07","3,854.21","3,854.21","3,814.18","","-0.73%"
"09/07/2020","3,854.21","3,810.61","3,856.48","3,810.61","","1.14%"
"09/04/2020","3,810.61","3,845.87","3,858.64","3,794.63","","-0.92%"
"09/03/2020","3,845.87","3,814.95","3,845.90","3,795.08","","0.81%"
"09/02/2020","3,814.95","3,752.95","3,828.91","3,752.95","","1.65%"
"09/01/2020","3,752.95","3,767.15","3,790.75","3,737.54","","-0.38%"
"08/31/2020","3,767.15","3,873.77","3,886.24","3,767.15","","-2.75%"
"08/28/2020","3,873.77","3,887.80","3,921.54","3,868.09","","-0.36%"
"08/27/2020","3,887.80","3,861.65","3,887.80","3,849.75","","0.68%"
"08/26/2020","3,861.65","3,897.73","3,907.75","3,855.61","","-0.93%"
"08/25/2020","3,897.73","3,962.37","3,973.03","3,885.75","","-1.63%"
"08/24/2020","3,962.37","3,994.71","4,012.08","3,956.64","","-0.81%"
"08/21/2020","3,994.71","3,977.97","3,994.87","3,967.79","","0.42%"
"08/20/2020","3,977.97","3,998.80","3,998.80","3,967.14","","-0.52%"
"08/19/2020","3,998.80","4,023.76","4,028.19","3,986.51","","-0.62%"
"08/18/2020","4,023.76","4,041.02","4,051.68","4,004.07","","-0.43%"
"08/17/2020","4,041.02","4,017.11","4,044.74","4,017.11","","0.60%"
"08/14/2020","4,017.11","4,004.99","4,027.40","4,004.99","","0.30%"
"08/13/2020","4,004.99","4,036.54","4,079.03","3,993.01","","-0.78%"
"08/12/2020","4,036.54","4,000.25","4,044.89","4,000.25","","0.91%"
"08/11/2020","4,000.25","3,984.09","4,026.26","3,984.09","","0.41%"
"08/10/2020","3,984.09","3,988.90","4,026.54","3,983.86","","-0.12%"
"08/07/2020","3,988.90","3,968.74","4,003.18","3,968.74","","0.51%"
"08/06/2020","3,968.74","3,932.35","3,969.51","3,917.71","","0.93%"
"08/05/2020","3,932.35","3,926.25","3,979.06","3,926.25","","0.16%"
"08/04/2020","3,926.25","3,946.52","4,008.35","3,925.87","","-0.51%"
"08/03/2020","3,946.52","4,017.08","4,017.08","3,946.52","","-1.76%"
"07/31/2020","4,017.08","3,953.30","4,017.08","3,953.30","","1.61%"
"07/30/2020","3,953.30","3,983.25","3,983.25","3,919.24","","-0.75%"
"07/29/2020","3,983.25","4,055.59","4,055.59","3,969.25","","-1.78%"
"07/28/2020","4,055.59","4,062.65","4,086.88","4,055.18","","-0.17%"
"07/27/2020","4,062.65","4,014.88","4,071.46","4,014.88","","1.19%"
"07/24/2020","4,014.88","3,984.28","4,029.43","3,956.48","","0.77%"
"07/23/2020","3,984.28","3,944.82","4,026.37","3,940.04","","1.00%"
"07/22/2020","3,944.82","3,887.28","3,966.92","3,865.31","","1.48%"
"07/21/2020","3,887.28","3,924.61","3,938.53","3,882.87","","-0.95%"
"07/20/2020","3,924.61","3,994.73","3,994.73","3,891.36","","-1.76%"
"07/17/2020","3,994.73","4,041.62","4,047.76","3,968.61","","-1.16%"
"07/15/2020","4,041.62","4,180.91","4,206.05","4,041.62","","-3.33%"
"07/14/2020","4,180.91","4,115.28","4,181.06","4,081.60","","1.59%"
"07/13/2020","4,115.28","4,029.40","4,142.33","4,029.40","","2.13%"
"07/10/2020","4,029.40","4,032.15","4,043.42","3,999.82","","-0.07%"
"07/09/2020","4,032.15","4,185.91","4,185.91","4,008.10","","-3.67%"
"07/08/2020","4,185.91","4,257.67","4,259.50","4,135.14","","-1.69%"
"07/07/2020","4,257.67","4,284.42","4,284.42","4,214.24","","-0.62%"
"07/06/2020","4,284.42","4,202.17","4,310.22","4,202.17","","1.96%"
"07/03/2020","4,202.17","4,177.89","4,224.38","4,172.17","","0.58%"
"07/02/2020","4,177.89","4,037.07","4,179.43","4,037.07","","3.49%"
"07/01/2020","4,037.07","3,959.02","4,046.39","3,959.02","","1.97%"
"06/30/2020","3,959.02","3,990.95","4,009.83","3,959.02","","-0.80%"
"06/26/2020","3,990.95","4,038.31","4,046.14","3,990.59","","-1.17%"
"06/25/2020","4,038.31","4,036.23","4,050.91","4,005.23","","0.05%"
"06/24/2020","4,036.23","4,031.73","4,046.84","4,001.36","","0.11%"
"06/23/2020","4,031.73","3,998.52","4,031.73","3,974.34","","0.83%"
"06/22/2020","3,998.52","4,026.79","4,042.47","3,975.62","","-0.70%"
"06/19/2020","4,026.79","3,990.77","4,039.73","3,990.77","","0.90%"
"06/18/2020","3,990.77","3,996.60","4,006.24","3,974.02","","-0.15%"
"06/17/2020","3,996.60","3,939.79","4,024.38","3,939.79","","1.44%"
"06/16/2020","3,939.79","3,893.13","3,981.46","3,893.13","","1.20%"
"06/15/2020","3,893.13","3,981.84","3,981.84","3,888.23","","-2.23%"
"06/12/2020","3,981.84","3,944.23","4,019.20","3,944.23","","0.95%"
"06/11/2020","3,944.23","4,063.89","4,063.89","3,926.82","","-2.94%"
"06/10/2020","4,063.89","4,126.17","4,145.92","4,062.53","","-1.51%"
"06/09/2020","4,126.17","4,139.89","4,148.38","4,043.29","","-0.33%"
"06/08/2020","4,139.89","4,033.42","4,149.02","4,033.42","","2.64%"
"06/05/2020","4,033.42","3,885.41","4,055.09","3,885.41","","3.81%"
"06/04/2020","3,885.41","3,833.47","3,885.41","3,793.76","","1.35%"
"06/03/2020","3,833.47","3,750.37","3,833.47","3,749.81","","2.22%"
"06/02/2020","3,750.37","3,685.72","3,776.27","3,685.72","","1.75%"
"06/01/2020","3,685.72","3,647.60","3,714.61","3,616.68","","1.05%"
"05/29/2020","3,647.60","3,658.11","3,661.11","3,591.31","","-0.29%"
"05/28/2020","3,658.11","3,769.32","3,775.78","3,654.83","","-2.95%"
"05/27/2020","3,769.32","3,733.78","3,781.17","3,721.22","","0.95%"
"05/26/2020","3,733.78","3,751.39","3,792.53","3,727.53","","-0.47%"
"05/25/2020","3,751.39","3,723.57","3,782.96","3,706.73","","0.75%"
"05/22/2020","3,723.57","3,755.08","3,776.96","3,716.62","","-0.84%"
"05/20/2020","3,755.08","3,729.97","3,775.30","3,729.97","","0.67%"
"05/19/2020","3,729.97","3,763.21","3,796.27","3,729.86","","-0.88%"
"05/18/2020","3,763.21","3,622.15","3,782.21","3,622.15","","3.89%"
"05/15/2020","3,622.15","3,641.64","3,680.11","3,611.36","","-0.54%"
"05/14/2020","3,641.64","3,604.91","3,669.15","3,534.32","","1.02%"
"05/13/2020","3,604.91","3,734.75","3,737.09","3,542.98","","-3.48%"
"05/12/2020","3,734.75","3,811.75","3,863.03","3,734.28","","-2.02%"
"05/11/2020","3,811.75","3,818.24","3,856.62","3,793.50","","-0.17%"
"05/08/2020","3,818.24","3,999.54","4,026.75","3,818.24","","-4.53%"
"05/07/2020","3,999.54","3,964.94","4,036.99","3,964.94","","0.87%"
"05/06/2020","3,964.94","3,922.40","3,992.32","3,922.40","","1.08%"
"05/05/2020","3,922.40","3,853.27","3,946.60","3,853.27","","1.79%"
"05/04/2020","3,853.27","3,977.56","3,980.42","3,829.37","","-3.12%"
"04/30/2020","3,977.56","4,014.70","4,017.47","3,943.62","","-0.93%"
"04/29/2020","4,014.70","3,900.92","4,020.21","3,900.92","","2.92%"
"04/28/2020","3,900.92","3,810.89","3,925.36","3,810.89","","2.34%"
"04/27/2020","3,811.71","3,679.67","3,811.73","3,679.67","","3.59%"
"04/24/2020","3,679.67","3,748.49","3,754.16","3,679.28","","-1.84%"
"04/23/2020","3,748.49","3,678.50","3,748.84","3,678.50","","1.90%"
"04/22/2020","3,678.50","3,652.87","3,716.16","3,652.87","","0.70%"
"04/21/2020","3,652.87","3,748.31","3,748.31","3,645.38","","-2.55%"
"04/20/2020","3,748.31","3,819.61","3,822.83","3,748.24","","-1.87%"
"04/17/2020","3,819.61","3,802.47","3,899.89","3,802.47","","0.45%"
"04/16/2020","3,802.47","3,854.71","3,868.87","3,784.70","","-1.36%"
"04/15/2020","3,854.71","3,919.91","3,924.13","3,838.18","","-1.66%"
"04/14/2020","3,919.91","3,859.16","3,930.67","3,859.16","","1.57%"
"04/13/2020","3,859.16","3,822.18","3,859.84","3,758.03","","0.97%"
"04/09/2020","3,822.18","3,759.76","3,860.98","3,759.76","","1.66%"
"04/08/2020","3,759.76","3,711.66","3,788.07","3,711.59","","1.30%"
"04/07/2020","3,711.66","3,748.47","3,824.01","3,711.05","","-0.98%"
"04/06/2020","3,748.47","3,674.43","3,815.64","3,674.43","","2.02%"
"04/03/2020","3,674.43","3,559.25","3,695.11","3,559.25","","3.24%"
"04/02/2020","3,559.25","3,421.39","3,609.08","3,421.39","","4.03%"
"04/01/2020","3,421.39","3,487.49","3,487.49","3,343.62","","-1.90%"
"03/31/2020","3,487.49","3,316.27","3,513.06","3,316.27","","5.16%"
"03/30/2020","3,316.27","3,228.37","3,358.34","3,228.37","","2.72%"
"03/27/2020","3,228.37","3,214.57","3,240.64","3,135.46","","0.43%"
"03/26/2020","3,214.57","3,123.13","3,364.69","3,067.42","","2.93%"
"03/25/2020","3,123.13","2,894.74","3,146.73","2,894.74","","7.89%"
"03/24/2020","2,894.74","2,897.83","3,100.76","2,894.01","","-0.11%"
"03/23/2020","2,897.83","3,077.18","3,128.02","2,896.91","","-5.83%"
"03/20/2020","3,077.18","3,081.43","3,310.93","3,075.96","","-0.14%"
"03/19/2020","3,081.43","2,876.03","3,178.23","2,876.03","","7.14%"
"03/18/2020","2,876.03","3,271.40","3,271.40","2,850.78","","-12.09%"
"03/17/2020","3,271.40","3,232.36","3,395.34","3,219.54","","1.21%"
"03/16/2020","3,232.36","3,763.57","3,765.08","3,224.82","","-14.11%"
"03/13/2020","3,763.57","3,727.60","3,886.33","3,683.47","","0.96%"
"03/12/2020","3,727.60","3,979.67","3,979.67","3,704.09","","-6.33%"
"03/11/2020","3,979.67","4,070.29","4,073.13","3,972.71","","-2.23%"
"03/10/2020","4,070.29","4,035.54","4,168.28","4,035.54","","0.86%"
"03/09/2020","4,035.54","4,229.46","4,229.46","4,035.54","","-4.58%"
"03/06/2020","4,229.46","4,324.09","4,324.09","4,228.82","","-2.19%"
"03/05/2020","4,324.09","4,366.36","4,366.36","4,298.56","","-0.97%"
"03/04/2020","4,366.36","4,289.40","4,368.06","4,289.40","","1.79%"
"03/03/2020","4,289.40","4,283.63","4,368.63","4,282.21","","0.13%"
"03/02/2020","4,283.63","4,122.63","4,286.79","4,121.42","","3.91%"
"02/28/2020","4,122.63","4,263.24","4,263.24","4,122.63","","-3.30%"
"02/27/2020","4,263.24","4,297.70","4,299.74","4,203.91","","-0.80%"
"02/26/2020","4,297.70","4,361.41","4,363.65","4,297.70","","-1.46%"
"02/25/2020","4,361.41","4,430.63","4,439.09","4,361.41","","-1.56%"
"02/24/2020","4,430.63","4,532.62","4,532.62","4,420.64","","-2.25%"
"02/21/2020","4,532.62","4,536.05","4,540.99","4,523.69","","-0.08%"
"02/20/2020","4,536.05","4,519.19","4,550.30","4,503.68","","0.37%"
"02/19/2020","4,519.19","4,543.62","4,568.83","4,494.48","","-0.54%"
"02/18/2020","4,543.62","4,631.33","4,631.80","4,543.39","","-1.89%"
"02/17/2020","4,631.33","4,655.86","4,657.43","4,618.82","","-0.53%"
"02/14/2020","4,655.86","4,659.81","4,670.34","4,627.48","","-0.08%"
"02/13/2020","4,659.81","4,667.90","4,667.90","4,625.90","","-0.17%"
"02/12/2020","4,667.90","4,660.27","4,688.14","4,655.79","","0.16%"
"02/11/2020","4,660.27","4,627.63","4,660.88","4,627.63","","0.71%"
"02/10/2020","4,627.63","4,686.83","4,688.03","4,619.97","","-1.26%"
"02/07/2020","4,686.83","4,699.53","4,705.75","4,658.59","","-0.27%"
"02/06/2020","4,699.53","4,675.28","4,710.61","4,675.28","","0.52%"
"02/05/2020","4,675.28","4,669.25","4,710.08","4,665.86","","0.13%"
"02/04/2020","4,669.25","4,579.45","4,685.89","4,579.45","","1.96%"
"02/03/2020","4,579.45","4,572.06","4,605.01","4,571.08","","0.16%"
"01/31/2020","4,572.06","4,550.91","4,589.34","4,538.99","","0.46%"
"01/30/2020","4,550.91","4,573.85","4,573.85","4,516.97","","-0.50%"
"01/29/2020","4,573.85","4,570.42","4,582.60","4,551.61","","0.08%"
"01/28/2020","4,570.42","4,561.60","4,607.41","4,556.74","","0.19%"
"01/27/2020","4,561.60","4,640.86","4,642.30","4,530.07","","-1.71%"
"01/24/2020","4,640.86","4,652.01","4,694.90","4,634.08","","-0.24%"
"01/23/2020","4,652.01","4,670.02","4,675.98","4,610.56","","-0.39%"
"01/22/2020","4,670.02","4,693.92","4,720.49","4,666.50","","-0.51%"
"01/21/2020","4,693.92","4,816.01","4,816.01","4,693.16","","-2.54%"
"01/20/2020","4,816.01","4,881.32","4,894.43","4,810.51","","-1.34%"
"01/17/2020","4,881.32","4,893.52","4,912.14","4,866.76","","-0.25%"
"01/16/2020","4,893.52","4,883.68","4,893.52","4,866.51","","0.20%"
"01/15/2020","4,883.68","4,922.18","4,924.70","4,847.12","","-0.78%"
"01/14/2020","4,922.18","4,958.79","4,969.83","4,901.41","","-0.74%"
"01/13/2020","4,958.79","4,996.19","5,000.59","4,950.83","","-0.75%"
"01/10/2020","4,996.19","4,898.43","4,996.36","4,889.91","","2.00%"
"01/09/2020","4,898.43","4,909.76","4,914.40","4,862.25","","-0.23%"
"01/08/2020","4,909.76","4,913.36","4,920.98","4,875.29","","-0.07%"
"01/07/2020","4,913.36","4,884.38","4,919.55","4,869.73","","0.59%"
"01/06/2020","4,884.39","4,839.70","4,885.46","4,785.43","","0.92%"
"01/03/2020","4,839.70","4,804.59","4,839.70","4,744.47","","0.73%"
"01/02/2020","4,804.59","4,669.85","4,804.92","4,669.85","","2.89%"
"12/30/2019","4,669.85","4,669.06","4,688.87","4,652.73","","0.02%"
"12/27/2019","4,669.06","4,673.77","4,675.84","4,642.09","","-0.10%"
"12/26/2019","4,673.77","4,714.65","4,728.96","4,656.29","","-0.87%"
"12/24/2019","4,714.65","4,726.10","4,730.54","4,710.15","","-0.24%"
"12/23/2019","4,726.10","4,735.95","4,753.86","4,707.36","","-0.21%"
"12/20/2019","4,735.95","4,752.91","4,767.69","4,729.03","","-0.36%"
"12/19/2019","4,752.91","4,739.00","4,757.71","4,723.29","","0.29%"
"12/18/2019","4,739.00","4,814.68","4,821.64","4,706.27","","-1.57%"
"12/17/2019","4,814.68","4,876.31","4,879.68","4,794.24","","-1.26%"
"12/16/2019","4,876.31","4,884.92","4,904.18","4,873.57","","-0.18%"
"12/13/2019","4,884.92","4,815.27","4,908.11","4,815.27","","1.45%"
"12/12/2019","4,815.27","4,784.73","4,821.50","4,783.51","","0.64%"
"12/11/2019","4,784.73","4,759.73","4,813.93","4,759.73","","0.53%"
"12/10/2019","4,759.73","4,748.20","4,773.62","4,739.61","","0.24%"
"12/09/2019","4,748.20","4,723.80","4,753.33","4,711.51","","0.52%"
"12/06/2019","4,723.80","4,735.10","4,758.39","4,717.90","","-0.24%"
"12/05/2019","4,735.10","4,644.98","4,751.60","4,644.98","","1.94%"
"12/04/2019","4,644.98","4,492.92","4,644.98","4,492.92","","3.38%"
"12/03/2019","4,492.92","4,501.58","4,512.05","4,468.30","","-0.19%"
"12/02/2019","4,501.58","4,538.80","4,553.04","4,499.70","","-0.82%"
"11/29/2019","4,538.80","4,518.68","4,600.75","4,497.56","","0.45%"
"11/28/2019","4,518.68","4,596.44","4,599.36","4,493.69","","-1.69%"
"11/27/2019","4,596.44","4,563.00","4,613.05","4,559.78","","0.73%"
"11/26/2019","4,563.00","4,651.65","4,672.18","4,547.94","","-1.91%"
"11/25/2019","4,651.65","4,729.90","4,729.90","4,649.70","","-1.65%"
"11/22/2019","4,729.90","4,744.30","4,752.99","4,691.15","","-0.30%"
"11/21/2019","4,744.30","4,786.12","4,790.43","4,734.95","","-0.87%"
"11/20/2019","4,786.12","4,791.88","4,817.03","4,743.84","","-0.12%"
"11/19/2019","4,791.88","4,814.17","4,817.73","4,749.79","","-0.46%"
"11/18/2019","4,814.17","4,861.44","4,891.27","4,777.53","","-0.97%"
"11/15/2019","4,861.44","4,498.52","4,863.23","4,498.52","","8.07%"
"11/14/2019","4,498.52","4,412.25","4,505.82","4,411.90","","1.96%"
"11/13/2019","4,412.25","4,544.20","4,546.93","4,408.17","","-2.90%"
"11/12/2019","4,544.20","4,619.59","4,619.96","4,425.29","","-1.63%"
"11/11/2019","4,619.59","4,690.88","4,690.88","4,596.30","","-1.52%"
"11/08/2019","4,690.88","4,672.77","4,704.03","4,654.59","","0.39%"
"11/07/2019","4,672.77","4,599.38","4,672.78","4,597.05","","1.60%"
"11/06/2019","4,599.38","4,730.12","4,732.09","4,566.30","","-2.76%"
"11/05/2019","4,730.12","4,801.56","4,801.57","4,686.11","","-1.49%"
"11/04/2019","4,801.56","4,744.13","4,836.45","4,744.13","","1.21%"
"10/30/2019","4,744.13","4,880.87","4,881.01","4,699.61","","-2.80%"
"10/29/2019","4,880.87","4,962.34","4,963.38","4,852.22","","-1.64%"
"10/28/2019","4,962.34","4,943.85","4,972.95","4,942.84","","0.37%"
"10/25/2019","4,943.85","5,014.95","5,014.95","4,942.69","","-1.42%"
"10/24/2019","5,014.95","4,910.54","5,014.95","4,853.51","","2.13%"
"10/23/2019","4,910.54","4,992.77","5,005.60","4,896.75","","-1.65%"
"10/22/2019","4,992.77","4,953.20","5,018.91","4,925.86","","0.80%"
"10/21/2019","4,953.20","5,192.39","5,194.01","4,920.75","","-4.61%"
"10/18/2019","5,192.39","5,172.31","5,192.39","5,167.04","","0.39%"
"10/17/2019","5,172.31","5,150.11","5,180.53","5,143.16","","0.43%"
"10/16/2019","5,150.11","5,157.50","5,157.50","5,125.05","","-0.14%"
"10/15/2019","5,157.50","5,131.57","5,157.50","5,127.22","","0.51%"
"10/14/2019","5,131.57","5,136.60","5,146.64","5,119.96","","-0.10%"
"10/11/2019","5,136.60","5,056.11","5,136.60","5,056.11","","1.59%"
"10/10/2019","5,056.11","5,032.56","5,062.25","5,028.96","","0.47%"
"10/09/2019","5,032.56","5,041.19","5,061.87","5,028.60","","-0.17%"
"10/08/2019","5,041.19","5,050.95","5,050.95","5,020.46","","-0.19%"
"10/07/2019","5,050.95","5,040.20","5,051.36","5,027.19","","0.21%"
"10/04/2019","5,040.20","5,000.77","5,044.18","5,000.77","","0.79%"
"10/03/2019","5,000.77","5,021.67","5,025.26","4,983.82","","-0.42%"
"10/02/2019","5,021.67","5,042.61","5,046.11","5,007.77","","-0.42%"
"10/01/2019","5,042.61","5,059.04","5,063.36","5,028.11","","-0.32%"
"09/30/2019","5,059.04","5,099.64","5,121.34","5,037.75","","-0.80%"
"09/27/2019","5,099.64","5,026.19","5,152.30","5,026.19","","1.46%"
"09/26/2019","5,026.19","5,006.24","5,026.19","5,003.71","","0.40%"
"09/25/2019","5,006.24","5,000.64","5,006.24","4,954.54","","0.11%"
"09/24/2019","5,000.64","5,025.21","5,041.30","4,988.29","","-0.49%"
"09/23/2019","5,025.21","5,072.93","5,078.87","5,020.35","","-0.94%"
"09/17/2019","5,072.93","5,069.68","5,072.93","5,028.57","","0.06%"
"09/16/2019","5,069.68","5,004.44","5,069.68","4,985.30","","1.30%"
"09/13/2019","5,004.44","4,974.79","5,008.70","4,962.15","","0.60%"
"09/12/2019","4,974.80","4,957.00","4,975.85","4,939.32","","0.36%"
"09/11/2019","4,957.00","4,880.27","4,957.00","4,858.89","","1.57%"
"09/10/2019","4,880.27","4,860.63","4,880.60","4,844.89","","0.40%"
"09/09/2019","4,860.63","4,823.57","4,865.53","4,820.61","","0.80%"
"09/06/2019","4,822.26","4,817.83","4,838.15","4,811.08","","0.09%"
"09/05/2019","4,817.83","4,757.44","4,822.96","4,757.44","","1.27%"
"09/04/2019","4,757.24","4,713.35","4,759.92","4,713.35","","0.75%"
"09/03/2019","4,721.78","4,772.20","4,772.20","4,718.29","","-1.09%"
"09/02/2019","4,773.74","4,804.37","4,804.80","4,764.81","","-0.64%"
"08/30/2019","4,804.37","4,692.20","4,804.58","4,683.88","","2.39%"
"08/29/2019","4,692.20","4,609.64","4,692.59","4,609.64","","1.79%"
"08/28/2019","4,609.64","4,604.96","4,619.68","4,589.45","","0.10%"
"08/27/2019","4,604.96","4,616.64","4,664.20","4,604.68","","-0.25%"
"08/26/2019","4,616.64","4,648.62","4,675.60","4,594.51","","-0.69%"
"08/23/2019","4,648.62","4,738.97","4,739.75","4,644.78","","-1.91%"
"08/22/2019","4,738.97","4,784.49","4,790.82","4,729.42","","-0.95%"
"08/21/2019","4,784.49","4,777.04","4,805.87","4,777.04","","0.16%"
"08/20/2019","4,777.04","4,787.01","4,798.92","4,770.41","","-0.21%"
"08/19/2019","4,787.01","4,798.52","4,830.59","4,787.01","","-0.24%"
"08/16/2019","4,798.52","4,781.03","4,808.76","4,771.91","","0.37%"
"08/14/2019","4,781.03","4,845.60","4,848.06","4,781.03","","-1.33%"
"08/13/2019","4,845.60","4,827.53","4,873.70","4,820.97","","0.37%"
"08/12/2019","4,827.53","4,913.10","4,913.10","4,802.81","","-1.74%"
"08/09/2019","4,913.10","4,910.08","4,941.33","4,891.42","","0.05%"
"08/08/2019","4,910.58","4,811.07","4,913.05","4,811.07","","2.07%"
"08/07/2019","4,811.07","4,777.87","4,826.45","4,763.22","","0.69%"
"08/06/2019","4,777.87","4,780.39","4,837.25","4,777.87","","-0.05%"
