Mes,Year,Linea,LTS,KM,Consumo
8,2023,LIGM,31211.82,101177.658,30.8485298206843
8,2023,LMAV,62019.38,175516.017,35.3354531740542
7,2023,LMAV,60065.54,169113.054,35.5179795877851
6,2023,LMAV,56733.8000000001,159127.454,35.6530558202735
6,2023,LIGM,26523.77,95372.748,27.8106383177719
5,2023,LIGM,27878.14,88689.105,31.4335565794694
5,2023,LMAV,62090.94,174990.792,35.482404125584
4,2023,LMAV,61004.2300000001,165486.22,36.8636313041654
3,2023,LMAV,70457.99,178147.531,39.5503600889086
2,2023,LMAV,54237.49,138306.276,39.2154944581112
1,2023,LMAV,61217.6000000001,162834.307,37.5950259671017
1,2023,359V,29205.6,59729.134,48.8967410778131
12,2022,LMAV,64304.7,167830.263,38.3153186144981
11,2022,LMAV,68175.47,183497.141,37.1534235511604
10,2022,LMAV,58765.8,174037.714,33.7661295643081
9,2022,LMAV,64534.24,179290.222,35.9942886344354
8,2022,LMAV,64928.25,186125.525,34.8841191985892
8,2022,LEXP,182474.95,419462.873000001,43.5020502994551
7,2022,LMAV,59158.31,169340.656,34.9344991317383
12,2020,LMAV,37840.05,122351.635,30.9272941060412
11,2020,LMAV,13280.53,45161.331,29.4068613699627
8,2020,LMAV,29583.67,95864.796,30.8597850664596
7,2020,LMAV,5288.99,19260.57,27.4601945840647
6,2020,LMAV,31972.65,99542.385,32.1196342643387
5,2020,LMAV,11607.35,37968.787,30.5707685631358
4,2020,LMAV,37012.5,118907.935,31.1270227676564
2,2020,LIGM,6339.51,15428.911,41.088512338946
12,2019,LMAV,79312.37,280121.431,28.3135673400155
12,2019,LIGM,6681.72,19532.473,34.2082643605856
11,2019,LMAV,81345.5500000001,293752.354,27.691880215537
9,2019,LMAV,76113.17,269053.465,28.2892361189253
7,2019,LMAV,68601.65,216390.278,31.7027412848927
5,2019,LMAV,79853.5000000001,239308.267,33.3684669573074
4,2019,LMAV,78109.26,235708.394,33.138090109765
3,2019,359V,146809.24,377398.587,38.9003152256106
2,2019,LMAV,69865.53,215940.526,32.3540612288775
1,2019,LMAV,70469.03,211151.623,33.3736624889689
11,2023,L359,37551.2,86822.892,43.2503446210937
11,2023,359V,31388.61,69163.982,45.3828844036192
10,2023,L359,68048.91,163032.692,41.7394261023427
9,2023,L359,64421.34,151662.181,42.4768650795019
8,2023,L359,72167.5899999998,171842.503,41.9963563961821
8,2023,359V,70617.72,158801.542,44.4691651671745
7,2023,L359,53492.75,125800.413,42.5219192245418
7,2023,LEXP,123133.42,292433.337,42.106492119946
7,2023,359V,99647.03,228550.567,43.5995549291286
6,2023,L359,58080.74,137088.344,42.3673802639268
6,2023,359V,95726.4099999999,215537.024,44.4129775123924
5,2023,L359,69336.14,164011.198,42.2752475718152
5,2023,359V,79124.47,179559.358,44.0659127328802
4,2023,L359,77655.0399999999,186947.787,41.5383574452261
3,2023,359V,45691.3,98993.35,46.1559286558137
12,2022,359V,18980.98,38506.913,49.2923958874605
9,2022,LEXP,179019.56,406490.957,44.0402318716281
9,2021,L359,75317.85,192342.088,39.1582782443331
1,2021,LEXP,102346.27,266756.412,38.3669390484979
12,2020,LEXP,96179.5699999998,250815.849,38.3466875731604
9,2020,LEXP,36111.69,110433.022,32.7000831327427
8,2020,LEXP,78994.0300000001,219221.556,36.0338788946467
7,2020,LEXP,8432.4,20926.819,40.2947050863296
6,2020,LEXP,79348.05,217243.363,36.5249593378832
4,2020,LEXP,85020.3799999999,248382.593,34.2296048097058
11,2019,359V,130805.35,295477.885,44.2690829467661
10,2019,359V,127285.79,316327.686,40.2385866408165
10,2023,LI41,164466.95,311934.4,52.7248517637041
8,2023,LI41,172966.95,330680.15,52.3064205698468
7,2023,LI41,166370.58,317529.11,52.3953788047967
5,2019,LI41,177307.78,354616.44,49.9998759222782
7,2019,LI41,181435.32,365035.780000001,49.7034345509911
9,2022,LINA,224778.16,716149.835999999,31.3870294595726
6,2022,LINA,209027.42,646522.538000001,32.3310337558565
5,2022,LINA,206613.42,645162.173,32.0250362849466
1,2022,LINA,187194.09,545898.072,34.2910333634592
12,2021,LINA,226918.21,658147.817999999,34.4783046899048
11,2021,LINA,226982.81,671696.375,33.7924720823453
10,2021,LINA,209273.49,621625.795,33.6655093278425
9,2021,LINA,196673.45,621119.438,31.6643527746108
8,2021,LINA,185045.71,574784.324,32.1939381909796
5,2023,LINA,220771.62,671700.495999998,32.8675684050709
10,2022,LINA,209838.53,676987.940000001,30.9959037084176
7,2022,LINA,204108.89,632560.328,32.2671025932565
4,2022,LINA,210498.26,640145.186,32.882893537842
3,2022,LINA,231082.75,696921.369000001,33.1576502427492
7,2021,LINA,144913.63,437725.728,33.1060343795921
6,2021,LINA,138834.12,435155.489,31.9044855251729
5,2021,LINA,157024.96,527431.687999999,29.7716203960806
4,2021,LINA,186682.88,586506.481,31.8296363378123
11,2019,LINA,241763.26,769844.850999999,31.404153666282
9,2019,LINA,244817.66,795440.664,30.7776143564116
8,2019,LINA,224817.32,813806.282000001,27.6254097532267
7,2019,LINA,216836.71,726767.267000001,29.8357837296489
6,2019,LINA,202766.68,745289.387999999,27.2064359515609
1,2021,359V,27559.57,80335.969,34.3053931421429
9,2020,359V,26676.92,76216.329,35.001580829221
8,2020,359V,53136.0700000001,153411.816,34.6362303670273
7,2020,359V,7781.7,18838.827,41.3067119306313
1,2020,LIGM,22376.46,65220.3240000001,34.3090291915753
10,2023,359V,90855.16,203319.339,44.6859410653504
8,2023,LEXP,156066.3,358339.772,43.5526034771268
5,2023,LEXP,141488.94,328356.401000001,43.0900508012329
4,2023,359V,44601.74,107236.862,41.5917989095951
7,2022,LEXP,152910.99,354477.002,43.1370692985041
6,2022,LMAV,64537.33,179125.504,36.029112861561
11,2020,LEXP,37072.84,98191.046,37.755825515903
9,2023,359V,76342,174791.141,43.6761265835549
3,2023,LIGM,35538.09,104905.018,33.876444308889
2,2023,359V,48356.88,100038.54,48.3382504382811
6,2022,LEXP,161425.57,374155.285,43.1440036988921
1,2022,LEXP,139499.19,321384.567000001,43.405690354758
7,2021,LMAV,36664.84,104697.077,35.0199270606189
8,2023,L138,45814.13,100723.812,45.4849048008628
6,2020,L128,32733.88,85094.186,38.4678219966756
5,2020,L128,11221.8,28157.456,39.8537424687799
4,2019,L145,76881.6,178395.916,43.0960538356719
11,2020,L145,27525.87,76883.051,35.8022602406869
9,2021,LMAV,48350.26,143225.92,33.7580376512855
10,2020,LEXP,75675.11,214346.763,35.3049931526141
1,2020,359V,114897.32,251982.523,45.5973369232437
2,2021,L146,350.27,965.989,36.2602472698964
2,2019,L143,80475.21,188468.803,42.6994859196935
11,2020,L102,9682.93,28088.963,34.4723655337507
5,2019,L143,105167.83,239385.41,43.9324309697905
11,2023,L101,19744.19,43467.978,45.4223796653252
2,2022,L101,24147.77,51455.27,46.9296342240552
3,2022,LMAV,63191.87,185108.68,34.1377130451149
2,2022,LMAV,44959.5,125694.008,35.7690081773827
1,2022,LMAV,48470.37,131645.953,36.8187315260653
12,2021,LMAV,58089.54,159062.462,36.5199552864962
11,2021,LMAV,58581.71,164637.893,35.5821548323629
10,2021,LMAV,50306.24,148306.82,33.9203820835751
8,2021,LMAV,41476.03,122778.141,33.7812819628862
6,2021,LMAV,38036.24,113820.119,33.41785295445
3,2021,LMAV,53009.69,150196.787,35.2934913314757
9,2020,LMAV,16359.46,55954.416,29.2371204446134
4,2019,359V,145935.77,368127.189,39.6427578186842
7,2019,359V,146416.33,375254.618,39.0178622665211
6,2019,359V,134845.28,351681.046,38.3430615706256
5,2019,359V,147261.24,363473.324,40.5150062676952
11,2023,LEXP,61956.5800000001,135264.292,45.8040914449174
10,2023,LEXP,137403.25,311312.644,44.1367392710204
9,2023,LEXP,150424.67,349439.706,43.0473891252644
9,2023,LIGM,30896.04,93526.32,33.0345938982738
7,2023,LIGM,25868.46,84606.788,30.5749226645975
4,2023,LIGM,27268.57,86631.478,31.4765148067773
2,2023,LIGM,26838.61,80701.876,33.2564883621788
1,2023,LIGM,25799.29,76771.636,33.6052367048685
5,2020,LIGM,787.21,3113.68,25.2823026129853
8,2019,359V,137304.64,347149.679000001,39.5519997009704
1,2019,359V,148409.98,353307.742,42.0058669419139
6,2023,LEXP,107115.35,246842.323,43.3942399739934
11,2020,L133,27453.34,78557.449,34.9468323494058
9,2020,L128,16039.59,43804.142,36.6166057995155
9,2020,L103,28313.08,84099.0639999999,33.6663437776192
1,2020,L128,63018.2600000001,128971.76,48.8620609659045
8,2023,N339,52669.8600000001,205953.371,25.5736819185155
6,2023,N339,45658.0000000001,185145.993,24.6605391022424
4,2023,N339,42706.14,176008.451,24.263687202156
3,2022,N339,43696.29,154350.676,28.3097496767685
12,2021,N339,36760.25,124557.981,29.5125609012561
8,2021,N339,33823.62,120762.947,28.0082764127974
10,2020,L339,36504.57,125399.6,29.1105952491077
9,2020,L339,17666.32,58395.739,30.2527552566806
8,2020,L339,30865.44,97975.9260000001,31.5030857682325
7,2020,L339,3209.97,8517.877,37.6850945370542
6,2020,L339,33960.89,91416.399,37.1496693935626
5,2020,L339,8724.51,26949.868,32.3731084693996
4,2020,359V,43518.75,127045.74,34.2543953067612
11,2023,L126,10413.67,24991.288,41.6692008831238
1,2023,L122,106596.61,213007.116,50.0436849255308
4,2019,L128,48705.26,149854.856,32.5016227702358
12,2022,LIGM,26035.27,75313.914,34.5690040753957
9,2019,359V,122474.76,322097.139,38.024168851745
4,2020,LIGM,611.46,1591.423,38.4222170975285
2,2022,N339,33682.61,113115.611,29.7771542780245
8,2020,N339,3148.81,12639.406,24.9126422554984
6,2022,N339,40736.82,155544.07,26.1898894634813
10,2023,LIGM,13355.02,41649.24,32.0654590575962
1,2020,N339,87505.8200000001,369311.903,23.6942863983455
2,2023,N339,38961.99,146436.296,26.606784700427
12,2022,N339,42519.87,162667.51,26.1391288278772
7,2022,N339,42853.48,154299.281,27.7729615603329
4,2022,N339,44440.84,159427.96,27.8751857578809
10,2021,N339,30681,109198.166,28.0966257253808
9,2021,N339,28588.99,99502.512,28.7319278934385
6,2021,N339,27414.66,94883.1020000001,28.8930899413469
1,2021,N339,22618.52,93041.8030000001,24.3100620051398
6,2020,N339,4602.8,20095.667,22.9044400467026
9,2023,N339,48923.48,193501.751,25.2832234060765
7,2023,N339,42271.75,171640.747,24.6280389353001
3,2023,N339,47456.27,191522.644,24.7784121025397
1,2023,N339,39936.38,147985.438,26.9866958125974
11,2022,N339,45549.7,172833.507,26.3546697574099
10,2022,N339,36671.04,127370.839,28.7907658361268
9,2022,N339,38383.72,132873.973,28.8873126417316
1,2022,N339,38158.04,128504.561,29.6939188018393
8,2022,N339,39491.33,137685.909,28.6821870784177
11,2021,N339,36015,127286.914,28.2943461100801
7,2021,N339,27307.72,95323.994,28.6472679690698
4,2019,L143,86156.91,235297.233,36.6162019423322
9,2019,L103,100044.81,239741.951,41.7302059913577
8,2020,L133,41333.73,123540.871,33.4575348752398
3,2019,L128,62721.58,149946.752,41.8292354875416
8,2020,L103,63687.59,173815.045,36.6410111391681
3,2020,L103,82647.7399999999,200836.97,41.1516564903363
9,2019,L133,83490.8099999999,214323.585,38.9554933956521
10,2019,203M,547045.139999999,1226784.68,44.5917811754869
8,2019,203M,518497.450000001,1098817.297,47.1868664076919
7,2020,203M,338885.07,823070.76,41.1732607291261
6,2020,203M,356552.45,889531.879999999,40.083155872952
5,2020,203M,344812.06,876779.55,39.3271102182983
3,2020,203M,407117.230000001,1075270.28,37.861850882738
2,2020,203M,429210.310000001,1038201.07,41.3417325797979
1,2020,203M,457248.520000001,962588.509999999,47.5019715329868
11,2019,203M,556763.300000001,1132052.23,49.1817678765584
11,2019,LI41,200609.74,374006.2,53.6380787270371
9,2019,203M,513134.050000001,1097068.93,46.7731822466252
7,2020,203I,319694.05,1005635.75,31.7902431372393
6,2020,203I,321683.47,983355.06,32.712850432681
5,2020,203I,321635.34,1025328.25,31.3690118262127
3,2020,203I,396399.279999999,1130197.57,35.0734500340502
12,2019,203M,501593.270000001,1108726.72,45.2404781946629
8,2019,203I,423547.760000001,1372586.69,30.8576327517791
4,2021,203M,378296.31,902585.09,41.9125370218558
3,2021,203M,420768.46,964182.86,43.6399024973334
2,2021,203M,339396.989999999,800383.9,42.404274998535
1,2021,203M,365728.41,857596.896000001,42.6457245479582
12,2020,203M,387214.27,1083987.645,35.7212807531584
12,2020,LI41,162131.53,329418.939999999,49.2174281175213
11,2020,203M,356124.74,939089.669999999,37.9223360001394
10,2020,203M,380243.85,885430.510000004,42.9445163347712
9,2020,203M,344776.58,835498.1,41.2659921069838
8,2020,203M,350406.02,877735.580000002,39.9215923319412
4,2020,203M,296151.83,799223.580000002,37.0549414970964
5,2021,203M,393733.36,946940.769999999,41.5795129403923
4,2021,203I,361819.550000002,1131166.47,31.9864104529197
3,2021,203I,388365.02,1276484.73,30.4245723331137
12,2020,203I,377393.71,1194458.02,31.5953933651013
11,2020,203I,368350.04,1251494.586,29.4328113058253
10,2020,203I,370936.51,1191693.1,31.1268488505976
9,2020,203I,329796.83,1096811.405,30.0686907973937
6,2019,203I,373790.04,1184388.48,31.5597497199568
1,2019,203I,344138.73,780667.644,44.0826173141614
4,2022,203I,425548.09,1134156.44,37.521110403429
1,2021,203I,346491.44,1186746.782,29.1967456963368
3,2020,LI41,158042.14,315438.46,50.102368620491
12,2019,LI41,226717.12,419110.890000001,54.094781455094
11,2021,203M,396248.69,997611.691999999,39.7197319535827
10,2021,203M,435422.35,995355.444000002,43.7454130205169
3,2021,LI41,180558.58,351205.29,51.4111219680091
2,2021,203I,323240.57,1073821.56,30.1018886229105
10,2021,203I,350125.1,923865.466999999,37.8978447085954
8,2020,203I,334776.950000001,1087566.16,30.7822146654508
4,2020,203I,278073.77,894688.88,31.0804991786642
2,2020,203I,377588.29,1146620.53,32.9305363126544
1,2020,203I,421660.65,1342300.58,31.413280772031
12,2019,203I,436519.120000001,1331113.09,32.7935412309709
11,2019,203I,448088.61,1395919.39,32.099891527404
10,2019,203I,459133.53,1408145.271,32.6055513912953
9,2019,203I,409428.96,1288419.17,31.7776209430352
7,2019,203I,402076.48,1287994.303,31.2172560906118
5,2019,203I,363255.08,1165545.404,31.1661029037012
4,2019,203I,363763.200000001,1144515.101,31.7831717276747
3,2019,203I,350915.040000001,1138339.954,30.8269106049493
2,2019,203I,305069.789999999,827663.646000002,36.8591506313422
8,2020,LI41,153930.66,345977.52,44.4915207207683
6,2020,LI41,148156.99,338993.86,43.7049184312661
10,2019,LI41,212414.33,414769.21,51.2126563107228
11,2021,203I,368829.73,943893.326000001,39.0753615732208
12,2021,203I,416692.790000001,1063002.874,39.1995920417429
2,2020,L315,63765.21,190221.932,33.5214816344101
1,2020,L315,71036.14,209455.722,33.9146332798681
10,2021,LI41,186777.99,360649.537,51.7893330887597
1,2021,LI41,124508.76,244660.21,50.8904819463697
2,2020,LI41,161563.19,300212.75,53.8162319888146
7,2020,LI41,148767.97,348189.45,42.7261566942939
1,2020,LI41,172529.06,335898.889999999,51.3633909299314
5,2023,N339,45599.09,182222.663,25.0238303234543
11,2023,N339,20670.11,76367.748,27.0665438504223
11,2020,LI41,166708.05,343127.700000001,48.5848417367643
5,2020,LI41,119506.61,278945.07,42.842345268909
10,2023,N339,51318.19,184437.491,27.8241640144628
6,2022,203I,405531.14,1071507.32,37.8467913779627
5,2022,L140,43548.08,89309.218,48.7610136727432
7,2020,L101,2871.44,8027.709,35.7691092190811
5,2022,L126,16021.25,39837.21,40.2167973108558
1,2020,L103,96454.77,218499.026,44.1442562769136
5,2022,203I,418310.07,1156151.89,36.1812382627338
3,2022,203I,468035.09,1259003.21,37.1750513646427
5,2021,203I,365625.66,1162312.14,31.4567530887185
3,2022,203M,499750.61,1124327.99,44.4488276059018
2,2021,L129,281.89,455.138,61.9350614538887
1,2020,L133,83571.75,191052.632,43.7427891597956
7,2020,L143,5585.3,18651.22,29.9460303401064
7,2022,L126,23169.83,53218.376,43.5372736665245
11,2023,LINA,102313.72,291815.885,35.0610522795906
10,2023,LINA,234936.88,684402.636000001,34.3272903466724
9,2023,LINA,229440.86,683953.647,33.5462587276766
8,2023,LINA,231891.39,695867.873000001,33.3240546082804
7,2023,LINA,218508.17,660744.909000001,33.0699740586271
6,2023,LINA,212037.44,653963.020000001,32.423460274558
4,2023,LINA,219102.23,645101.063999999,33.9640162180852
3,2023,LINA,244195.8,681000.579,35.858383609392
2,2023,LINA,184401.7,514217.262,35.8606592246217
1,2023,LINA,206095,582421.236,35.3859006610809
12,2022,LINA,221933.31,632446.151999999,35.0912578562104
11,2022,LINA,233163.66,694761.761,33.5602321671241
8,2022,LINA,226368.49,708182.534,31.964709539137
2,2022,LINA,163759.74,475433.103,34.4443285431052
3,2021,LINA,178064.75,541121.579999999,32.906606681626
2,2021,LINA,144070.2,464980.921000001,30.9841099910419
1,2021,LINA,161086.25,529286.426,30.4346081983218
12,2020,LINA,152992.96,478031.832,32.0047640676782
11,2020,LINA,152463.49,496592.011000001,30.7019618968457
10,2020,LINA,141601.9,483635.38,29.2786478937914
8,2020,LINA,139987.44,511865,27.3485079073584
7,2020,LINA,136639.05,496173.012999999,27.5385896491715
6,2020,LINA,135859.35,481528.292000001,28.2141988865734
5,2020,LINA,94736.6799999999,336746.583,28.1329298596031
3,2020,LINA,204358.53,651447.886,31.3698968700007
2,2020,LINA,214893.38,659009.628000001,32.6085342109751
1,2020,LINA,230022.49,708674.205999999,32.4581433968546
12,2019,LINA,242703.32,780566.315,31.0932351724657
10,2019,LINA,251145.17,807022.815,31.1199591054932
5,2019,LINA,220700.56,692698.163000001,31.8609997526441
4,2019,LINA,234228.22,718846.321000002,32.583907458017
3,2019,LINA,237768.94,752247.82,31.6077938251785
2,2019,LINA,198992.05,632566.329000001,31.45789474988
1,2019,LINA,212385.83,657515.531999999,32.3012643296767
2,2020,L128,56753.2300000001,113238.338,50.1183883500658
9,2020,LINA,135619.88,490261.28,27.6627760609608
4,2020,LINA,98728.58,366758.572,26.9192290344069
5,2021,N339,19926.46,73054.253,27.2762490638293
3,2021,N339,27344.98,98082.951,27.8794425750914
2,2020,N339,86608.9100000001,358021.07,24.1910092051286
10,2019,N339,104401.23,430936.273,24.2266053106186
8,2019,L145,86373.36,188054.415,45.9299825531882
7,2019,L133,23116.58,60633.942,38.1248179443785
10,2020,LI41,151806.57,316940.59,47.8974845096364
9,2020,LI41,153425.63,331414.03,46.2942471083678
12,2020,N339,18384.73,63236.586,29.0729325583769
12,2019,N339,97132.6399999998,404850.611,23.9922177121279
7,2023,203I,358360.69,1000567.54,35.8157421337094
12,2022,203I,379532.58,912724.590000001,41.5823770015882
7,2019,L103,96266.1300000001,244921.746,39.304852089369
5,2022,N339,40097.92,154482.517,25.9562834543924
6,2022,203M,440592.41,1071079.26,41.1353693843348
5,2022,203M,489749.900000001,1124218.42,43.5635897159559
6,2023,203M,399253.72,944654.679999999,42.2645151136075
5,2023,203M,445087.3,1046817.52,42.5181363032594
4,2023,203M,432241.1,969765.82,44.5716987633159
3,2023,203M,491787.179999999,1019830.75,48.2224310259324
12,2022,203M,439402.27,916145.65,47.9620538502802
11,2022,203M,469922.34,1002317.69,46.883572413054
10,2022,203M,449837.079999999,1030623.7,43.6470731266901
9,2022,203M,438697.449999999,1011926.1,43.3527161716651
8,2022,203M,445549.42,1074174.66,41.4783029791449
7,2022,203M,456476.58,1071114.21,42.6169847938064
4,2022,203M,470888.570000001,1054276.04,44.6646373562658
2,2022,203M,390468.41,841054.49,46.4260537982503
1,2022,203M,411166.88,879266.360000001,46.7624941320397
12,2021,203M,470408.86,1041150.26,45.1816493807532
11,2023,L440,153758.72,427766.43,35.9445503940083
11,2023,L315,47076.79,124849.12,37.7069457918486
10,2023,L440,367660.12,1009165.55,36.4320918406302
10,2023,L315,110613.93,294509.22,37.5587324566613
9,2023,L440,350796.759999999,980094.969999998,35.7921192065704
9,2023,L315,101036.03,276952.22,36.4813937942076
8,2023,L315,113146.88,301791.42,37.4917484400319
8,2023,L440,368100.84,1021551.31,36.0335145573843
7,2023,L440,342428.27,973037.299999999,35.1916899794078
7,2023,L315,93357.3099999999,258812.03,36.0714724118504
6,2023,L440,359943.55,1027967.54,35.0150696392611
6,2023,L315,95015.11,272208.82,34.9052282729119
5,2023,L440,359895.359999999,1017409.41,35.3737007405897
5,2023,L315,97466.0199999999,265900.5,36.6550721040389
4,2023,L315,94828.8299999999,257000.76,36.8982683164049
4,2023,L440,347613.78,978718.879999997,35.5172243126648
3,2023,L440,375131.91,1065207.55,35.2167903804287
3,2023,L315,98061.51,263318.44,37.240654319538
12,2022,L440,321034.709999999,918879.510000001,34.9376285471856
12,2022,L315,89239.48,253867.77,35.15195331806
11,2022,L440,355930.7,1023681.2,34.7696822018417
11,2022,L315,104864.61,275089.79,38.1201388826536
10,2022,L440,358608.069999999,1014473.47,35.349181679438
10,2022,L315,100672.56,275830.67,36.4979572431158
9,2022,L440,355984.17,1014361.15,35.0944207593123
9,2022,L315,105804.32,284834.96,37.1458335030223
8,2022,L440,343618.909999999,979496.760000002,35.0811686196898
8,2022,L315,110196.36,296259.790000001,37.1958543547202
7,2022,L440,308832.7,892894.16,34.5878284163041
7,2022,L315,99898.33,279687.56,35.7178309968452
7,2022,L740,94620.4400000001,258958.11,36.5388981252605
6,2022,L315,111549.59,324378.73,34.3886881855663
5,2022,L440,348347.52,1039371.45,33.5152096009564
5,2022,L315,116486.72,322335.41,36.13835662672
4,2022,L315,92982.3000000001,326059.47,28.5169757529202
4,2022,L440,321738.18,969358.830000001,33.1908236705287
3,2022,L315,107692.31,332387.92,32.3995860018017
3,2022,L440,341620.9,1036861.58,32.9475897833923
12,2021,L315,88012.57,250128.09,35.1869995888907
9,2021,L315,58446.9100000001,178055.6,32.8250894664364
8,2021,L315,79132.6699999999,245002.59,32.2987075361121
7,2021,L315,70387.9000000001,216374.82,32.5305412154705
6,2021,L315,63591.93,194748.13,32.6534226541739
5,2021,L315,70865.3299999999,239264.5,29.6179876245744
4,2021,L315,71279.21,238414.39,29.8971928665883
3,2021,L315,71748.94,235952.52,30.4082109400654
2,2021,L315,55322.8,198079.65,27.9295727753962
12,2020,L315,62308.55,207843.35,29.978611295478
3,2020,L315,75717.6299999999,243907.231,31.0436183829252
12,2019,L315,85758.51,258932.855,33.1199800813226
11,2019,L315,87317.05,268742.769,32.4909393190036
11,2019,L740,98809.32,267594.449,36.9250260494006
10,2019,L315,100468.57,296305.913,33.9070418753338
9,2019,L315,75148.7,292026.835,25.733491238913
8,2019,L315,87686.5600000012,445600.371000001,19.6782960039324
7,2019,L440,360566.069999986,1528341.00600001,23.5919908308725
7,2019,L315,82141.5500000001,358397.547,22.9191161288835
6,2019,L315,77904.3,319798.967,24.3603976369317
5,2019,L315,64141.74,295230.709,21.7259716027712
4,2019,L315,79790.9800000002,317249.588,25.1508537814083
3,2019,L315,83228.32,286897.815,29.009743416833
1,2019,L315,64253.52,215675.29,29.7917856051104
6,2022,L440,329932.43,987717.069999998,33.4035362981021
2,2022,L440,243946.52,734519.630000001,33.2117087190712
1,2022,L440,236398.61,760463.429999998,31.0861246805781
12,2021,L440,303534.14,965751.570000002,31.4298365572421
11,2021,L440,315321.94,963665.870000002,32.7210861997218
10,2021,L440,325187.89,989474.330000001,32.8647121143607
9,2021,L440,305766.66,967356.450000004,31.6084789634678
8,2021,L440,305087.62,964404.23,31.6348280637467
7,2021,L440,296999.609999999,890928.239999998,33.3359743990155
6,2021,L440,271011.13,845367.429999997,32.0583831813819
5,2021,L440,278914.66,924935.035,30.1550540790144
4,2021,L440,277185.99,904854.020000001,30.6332274459034
3,2021,L440,285234.81,919985.070999999,31.0042868076062
3,2020,L440,274201.28,934550.844000001,29.3404346869329
2,2020,L440,254132.94,806793.283999999,31.4991392516351
1,2020,L440,292016.269999999,955911.758,30.5484546618579
12,2019,L440,322955.07,1041979.855,30.9943679285431
11,2019,L440,339776.92,1080477.146,31.4469326128625
10,2019,L440,363028.590000002,1151080.975,31.5380583889854
9,2019,L440,320332.61,1133532.85,28.2596671106619
8,2019,L440,352393.450000009,1468001.424,24.0049801205103
6,2019,L440,289338.949999999,1074302.885,26.9327164657106
5,2019,L440,296709.06,1109449.51,26.743809188757
4,2019,L440,317808.000000001,1167997.026,27.2096583232225
3,2019,L440,332932.649999999,1175284.891,28.3278252404591
2,2019,L440,257008.91,882695.998999999,29.116356060429
1,2019,L440,282325.139999999,913729.869,30.898096864118
2,2021,L440,219526.34,697594.739999999,31.4690360193943
1,2021,L440,204357.67,747388.93,27.3428815703759
12,2020,L440,252828.15,817677.330000001,30.9202836771811
11,2020,L440,262865.080000001,893079.563999999,29.4335567172379
11,2021,L315,73275.47,213107.55,34.3842674743339
10,2020,L440,237310.18,877744.831000001,27.0363517526656
9,2020,L440,243893.02,831185.270000002,29.3427986277956
8,2020,L440,244209.03,842741.630000002,28.9779241118063
1,2023,L440,296080.71,862528.31,34.3270715369331
10,2023,L740,101521.67,271402.020000001,37.406379657749
7,2021,L740,83872.93,238552.99,35.1590353153821
5,2020,L440,232340.470000001,827672.247999999,28.0715549616931
2,2023,L315,81159.4800000001,212851.14,38.1296900735416
11,2022,L740,99957.32,286550.42,34.8829780113392
2,2022,L315,65071.84,214654.08,30.3147464050066
12,2021,L740,95205.3599999999,289828.500000001,32.8488606192972
11,2021,L740,93977.1799999999,267113.72,35.1824608634854
10,2021,L315,56740.06,164655.63,34.4598359618799
7,2023,L740,90592.7500000002,247333.8,36.6277273870373
5,2023,L740,99139.06,273600.23,36.2350060889934
8,2021,L740,79746.0600000001,243826.32,32.7060917787711
6,2023,L740,93327.9199999999,257408.18,36.2567809616617
2,2023,L740,77634.33,215458.69,36.0321182682397
4,2020,L440,188555.19,675778.391,27.9019265059631
10,2022,L740,100580.63,281760.41,35.6972187824401
11,2020,L315,65376.72,217605.14,30.0437388565362
9,2023,L740,95076.19,254848.02,37.3070153733194
1,2023,L315,83181.04,229637.77,36.2227171949981
1,2021,L315,41311.53,204727.94,20.1787455097726
10,2020,L315,57944.55,207980.97,27.8605056991512
4,2022,L740,93150.76,268775.2,34.6574981620328
4,2020,LI41,90305.5699999999,217951.26,41.4338370881636
2,2021,LI41,124040.66,255731.95,48.5041700890327
8,2022,203I,395080.639999999,1030415.28,38.3418848369563
4,2022,LI41,191115.99,365829.45,52.2418274417218
9,2021,203M,422849.980000002,975209.980000002,43.3598905540323
9,2021,LI41,175595.23,349304.3,50.2699880877504
8,2021,203M,411608.490000001,960315.963999998,42.861777313951
7,2021,203M,388290.290000001,912605.689999998,42.5474325061464
6,2021,203M,359532.999999999,845325.770000001,42.5318868487824
5,2020,L315,52697.8,199795.24,26.375903650157
8,2021,203I,397285.09,1146319.31,34.6574542131721
6,2019,N339,102267.31,453374.124,22.5569357813636
4,2019,N339,98756.6900000001,383298.856,25.7649321030064
3,2019,N339,98155.1100000001,396277.932,24.7692596720223
2,2019,N339,77893.23,318802.49,24.4330682611669
1,2019,N339,91168.69,323699.477,28.1646083722279
3,2023,L740,96274.78,263838.77,36.4900048616812
2,2019,L315,59163.7500000001,203238.838,29.1104547645564
3,2021,L740,87168.8999999999,252155.62,34.5694853043529
8,2023,L740,99509.4999999997,266666.24,37.3161222057955
7,2020,L315,60505.7,206658.958,29.2780436839326
3,2022,L740,100736,285096.56,35.3339935073225
2,2022,L740,71645.4100000001,199026.49,35.9979267081483
2,2020,L740,78393.84,216415.22,36.2238108761482
5,2022,L122,46277.93,105768.07,43.754159454739
4,2021,LI41,161203.97,323573.9,49.8198309566995
5,2020,L102,5287.84,14948.538,35.3736265044782
2,2020,L102,33624.76,69705.114,48.2385840442066
6,2021,203I,338540.36,982729.93,34.4489721606423
6,2020,L102,11759.44,33611.448,34.9864129626311
