Mes,Year,Linea,LTS,KM,Consumo
3,2020,L101,40808.46,98187.5700000001,41.5617373971064
3,2020,L110,86135.9100000002,199516.408,43.1723440009005
3,2020,L143,88098.81,201359.333,43.7520370610286
2,2020,L101,40906.18,88588.4540000001,46.1755207964234
12,2019,L101,49915.2100000001,104874.978,47.5949658840453
11,2019,L101,57166.6399999999,120809.886,47.3195049617048
10,2019,L101,57714.5500000001,128715.444,44.8388695299067
9,2019,L101,58473.7400000001,130683.258,44.7446297979502
9,2019,L129,41545.28,87981.927,47.2202433120157
8,2019,L129,44059.06,88053.539,50.0366714391798
8,2019,L133,87711.64,214822.051,40.8299053061364
8,2019,L101,61978.71,134031.902,46.2417596670381
8,2019,L110,121152.59,272880.166,44.3977265830306
7,2019,L110,115572.18,271983.734,42.4923131616394
7,2019,L101,56081.2300000001,129650.247,43.2557833846627
2,2019,L142,119716.42,270066.989,44.3284166062961
1,2019,L102,45903.49,136543.46,33.6182267535919
1,2019,L142,133580.28,282893.911,47.2192135658939
6,2021,L107,68550.0400000001,159076.269,43.0925620967386
5,2021,L107,57689.12,138919.957,41.5268772362203
4,2021,L107,81207.0199999999,182876.394,44.405414074383
4,2021,L145/133,94254.9,221379.241,42.5762142711475
3,2021,L107,86279.5899999999,194180.725,44.4326232688646
2,2021,L107,70288.27,165073.087,42.5800905995052
1,2021,L107,67953.1000000001,181472.684,37.4453600961785
12,2020,L107,66244.07,187681.696,35.295967274294
10,2020,L107,57628.89,175375.131,32.8603546417308
9,2020,L107,24560.02,73334.1710000001,33.490553810174
8,2020,L107,51285.5300000001,147261.633,34.8261315287737
7,2020,L107,7552.98,25354.212,29.7898432023839
5,2020,L107,16460.21,46994.935,35.0254979605781
4,2020,L107,50494.06,144775.237,34.8775529892588
3,2020,L107,77830.9,183149.337,42.495867730059
1,2020,L107,92102.5800000001,199832.681,46.0898485368367
12,2019,L107,96448.64,207669.526,46.4433284255678
11,2019,L107,99164.4199999998,214248.325,46.2848052604378
11,2019,L146,68745.7899999999,178088.915,38.6019477966946
10,2019,L107,99523.56,225954.081,44.0459227642806
10,2019,L142,159344.6,362453.646,43.9627526881052
9,2019,L107,100666.54,219959.054,45.7660360732412
9,2019,L142,152817.07,336917.305000001,45.3574416428386
8,2019,L142,156427.08,343659.867,45.5179946862984
8,2019,L146,72105.2400000001,187279.27,38.501452937103
8,2019,L107,105204.67,222521.239,47.2784847292712
7,2019,L142,150840.75,342001.715,44.1052612850201
1,2019,L103,98347.33,202434.661,48.5822583514984
10,2023,L142,154413.62,335203.611,46.0656195019331
9,2023,L122,111600.34,245571.325,45.4451837974161
8,2023,L143/136/137,88781.7199999999,189892.419,46.753693732239
7,2023,L142,143394.22,316718.828000001,45.2749275770873
7,2023,L143/136/137,83669.93,183550.951,45.5840351380146
6,2023,L102/144,44336.84,92766.039,47.7942579827085
6,2023,L128,47543.36,98517.96,48.2585713305473
3,2023,L133/125,77346.93,172474.883,44.8453297399831
2,2023,L140,40827.8199999999,82751.786,49.337690427612
2,2023,L138,40712.85,81302.314,50.07588098907
12,2022,L133/125,69854.8899999999,153567.203,45.4881567387796
5,2022,L142,131015.84,296289.267,44.2188950435386
1,2022,L133/125,54524.31,122706.358,44.4347879675477
1,2022,L107,67915.19,148034.838,45.8778426197217
1,2022,L142,112111.02,237999.086,47.1056514897708
1,2022,L130/146,59021.12,123738.007,47.6984569502562
1,2022,L110,89453.02,183222.547,48.8220590012865
10,2021,L110,100102.33,213669.801,46.849077188966
9,2021,L110,103424.09,228623.88,45.2376584633241
8,2021,L110,95096.2000000001,214530.732,44.3275418460792
5,2021,L103,63494.99,149625.683,42.4358898331646
4,2021,L103,90583.05,201331.666,44.9919537247559
1,2021,L133,37768.31,97544.29,38.7191397876801
11,2020,L129,13519.18,35108.63,38.5067147308226
10,2020,L110,68975.1,181740.583,37.9525028815385
10,2020,L143,65654.47,180063.15,36.4619135009023
9,2020,L110,25524.17,70670.508,36.1171452170685
8,2020,L110,58241.09,153866.228,37.8517695254088
7,2020,L110,6967.92,17783.562,39.1818017110408
2,2020,L110,88467.17,201233.368,43.9624754479089
1,2020,L110,99860.81,219827.161,45.4269661427325
11,2019,L133,92254.17,202651.843,45.5234793990993
11,2019,L103,102493.65,234749.896,43.6607861159606
11,2019,L129,41568.72,81594.603,50.9454283391758
11,2019,L110,109763.47,242283.919,45.3036546763138
10,2019,L110,116076.87,254793.416,45.5572486221544
10,2019,L133,91496.7400000001,219184.638,41.7441390212758
8,2019,L143,108091.78,241979.995,44.6697174285006
6,2019,L143,99303.14,232182.963,42.7693482402497
6,2019,L101,54787.11,123743.103,44.2748797078412
5,2019,L101,57587.06,129341.675,44.5232056875713
4,2019,L101,58066.0499999999,131028.723,44.31551240868
3,2019,L101,55393.42,124603.239,44.455842757025
11,2023,L128,23392.67,46581.828,50.2184456994689
11,2023,L142,69657.9400000001,151049.119,46.1160849273143
10,2023,L110,112368.8,241420.399,46.5448654982962
9,2023,L107,98783.8000000001,210142.507,47.008004905928
7,2023,L146,67523.17,154854.377,43.6043018661332
4,2023,L103,103756.79,264215.013,39.2698313475472
2,2022,L142,107339.51,223589.706,48.007357726925
2,2021,L145/133,82277.3799999999,190566.414,43.1751735644247
1,2021,L145/133,18603.03,44042.773,42.238552963048
8,2020,L128,35474.03,93791.583,37.8221892256579
7,2020,L128,3058.73,10864.95,28.15226945361
1,2020,L130,34615.72,68315.55,50.6703378659764
9,2019,L143,98783.4900000001,231304.458,42.7071275902517
3,2019,L130,36387.84,81523.151,44.6349773698026
3,2019,L103,91812.6700000001,247215.674,37.1386929131363
11,2023,L138,18762.22,40870.978,45.9059726928972
10,2023,L102/144,49536.12,104462.881,47.4198294416176
9,2023,L128,53194.12,110652.085,48.073310141422
8,2023,L103,103770.16,253364.506,40.9568655208556
7,2023,L110,108795.98,236444.547,46.013317448171
4,2023,L138,45303.57,98930.885,45.7931514511368
1,2023,L140,47942.55,94496.5239999999,50.7347233216748
1,2023,L145/133,99755.53,201143.735,49.5941521618856
7,2022,L103,96600.26,204357.204,47.2702983350663
5,2022,L101,40149.66,96384.9180000001,41.6555420008761
8,2021,L101,32500.55,74862.535,43.4136380767763
6,2021,L110,76377.9299999999,160543.52,47.5745953495973
5,2021,L110,60112.05,144602.134,41.5706520624377
3,2021,L110,95984.69,207988.288,46.1490841253523
10,2020,L102,14807.27,39611.8,37.3809571895243
7,2020,L102,825.36,2689.083,30.6929908820219
4,2020,L102,14290.44,42972.197,33.2550835136495
4,2020,L110,46550.44,136159.672,34.1881258350857
12,2019,L133,90712.6899999998,198174.311,45.7741921958794
10,2019,L103,105818.52,250740.878,42.2023408564438
9,2019,L110,114946.61,258501.665,44.4664872854881
6,2019,L110,110217.5,259309.438,42.5042377362292
5,2019,L110,115916.12,260707.147,44.462194970052
5,2019,L129,40083.59,87277.103,45.9268108383478
4,2019,L129,39389.69,85038.826,46.3196540366162
4,2019,L110,114606.59,257781.606,44.4587927658423
10,2023,L103,102031.72,226347.659,45.077435503762
10,2023,L138,44569.09,97777.7159999999,45.582052663206
9,2023,L138,43722.61,98971.2720000001,44.1770719083008
9,2023,L130,30973.18,67146.358,46.1278629587028
9,2023,L102/144,48887.91,108427.004,45.088315822136
8,2023,L128,54647.26,113714.229,48.0566596463491
7,2023,L133/125,68341.01,170907.348,39.987168954257
7,2023,L101,42217.88,95152.1029999999,44.3688354423443
2,2023,L145/133,87178.6599999999,174726.545,49.8943420417315
1,2023,L128,47222.61,91165.305,51.7988833580933
6,2022,L122,99727.3900000001,227368.577000001,43.8615534810687
2,2022,L128,37291.49,75789.121,49.2042782762977
1,2021,L128,37836,83368.55,45.3840207128467
12,2020,L133,54386.65,138451.605,39.2820653830629
2,2019,L129,30740.52,69370.011,44.3138462238387
3,2020,L142,127149.37,292696.836,43.4406369872751
2,2020,L142,134976.28,277220.253,48.6891843360378
12,2019,L142,158510.28,322141.71,49.2051401850447
11,2019,L142,159872.8,330462.277,48.3785324761894
9,2019,L146,68042.7300000001,178869.492,38.0404334127589
6,2019,L142,152229.84,339957.732,44.7790491789727
5,2019,L142,149600.29,342117.510000001,43.7277501522795
3,2019,L142,154344.16,348000.915,44.3516535006812
1,2019,L143,93269.47,191502.906,48.7039449939209
11,2023,L122,51387.77,107276.11,47.9023428422227
2,2023,L128,41851.18,84203.521,49.7024109003708
1,2023,L103,104022.11,211120.09,49.2715354564316
11,2021,L128,52610.29,114916.191,45.7814425819248
3,2021,L130,178.22,443.973,40.1420807121154
6,2020,L101,17593.11,50093.067,35.1208481604849
6,2020,L103,52450.28,147989.886,35.4418003943864
1,2019,L145,70297.97,155792.801,45.1227332384889
12,2022,L122,110890.88,225056.672,49.272425036126
10,2022,L126,23387.53,49403.079,47.3402275190176
7,2022,L140,47499.11,102031.307,46.5534661826884
2,2021,L128,39496.94,85497.877,46.1963985374748
10,2019,L129,42701.06,91069.728,46.8883139741013
6,2019,L129,41381.51,87840.8820000001,47.1096248783112
5,2020,L142,28850.31,75604.9440000001,38.1592902178461
4,2020,L142,85966.31,237858.536,36.1417805077216
11,2023,L339,32032.46,95360.481,33.5909169753454
10,2023,L339,105722.84,305654.345,34.5890191745843
9,2023,L339,100454.37,303021.936,33.1508574349548
8,2023,L339,101651.57,298562.257,34.0470262455177
7,2023,L339,97131.6799999999,285657.149,34.0028878465072
6,2023,L339,84944.88,242838.665,34.9799649903363
5,2023,L339,98626.34,290353.775,33.967645159771
4,2023,L339,95500.67,281039.054,33.9812807653416
3,2023,L339,107543.78,303037.907,35.4885568820933
2,2023,L339,84527.12,234540.104,36.0395167216264
1,2023,L339,98544.57,272258.662,36.1952010180671
12,2022,L339,101092,272344.677,37.1191392883365
11,2022,L339,105945.71,300506.818,35.2556759627331
10,2022,L339,102428.01,299461.34,34.2040845739888
9,2022,L339,109460.94,328533.714,33.3180234890597
8,2022,L339,114606.03,350188.631,32.7269419548917
7,2022,L339,103657.54,324701.084,31.9239895115348
6,2022,L339,106780.69,336944.184,31.6909135312453
5,2022,L339,105366.27,335361.121,31.4187493427421
4,2022,L339,103267.67,308892.994,33.4315351937053
3,2022,L339,113763.46,342773.119,33.1891428160678
2,2022,L339,81249.8100000001,232473.992,34.950064435595
1,2022,L339,87674.79,250631.846,34.9815043057218
12,2021,L339,99989.88,284874.143,35.0996685578445
11,2021,L339,98087,278190.693,35.2589078168765
10,2021,L339,89685.78,276523.661,32.4333113758392
9,2021,L339,89852.89,283517.61,31.6921724897441
8,2021,L339,80001.25,248393.021,32.207527279923
7,2021,L339,67548.1399999999,202208.038,33.4052694779621
6,2021,L339,59492.86,179881.142,33.0734280083679
5,2021,L339,58657.4200000001,191220.25,30.675318121381
4,2021,L339,85709.2199999999,262096.681,32.7013755660645
3,2021,L339,85121.6,251760.073,33.8106034788129
2,2021,L339,62787.75,187226.846,33.535655458299
1,2021,L339,70107.7299999999,221299.355,31.6800426282309
12,2020,L339,54911.85,166306.693,33.0184245801821
11,2020,L339,15802.23,48480.56,32.5949824011934
4,2020,L339,23093.35,77606.246,29.7570765115993
3,2020,L339,103856.16,367462.339,28.2630759610987
2,2020,L339,115356.58,372937.255,30.9319003273085
1,2020,L339,125809.68,395919.871,31.7765510688399
12,2019,L339,129659.95,403316.871,32.1484072011458
11,2019,L339,122854.89,395418.362999999,31.0695965326224
10,2019,L339,133227.76,500674.698,26.6096450514062
9,2019,L339,124787.47,465188.358000001,26.8251489647124
8,2019,L339,129513.69,459790.429,28.1679830268933
7,2019,L339,123977.94,447771.104000001,27.687793806364
6,2019,L339,120418.84,454925.003,26.4700421401107
5,2019,L339,127440.69,509726.408000001,25.001782917239
4,2019,L339,128641.25,471182.016,27.3018166296058
3,2019,L339,136915.23,499419.695999999,27.4148639103733
2,2019,L339,102427.2,345758.396,29.6239227116267
1,2019,L339,108127.91,345541.958,31.2922663938832
8,2023,L133/125,71271.62,174573.492,40.8261410042711
4,2022,L128,49172.65,101243.418,48.5687375746244
2,2022,L145/133,80736.85,172390.025,46.8338292775351
9,2021,L142,133998.07,310104.036,43.2106823659657
12,2022,L359,88537.42,184372.76,48.0208790062046
11,2022,L359,92769.32,198715.731,46.6844368753071
11,2022,359V,22170.12,45038.618,49.2246897984303
11,2022,LEXP,190719.92,402745.457000001,47.3549525351939
10,2022,L359,76566.5200000001,178033.208,43.0068754364074
10,2022,359V,27200.94,61846.135,43.9816328053483
9,2022,L359,83891.43,201570.835,41.6188333991869
9,2022,359V,23198.33,56018.413,41.4119728811311
8,2022,L359,88568.7900000001,208299.096,42.5200069039186
8,2022,359V,20590.8,47580.556,43.2756607552043
7,2022,L359,86227.67,204821.128,42.0990113871456
7,2022,359V,32747.49,76261.221,42.9412086124349
6,2022,L359,83368.57,211285.118,39.4578523982934
6,2022,359V,34265.64,79999.881,42.8321137127691
5,2022,359V,30550.58,71170.946,42.9256342890257
5,2022,L359,80557.76,186396.441,43.2185075894233
4,2022,L359,85035.67,199841.994,42.5514519235631
4,2022,359V,25326.01,57257.621,44.2316840233373
3,2022,L359,91093.56,214162.189,42.5348472694216
3,2022,359V,25966.83,59634.846,43.5430486397164
2,2022,L359,69059.65,160292.556,43.083504139768
2,2022,359V,22874.33,50051.757,45.7013527017643
2,2022,LEXP,142399.64,310441.316,45.8700671143914
1,2022,L359,72438.5899999999,171900.999,42.139714382928
1,2022,359V,31670.62,78999.1189999999,40.0898394828935
12,2021,L359,81415.02,178415.449,45.6322703310295
12,2021,LEXP,168106.67,370469.359,45.3766731083421
12,2021,359V,37022.33,83662.922,44.2517773883155
11,2021,L359,81160.92,201397.83,40.298805602821
11,2021,359V,27396.39,74169.806,36.9373893198534
10,2021,L359,72921.79,182977.469,39.852879372815
10,2021,LEXP,137204.77,325937.369,42.095440121197
10,2021,359V,32304.69,89052.712,36.2759193678459
9,2021,359V,30419.51,80216.181,37.9219125378208
9,2021,LEXP,140924.81,332458.06,42.3887482228585
8,2021,LEXP,124406.53,291314.089,42.7052911951677
8,2021,359V,33656.35,77834.881,43.2407033550935
8,2021,L359,69884.49,177932.88,39.2757594886341
7,2021,LEXP,106244.99,248133.213,42.8177222692071
7,2021,359V,39462.41,95864.417,41.1648150950524
6,2021,LEXP,84641.69,196903.109,42.9864670140887
6,2021,359V,44604.42,116324.194,38.3449207479572
5,2021,LEXP,96420.06,242378.879,39.7807186821753
5,2021,359V,13047.53,34695.478,37.6058516905287
5,2021,LMAV,34606.94,108091.714,32.0162746239735
4,2021,LMAV,46620.68,138927.587,33.5575395835529
4,2021,LEXP,133334.7,315933.02,42.2034708496124
3,2021,LEXP,140965.36,341341.194,41.2974942602445
3,2021,359V,34088.58,85628.2869999999,39.8099520547457
2,2021,LEXP,100282.85,243258.879,41.2247439486063
2,2021,359V,41428.07,98400.356,42.1015448358744
5,2020,LEXP,29656.52,88180.707,33.6315289465756
3,2020,LEXP,156865.33,375386.83,41.7876487568836
2,2020,LEXP,171948.11,384627.838,44.7050611037676
1,2020,LEXP,189645.56,434839.29,43.6127931309978
12,2019,LEXP,207411.32,461015.968,44.9900511905913
12,2019,359V,125874.63,275601.048,45.6727689946956
11,2019,LEXP,209778.29,467940.247,44.83014473427
11,2019,L359,110898.23,246997.562,44.8985119942195
10,2019,LEXP,208685.96,512513.679,40.7181249107695
9,2019,LEXP,201611.19,477422.364000001,42.2291047094726
8,2019,LEXP,212125.17,533992.018000001,39.7244083899396
7,2019,LEXP,200832.56,515895.826,38.9288980213614
6,2019,LEXP,183265.67,500629.771,36.607025913367
5,2019,LEXP,182940.95,499101.76,36.6540382466293
5,2019,L359,124693.1,300413.149,41.5072044666062
5,2019,N339,94033.7300000002,368328.116,25.5298810802703
4,2019,LEXP,193834.07,498640.313,38.8725229281652
3,2019,LEXP,180278.55,510645.327000001,35.3040634013283
2,2019,LEXP,168074.95,443073.806,37.9338493325421
1,2019,LEXP,194406.6,467811.877,41.5565763842289
12,2021,L107,81258.07,177651.159,45.7402419761303
10,2021,L107,79953.75,197589.85,40.4645026047644
9,2021,L107,80371.42,189291.689,42.4590326308515
8,2021,L142,128768.54,287723.589,44.75425197063
7,2021,L142,117478.65,246138.111,47.7287525782629
6,2021,L142,108381.63,239129.349,45.3234328840162
5,2021,L142,84712.6299999999,202458.986,41.8418721113223
4,2021,L142,117684.65,270470.421,43.5110980213249
3,2021,L142,123161.79,277353.625,44.4060502183809
2,2021,L142,96027.53,222011.363,43.2534302309563
1,2021,L142,105462.19,246334.958,42.8125146573796
11,2020,L142,61655.07,168708.596,36.5453044253892
10,2020,L142,92003.56,258380.503,35.6077795854435
9,2020,L142,38933.16,106345.649,36.6100168329407
2,2019,L103,85812.64,197685.065,43.4087623159595
9,2023,L110,111789.85,244070.403,45.8022966430715
4,2023,L133/125,67086.93,167501.277,40.0515931588987
4,2023,L110,103280.79,233325.735,44.2646371605773
1,2023,L138,43697.8,89236.775,48.9683765465527
6,2022,L107,89614.15,189542.126,47.2792786971272
1,2022,L101,25236.9,54905.692,45.9640869292751
7,2021,L101,27332.82,54254.395,50.3789969457774
5,2021,L101,24544.03,59316.591,41.3780185041315
2,2020,L129,36282.64,75306.5830000001,48.1799048032759
4,2019,L103,95349.27,238893.204,39.9129269495669
11,2021,L107,81764.1,196149.81,41.6845165437581
8,2021,L107,79847.35,181893.34,43.8978964265541
7,2021,L107,74992.5099999999,160215.407,46.807302371363
12,2022,L126,22716.33,44826.628,50.6759732184183
3,2021,L128,52926.3600000001,114591.194,46.1871092817133
1,2021,L125,13191.15,31155.083,42.3402820014955
9,2019,L128,58151.32,156247.531,37.2174328949876
11,2023,L130,13932.68,29034.708,47.9862928189256
11,2023,L103,44909.65,97864.944,45.8894147019591
10,2023,L126,23624.31,55463.286,42.5945011624446
9,2020,L143,27371.78,78752.253,34.7568214969037
8,2020,L143,58115.07,153143.608,37.9480872619901
7,2020,L146,3445.56,11095.125,31.0547199783689
10,2019,L146,70367.4099999999,185252.547,37.9845843630965
3,2019,L145,77034.54,173957.603,44.2835142997458
2,2019,L145,59572.8800000001,145155.819,41.0406419876285
1,2020,L102,39849.87,81235.13,49.0549716606596
6,2023,L138,41710.61,90553.8729999999,46.0616521614708
6,2023,L140,45412.2,100872.206,45.0195368980034
9,2022,L138,43910.3,98017.288,44.7985257457848
1,2022,L128,39908.68,86347.528,46.2186711355535
12,2019,L128,65064.26,132145.36,49.2368858051467
7,2019,L145,80018.5199999999,178395.016,44.8546836084255
6,2019,L128,62594.24,149803.911,41.7841160368637
5,2019,L128,65322.12,151970.883,42.9833127968336
5,2019,L145,83234.08,185331.745,44.9108597126736
7,2023,L103,94313.1800000001,221700.28,42.5408483922529
6,2022,L126,23386.9,50551.85,46.2631931373432
6,2020,L129,18889.28,49577.783,38.1002918182122
5,2020,L129,7362.75,19965.068,36.8781613966955
12,2019,L103,101598.9,228730.969000001,44.418515098408
2,2019,L130,23556.35,61863.76,38.0777857666589
11,2023,L107,41686.54,83651.74,49.8334404042283
9,2023,L140,49184.1999999999,112177.347,43.8450376260012
6,2023,L122,99748.8,214478.228,46.5076576443926
7,2022,L101,39105.87,87094.998,44.9002478879442
6,2022,L101,41865.29,93209.989,44.9150251482167
3,2022,L142,138006.86,288710.015,47.8012028782583
1,2021,L102,13041.6,29487.664,44.2273080702493
12,2020,L102,16399.97,43587.532,37.6253695666917
2,2020,L143,95003.4100000001,197699.403,48.0544749040037
8,2019,L103,105287.6,242076.437000001,43.4935350605808
8,2019,L128,64614.95,143146.792,45.1389438053212
3,2020,L145,59824.82,135134.845,44.2704618486816
4,2021,L359,94781.28,244313.333,38.7949682631525
3,2021,L359,99992.41,244050.127,40.9720786582504
2,2021,L359,78204.41,197356.111,39.6260392463854
11,2020,359V,16913.36,47713.548,35.4477097364464
11,2020,L359,27247.66,78367.887,34.7689098724839
10,2020,L359,59517.34,169495.395,35.1144289200305
9,2020,L359,28455.57,84933.034,33.5035364449597
8,2020,L359,52819.19,156121.358,33.8321358952053
7,2020,L359,6164.88,17866.795,34.5046775317006
6,2020,L359,52983.28,146406.674,36.1891152585025
6,2020,359V,46756.97,126259.713,37.0323746894625
5,2020,L359,18540.78,52867.55,35.0702463042074
4,2020,L359,55046.31,161275.192,34.1319141012091
3,2020,L359,90566.5899999999,216261.046,41.878364909046
3,2020,LMAV,64203.17,224919.537,28.5449502770406
2,2020,LMAV,70963.41,238004.295,29.8160207571044
1,2020,LMAV,78211,276137.282,28.3232309065749
1,2020,L359,100639.33,226958.878,44.3425394445245
12,2019,L359,111644.14,247733.327,45.0662578797886
10,2019,L359,110197.53,274053.967,40.2101568557115
9,2019,L359,111528.58,272467.411,40.9328145302485
8,2019,L359,123943.22,295639.919,41.9237092268314
7,2019,L359,121094.91,303303.516,39.9253235165266
6,2019,L359,121390.59,298059.215,40.7270045316331
4,2019,L359,122753.28,299275.066,41.016875091091
4,2019,LIGM,25022.23,73141.084,34.2109094254059
3,2019,L359,123466.56,307546.995,40.1455914079082
2,2019,L359,103110.45,262229.034,39.3207603396045
1,2019,L359,116783.73,265326.174,44.015156228047
11,2023,L133/125,30515.26,72197.236,42.266521117235
10,2023,L133/125,69363.17,168388.543,41.1923333762678
9,2023,L101,42623.48,96107.924,44.3496001432723
8,2023,L101,46164.12,105596.67,43.7174013157801
8,2023,L110,114521.06,248834.481,46.0229866615632
6,2023,L110,99728.5499999999,217373.866,45.8788132332338
6,2023,L133/125,62316.01,151166.421,41.2234473686454
5,2023,L133/125,70211.61,169138.736,41.5112538147382
5,2023,L110,111006.43,250013.826,44.4001164959573
2,2022,L103,80313.06,157364.497,51.0363274633669
2,2021,L101,21905.76,50604.653,43.2880351931274
11,2020,L101,13774.92,39665.243,34.7279354874997
4,2020,L129,18950.74,50804.802,37.3010803191399
3,2020,L102,36276.53,79667.935,45.5346683706563
3,2019,L110,115475.41,261525.52,44.1545475179631
11,2022,LIGM,35820.1,105309.789,34.0140269391291
10,2022,LIGM,29908.74,91030.989,32.8555586713443
9,2022,LIGM,40651.89,129365.109,31.4241531694609
8,2022,LIGM,37091.29,114407.783,32.4202506397664
7,2022,LIGM,33488.88,97975.7570000001,34.1807820887773
6,2022,LIGM,36574.49,102991.709,35.5120721416517
5,2022,LIGM,35996.64,97013.854,37.1046386838729
5,2022,LMAV,65200.73,178375.575,36.5524988496884
5,2022,LEXP,160414.07,361793.68,44.3385495291129
4,2022,LIGM,38510.87,120261.515,32.0226050702921
3,2022,LIGM,43221.37,126092.333,34.2775559557614
2,2022,LIGM,36718.39,110759.826,33.1513612164757
1,2022,LIGM,30263.4,85610.795,35.3499812728056
12,2021,LIGM,32724.81,91871.1810000001,35.6203214585866
11,2021,LIGM,38799.17,119835.009,32.3771578303966
11,2021,LEXP,164072.8,399362.844999999,41.0836416191898
4,2021,359V,25916.03,64448.782,40.211822777349
4,2021,LIGM,35104.29,104245.574,33.6746095330628
3,2021,LIGM,36268.17,107989.06,33.585040929146
2,2021,LIGM,6194.79,16795.769,36.8830388176927
2,2021,LMAV,41429.14,117635.265,35.2182995464838
1,2021,LIGM,26141.98,75258.739,34.736138749282
12,2020,LIGM,26361.7,84257.6220000001,31.2870211314532
2,2020,L359,90262.5499999999,206925.768,43.6207393948152
2,2020,359V,102670.54,226351.064,45.3589827172184
11,2023,L110,50366.28,112113.323,44.9244377494724
10,2023,L101,42876.86,95308.31,44.9875357143569
9,2023,L133/125,69253.9799999999,172342.285,40.1839745829063
2,2019,L110,94135.3999999999,215534.526,43.6753228111583
1,2019,L110,104898.95,215168.381,48.7520283010355
2,2021,L130,135.5,77.726,174.330339911999
2,2020,L145,65569.46,133468.629,49.1272447250507
1,2020,L145,70682.52,147791.04,47.8259845793087
11,2019,L145,75964.68,161268.111,47.1045884576647
10,2019,L145,76547.23,182589.976,41.923018818952
2,2019,L128,46359.19,121865.822,38.0411744976372
8,2020,L101,16341.61,47232.767,34.5980365706714
7,2020,L145,4418.08,14473.002,30.5263552095136
6,2020,L145,34045.51,90244.946,37.7256694241914
4,2020,L125,12205.16,32817.106,37.1914574063905
9,2019,L145,77274.2600000001,171271.159,45.1180808556332
1,2022,L103,81001.9500000001,163363.997,49.5837219261966
7,2021,L110,82309.28,162283.237,50.719520710571
10,2020,L101,20737.34,58071.183,35.7102075912592
10,2020,359V,51044.41,143896.873,35.4729112146863
9,2020,L101,10123.53,32181.997,31.457121818761
9,2020,L102,6199.52,21524.016,28.8028033430193
8,2020,L102,10737.89,38738.489,27.718917999099
7,2020,L129,2153.87,6426.204,33.516987633757
5,2020,L143,17403.44,53987.732,32.2359161151649
5,2020,359V,14877.62,43508.359,34.1948543726965
3,2020,359V,101160.94,243765.871,41.499222013733
10,2021,LIGM,37203.65,115179.227,32.3006595625095
9,2021,LIGM,40531.62,123662.63,32.7759647356683
8,2021,LIGM,34095.21,102136.534,33.3819923828627
7,2021,LIGM,35080.35,93776.804,37.4083446051328
6,2021,LIGM,35332.43,101604.875,34.7743452270376
5,2021,LIGM,29563.73,89286.381,33.1111303525674
1,2021,LMAV,42790.96,123636.899,34.610185426925
12,2020,L359,82116.39,227346.124,36.1195469512381
11,2020,LIGM,24969.33,89427.628,27.9212705943626
10,2020,LIGM,29628.13,95308.856,31.0864396483785
9,2020,LIGM,35108.55,107568.926,32.6381895827425
8,2020,LIGM,29306.21,90246.357,32.4735656642628
7,2020,LIGM,20723.97,63459.273,32.6571185270276
6,2020,LIGM,8612.15,24809.43,34.7132118714537
3,2020,LIGM,10252.95,28119.727,36.461769347903
11,2019,LIGM,26519.66,82984.482,31.9573724639265
10,2019,LIGM,31175.03,104999.227,29.6907233421823
9,2019,LIGM,17619.49,56815.271,31.0118911515885
8,2019,LIGM,25964.35,81329.901,31.9247283972472
7,2019,LIGM,10719.39,34680.609,30.9088862885885
6,2019,LIGM,18458.08,57300.566,32.2127359091008
5,2019,LIGM,28448.54,92185.204,30.8602018172027
3,2019,LIGM,23931.88,73825.299,32.4169090056784
2,2019,LIGM,21409.57,68057.448,31.4580852341098
1,2019,LIGM,25788.66,69310.574,37.2073963779322
4,2023,LEXP,157616.9,372891.910000001,42.2687904384945
3,2023,LEXP,193144.21,408131.164000001,47.3240534016167
3,2023,L359,88191.9300000001,186213.483,47.3606575523857
2,2023,LEXP,136567.4,284027.834,48.0824002622222
2,2023,L359,57423.73,121165.829,47.3926770228263
1,2023,LEXP,162001.29,334613.889,48.4143950163407
1,2023,L359,78221.82,166959.188,46.8508627389826
12,2022,LEXP,185670.22,380136.368,48.8430562371238
4,2022,LEXP,162558.41,369828.976,43.955022604827
3,2022,LEXP,181072.06,408367.048,44.3405169165364
5,2021,L359,65190.05,175459.128,37.1539803845372
10,2019,LMAV,80169.16,309548.066,25.8987759270962
2,2019,359V,126712.24,336924.142,37.6085368201368
7,2023,L128,51058.12,106192.662,48.0806479830028
7,2020,L103,6660.13,19550.491,34.0663055470065
5,2020,L103,17533.99,52899.745,33.1456985284145
3,2020,L133,75020.5800000001,183449.239,40.8944623640549
10,2022,LEXP,159869.42,351544.036,45.4763567657282
4,2022,LMAV,59459.86,164071.707,36.2401666242188
7,2021,L359,55345.85,136775.601,40.4647097840206
6,2021,L359,52757.56,133515.193,39.5142746039396
1,2021,L359,86352.22,224588.364,38.4491068290609
12,2020,359V,34858.58,94248.391,36.9858621777427
10,2020,LMAV,34763.65,120054.693,28.9565106796783
8,2019,LMAV,75660.56,244636.568,30.9277393067417
6,2019,LMAV,72856.44,234092.985,31.1228634211316
3,2019,LMAV,82353.5,241069.109,34.1617805539738
4,2020,L130,13929.52,34637.077,40.2156336690882
11,2023,LIGM,15028.42,43882.643,34.2468433362138
11,2023,LMAV,20252.11,54594.644,37.0954154403864
10,2023,LMAV,48001.46,133599.446,35.9293855155657
9,2023,LMAV,60112.2600000001,170582.821,35.2393398395024
