Semana,Linea,LTS
2021-06-20,L359,12495.49
2021-06-13,L359,12183.54
2021-06-13,359V,6983.47
2021-06-06,L359,11237.79
2021-06-06,359V,15652.44
2021-05-30,L359,14264.44
2021-05-23,L359,8474.65
2021-05-16,L359,10834.58
2021-05-09,359V,2602.2
2021-05-09,L359,19367.23
2021-04-04,L359,23925.8
2021-03-28,L359,20277.91
2021-02-21,L359,19997.31
2021-02-14,L359,16488.58
2021-01-31,L359,20098.31
2021-01-31,359V,6367.57
2021-01-03,L359,20348.21
2020-12-27,359V,12226.36
2020-12-20,359V,11711.13
2020-12-20,L359,16965.26
2020-12-13,359V,4836.27
2020-12-06,L359,18141.83
2020-11-29,359V,4940.52
2020-11-22,L359,1394
2020-10-25,LMAV,7748.3
2020-10-25,L359,12459.45
2020-10-18,L359,13991.97
2020-09-27,L359,13519.61
2019-12-29,L359,19704.92
2019-08-25,LMAV,16889.99
2019-06-16,LMAV,13596.86
2019-06-09,LMAV,18611.19
2019-03-17,LMAV,20708.55
2023-11-12,L110,6783.21
2023-08-13,L126,5953.13
2023-05-21,L128,10197.01
2023-05-07,L140,11718.51
2023-04-02,L140,11336.72
2023-01-08,L145/133,22144.41
2022-12-18,L122,25082.15
2022-09-04,L103,24671.21
2022-07-17,L122,21411.91
2022-07-10,L122,22112.74
2021-02-14,L145/133,19517.66
2021-02-07,L145/133,20892.51
2020-03-29,L130,3163.79
2020-03-08,L145,19296.93
2019-09-01,L128,14564.54
2019-08-25,L128,15505.5
2023-11-12,LIGM,2523.43
2023-11-05,LIGM,7775.18
2023-11-05,LMAV,11304.04
2023-10-22,LMAV,10607.08
2023-10-15,LMAV,11011.35
2023-09-24,LMAV,12536.66
2023-09-17,LMAV,15672.56
2023-09-10,LMAV,13720.75
2023-08-27,LIGM,8349.43
2023-08-27,LMAV,13556.05
2023-08-20,LMAV,13268.12
2023-08-13,LMAV,13846.94
2023-08-06,LMAV,13964.26
2023-07-30,LMAV,14690.98
2023-07-16,LMAV,13139.81
2023-07-09,LMAV,14280.17
2023-07-02,LMAV,14922.67
2023-06-25,LMAV,14013.31
2023-06-25,LIGM,6564.76
2023-06-18,LIGM,3966.17
2023-06-04,LMAV,15392.58
2023-05-28,LMAV,14522.74
2023-05-28,LIGM,7442.75
2023-05-21,LIGM,4066.7
2023-05-14,LIGM,6735.67
2023-05-14,LMAV,14988.72
2023-05-07,LMAV,15008.73
2023-04-30,LMAV,13407.88
2023-04-09,LMAV,15174.67
2023-04-02,LMAV,12993.22
2023-03-26,LMAV,15304.63
2023-03-19,LMAV,13967.17
2023-03-12,LMAV,17361.78
2023-02-26,LMAV,15609.67
2023-02-19,LMAV,11847.42
2023-02-12,LMAV,13665.93
2023-02-05,LMAV,15220.63
2023-01-29,LMAV,13292.28
2023-01-22,LMAV,13953.87
2023-01-15,LMAV,13927.22
2023-01-08,LMAV,13519.64
2023-01-01,359V,5649.22
2023-01-01,LMAV,14472.24
2022-12-25,LMAV,13136.93
2022-12-18,LMAV,13787.08
2022-12-11,LMAV,16674.53
2022-12-04,LMAV,14076.57
2022-11-27,LMAV,16443.16
2022-11-20,LMAV,15039.49
2022-11-13,LMAV,15555.92
2022-11-06,LMAV,15955
2022-10-30,LMAV,15533.95
2022-10-23,LMAV,15458.3
2022-10-16,LMAV,14834.02
2022-10-02,LMAV,14370.61
2022-09-25,LMAV,14937.68
2022-09-18,LMAV,14928.48
2022-09-11,LMAV,15886.94
2022-09-04,LMAV,15224.77
2022-08-21,LMAV,14744.88
2022-08-14,LMAV,13848.11
2022-08-07,LMAV,14783.37
2022-08-07,LEXP,43077.58
2022-07-31,LMAV,14148.66
2022-07-24,LMAV,14509.17
2022-07-17,LMAV,12845.51
2022-07-10,LMAV,12785.28
2022-07-03,359V,9315.74
2020-12-13,LMAV,8317.41
2020-12-06,LMAV,7506.57
2020-11-29,LMAV,8322.84
2020-11-08,LMAV,2942.52
2020-11-01,LMAV,8171.9
2020-10-18,LMAV,8710.95
2020-10-11,LMAV,7773.77
2020-10-04,LMAV,7417.28
2020-09-27,LMAV,7343.97
2020-08-16,LMAV,6695.12
2020-08-09,LMAV,8443.36
2020-08-02,LMAV,8569.13
2020-07-26,LMAV,3888.9
2020-06-28,LMAV,5057.63
2020-06-14,LMAV,8000.41
2020-06-07,LMAV,8736.64999999999
2020-05-31,LMAV,5485.82
2020-05-10,LMAV,983.16
2020-05-03,LMAV,8152.51
2020-04-26,LMAV,8479.55
2020-04-19,LMAV,8823.84
2020-04-12,LMAV,8544.49
2020-04-05,LMAV,9205.48
2020-02-02,LIGM,2140.64
2020-01-05,LMAV,18007.93
2019-12-22,LMAV,15737.83
2019-12-15,LMAV,19230.29
2019-12-15,LIGM,1796.31
2019-12-08,LMAV,19529.12
2019-12-01,LMAV,18608.86
2019-11-24,LMAV,18629.09
2019-11-03,LMAV,19578.62
2019-10-27,LMAV,17814.68
2019-10-20,LMAV,18350.55
2019-10-13,LMAV,17844.03
2019-09-22,LMAV,18457.25
2019-09-15,LMAV,18722
2019-09-08,LMAV,16271.62
2019-09-01,LMAV,17783.83
2019-08-18,LMAV,17673.44
2019-08-11,LMAV,19597.51
2019-08-04,LMAV,14654.01
2019-07-28,LMAV,15461.18
2019-07-21,LMAV,16684.96
2019-07-14,LMAV,14163.47
2019-07-07,LMAV,12802.68
2019-06-30,LMAV,17424.53
2019-06-23,LMAV,17758.55
2019-05-26,LMAV,14784.11
2019-05-19,LMAV,18191.08
2019-05-12,LMAV,19873.95
2019-05-05,LMAV,20434.25
2019-04-28,LMAV,14938.79
2019-04-21,LMAV,19728.07
2019-04-14,LMAV,16752.62
2019-04-07,LMAV,18584.74
2019-03-31,LMAV,18018.73
2019-03-24,LMAV,19732.8
2019-03-10,LMAV,18606.62
2019-03-10,359V,32512.86
2019-03-03,LMAV,16961.29
2019-02-24,LMAV,18039.57
2019-02-17,LMAV,19118.12
2019-02-10,LMAV,16262.75
2019-02-03,LMAV,16824.41
2019-01-27,LMAV,16840.08
2019-01-20,LMAV,17086.64
2019-01-13,LMAV,16412.54
2019-01-06,LMAV,15756.05
2018-12-30,LMAV,8856.4
2023-11-12,L359,4559.67
2023-11-05,359V,19134.67
2023-11-05,L359,20556.41
2023-10-29,L359,19689.44
2023-10-22,L359,14639.46
2023-10-15,L359,16778.67
2023-10-08,L359,17848.28
2023-10-01,L359,11528.18
2023-09-24,L359,14644.46
2023-09-17,L359,14983.17
2023-09-03,L359,15967.27
2023-08-27,L359,16662.01
2023-08-20,L359,13890.76
2023-08-13,L359,17600.61
2023-08-13,359V,9419.98
2023-08-06,L359,16017.4
2023-07-30,L359,15236.76
2023-07-16,L359,11519.74
2023-07-09,L359,14814.42
2023-07-09,LEXP,30066.15
2023-07-02,L359,13578.92
2023-07-02,359V,23210.05
2023-06-25,L359,15254.87
2023-06-25,359V,24984.08
2023-06-18,L359,9449.39
2023-06-18,359V,19795.81
2023-06-11,L359,12212.25
2023-06-04,L359,15273.33
2023-05-28,359V,18961.68
2023-05-28,L359,16267.91
2023-05-21,359V,17232.01
2023-05-21,L359,12323.15
2023-05-14,L359,15472.58
2023-05-14,359V,19963.7
2023-05-07,359V,18103.22
2023-05-07,L359,16949.12
2023-04-30,L359,17177.02
2023-04-23,L359,17512.95
2023-04-16,L359,20798.3
2023-04-09,L359,19203.51
2023-04-02,L359,16608.04
2023-03-12,359V,8643.31
2023-03-05,L359,21937.15
2023-02-26,L359,19970.21
2023-02-12,LEXP,32034.12
2023-01-22,359V,9795.23
2023-01-15,LEXP,38463.56
2023-01-08,LEXP,37686.61
2022-12-25,LEXP,34590.89
2022-12-25,359V,6057.57
2022-12-11,LEXP,48971.61
2022-11-27,LEXP,45094.65
2022-11-20,LEXP,42457.22
2022-11-13,LEXP,44494.61
2022-11-13,359V,6250.2
2022-10-02,359V,2798.91
2022-09-18,LEXP,40702.96
2022-05-08,LEXP,41405.77
2022-04-24,L359,17268.69
2022-04-24,359V,10791.38
2022-04-17,L359,20037.88
2022-04-03,LEXP,45606.18
2022-03-27,LEXP,39971.72
2022-03-27,359V,6634.52
2022-03-13,LEXP,39301.67
2022-03-06,359V,1929.72
2022-02-06,359V,2797.56
2021-12-26,359V,5421
2021-09-12,L359,17459.2
2021-09-05,L359,17396.83
2021-08-15,359V,8045.18
2021-04-18,359V,5407.11
2021-01-31,LEXP,22195.15
2021-01-24,LEXP,21094.76
2020-12-27,LEXP,16760.14
2020-12-20,LEXP,18106.81
2020-12-06,LEXP,21350.14
2020-11-29,LEXP,24122.01
2020-09-13,LEXP,16736.08
2020-08-23,LEXP,12470.37
2020-08-16,LEXP,17311.11
2020-08-09,LEXP,22527.93
2020-08-02,LEXP,23759.51
2020-07-26,LEXP,7655.27
2020-06-28,LEXP,13855.51
2020-06-21,LEXP,17572.73
2020-06-14,LEXP,19337.1
2020-06-07,LEXP,20516.45
2020-05-31,LEXP,11768.5
2020-05-10,LEXP,2399.8
2020-04-26,LEXP,20171.54
2020-04-19,LEXP,20024.47
2020-04-12,LEXP,19387.7
2020-04-05,LEXP,19711.37
2020-03-29,LEXP,18393.49
2020-03-22,LEXP,18185.58
2020-03-15,LEXP,33744.6
2019-11-17,359V,29450.28
2019-04-28,LEXP,37228.63
2019-02-10,LEXP,39034.07
2019-10-20,359V,27960.34
2019-10-13,359V,25734.64
2019-10-06,359V,30129.85
2019-02-10,L103,22850.96
2023-03-26,L110,26040.49
2023-02-26,L126,5383.81
2022-10-30,L128,12745.67
2021-05-02,L128,11113.46
2019-09-01,L107,23410.68
2019-08-25,L107,24705.23
2019-08-18,L107,22199.6
2019-08-11,L107,22772.77
2023-10-22,LI41,39661.6
2023-08-06,LI41,39478.56
2023-07-30,LI41,40012.88
2023-07-16,LI41,38572.7600000001
2019-05-05,LI41,44020.46
2019-07-21,LI41,39867.37
2019-05-12,LI41,43061.29
2022-10-16,L107,23703.71
2022-06-19,L107,18954.35
2022-06-12,L107,19695.99
2022-06-05,L107,22056.93
2022-05-22,L107,20242.42
2022-05-08,L107,22135.31
2022-04-24,L107,18640.29
2022-03-13,L107,21340.85
2022-03-06,L107,20824.54
2022-02-20,L107,17885.91
2022-01-23,L107,16979.3
2022-01-09,L107,14517.71
2019-07-21,L146,14771.55
2022-09-04,LINA,51855.51
2022-05-29,LINA,50462.11
2022-05-22,LINA,46786.33
2022-05-01,LINA,49976.31
2022-01-02,LINA,43249.31
2021-11-28,LINA,54085.7800000001
2021-10-24,LINA,56265.15
2021-10-17,LINA,48245.61
2021-09-12,LINA,48569.28
2021-09-05,LINA,46150.98
2021-08-22,LINA,41693.34
2021-08-15,LINA,39793.43
2021-08-08,LINA,42896.56
2021-08-01,LINA,41902.88
2023-04-30,LINA,47536.36
2022-10-02,LINA,49110.9
2022-07-24,LINA,51638.78
2022-07-10,LINA,42803.66
2022-07-03,LINA,47972.03
2022-06-26,LINA,50024.52
2022-06-19,LINA,44635.95
2022-06-12,LINA,48156.78
2022-06-05,LINA,51133.24
2022-05-08,LINA,50950.34
2022-04-17,LINA,52115.3
2022-03-20,LINA,48230.3
2022-01-09,LINA,45171.15
2021-11-14,LINA,51103.69
2021-10-10,LINA,43907.88
2021-10-03,LINA,43482.2
2021-09-26,LINA,46137.64
2021-09-19,LINA,41756.41
2021-08-29,LINA,45179.2
2021-07-25,LINA,33799.64
2021-07-18,LINA,33557.91
2021-07-11,LINA,33076.84
2021-06-06,LINA,32886.81
2021-05-30,LINA,33328.48
2021-05-16,LINA,42016.71
2021-05-09,LINA,40755.09
2021-05-02,LINA,43758.53
2021-04-25,LINA,40317.07
2021-04-18,LINA,44296.9599999999
2019-11-10,LINA,58244.02
2019-09-22,LINA,58631.68
2019-09-08,LINA,59465.15
2019-09-01,LINA,54654.57
2019-08-25,LINA,56953.1
2019-08-18,LINA,55979.16
2019-08-11,LINA,57329.12
2019-08-04,LINA,36218.2
2019-07-28,LINA,45737.15
2019-07-21,LINA,53509.1
2019-07-14,LINA,45386.53
2019-06-30,LINA,51025.78
2019-06-23,LINA,52984.48
2019-06-16,LINA,35216.19
2021-09-26,LIGM,10040.68
2021-03-28,LIGM,7041.59
2021-03-21,LIGM,7954.07
2021-03-07,LIGM,9865.33
2021-01-24,359V,11433.13
2020-10-18,359V,11603.62
2020-10-04,359V,10942.15
2020-09-20,359V,8646.55
2020-09-13,359V,11567.1
2020-08-02,359V,15306.63
2020-07-26,359V,5862.55
2020-07-26,LIGM,4634.01
2020-06-28,359V,9201.04
2020-06-21,LIGM,4197.66
2020-03-01,359V,33408.07
2020-02-23,359V,21290.72
2020-02-23,LIGM,1434.76
2020-02-16,LIGM,1239.87
2020-02-09,359V,26293.9
2020-02-09,LIGM,1508.6
2020-01-26,LIGM,5708.24
2020-01-19,LIGM,5374.31
2020-01-12,LIGM,6082.84
2020-01-05,LIGM,4923.99
2019-12-29,LIGM,602.19
2019-12-22,LIGM,1035.66
2019-12-08,LIGM,1510.8
2019-12-08,359V,30252.18
2019-12-01,LIGM,2039.48
2019-11-24,359V,31777.72
2019-11-10,359V,29946.13
2019-11-03,359V,31351.84
2019-10-27,359V,28966.9
2019-09-29,359V,30474.63
2019-09-08,LIGM,1005.07
2019-09-01,LIGM,2270.28
2019-08-18,LIGM,1256.82
2019-07-21,LIGM,2702.25
2019-07-14,LIGM,1989.06
2019-07-07,LIGM,1014.95
2019-06-30,LIGM,1132.06
2019-06-23,LIGM,1622.51
2018-12-30,LIGM,1078.12
2023-10-15,359V,20632.93
2023-09-10,L359,14271.36
2023-08-06,LEXP,34413.95
2023-08-06,359V,17627.03
2023-07-23,359V,25769.33
2023-07-23,L359,9401.55
2023-07-16,359V,19073.99
2023-07-09,359V,21968.93
2023-05-28,LEXP,33534.97
2023-04-16,359V,12210.25
2023-03-19,359V,12593
2023-01-29,L359,16786.03
2022-12-18,359V,3186.59
2022-11-27,359V,5297.85
2022-10-23,LEXP,40887.99
2022-10-09,LEXP,22510.26
2022-10-02,LEXP,40106.98
2022-09-25,LEXP,40571.1
2022-09-04,LEXP,43192.75
2022-08-28,359V,3762.58
2022-08-28,LEXP,38237.43
2022-08-21,LEXP,40149.87
2022-08-14,LEXP,37737.66
2022-07-31,LEXP,41872.29
2022-07-31,359V,3070.64
2022-07-24,LEXP,37377.3
2022-07-17,LEXP,31675.94
2022-07-17,359V,6570.05
2022-07-10,LEXP,34405.5
2022-07-03,LEXP,35645.56
2022-05-29,LMAV,15109.43
2022-05-22,LMAV,13925.75
2022-05-08,LMAV,16741.87
2022-05-01,LMAV,15748.6
2021-11-28,359V,6558.43
2021-09-19,L359,16448.01
2021-08-29,L359,17379.24
2021-08-22,L359,16503.24
2021-05-16,359V,5077.28
2021-03-21,359V,8961.87000000001
2021-03-21,L359,18972.66
2021-01-24,L359,20234.31
2021-01-17,L359,21457.68
2021-01-17,359V,4431.08
2021-01-03,LEXP,26092.42
2020-12-13,LEXP,26053.42
2020-11-01,LEXP,19084.53
2020-11-01,359V,11078.66
2020-10-11,359V,11754.53
2020-08-23,359V,9658.77
2020-08-16,359V,11507.78
2020-08-09,359V,14943.79
2021-04-25,L145/133,21239.07
2023-10-22,359V,23750.61
2023-10-08,359V,13553.83
2023-10-01,359V,27346.64
2023-09-24,359V,16487.18
2023-09-17,359V,17246.19
2023-08-27,359V,12838.19
2023-08-20,359V,18079.04
2023-07-30,359V,22698.23
2023-06-11,359V,23300.23
2023-06-04,359V,24381.86
2023-04-30,LEXP,33174.91
2023-04-30,359V,11924.17
2023-04-23,359V,12468.29
2023-04-23,LEXP,41642.93
2023-04-16,LEXP,35026
2023-04-09,359V,12947.3
2023-04-02,359V,5706.47
2023-03-26,359V,15851.58
2023-03-05,LIGM,8269.48
2023-02-12,359V,15175.81
2023-01-01,LEXP,35429.61
2022-12-04,359V,4098.87
2022-09-11,LEXP,44481.47
2022-06-26,LEXP,38022.15
2022-06-19,LEXP,33941.69
2022-06-19,359V,8147.7
2022-06-12,LEXP,35264.29
2022-06-05,LEXP,39598.35
2022-01-02,LEXP,32476.04
2021-11-21,LEXP,35793.63
2021-11-14,LEXP,37483.52
2021-10-31,LEXP,34736.52
2021-09-12,359V,7313.49
2021-07-25,LMAV,9017.8
2021-01-10,LEXP,25520.34
2020-12-06,359V,3887.96
2020-03-29,LMAV,7717.14
2023-10-15,L110,23890.54
2023-10-01,L101,10367.05
2023-08-27,L138,10358.97
2023-07-23,L101,8541.95
2023-07-23,L110,23289.78
2023-07-16,L110,23596.7
2023-07-09,L101,10949.85
2023-07-02,L101,10990.68
2023-07-02,L133/125,16773.77
2023-06-11,L103,20599.51
2023-05-21,L102/144,9162.77
2023-05-07,L101,10567.44
2023-04-30,L101,9516.77
2023-04-23,L110,26085.82
2023-04-23,L101,10740.51
2023-02-12,L142,32353.56
2023-01-22,L133/125,12885.89
2023-01-15,L133/125,16339.85
2021-03-07,L128,12219.3
2021-02-14,L143/136/137,17409.46
2020-12-13,L133,13649.19
2020-08-09,L145,10943.54
2020-06-28,L128,5672.41
2020-06-21,L128,7785.7
2020-05-03,L128,8170.14
2020-03-22,L128,6390.93
2020-03-01,L143,27974
2019-07-21,L128,13309.03
2019-06-09,L128,15749.19
2019-06-02,L128,16494.65
2019-04-21,L145,19417.46
2023-09-24,L138,10420.2
2022-11-27,L122,27886.89
2022-11-13,L122,28070.42
2022-11-06,L122,26497.26
2021-01-17,L103,20078.86
2020-12-06,L133,11804.12
2020-11-29,L133,9745.95999999999
2020-11-22,L145,10082.28
2020-11-01,L145,10560.93
2023-02-19,L359,11194.65
2023-01-29,359V,10057.5
2022-07-10,359V,5980.45
2022-05-15,359V,7388.96
2022-04-17,359V,7005.56
2022-02-13,359V,7011.03
2021-10-31,359V,5747.36
2021-10-10,L359,16501.62
2021-10-03,L359,16052.44
2021-09-26,L359,17027.17
2021-08-29,LMAV,10256.16
2020-10-25,LEXP,17131.97
2020-10-18,LEXP,17674.14
2020-09-27,LEXP,15212.17
2020-09-20,LEXP,11016.48
2023-10-29,LMAV,11012.31
2023-10-08,LMAV,10422.8
2023-10-01,LMAV,11184.26
2023-09-03,LMAV,14707.78
2023-07-23,LMAV,12645.45
2023-06-18,LMAV,9251.02
2023-06-11,LMAV,12737.55
2023-05-21,LMAV,11853.62
2023-04-16,LMAV,15546.4
2023-03-05,LMAV,15049.9
2022-07-03,LMAV,14434.28
2022-06-26,LMAV,14405.35
2022-06-19,LMAV,15213.07
2022-06-12,LMAV,14715.54
2022-06-05,LMAV,14894.65
2022-02-27,359V,3005.67
2021-12-19,359V,8688.95
2021-08-01,359V,3179.62
2021-02-07,LMAV,10134.4
2021-01-31,LIGM,1888.64
2020-06-14,359V,10591.69
2020-03-15,LIGM,1758.53
2020-01-26,359V,25191.45
2020-01-12,LMAV,16248.26
2019-04-28,LIGM,2247.4
2022-11-13,L142,38517.7
2019-02-24,L103,12849.53
2019-02-17,L103,22741.6
2023-03-12,L142,37359.15
2023-02-19,L107,15836.03
2023-02-05,L107,20972.15
2021-04-11,L145/133,22522.73
2021-02-07,L146,85.4
2021-01-31,L146,62.68
2020-01-05,L102,9942.57
2021-05-23,L128,4028.58
2019-11-17,L103,23403.42
2019-11-10,L133,21618.59
2019-11-03,L133,21300.28
2019-02-17,L143,20985.95
2022-12-04,L101,8769.61
2021-01-24,L101,5248.65
2020-11-29,L102,3163.8
2020-11-22,L102,4179
2023-11-05,L140,12106.45
2023-10-22,L126,5237.65
2023-06-18,L126,3939.77
2023-05-21,L103,18501.59
2023-02-26,L122,27449.9
2022-12-04,L126,5460.34
2022-10-09,L103,14737.82
2022-08-07,L126,5862.57
2021-03-28,L128,10315.8
2020-06-07,L130,3956.47
2019-11-17,L128,16398.56
2019-11-10,L128,17349.26
2019-08-04,L128,14569.29
2019-06-23,L143,23272.53
2019-05-12,L143,25723.1
2023-11-05,L133/125,17035.85
2023-10-29,L101,10352.07
2023-10-01,L133/125,16348.76
2023-09-10,L133/125,16459.1
2023-09-03,L133/125,16203.74
2023-04-30,L133/125,15519.86
2022-10-23,L101,11135.82
2022-07-24,L101,10208.08
2022-07-17,L101,8119.36
2022-05-08,L101,9648.27
2022-05-01,L101,10168.61
2022-04-17,L101,9800.11
2022-04-10,L103,20856.23
2022-02-27,L101,8048.12
2022-02-20,L101,6114.59
2022-01-30,L101,6106.94
2022-01-23,L101,5950.82
2022-01-16,L101,6088.01
2020-11-01,L102,3556.34
2020-04-12,L110,10479.28
2020-01-05,L110,23152.97
2019-12-29,L110,18540.14
2023-04-23,LMAV,14904.21
2023-01-08,359V,3759.14
2022-10-09,LMAV,8881.09
2022-08-28,LMAV,13438.75
2022-04-10,LMAV,11975.85
2022-04-03,LMAV,15660.02
2022-03-27,LMAV,12100.04
2022-03-20,LMAV,13731.45
2022-03-13,LMAV,15336.97
2022-03-06,LMAV,14996.83
2022-02-27,LMAV,12977.79
2022-02-20,LMAV,11325.96
2022-02-13,LMAV,10902.83
2022-02-06,LMAV,10908.05
2022-01-30,LMAV,12183.34
2022-01-23,LMAV,11154.36
2022-01-16,LMAV,12052.88
2022-01-09,LMAV,11034.78
2022-01-02,LMAV,10809.11
2021-12-26,LMAV,10070.96
2021-12-19,LMAV,13369.81
2021-12-12,LMAV,14468.27
2021-12-05,LMAV,13512.88
2021-11-28,LMAV,13033.8
2021-11-21,LMAV,13738.45
2021-11-14,LMAV,13640.59
2021-11-07,LMAV,14546.93
2021-10-31,LMAV,12388.76
2021-10-24,LMAV,12061.47
2021-08-22,LMAV,9504.56
2021-08-15,LMAV,9512.94
2021-08-08,LMAV,10056.04
2021-08-01,LMAV,8571.09
2021-07-18,LMAV,7954.05
2021-07-11,LMAV,8262.08
2021-07-04,LMAV,7966.21
2021-06-27,LMAV,8391.69
2021-06-20,LMAV,8510.73
2021-06-13,LMAV,9394.1
2021-06-06,LMAV,8861.92
2021-05-30,LMAV,8906.18
2021-03-28,LMAV,9896.86
2021-03-14,LMAV,11534.31
2021-03-07,LMAV,13103.68
2021-02-28,LMAV,12495.66
2021-02-21,LMAV,12622.62
2021-01-31,LMAV,8409.23
2021-01-24,LMAV,9052.31
2020-09-20,LMAV,5534.67
2020-09-13,LMAV,6594.17
2020-07-19,LMAV,1124.99
2020-06-21,LMAV,6031.19
2019-12-29,LMAV,14912.65
2019-06-02,LMAV,19938.94
2022-01-02,LIGM,3896.16
2021-10-31,LIGM,7328.3
2021-10-24,LIGM,8445.88
2021-10-17,LIGM,10389.87
2021-10-10,LIGM,8326.21
2021-01-10,L359,18243.69
2020-12-27,L359,17423.61
2020-09-20,L359,8512.17
2019-03-17,359V,36978.3
2022-04-17,LMAV,14804.69
2021-11-21,359V,7176.68
2020-03-15,LMAV,13950.78
2019-10-06,LMAV,17494.15
2019-04-21,359V,36471.19
2020-03-08,359V,31893.15
2020-02-16,359V,24542.83
2021-02-21,LIGM,1819.21
2020-01-19,359V,27020.71
2020-01-12,359V,24766.05
2020-01-05,359V,26879.07
2019-12-29,359V,22255.84
2021-05-02,359V,2344.64
2019-12-15,359V,33287.03
2019-07-28,359V,35227.39
2019-06-30,359V,35406.84
2019-06-23,359V,33525.15
2019-06-16,359V,25869.53
2019-06-09,359V,35037.52
2019-06-02,359V,34811.41
2019-05-26,359V,28479.84
2019-05-19,359V,33916.69
2019-04-14,359V,29859.58
2019-04-07,359V,36614.99
2019-03-03,359V,28012.74
2022-12-25,L107,20109.65
2021-03-28,L145/133,19579.01
2021-03-21,L145/133,20840.66
2021-02-14,L146,148.42
2022-10-09,L126,3624.81
2022-10-02,L122,23654.25
2022-08-07,L128,12096.41
2022-05-15,L103,17720.45
2023-08-06,L138,10430.41
2023-06-25,L122,25187.15
2021-12-26,L103,18818.9
2020-05-31,L130,2186.05
2019-12-29,L145,13831.02
2023-11-12,LEXP,8585.67
2023-10-29,LIGM,6882.32
2023-10-22,LEXP,30571.82
2023-10-15,LEXP,26552.91
2023-09-24,LEXP,37761.97
2023-09-10,LIGM,8303.27
2023-09-03,LIGM,7270.52
2023-08-27,LEXP,37368.9099999999
2023-08-20,LEXP,30475.74
2023-08-20,LIGM,4958.07
2023-07-30,LIGM,7075.87
2023-07-23,LIGM,6197.32
2023-07-02,LIGM,7136.2
2023-06-11,LIGM,6690.24
2023-06-04,LIGM,6456.8
2023-05-07,LIGM,7135.64
2023-04-30,LIGM,5365.84
2023-04-23,LIGM,7555.78
2023-04-16,LIGM,6412
2023-04-09,LIGM,8131.09
2023-04-02,LIGM,5147.04
2023-03-26,LIGM,7735.37
2023-03-19,LIGM,5652.1
2023-03-12,LIGM,7806.04
2023-02-26,LIGM,8282.42
2023-02-19,LIGM,4413.18
2023-02-12,LIGM,7758.52
2023-02-05,LIGM,7753.46
2023-01-29,LIGM,7351.73
2023-01-22,LIGM,8010.4
2023-01-15,LIGM,9389.77
2022-11-27,LIGM,9553.02
2020-06-07,LIGM,519.53
2020-05-03,LIGM,666.54
2019-08-25,359V,28797.87
2019-08-11,359V,30627.43
2019-02-03,359V,33231.08
2019-01-27,359V,35418.41
2019-01-20,359V,35690.54
2019-01-13,359V,34017.91
2019-01-06,359V,33061.59
2022-01-16,LEXP,35857.04
2022-01-09,LEXP,35432.18
2019-11-10,LMAV,19468.22
2021-05-16,L110,11322.16
2023-11-05,LEXP,34953.04
2023-10-29,359V,14696.2
2023-10-29,LEXP,33772.03
2023-09-17,LEXP,35893.07
2023-09-10,359V,18830.42
2023-09-10,LEXP,35978.73
2023-09-03,LEXP,30760.13
2023-09-03,359V,19904.62
2023-08-13,LEXP,40635.21
2023-07-30,LEXP,30733.15
2023-07-23,LEXP,24148.78
2023-07-16,LEXP,28065.82
2023-07-02,LEXP,30991.36
2023-06-25,LEXP,27799.91
2023-06-11,LEXP,20838.99
2023-06-04,LEXP,29732.96
2023-05-21,LEXP,26555.43
2023-05-07,LEXP,34472.24
2023-03-19,LEXP,35429.17
2023-03-05,359V,7056.07
2023-02-19,359V,13994.62
2023-01-15,359V,5996.81
2022-08-07,359V,1980.97
2022-05-08,359V,5236.89
2022-04-03,359V,3744.52
2022-03-20,LEXP,33657.56
2021-09-05,359V,4921.02
2021-01-17,LEXP,24362.78
2023-06-18,LEXP,15364.02
2023-05-14,LEXP,32572.43
2023-02-26,359V,6892.67
2022-01-23,LEXP,27036.61
2021-08-08,359V,5218.13
2021-03-21,LMAV,10737.94
2020-10-11,LEXP,17323.68
2020-10-04,LEXP,16576.55
2022-12-11,359V,3371
2022-06-05,359V,5781.96
2023-11-05,L138,10370.56
2023-10-15,L128,11517.94
2022-08-21,L140,11552.93
2020-11-22,L133,11094.84
2020-09-27,L128,7190.55
2020-09-13,L103,10604.87
2020-03-15,L128,12771.75
2020-01-19,L128,14756.75
2019-12-29,L128,12534.67
2019-12-22,L128,12934.64
2019-02-24,359V,33877.76
2023-08-27,N339,11002.5
2023-08-13,N339,11557.54
2023-07-23,L339,21411.23
2023-07-16,L339,21290.17
2023-07-09,L339,23863.02
2023-06-25,N339,10866.66
2023-06-04,N339,12258.44
2023-05-14,L339,23501.35
2023-05-07,L339,22125.47
2023-04-16,N339,11200.18
2022-07-03,L339,25374.82
2022-05-29,L339,26464.8
2022-05-22,L339,23153.93
2022-05-15,L339,19487.87
2022-02-27,N339,8516.66
2021-12-26,N339,8404.39
2021-08-08,N339,6825.28
2021-07-04,L339,14143.91
2021-05-09,L339,16872.51
2021-05-02,L339,19092.57
2021-02-21,L339,17314.32
2021-02-07,L339,16272.21
2020-12-20,L339,14136.94
2020-12-06,L339,11252.47
2020-11-29,L339,9825.92
2020-11-08,L339,4000.39
2020-10-25,L339,7595.47
2020-10-18,L339,9003.13
2020-10-11,L339,8169.94
2020-10-04,L339,8218.83
2020-09-27,L339,8488.52
2020-09-20,L339,5423.35
2020-09-13,L339,7271.65
