Semana,des_lin,Cantidad_Pasajeros
2019-10-27T00:00:00Z,144,55729
2019-10-27T00:00:00Z,102,52982
2019-10-27T00:00:00Z,101,59749
2019-10-27T00:00:00Z,130,48227
2019-10-27T00:00:00Z,129,39665
2019-10-27T00:00:00Z,RINCÓN,99168
2019-10-27T00:00:00Z,35/9 V,90497
2019-10-27T00:00:00Z,FABRICA,4450
2019-10-27T00:00:00Z,VILLA CONS,2624
2019-11-03T00:00:00Z,107,125977
2019-11-03T00:00:00Z,133,101855
2019-11-03T00:00:00Z,315,154864
2019-11-03T00:00:00Z,440,691148
2019-11-03T00:00:00Z,740,195121
2019-11-03T00:00:00Z,PILAR 203,366421
2019-11-03T00:00:00Z,CN33/9,20954
2019-11-03T00:00:00Z,EXPRESO,125728
2019-11-03T00:00:00Z,CP25 A,29306
2019-11-03T00:00:00Z,C AZUL,22690
2019-11-03T00:00:00Z,35/9,76525
2019-11-03T00:00:00Z,LINEA A,82985
2019-11-03T00:00:00Z,CP33/9,54803
2019-11-03T00:00:00Z,MORENO 203,517031
2019-11-03T00:00:00Z,103,140815
2019-11-03T00:00:00Z,143,109659
2019-11-03T00:00:00Z,125,35622
2019-11-03T00:00:00Z,41,289909
2019-11-03T00:00:00Z,110,141419
2019-11-03T00:00:00Z,C NEGRA,27415
2019-11-03T00:00:00Z,128,81611
2019-11-03T00:00:00Z,145,87812
2019-11-03T00:00:00Z,146,94518
2019-11-03T00:00:00Z,142,151961
2019-11-03T00:00:00Z,144,55244
2019-11-03T00:00:00Z,102,51707
2019-11-03T00:00:00Z,101,61204
2019-11-03T00:00:00Z,130,49268
2019-11-03T00:00:00Z,129,39990
2019-11-03T00:00:00Z,RINCÓN,102137
2019-11-03T00:00:00Z,35/9 V,91281
2019-11-03T00:00:00Z,FABRICA,4430
2019-11-03T00:00:00Z,VILLA CONS,2393
2019-11-10T00:00:00Z,107,124065
2019-11-10T00:00:00Z,133,101115
2019-11-10T00:00:00Z,315,160345
2019-11-10T00:00:00Z,440,700005
2019-11-10T00:00:00Z,740,182432
2019-11-10T00:00:00Z,PILAR 203,371400
2019-11-10T00:00:00Z,CN33/9,21316
2019-11-10T00:00:00Z,EXPRESO,121983
2019-11-10T00:00:00Z,CP25 A,28294
2019-11-10T00:00:00Z,C AZUL,21965
2019-11-10T00:00:00Z,35/9,76401
2019-11-10T00:00:00Z,LINEA A,84166
2019-11-10T00:00:00Z,CP33/9,54080
2019-11-10T00:00:00Z,MORENO 203,512460
2019-11-10T00:00:00Z,103,139511
2019-11-10T00:00:00Z,143,108372
2019-11-10T00:00:00Z,125,33083
2019-11-10T00:00:00Z,41,290243
2019-11-10T00:00:00Z,110,141164
2019-11-10T00:00:00Z,C NEGRA,26795
2019-11-10T00:00:00Z,128,82150
2019-11-10T00:00:00Z,145,86231
2019-11-10T00:00:00Z,146,93938
2019-11-10T00:00:00Z,142,149826
2019-11-10T00:00:00Z,144,50372
2019-11-10T00:00:00Z,102,48550
2019-11-10T00:00:00Z,101,57725
2019-11-10T00:00:00Z,130,47325
2019-11-10T00:00:00Z,129,38185
2019-11-10T00:00:00Z,RINCÓN,100428
2019-11-10T00:00:00Z,35/9 V,91777
2019-11-10T00:00:00Z,FABRICA,4106
2019-11-10T00:00:00Z,VILLA CONS,2530
2019-11-17T00:00:00Z,107,114038
2019-11-17T00:00:00Z,133,92314
2019-11-17T00:00:00Z,315,142279
2019-11-17T00:00:00Z,440,605318
2019-11-17T00:00:00Z,740,162434
2019-11-17T00:00:00Z,PILAR 203,335201
2019-11-17T00:00:00Z,CN33/9,19702
2019-11-17T00:00:00Z,EXPRESO,113561
2019-11-17T00:00:00Z,CP25 A,25251
2019-11-17T00:00:00Z,C AZUL,20204
2019-11-17T00:00:00Z,35/9,68538
2019-11-17T00:00:00Z,LINEA A,78253
2019-11-17T00:00:00Z,CP33/9,49447
2019-11-17T00:00:00Z,MORENO 203,470293
2019-11-17T00:00:00Z,103,127185
2019-11-17T00:00:00Z,143,101156
2019-11-17T00:00:00Z,125,30534
2019-11-17T00:00:00Z,41,255587
2019-11-17T00:00:00Z,110,129006
2019-11-17T00:00:00Z,C NEGRA,24616
2019-11-17T00:00:00Z,128,74840
2019-11-17T00:00:00Z,145,77806
2019-11-17T00:00:00Z,146,85337
2019-11-17T00:00:00Z,142,138556
2019-11-17T00:00:00Z,144,47316
2019-11-17T00:00:00Z,102,44081
2019-11-17T00:00:00Z,101,52348
2019-11-17T00:00:00Z,130,42869
2019-11-17T00:00:00Z,129,35933
2019-11-17T00:00:00Z,RINCÓN,93815
2019-11-17T00:00:00Z,35/9 V,80656
2019-11-17T00:00:00Z,FABRICA,3260
2019-11-17T00:00:00Z,VILLA CONS,2384
2019-11-24T00:00:00Z,107,122618
2019-11-24T00:00:00Z,133,98935
2019-11-24T00:00:00Z,315,127812
2019-11-24T00:00:00Z,440,657979
2019-11-24T00:00:00Z,740,158522
2019-11-24T00:00:00Z,PILAR 203,357673
2019-11-24T00:00:00Z,CN33/9,19109
2019-11-24T00:00:00Z,EXPRESO,117142
2019-11-24T00:00:00Z,CP25 A,26371
2019-11-24T00:00:00Z,C AZUL,21665
2019-11-24T00:00:00Z,35/9,72845
2019-11-24T00:00:00Z,LINEA A,79055
2019-11-24T00:00:00Z,CP33/9,50510
2019-11-24T00:00:00Z,MORENO 203,479254
2019-11-24T00:00:00Z,103,138758
2019-11-24T00:00:00Z,143,106341
2019-11-24T00:00:00Z,125,33109
2019-11-24T00:00:00Z,41,284377
2019-11-24T00:00:00Z,110,134316
2019-11-24T00:00:00Z,C NEGRA,25824
2019-11-24T00:00:00Z,128,79814
2019-11-24T00:00:00Z,145,82812
2019-11-24T00:00:00Z,146,88675
2019-11-24T00:00:00Z,142,146795
2019-11-24T00:00:00Z,144,52171
2019-11-24T00:00:00Z,102,47379
2019-11-24T00:00:00Z,101,55619
2019-11-24T00:00:00Z,130,47247
2019-11-24T00:00:00Z,129,39437
2019-11-24T00:00:00Z,RINCÓN,98010
2019-11-24T00:00:00Z,35/9 V,85625
2019-11-24T00:00:00Z,FABRICA,4051
2019-11-24T00:00:00Z,VILLA CONS,2455
2019-12-01T00:00:00Z,107,124447
2019-12-01T00:00:00Z,133,98625
2019-12-01T00:00:00Z,315,157720
2019-12-01T00:00:00Z,440,656683
2019-12-01T00:00:00Z,740,146631
2019-12-01T00:00:00Z,PILAR 203,378997
2019-12-01T00:00:00Z,CN33/9,19572
2019-12-01T00:00:00Z,EXPRESO,122398
2019-12-01T00:00:00Z,CP25 A,27593
2019-12-01T00:00:00Z,C AZUL,21431
2019-12-01T00:00:00Z,35/9,71330
2019-12-01T00:00:00Z,LINEA A,81154
2019-12-01T00:00:00Z,CP33/9,50368
2019-12-01T00:00:00Z,MORENO 203,491768
2019-12-01T00:00:00Z,103,140438
2019-12-01T00:00:00Z,143,107274
2019-12-01T00:00:00Z,125,34772
2019-12-01T00:00:00Z,41,281958
2019-12-01T00:00:00Z,110,135994
2019-12-01T00:00:00Z,C NEGRA,25458
2019-12-01T00:00:00Z,128,81390
2019-12-01T00:00:00Z,145,79781
2019-12-01T00:00:00Z,146,93095
2019-12-01T00:00:00Z,142,150820
2019-12-01T00:00:00Z,144,47885
2019-12-01T00:00:00Z,102,44358
2019-12-01T00:00:00Z,101,52948
2019-12-01T00:00:00Z,130,47619
2019-12-01T00:00:00Z,129,38658
2019-12-01T00:00:00Z,RINCÓN,98199
2019-12-01T00:00:00Z,35/9 V,87695
2019-12-01T00:00:00Z,FABRICA,402
2019-12-01T00:00:00Z,VILLA CONS,1937
2019-12-08T00:00:00Z,107,120729
2019-12-08T00:00:00Z,133,96108
2019-12-08T00:00:00Z,315,134699
2019-12-08T00:00:00Z,440,625797
2019-12-08T00:00:00Z,740,178469
2019-12-08T00:00:00Z,PILAR 203,352948
2019-12-08T00:00:00Z,CN33/9,17634
2019-12-08T00:00:00Z,EXPRESO,117020
2019-12-08T00:00:00Z,CP25 A,26255
2019-12-08T00:00:00Z,C AZUL,20073
2019-12-08T00:00:00Z,35/9,69276
2019-12-08T00:00:00Z,LINEA A,79140
2019-12-08T00:00:00Z,CP33/9,48362
2019-12-08T00:00:00Z,MORENO 203,460172
2019-12-08T00:00:00Z,103,135997
2019-12-08T00:00:00Z,143,104725
2019-12-08T00:00:00Z,125,33719
2019-12-08T00:00:00Z,41,277480
2019-12-08T00:00:00Z,110,132304
2019-12-08T00:00:00Z,C NEGRA,23731
2019-12-08T00:00:00Z,128,77212
2019-12-08T00:00:00Z,145,80043
2019-12-08T00:00:00Z,146,89093
2019-12-08T00:00:00Z,142,145185
2019-12-08T00:00:00Z,144,47008
2019-12-08T00:00:00Z,102,41754
2019-12-08T00:00:00Z,101,50470
2019-12-08T00:00:00Z,130,45349
2019-12-08T00:00:00Z,129,37231
2019-12-08T00:00:00Z,RINCÓN,91764
2019-12-08T00:00:00Z,35/9 V,86593
2019-12-08T00:00:00Z,FABRICA,398
2019-12-08T00:00:00Z,VILLA CONS,1825
2019-12-15T00:00:00Z,107,123163
2019-12-15T00:00:00Z,133,96904
2019-12-15T00:00:00Z,315,146328
2019-12-15T00:00:00Z,440,616137
2019-12-15T00:00:00Z,740,155638
2019-12-15T00:00:00Z,PILAR 203,368877
2019-12-15T00:00:00Z,CN33/9,16997
2019-12-15T00:00:00Z,EXPRESO,120783
2019-12-15T00:00:00Z,CP25 A,26287
2019-12-15T00:00:00Z,C AZUL,21303
2019-12-15T00:00:00Z,35/9,69593
2019-12-15T00:00:00Z,LINEA A,80307
2019-12-15T00:00:00Z,CP33/9,49643
2019-12-15T00:00:00Z,MORENO 203,478162
2019-12-15T00:00:00Z,103,139114
2019-12-15T00:00:00Z,143,105658
2019-12-15T00:00:00Z,125,30415
2019-12-15T00:00:00Z,41,276236
2019-12-15T00:00:00Z,110,130773
2019-12-15T00:00:00Z,C NEGRA,24951
2019-12-15T00:00:00Z,128,78256
2019-12-15T00:00:00Z,145,77918
2019-12-15T00:00:00Z,146,91094
2019-12-15T00:00:00Z,142,145479
2019-12-15T00:00:00Z,144,45921
2019-12-15T00:00:00Z,102,42627
2019-12-15T00:00:00Z,101,51032
2019-12-15T00:00:00Z,130,45164
2019-12-15T00:00:00Z,129,38327
2019-12-15T00:00:00Z,RINCÓN,97716
2019-12-15T00:00:00Z,35/9 V,88249
2019-12-15T00:00:00Z,FABRICA,407
2019-12-15T00:00:00Z,VILLA CONS,1407
2019-12-22T00:00:00Z,107,88490
2019-12-22T00:00:00Z,133,67306
2019-12-22T00:00:00Z,315,107046
2019-12-22T00:00:00Z,440,476322
2019-12-22T00:00:00Z,740,130147
2019-12-22T00:00:00Z,PILAR 203,269935
2019-12-22T00:00:00Z,CN33/9,15461
2019-12-22T00:00:00Z,EXPRESO,90231
2019-12-22T00:00:00Z,CP25 A,19122
2019-12-22T00:00:00Z,C AZUL,16018
2019-12-22T00:00:00Z,35/9,49669
2019-12-22T00:00:00Z,LINEA A,63674
2019-12-22T00:00:00Z,CP33/9,37611
2019-12-22T00:00:00Z,MORENO 203,370882
2019-12-22T00:00:00Z,103,99613
2019-12-22T00:00:00Z,143,75471
2019-12-22T00:00:00Z,125,22000
2019-12-22T00:00:00Z,41,184606
2019-12-22T00:00:00Z,110,95333
2019-12-22T00:00:00Z,C NEGRA,18426
2019-12-22T00:00:00Z,128,56717
2019-12-22T00:00:00Z,145,56124
2019-12-22T00:00:00Z,146,66433
2019-12-22T00:00:00Z,142,106449
2019-12-22T00:00:00Z,144,24808
2019-12-22T00:00:00Z,102,26346
2019-12-22T00:00:00Z,101,31242
2019-12-22T00:00:00Z,130,30879
2019-12-22T00:00:00Z,129,25180
2019-12-22T00:00:00Z,RINCÓN,78166
2019-12-22T00:00:00Z,35/9 V,61232
2019-12-22T00:00:00Z,FABRICA,200
2019-12-22T00:00:00Z,VILLA CONS,918
2019-12-29T00:00:00Z,107,76627
2019-12-29T00:00:00Z,133,55918
2019-12-29T00:00:00Z,315,86909
2019-12-29T00:00:00Z,440,397015
2019-12-29T00:00:00Z,740,100014
2019-12-29T00:00:00Z,PILAR 203,239081
2019-12-29T00:00:00Z,CN33/9,14132
2019-12-29T00:00:00Z,EXPRESO,75642
2019-12-29T00:00:00Z,CP25 A,16455
2019-12-29T00:00:00Z,C AZUL,12857
2019-12-29T00:00:00Z,35/9,42043
2019-12-29T00:00:00Z,LINEA A,55031
2019-12-29T00:00:00Z,CP33/9,32575
2019-12-29T00:00:00Z,MORENO 203,317542
2019-12-29T00:00:00Z,103,83431
2019-12-29T00:00:00Z,143,62006
2019-12-29T00:00:00Z,125,17869
2019-12-29T00:00:00Z,41,160643
2019-12-29T00:00:00Z,110,80249
2019-12-29T00:00:00Z,C NEGRA,15291
2019-12-29T00:00:00Z,128,47821
2019-12-29T00:00:00Z,145,46894
2019-12-29T00:00:00Z,146,55098
2019-12-29T00:00:00Z,142,89110
2019-12-29T00:00:00Z,144,19307
2019-12-29T00:00:00Z,102,22589
2019-12-29T00:00:00Z,101,25202
2019-12-29T00:00:00Z,130,25335
2019-12-29T00:00:00Z,129,21164
2019-12-29T00:00:00Z,RINCÓN,67001
2019-12-29T00:00:00Z,35/9 V,51050
2019-12-29T00:00:00Z,FABRICA,162
2019-12-29T00:00:00Z,VILLA CONS,766
2020-01-05T00:00:00Z,107,99707
2020-01-05T00:00:00Z,133,75302
2020-01-05T00:00:00Z,315,115815
2020-01-05T00:00:00Z,440,511758
2020-01-05T00:00:00Z,740,115724
2020-01-05T00:00:00Z,PILAR 203,317593
2020-01-05T00:00:00Z,CN33/9,13879
2020-01-05T00:00:00Z,EXPRESO,97933
2020-01-05T00:00:00Z,CP25 A,21683
2020-01-05T00:00:00Z,C AZUL,13328
2020-01-05T00:00:00Z,35/9,56768
2020-01-05T00:00:00Z,LINEA A,68992
2020-01-05T00:00:00Z,CP33/9,40480
2020-01-05T00:00:00Z,MORENO 203,396262
2020-01-05T00:00:00Z,103,111542
2020-01-05T00:00:00Z,143,84893
2020-01-05T00:00:00Z,125,24648
2020-01-05T00:00:00Z,41,222260
2020-01-05T00:00:00Z,110,107979
2020-01-05T00:00:00Z,C NEGRA,16152
2020-01-05T00:00:00Z,128,63407
2020-01-05T00:00:00Z,145,63411
2020-01-05T00:00:00Z,146,71542
2020-01-05T00:00:00Z,142,117013
2020-01-05T00:00:00Z,144,29418
2020-01-05T00:00:00Z,102,31465
2020-01-05T00:00:00Z,101,35292
2020-01-05T00:00:00Z,130,36125
2020-01-05T00:00:00Z,129,29604
2020-01-05T00:00:00Z,RINCÓN,68330
2020-01-05T00:00:00Z,35/9 V,71252
2020-01-05T00:00:00Z,FABRICA,3490
2020-01-05T00:00:00Z,VILLA CONS,1375
2020-01-12T00:00:00Z,107,99786
2020-01-12T00:00:00Z,133,75736
2020-01-12T00:00:00Z,315,112782
2020-01-12T00:00:00Z,440,495704
2020-01-12T00:00:00Z,740,132899
2020-01-12T00:00:00Z,PILAR 203,311634
2020-01-12T00:00:00Z,CN33/9,13944
2020-01-12T00:00:00Z,EXPRESO,97226
2020-01-12T00:00:00Z,CP25 A,20826
2020-01-12T00:00:00Z,C AZUL,16605
2020-01-12T00:00:00Z,35/9,57499
2020-01-12T00:00:00Z,LINEA A,67866
2020-01-12T00:00:00Z,CP33/9,41081
2020-01-12T00:00:00Z,MORENO 203,387827
2020-01-12T00:00:00Z,103,110594
2020-01-12T00:00:00Z,143,84074
2020-01-12T00:00:00Z,125,24616
2020-01-12T00:00:00Z,41,219517
2020-01-12T00:00:00Z,110,109460
2020-01-12T00:00:00Z,C NEGRA,18791
2020-01-12T00:00:00Z,128,63689
2020-01-12T00:00:00Z,145,64713
2020-01-12T00:00:00Z,146,70441
2020-01-12T00:00:00Z,142,118159
2020-01-12T00:00:00Z,144,28695
2020-01-12T00:00:00Z,102,31537
2020-01-12T00:00:00Z,101,35124
2020-01-12T00:00:00Z,130,36992
2020-01-12T00:00:00Z,129,30049
2020-01-12T00:00:00Z,RINCÓN,82105
2020-01-12T00:00:00Z,35/9 V,70790
2020-01-12T00:00:00Z,FABRICA,3582
2020-01-12T00:00:00Z,VILLA CONS,1235
2020-01-19T00:00:00Z,107,96783
2020-01-19T00:00:00Z,133,75736
2020-01-19T00:00:00Z,315,113178
2020-01-19T00:00:00Z,440,480962
2020-01-19T00:00:00Z,740,127935
2020-01-19T00:00:00Z,PILAR 203,310778
2020-01-19T00:00:00Z,CN33/9,13871
2020-01-19T00:00:00Z,EXPRESO,96017
2020-01-19T00:00:00Z,CP25 A,21312
2020-01-19T00:00:00Z,C AZUL,16076
2020-01-19T00:00:00Z,35/9,59566
2020-01-19T00:00:00Z,LINEA A,70139
2020-01-19T00:00:00Z,CP33/9,42276
2020-01-19T00:00:00Z,MORENO 203,384424
2020-01-19T00:00:00Z,103,109505
2020-01-19T00:00:00Z,143,84350
2020-01-19T00:00:00Z,125,24236
2020-01-19T00:00:00Z,41,218514
2020-01-19T00:00:00Z,110,109001
2020-01-19T00:00:00Z,C NEGRA,18454
2020-01-19T00:00:00Z,128,62394
2020-01-19T00:00:00Z,145,64821
2020-01-19T00:00:00Z,146,69149
2020-01-19T00:00:00Z,142,115822
2020-01-19T00:00:00Z,144,29477
2020-01-19T00:00:00Z,102,31151
2020-01-19T00:00:00Z,101,35362
2020-01-19T00:00:00Z,130,35440
2020-01-19T00:00:00Z,129,29531
2020-01-19T00:00:00Z,RINCÓN,78694
2020-01-19T00:00:00Z,35/9 V,71454
2020-01-19T00:00:00Z,FABRICA,3747
2020-01-19T00:00:00Z,VILLA CONS,1362
2020-01-26T00:00:00Z,107,96696
2020-01-26T00:00:00Z,133,77149
2020-01-26T00:00:00Z,315,117394
2020-01-26T00:00:00Z,440,497895
2020-01-26T00:00:00Z,740,150571
2020-01-26T00:00:00Z,PILAR 203,317180
2020-01-26T00:00:00Z,CN33/9,13710
2020-01-26T00:00:00Z,EXPRESO,95367
2020-01-26T00:00:00Z,CP25 A,21618
2020-01-26T00:00:00Z,C AZUL,16200
2020-01-26T00:00:00Z,35/9,59915
2020-01-26T00:00:00Z,LINEA A,68545
2020-01-26T00:00:00Z,CP33/9,42331
2020-01-26T00:00:00Z,MORENO 203,388668
2020-01-26T00:00:00Z,103,109618
2020-01-26T00:00:00Z,143,83893
2020-01-26T00:00:00Z,125,24204
2020-01-26T00:00:00Z,41,224305
2020-01-26T00:00:00Z,110,105564
2020-01-26T00:00:00Z,C NEGRA,18274
2020-01-26T00:00:00Z,128,63227
2020-01-26T00:00:00Z,145,63601
2020-01-26T00:00:00Z,146,70855
2020-01-26T00:00:00Z,142,117244
2020-01-26T00:00:00Z,144,29160
2020-01-26T00:00:00Z,102,30638
2020-01-26T00:00:00Z,101,35785
2020-01-26T00:00:00Z,130,35787
2020-01-26T00:00:00Z,129,29697
2020-01-26T00:00:00Z,RINCÓN,79487
2020-01-26T00:00:00Z,35/9 V,71572
2020-01-26T00:00:00Z,FABRICA,3496
2020-01-26T00:00:00Z,VILLA CONS,1249
2020-02-02T00:00:00Z,107,104614
2020-02-02T00:00:00Z,133,81158
2020-02-02T00:00:00Z,315,111115
2020-02-02T00:00:00Z,440,495861
2020-02-02T00:00:00Z,740,146764
2020-02-02T00:00:00Z,PILAR 203,322838
2020-02-02T00:00:00Z,CN33/9,15140
2020-02-02T00:00:00Z,EXPRESO,102291
2020-02-02T00:00:00Z,CP25 A,22818
2020-02-02T00:00:00Z,C AZUL,17402
2020-02-02T00:00:00Z,35/9,67790
2020-02-02T00:00:00Z,LINEA A,71705
2020-02-02T00:00:00Z,CP33/9,44610
2020-02-02T00:00:00Z,MORENO 203,413542
2020-02-02T00:00:00Z,103,115156
2020-02-02T00:00:00Z,143,88876
2020-02-02T00:00:00Z,125,26624
2020-02-02T00:00:00Z,41,226060
2020-02-02T00:00:00Z,110,113126
2020-02-02T00:00:00Z,C NEGRA,20050
2020-02-02T00:00:00Z,128,66000
2020-02-02T00:00:00Z,145,67634
2020-02-02T00:00:00Z,146,75463
2020-02-02T00:00:00Z,142,123459
2020-02-02T00:00:00Z,144,36328
2020-02-02T00:00:00Z,102,34819
2020-02-02T00:00:00Z,101,39304
2020-02-02T00:00:00Z,130,38437
2020-02-02T00:00:00Z,129,30351
2020-02-02T00:00:00Z,RINCÓN,87627
2020-02-02T00:00:00Z,35/9 V,75329
2020-02-02T00:00:00Z,FABRICA,484
2020-02-02T00:00:00Z,VILLA CONS,1442
2020-02-09T00:00:00Z,107,115481
2020-02-09T00:00:00Z,133,89178
2020-02-09T00:00:00Z,315,122059
2020-02-09T00:00:00Z,440,537645
2020-02-09T00:00:00Z,740,147543
2020-02-09T00:00:00Z,PILAR 203,344011
2020-02-09T00:00:00Z,CN33/9,16825
2020-02-09T00:00:00Z,EXPRESO,109576
2020-02-09T00:00:00Z,CP25 A,25150
2020-02-09T00:00:00Z,C AZUL,18772
2020-02-09T00:00:00Z,35/9,71050
2020-02-09T00:00:00Z,LINEA A,77900
2020-02-09T00:00:00Z,CP33/9,48650
2020-02-09T00:00:00Z,MORENO 203,441236
2020-02-09T00:00:00Z,103,124307
2020-02-09T00:00:00Z,143,95924
2020-02-09T00:00:00Z,125,30171
2020-02-09T00:00:00Z,41,241578
2020-02-09T00:00:00Z,110,125594
2020-02-09T00:00:00Z,C NEGRA,21645
2020-02-09T00:00:00Z,128,72364
2020-02-09T00:00:00Z,145,77315
2020-02-09T00:00:00Z,146,83708
2020-02-09T00:00:00Z,142,135405
2020-02-09T00:00:00Z,144,43872
2020-02-09T00:00:00Z,102,38966
2020-02-09T00:00:00Z,101,45480
2020-02-09T00:00:00Z,130,42416
2020-02-09T00:00:00Z,129,35072
2020-02-09T00:00:00Z,RINCÓN,92160
2020-02-09T00:00:00Z,35/9 V,82078
2020-02-09T00:00:00Z,FABRICA,360
2020-02-09T00:00:00Z,VILLA CONS,1516
2020-02-16T00:00:00Z,107,116838
2020-02-16T00:00:00Z,133,87964
2020-02-16T00:00:00Z,315,124813
2020-02-16T00:00:00Z,440,549327
2020-02-16T00:00:00Z,740,160897
2020-02-16T00:00:00Z,PILAR 203,345122
2020-02-16T00:00:00Z,CN33/9,17487
2020-02-16T00:00:00Z,EXPRESO,109748
2020-02-16T00:00:00Z,CP25 A,25288
2020-02-16T00:00:00Z,C AZUL,19543
2020-02-16T00:00:00Z,35/9,68342
2020-02-16T00:00:00Z,LINEA A,77028
2020-02-16T00:00:00Z,CP33/9,48996
2020-02-16T00:00:00Z,MORENO 203,430501
2020-02-16T00:00:00Z,103,123436
2020-02-16T00:00:00Z,143,95838
2020-02-16T00:00:00Z,125,30154
2020-02-16T00:00:00Z,41,241798
2020-02-16T00:00:00Z,110,125382
2020-02-16T00:00:00Z,C NEGRA,22557
2020-02-16T00:00:00Z,128,72127
2020-02-16T00:00:00Z,145,78321
2020-02-16T00:00:00Z,146,84466
2020-02-16T00:00:00Z,142,134121
2020-02-16T00:00:00Z,144,42204
2020-02-16T00:00:00Z,102,40449
2020-02-16T00:00:00Z,101,45308
2020-02-16T00:00:00Z,130,42674
2020-02-16T00:00:00Z,129,32930
2020-02-16T00:00:00Z,RINCÓN,94085
2020-02-16T00:00:00Z,35/9 V,81068
2020-02-16T00:00:00Z,FABRICA,219
2020-02-16T00:00:00Z,VILLA CONS,1637
2020-02-23T00:00:00Z,107,91795
2020-02-23T00:00:00Z,133,69538
2020-02-23T00:00:00Z,315,108528
2020-02-23T00:00:00Z,440,463780
2020-02-23T00:00:00Z,740,121536
2020-02-23T00:00:00Z,PILAR 203,291041
2020-02-23T00:00:00Z,CN33/9,16617
2020-02-23T00:00:00Z,EXPRESO,93461
2020-02-23T00:00:00Z,CP25 A,20002
2020-02-23T00:00:00Z,C AZUL,15350
2020-02-23T00:00:00Z,35/9,54348
2020-02-23T00:00:00Z,LINEA A,68282
2020-02-23T00:00:00Z,CP33/9,42588
2020-02-23T00:00:00Z,MORENO 203,396735
2020-02-23T00:00:00Z,103,98600
2020-02-23T00:00:00Z,143,77992
2020-02-23T00:00:00Z,125,22561
2020-02-23T00:00:00Z,41,197562
2020-02-23T00:00:00Z,110,98320
2020-02-23T00:00:00Z,C NEGRA,18202
2020-02-23T00:00:00Z,128,56733
2020-02-23T00:00:00Z,145,59261
2020-02-23T00:00:00Z,146,68813
2020-02-23T00:00:00Z,142,107208
2020-02-23T00:00:00Z,144,30143
2020-02-23T00:00:00Z,102,29700
2020-02-23T00:00:00Z,101,32881
2020-02-23T00:00:00Z,130,31502
2020-02-23T00:00:00Z,129,25773
2020-02-23T00:00:00Z,RINCÓN,80316
2020-02-23T00:00:00Z,35/9 V,62227
2020-02-23T00:00:00Z,FABRICA,193
2020-02-23T00:00:00Z,VILLA CONS,1029
2020-03-01T00:00:00Z,107,119698
2020-03-01T00:00:00Z,133,97740
2020-03-01T00:00:00Z,315,145817
2020-03-01T00:00:00Z,440,615877
2020-03-01T00:00:00Z,740,161850
2020-03-01T00:00:00Z,PILAR 203,357888
2020-03-01T00:00:00Z,CN33/9,17760
2020-03-01T00:00:00Z,EXPRESO,115883
2020-03-01T00:00:00Z,CP25 A,26989
2020-03-01T00:00:00Z,C AZUL,18978
2020-03-01T00:00:00Z,35/9,72011
2020-03-01T00:00:00Z,LINEA A,80815
2020-03-01T00:00:00Z,CP33/9,50684
2020-03-01T00:00:00Z,MORENO 203,462660
2020-03-01T00:00:00Z,103,131583
2020-03-01T00:00:00Z,143,103828
2020-03-01T00:00:00Z,125,33578
2020-03-01T00:00:00Z,41,266610
2020-03-01T00:00:00Z,110,131510
2020-03-01T00:00:00Z,C NEGRA,25407
2020-03-01T00:00:00Z,128,78132
2020-03-01T00:00:00Z,145,83934
2020-03-01T00:00:00Z,146,87779
2020-03-01T00:00:00Z,142,146077
2020-03-01T00:00:00Z,144,49425
2020-03-01T00:00:00Z,102,45696
2020-03-01T00:00:00Z,101,53613
2020-03-01T00:00:00Z,130,46520
2020-03-01T00:00:00Z,129,37767
2020-03-01T00:00:00Z,RINCÓN,98288
2020-03-01T00:00:00Z,35/9 V,84936
2020-03-01T00:00:00Z,FABRICA,326
2020-03-01T00:00:00Z,VILLA CONS,2006
2020-03-08T00:00:00Z,107,117417
2020-03-08T00:00:00Z,133,93597
2020-03-08T00:00:00Z,315,136339
2020-03-08T00:00:00Z,440,610175
2020-03-08T00:00:00Z,740,133064
2020-03-08T00:00:00Z,PILAR 203,330693
2020-03-08T00:00:00Z,CN33/9,17353
2020-03-08T00:00:00Z,EXPRESO,115685
2020-03-08T00:00:00Z,CP25 A,25546
2020-03-08T00:00:00Z,C AZUL,19819
2020-03-08T00:00:00Z,35/9,71347
2020-03-08T00:00:00Z,LINEA A,76724
2020-03-08T00:00:00Z,CP33/9,52535
2020-03-08T00:00:00Z,MORENO 203,453609
2020-03-08T00:00:00Z,103,127922
2020-03-08T00:00:00Z,143,99365
2020-03-08T00:00:00Z,125,31268
2020-03-08T00:00:00Z,41,255497
2020-03-08T00:00:00Z,110,125819
2020-03-08T00:00:00Z,C NEGRA,25959
2020-03-08T00:00:00Z,128,75557
2020-03-08T00:00:00Z,145,82090
2020-03-08T00:00:00Z,146,85064
2020-03-08T00:00:00Z,142,140458
2020-03-08T00:00:00Z,144,49536
2020-03-08T00:00:00Z,102,45093
2020-03-08T00:00:00Z,101,52255
2020-03-08T00:00:00Z,130,43740
2020-03-08T00:00:00Z,129,35781
2020-03-08T00:00:00Z,RINCÓN,95791
2020-03-08T00:00:00Z,35/9 V,83990
2020-03-08T00:00:00Z,FABRICA,3856
2020-03-08T00:00:00Z,VILLA CONS,1789
2020-03-15T00:00:00Z,107,51341
2020-03-15T00:00:00Z,133,37321
2020-03-15T00:00:00Z,315,83382
2020-03-15T00:00:00Z,440,308583
