Semana,des_lin,Cantidad_Pasajeros
2022-10-23T00:00:00Z,CP25 A,25340
2022-10-23T00:00:00Z,LINEA A,99496
2022-10-23T00:00:00Z,CP33/9,57109
2022-10-23T00:00:00Z,MORENO 203,456425
2022-10-23T00:00:00Z,CN33/9,10971
2022-10-23T00:00:00Z,103,140684
2022-10-23T00:00:00Z,41,251224
2022-10-23T00:00:00Z,110,144660
2022-10-23T00:00:00Z,102/144,63040
2022-10-23T00:00:00Z,143/136/137,94844
2022-10-23T00:00:00Z,145/133,136243
2022-10-23T00:00:00Z,133/125,68135
2022-10-23T00:00:00Z,130/146,84574
2022-10-23T00:00:00Z,126,28500
2022-10-23T00:00:00Z,138/139,57240
2022-10-23T00:00:00Z,140,62544
2022-10-23T00:00:00Z,128,72602
2022-10-23T00:00:00Z,35/9,70209
2022-10-23T00:00:00Z,142,162843
2022-10-23T00:00:00Z,101,56570
2022-10-23T00:00:00Z,122,150424
2022-10-23T00:00:00Z,EXPRESO,173773
2022-10-23T00:00:00Z,FABRICA,5119
2022-10-30T00:00:00Z,107,132219
2022-10-30T00:00:00Z,315,168786
2022-10-30T00:00:00Z,440,708897
2022-10-30T00:00:00Z,740,245958
2022-10-30T00:00:00Z,PILAR 203,333166
2022-10-30T00:00:00Z,CP25 A,25544
2022-10-30T00:00:00Z,LINEA A,100555
2022-10-30T00:00:00Z,CP33/9,58083
2022-10-30T00:00:00Z,MORENO 203,465722
2022-10-30T00:00:00Z,CN33/9,11026
2022-10-30T00:00:00Z,103,142710
2022-10-30T00:00:00Z,41,248824
2022-10-30T00:00:00Z,110,146299
2022-10-30T00:00:00Z,102/144,62586
2022-10-30T00:00:00Z,143/136/137,94901
2022-10-30T00:00:00Z,145/133,138879
2022-10-30T00:00:00Z,133/125,69635
2022-10-30T00:00:00Z,130/146,83904
2022-10-30T00:00:00Z,126,28800
2022-10-30T00:00:00Z,138/139,58438
2022-10-30T00:00:00Z,140,64258
2022-10-30T00:00:00Z,128,73818
2022-10-30T00:00:00Z,35/9,71473
2022-10-30T00:00:00Z,142,166092
2022-10-30T00:00:00Z,101,57062
2022-10-30T00:00:00Z,122,153116
2022-10-30T00:00:00Z,EXPRESO,176984
2022-10-30T00:00:00Z,FABRICA,5141
2022-11-06T00:00:00Z,107,132108
2022-11-06T00:00:00Z,315,175801
2022-11-06T00:00:00Z,440,724184
2022-11-06T00:00:00Z,740,251391
2022-11-06T00:00:00Z,PILAR 203,348069
2022-11-06T00:00:00Z,CP25 A,25155
2022-11-06T00:00:00Z,LINEA A,101675
2022-11-06T00:00:00Z,CP33/9,56968
2022-11-06T00:00:00Z,MORENO 203,479010
2022-11-06T00:00:00Z,CN33/9,10974
2022-11-06T00:00:00Z,103,142369
2022-11-06T00:00:00Z,41,249827
2022-11-06T00:00:00Z,110,150912
2022-11-06T00:00:00Z,102/144,63155
2022-11-06T00:00:00Z,143/136/137,98586
2022-11-06T00:00:00Z,145/133,139302
2022-11-06T00:00:00Z,133/125,69796
2022-11-06T00:00:00Z,130/146,83677
2022-11-06T00:00:00Z,126,29674
2022-11-06T00:00:00Z,138/139,58884
2022-11-06T00:00:00Z,140,66314
2022-11-06T00:00:00Z,128,74994
2022-11-06T00:00:00Z,35/9,70129
2022-11-06T00:00:00Z,142,166065
2022-11-06T00:00:00Z,101,56472
2022-11-06T00:00:00Z,122,156468
2022-11-06T00:00:00Z,EXPRESO,179267
2022-11-06T00:00:00Z,FABRICA,5230
2022-11-13T00:00:00Z,107,126389
2022-11-13T00:00:00Z,315,168597
2022-11-13T00:00:00Z,440,696904
2022-11-13T00:00:00Z,740,245052
2022-11-13T00:00:00Z,PILAR 203,333660
2022-11-13T00:00:00Z,CP25 A,22483
2022-11-13T00:00:00Z,LINEA A,97387
2022-11-13T00:00:00Z,CP33/9,54129
2022-11-13T00:00:00Z,MORENO 203,465271
2022-11-13T00:00:00Z,CN33/9,10551
2022-11-13T00:00:00Z,103,139519
2022-11-13T00:00:00Z,41,248961
2022-11-13T00:00:00Z,110,148339
2022-11-13T00:00:00Z,102/144,58557
2022-11-13T00:00:00Z,143/136/137,96439
2022-11-13T00:00:00Z,145/133,137379
2022-11-13T00:00:00Z,133/125,68465
2022-11-13T00:00:00Z,130/146,79584
2022-11-13T00:00:00Z,126,29806
2022-11-13T00:00:00Z,138/139,55596
2022-11-13T00:00:00Z,140,63724
2022-11-13T00:00:00Z,128,73305
2022-11-13T00:00:00Z,35/9,67475
2022-11-13T00:00:00Z,142,162750
2022-11-13T00:00:00Z,101,55103
2022-11-13T00:00:00Z,122,154814
2022-11-13T00:00:00Z,EXPRESO,172318
2022-11-13T00:00:00Z,FABRICA,5168
2022-11-20T00:00:00Z,107,109053
2022-11-20T00:00:00Z,315,151379
2022-11-20T00:00:00Z,440,614532
2022-11-20T00:00:00Z,740,210381
2022-11-20T00:00:00Z,PILAR 203,309824
2022-11-20T00:00:00Z,CP25 A,20340
2022-11-20T00:00:00Z,LINEA A,89736
2022-11-20T00:00:00Z,CP33/9,47913
2022-11-20T00:00:00Z,MORENO 203,424431
2022-11-20T00:00:00Z,CN33/9,9993
2022-11-20T00:00:00Z,103,122379
2022-11-20T00:00:00Z,41,219842
2022-11-20T00:00:00Z,110,126507
2022-11-20T00:00:00Z,102/144,52289
2022-11-20T00:00:00Z,143/136/137,84003
2022-11-20T00:00:00Z,145/133,116234
2022-11-20T00:00:00Z,133/125,58110
2022-11-20T00:00:00Z,130/146,68216
2022-11-20T00:00:00Z,126,25714
2022-11-20T00:00:00Z,138/139,50089
2022-11-20T00:00:00Z,140,54430
2022-11-20T00:00:00Z,128,62849
2022-11-20T00:00:00Z,35/9,58607
2022-11-20T00:00:00Z,142,142917
2022-11-20T00:00:00Z,101,45341
2022-11-20T00:00:00Z,122,132228
2022-11-20T00:00:00Z,EXPRESO,150172
2022-11-20T00:00:00Z,FABRICA,3874
2022-11-27T00:00:00Z,107,117306
2022-11-27T00:00:00Z,315,168039
2022-11-27T00:00:00Z,440,655721
2022-11-27T00:00:00Z,740,231102
2022-11-27T00:00:00Z,PILAR 203,320115
2022-11-27T00:00:00Z,CP25 A,22184
2022-11-27T00:00:00Z,LINEA A,94036
2022-11-27T00:00:00Z,CP33/9,50867
2022-11-27T00:00:00Z,MORENO 203,442298
2022-11-27T00:00:00Z,CN33/9,10067
2022-11-27T00:00:00Z,103,134127
2022-11-27T00:00:00Z,41,242875
2022-11-27T00:00:00Z,110,135861
2022-11-27T00:00:00Z,102/144,56466
2022-11-27T00:00:00Z,143/136/137,86881
2022-11-27T00:00:00Z,145/133,123884
2022-11-27T00:00:00Z,133/125,62892
2022-11-27T00:00:00Z,130/146,75050
2022-11-27T00:00:00Z,126,26389
2022-11-27T00:00:00Z,138/139,53217
2022-11-27T00:00:00Z,140,58537
2022-11-27T00:00:00Z,128,68779
2022-11-27T00:00:00Z,35/9,62178
2022-11-27T00:00:00Z,142,151979
2022-11-27T00:00:00Z,101,49531
2022-11-27T00:00:00Z,122,141582
2022-11-27T00:00:00Z,EXPRESO,159537
2022-11-27T00:00:00Z,FABRICA,5277
2022-12-04T00:00:00Z,107,96502
2022-12-04T00:00:00Z,315,146207
2022-12-04T00:00:00Z,440,556537
2022-12-04T00:00:00Z,740,190643
2022-12-04T00:00:00Z,PILAR 203,286528
2022-12-04T00:00:00Z,CP25 A,18036
2022-12-04T00:00:00Z,LINEA A,81503
2022-12-04T00:00:00Z,CP33/9,41824
2022-12-04T00:00:00Z,MORENO 203,403668
2022-12-04T00:00:00Z,CN33/9,9032
2022-12-04T00:00:00Z,103,105517
2022-12-04T00:00:00Z,41,198750
2022-12-04T00:00:00Z,110,107113
2022-12-04T00:00:00Z,102/144,40287
2022-12-04T00:00:00Z,143/136/137,71478
2022-12-04T00:00:00Z,145/133,95147
2022-12-04T00:00:00Z,133/125,50290
2022-12-04T00:00:00Z,130/146,58907
2022-12-04T00:00:00Z,126,20487
2022-12-04T00:00:00Z,138/139,42756
2022-12-04T00:00:00Z,140,46164
2022-12-04T00:00:00Z,128,51974
2022-12-04T00:00:00Z,35/9,49844
2022-12-04T00:00:00Z,142,121311
2022-12-04T00:00:00Z,101,36023
2022-12-04T00:00:00Z,122,115563
2022-12-04T00:00:00Z,EXPRESO,127735
2022-12-04T00:00:00Z,FABRICA,3121
2022-12-11T00:00:00Z,107,128117
2022-12-11T00:00:00Z,315,170168
2022-12-11T00:00:00Z,440,662579
2022-12-11T00:00:00Z,740,235945
2022-12-11T00:00:00Z,PILAR 203,324527
2022-12-11T00:00:00Z,CP25 A,22808
2022-12-11T00:00:00Z,LINEA A,97178
2022-12-11T00:00:00Z,CP33/9,50558
2022-12-11T00:00:00Z,MORENO 203,456455
2022-12-11T00:00:00Z,CN33/9,10578
2022-12-11T00:00:00Z,103,137847
2022-12-11T00:00:00Z,41,244511
2022-12-11T00:00:00Z,110,141267
2022-12-11T00:00:00Z,102/144,51794
2022-12-11T00:00:00Z,143/136/137,90431
2022-12-11T00:00:00Z,145/133,125290
2022-12-11T00:00:00Z,133/125,66516
2022-12-11T00:00:00Z,130/146,77536
2022-12-11T00:00:00Z,126,25741
2022-12-11T00:00:00Z,138/139,53177
2022-12-11T00:00:00Z,140,61451
2022-12-11T00:00:00Z,128,68371
2022-12-11T00:00:00Z,35/9,66938
2022-12-11T00:00:00Z,142,159491
2022-12-11T00:00:00Z,101,47443
2022-12-11T00:00:00Z,122,149379
2022-12-11T00:00:00Z,EXPRESO,170250
2022-12-11T00:00:00Z,FABRICA,5191
2022-12-18T00:00:00Z,107,111507
2022-12-18T00:00:00Z,315,140714
2022-12-18T00:00:00Z,440,570230
2022-12-18T00:00:00Z,740,200634
2022-12-18T00:00:00Z,PILAR 203,275439
2022-12-18T00:00:00Z,CP25 A,18746
2022-12-18T00:00:00Z,LINEA A,85074
2022-12-18T00:00:00Z,CP33/9,43222
2022-12-18T00:00:00Z,MORENO 203,385346
2022-12-18T00:00:00Z,CN33/9,9301
2022-12-18T00:00:00Z,103,122329
2022-12-18T00:00:00Z,41,203738
2022-12-18T00:00:00Z,110,122412
2022-12-18T00:00:00Z,102/144,42534
2022-12-18T00:00:00Z,143/136/137,78751
2022-12-18T00:00:00Z,145/133,103076
2022-12-18T00:00:00Z,133/125,57960
2022-12-18T00:00:00Z,130/146,68722
2022-12-18T00:00:00Z,126,21737
2022-12-18T00:00:00Z,138/139,43519
2022-12-18T00:00:00Z,140,54798
2022-12-18T00:00:00Z,128,58401
2022-12-18T00:00:00Z,35/9,55204
2022-12-18T00:00:00Z,142,138851
2022-12-18T00:00:00Z,101,41648
2022-12-18T00:00:00Z,122,133604
2022-12-18T00:00:00Z,EXPRESO,145916
2022-12-18T00:00:00Z,FABRICA,4070
2022-12-25T00:00:00Z,107,93965
2022-12-25T00:00:00Z,315,121227
2022-12-25T00:00:00Z,440,514790
2022-12-25T00:00:00Z,740,182524
2022-12-25T00:00:00Z,PILAR 203,265278
2022-12-25T00:00:00Z,EXPRESO,123605
2022-12-25T00:00:00Z,CP25 A,18344
2022-12-25T00:00:00Z,LINEA A,78817
2022-12-25T00:00:00Z,CP33/9,39369
2022-12-25T00:00:00Z,MORENO 203,364612
2022-12-25T00:00:00Z,CN33/9,9154
2022-12-25T00:00:00Z,103,103315
2022-12-25T00:00:00Z,41,180374
2022-12-25T00:00:00Z,110,103667
2022-12-25T00:00:00Z,102/144,35589
2022-12-25T00:00:00Z,143/136/137,66758
2022-12-25T00:00:00Z,145/133,90670
2022-12-25T00:00:00Z,133/125,47909
2022-12-25T00:00:00Z,130/146,57193
2022-12-25T00:00:00Z,126,16750
2022-12-25T00:00:00Z,138/139,39442
2022-12-25T00:00:00Z,140,45012
2022-12-25T00:00:00Z,128,51553
2022-12-25T00:00:00Z,35/9,51077
2022-12-25T00:00:00Z,142,120868
2022-12-25T00:00:00Z,101,33736
2022-12-25T00:00:00Z,122,108240
2022-12-25T00:00:00Z,FABRICA,436
2023-01-01T00:00:00Z,107,94196
2023-01-01T00:00:00Z,315,121207
2023-01-01T00:00:00Z,440,506357
2023-01-01T00:00:00Z,740,181526
2023-01-01T00:00:00Z,PILAR 203,265255
2023-01-01T00:00:00Z,CP25 A,18453
2023-01-01T00:00:00Z,LINEA A,77820
2023-01-01T00:00:00Z,CP33/9,39169
2023-01-01T00:00:00Z,MORENO 203,366613
2023-01-01T00:00:00Z,CN33/9,8473
2023-01-01T00:00:00Z,103,102344
2023-01-01T00:00:00Z,41,175417
2023-01-01T00:00:00Z,110,102843
2023-01-01T00:00:00Z,102/144,35592
2023-01-01T00:00:00Z,143/136/137,64394
2023-01-01T00:00:00Z,145/133,89204
2023-01-01T00:00:00Z,133/125,47544
2023-01-01T00:00:00Z,130/146,53423
2023-01-01T00:00:00Z,126,16576
2023-01-01T00:00:00Z,138/139,40853
2023-01-01T00:00:00Z,140,44075
2023-01-01T00:00:00Z,128,49505
2023-01-01T00:00:00Z,35/9,46915
2023-01-01T00:00:00Z,142,117283
2023-01-01T00:00:00Z,101,32293
2023-01-01T00:00:00Z,122,106363
2023-01-01T00:00:00Z,EXPRESO,122601
2023-01-01T00:00:00Z,FABRICA,577
2023-01-08T00:00:00Z,107,99117
2023-01-08T00:00:00Z,315,130490
2023-01-08T00:00:00Z,440,534437
2023-01-08T00:00:00Z,740,187219
2023-01-08T00:00:00Z,PILAR 203,291892
2023-01-08T00:00:00Z,CP25 A,18400
2023-01-08T00:00:00Z,LINEA A,83708
2023-01-08T00:00:00Z,CP33/9,41644
2023-01-08T00:00:00Z,MORENO 203,402621
2023-01-08T00:00:00Z,CN33/9,8497
2023-01-08T00:00:00Z,103,107414
2023-01-08T00:00:00Z,41,190117
2023-01-08T00:00:00Z,110,110123
2023-01-08T00:00:00Z,102/144,38065
2023-01-08T00:00:00Z,143/136/137,67702
2023-01-08T00:00:00Z,145/133,95508
2023-01-08T00:00:00Z,133/125,49542
2023-01-08T00:00:00Z,130/146,56866
2023-01-08T00:00:00Z,126,17414
2023-01-08T00:00:00Z,138/139,43668
2023-01-08T00:00:00Z,140,46941
2023-01-08T00:00:00Z,128,52977
2023-01-08T00:00:00Z,35/9,47670
2023-01-08T00:00:00Z,142,123226
2023-01-08T00:00:00Z,101,33920
2023-01-08T00:00:00Z,122,113070
2023-01-08T00:00:00Z,EXPRESO,135251
2023-01-08T00:00:00Z,FABRICA,625
2023-01-15T00:00:00Z,107,96258
2023-01-15T00:00:00Z,315,126215
2023-01-15T00:00:00Z,440,511241
2023-01-15T00:00:00Z,740,182749
2023-01-15T00:00:00Z,PILAR 203,289362
2023-01-15T00:00:00Z,CP25 A,17848
2023-01-15T00:00:00Z,LINEA A,80374
2023-01-15T00:00:00Z,CP33/9,40782
2023-01-15T00:00:00Z,MORENO 203,405861
2023-01-15T00:00:00Z,CN33/9,8787
2023-01-15T00:00:00Z,103,104504
2023-01-15T00:00:00Z,41,188911
2023-01-15T00:00:00Z,110,107197
2023-01-15T00:00:00Z,102/144,36836
2023-01-15T00:00:00Z,143/136/137,65955
2023-01-15T00:00:00Z,145/133,93639
2023-01-15T00:00:00Z,133/125,48943
2023-01-15T00:00:00Z,130/146,56493
2023-01-15T00:00:00Z,126,17772
2023-01-15T00:00:00Z,138/139,42073
2023-01-15T00:00:00Z,140,46151
2023-01-15T00:00:00Z,128,50491
2023-01-15T00:00:00Z,35/9,46893
2023-01-15T00:00:00Z,142,122065
2023-01-15T00:00:00Z,101,33452
2023-01-15T00:00:00Z,122,112483
2023-01-15T00:00:00Z,EXPRESO,134384
2023-01-15T00:00:00Z,FABRICA,5116
2023-01-22T00:00:00Z,107,98118
2023-01-22T00:00:00Z,315,128093
2023-01-22T00:00:00Z,440,504608
2023-01-22T00:00:00Z,740,178206
2023-01-22T00:00:00Z,PILAR 203,279544
2023-01-22T00:00:00Z,EXPRESO,137132
2023-01-22T00:00:00Z,CP25 A,18311
2023-01-22T00:00:00Z,LINEA A,81990
2023-01-22T00:00:00Z,CP33/9,41038
2023-01-22T00:00:00Z,MORENO 203,399938
2023-01-22T00:00:00Z,CN33/9,8704
2023-01-22T00:00:00Z,103,104398
2023-01-22T00:00:00Z,41,188320
2023-01-22T00:00:00Z,110,105132
2023-01-22T00:00:00Z,102/144,36246
2023-01-22T00:00:00Z,143/136/137,67334
2023-01-22T00:00:00Z,145/133,92900
2023-01-22T00:00:00Z,133/125,48410
2023-01-22T00:00:00Z,130/146,57623
2023-01-22T00:00:00Z,126,17366
2023-01-22T00:00:00Z,138/139,42565
2023-01-22T00:00:00Z,140,44953
2023-01-22T00:00:00Z,128,50831
2023-01-22T00:00:00Z,35/9,49006
2023-01-22T00:00:00Z,142,120478
2023-01-22T00:00:00Z,101,33072
2023-01-22T00:00:00Z,122,111746
2023-01-22T00:00:00Z,FABRICA,5104
2023-01-29T00:00:00Z,107,106326
2023-01-29T00:00:00Z,315,128353
2023-01-29T00:00:00Z,440,532474
2023-01-29T00:00:00Z,740,190006
2023-01-29T00:00:00Z,PILAR 203,289239
2023-01-29T00:00:00Z,EXPRESO,146733
2023-01-29T00:00:00Z,CP25 A,19960
2023-01-29T00:00:00Z,LINEA A,85866
2023-01-29T00:00:00Z,CP33/9,44961
2023-01-29T00:00:00Z,MORENO 203,411378
2023-01-29T00:00:00Z,CN33/9,9619
2023-01-29T00:00:00Z,103,114170
2023-01-29T00:00:00Z,41,199098
2023-01-29T00:00:00Z,110,112941
2023-01-29T00:00:00Z,102/144,39913
2023-01-29T00:00:00Z,143/136/137,72197
2023-01-29T00:00:00Z,145/133,100948
2023-01-29T00:00:00Z,133/125,53667
2023-01-29T00:00:00Z,130/146,62068
2023-01-29T00:00:00Z,126,18666
2023-01-29T00:00:00Z,138/139,45919
2023-01-29T00:00:00Z,140,50222
2023-01-29T00:00:00Z,128,54145
2023-01-29T00:00:00Z,35/9,53073
2023-01-29T00:00:00Z,142,132047
2023-01-29T00:00:00Z,101,36800
2023-01-29T00:00:00Z,122,121294
2023-01-29T00:00:00Z,FABRICA,5308
2023-02-05T00:00:00Z,107,111929
2023-02-05T00:00:00Z,315,135661
2023-02-05T00:00:00Z,440,539044
2023-02-05T00:00:00Z,740,192231
2023-02-05T00:00:00Z,PILAR 203,295425
2023-02-05T00:00:00Z,EXPRESO,157648
2023-02-05T00:00:00Z,CP25 A,22645
2023-02-05T00:00:00Z,LINEA A,94497
2023-02-05T00:00:00Z,CP33/9,48337
2023-02-05T00:00:00Z,MORENO 203,414715
2023-02-05T00:00:00Z,CN33/9,10593
2023-02-05T00:00:00Z,103,120853
2023-02-05T00:00:00Z,41,205336
2023-02-05T00:00:00Z,110,119913
2023-02-05T00:00:00Z,102/144,41455
2023-02-05T00:00:00Z,143/136/137,77359
2023-02-05T00:00:00Z,145/133,105618
2023-02-05T00:00:00Z,133/125,56746
2023-02-05T00:00:00Z,130/146,3358
2023-02-05T00:00:00Z,126,20175
2023-02-05T00:00:00Z,138/139,48195
2023-02-05T00:00:00Z,140,53700
2023-02-05T00:00:00Z,128,58177
2023-02-05T00:00:00Z,35/9,55450
2023-02-05T00:00:00Z,142,140873
2023-02-05T00:00:00Z,101,40628
2023-02-05T00:00:00Z,122,119179
2023-02-05T00:00:00Z,FABRICA,5170
2023-02-05T00:00:00Z,146,47672
2023-02-05T00:00:00Z,130,28409
2023-02-12T00:00:00Z,107,112848
2023-02-12T00:00:00Z,315,138951
2023-02-12T00:00:00Z,440,576733
2023-02-12T00:00:00Z,740,203797
2023-02-12T00:00:00Z,PILAR 203,297492
2023-02-12T00:00:00Z,EXPRESO,157873
2023-02-12T00:00:00Z,CP25 A,21627
2023-02-12T00:00:00Z,LINEA A,94718
2023-02-12T00:00:00Z,CP33/9,48922
2023-02-12T00:00:00Z,MORENO 203,419152
2023-02-12T00:00:00Z,CN33/9,10898
2023-02-12T00:00:00Z,103,122640
2023-02-12T00:00:00Z,41,213385
2023-02-12T00:00:00Z,110,122320
2023-02-12T00:00:00Z,102/144,44633
2023-02-12T00:00:00Z,143/136/137,78883
2023-02-12T00:00:00Z,145/133,107552
2023-02-12T00:00:00Z,133/125,58275
2023-02-12T00:00:00Z,126,20936
2023-02-12T00:00:00Z,138/139,49534
2023-02-12T00:00:00Z,140,52479
2023-02-12T00:00:00Z,128,58589
2023-02-12T00:00:00Z,35/9,58137
2023-02-12T00:00:00Z,146,53351
2023-02-12T00:00:00Z,142,142668
2023-02-12T00:00:00Z,101,41586
2023-02-12T00:00:00Z,130,30881
2023-02-12T00:00:00Z,122,122408
2023-02-12T00:00:00Z,FABRICA,5186
2023-02-19T00:00:00Z,107,90162
2023-02-19T00:00:00Z,315,126736
2023-02-19T00:00:00Z,440,503227
2023-02-19T00:00:00Z,740,175180
2023-02-19T00:00:00Z,PILAR 203,269151
2023-02-19T00:00:00Z,EXPRESO,134901
2023-02-19T00:00:00Z,CP25 A,18260
2023-02-19T00:00:00Z,LINEA A,86302
2023-02-19T00:00:00Z,CP33/9,43129
2023-02-19T00:00:00Z,MORENO 203,382669
2023-02-19T00:00:00Z,CN33/9,9708
2023-02-19T00:00:00Z,103,97668
2023-02-19T00:00:00Z,41,177659
2023-02-19T00:00:00Z,110,97849
2023-02-19T00:00:00Z,102/144,36931
2023-02-19T00:00:00Z,143/136/137,64592
2023-02-19T00:00:00Z,145/133,85920
2023-02-19T00:00:00Z,133/125,45789
2023-02-19T00:00:00Z,126,16877
2023-02-19T00:00:00Z,138/139,39740
2023-02-19T00:00:00Z,140,41419
2023-02-19T00:00:00Z,128,45868
2023-02-19T00:00:00Z,35/9,47208
2023-02-19T00:00:00Z,146,44912
2023-02-19T00:00:00Z,142,113523
2023-02-19T00:00:00Z,101,32912
2023-02-19T00:00:00Z,130,23651
2023-02-19T00:00:00Z,122,99739
2023-02-19T00:00:00Z,FABRICA,2162
2023-02-26T00:00:00Z,107,114995
2023-02-26T00:00:00Z,315,137663
2023-02-26T00:00:00Z,440,616400
2023-02-26T00:00:00Z,740,223802
2023-02-26T00:00:00Z,PILAR 203,283826
2023-02-26T00:00:00Z,EXPRESO,164850
2023-02-26T00:00:00Z,CP25 A,23220
2023-02-26T00:00:00Z,LINEA A,96665
2023-02-26T00:00:00Z,CP33/9,50514
2023-02-26T00:00:00Z,MORENO 203,428004
2023-02-26T00:00:00Z,CN33/9,10429
2023-02-26T00:00:00Z,103,126091
2023-02-26T00:00:00Z,41,224839
2023-02-26T00:00:00Z,110,126516
2023-02-26T00:00:00Z,102/144,50907
2023-02-26T00:00:00Z,143/136/137,82486
2023-02-26T00:00:00Z,145/133,112863
2023-02-26T00:00:00Z,133/125,60931
2023-02-26T00:00:00Z,126,23310
2023-02-26T00:00:00Z,138/139,51692
2023-02-26T00:00:00Z,140,56294
2023-02-26T00:00:00Z,128,61091
2023-02-26T00:00:00Z,35/9,60267
2023-02-26T00:00:00Z,146,57818
2023-02-26T00:00:00Z,142,146604
2023-02-26T00:00:00Z,101,47535
2023-02-26T00:00:00Z,130,31945
2023-02-26T00:00:00Z,122,130788
2023-02-26T00:00:00Z,FABRICA,5338
2023-03-05T00:00:00Z,107,117914
2023-03-05T00:00:00Z,315,165175
2023-03-05T00:00:00Z,440,674470
2023-03-05T00:00:00Z,740,237585
2023-03-05T00:00:00Z,PILAR 203,304047
2023-03-05T00:00:00Z,EXPRESO,167516
2023-03-05T00:00:00Z,CP25 A,22930
2023-03-05T00:00:00Z,LINEA A,101044
2023-03-05T00:00:00Z,CP33/9,53642
2023-03-05T00:00:00Z,MORENO 203,454265
2023-03-05T00:00:00Z,CN33/9,10386
2023-03-05T00:00:00Z,103,133237
2023-03-05T00:00:00Z,41,243542
2023-03-05T00:00:00Z,110,131589
2023-03-05T00:00:00Z,102/144,55707
2023-03-05T00:00:00Z,143/136/137,85435
2023-03-05T00:00:00Z,145/133,116031
2023-03-05T00:00:00Z,133/125,64625
2023-03-05T00:00:00Z,126,25218
2023-03-05T00:00:00Z,138/139,52473
2023-03-05T00:00:00Z,140,57883
2023-03-05T00:00:00Z,128,65541
2023-03-05T00:00:00Z,35/9,64073
2023-03-05T00:00:00Z,146,60744
2023-03-05T00:00:00Z,142,152752
2023-03-05T00:00:00Z,101,51515
2023-03-05T00:00:00Z,130,35221
2023-03-05T00:00:00Z,122,133363
2023-03-05T00:00:00Z,FABRICA,5584
2023-03-12T00:00:00Z,107,122535
2023-03-12T00:00:00Z,315,162791
2023-03-12T00:00:00Z,440,659242
2023-03-12T00:00:00Z,740,232932
2023-03-12T00:00:00Z,PILAR 203,297331
2023-03-12T00:00:00Z,EXPRESO,178849
2023-03-12T00:00:00Z,CP25 A,24550
2023-03-12T00:00:00Z,LINEA A,105729
2023-03-12T00:00:00Z,CP33/9,54152
2023-03-12T00:00:00Z,MORENO 203,460866
2023-03-12T00:00:00Z,CN33/9,11121
2023-03-12T00:00:00Z,103,143539
2023-03-12T00:00:00Z,41,248122
2023-03-12T00:00:00Z,110,142170
2023-03-12T00:00:00Z,102/144,58914
2023-03-12T00:00:00Z,143/136/137,92782
2023-03-12T00:00:00Z,145/133,126707
2023-03-12T00:00:00Z,133/125,68390
2023-03-12T00:00:00Z,126,27673
2023-03-12T00:00:00Z,138/139,57248
2023-03-12T00:00:00Z,140,62389
2023-03-12T00:00:00Z,128,71491
2023-03-12T00:00:00Z,35/9,63675
2023-03-12T00:00:00Z,146,65574
2023-03-12T00:00:00Z,142,161975
2023-03-12T00:00:00Z,101,56467
2023-03-12T00:00:00Z,130,38904
2023-03-12T00:00:00Z,122,145027
2023-03-12T00:00:00Z,FABRICA,5651
2023-03-19T00:00:00Z,107,109676
2023-03-19T00:00:00Z,315,158677
2023-03-19T00:00:00Z,440,649367
2023-03-19T00:00:00Z,740,221010
2023-03-19T00:00:00Z,PILAR 203,291174
2023-03-19T00:00:00Z,EXPRESO,159191
2023-03-19T00:00:00Z,CP25 A,22974
2023-03-19T00:00:00Z,LINEA A,95948
2023-03-19T00:00:00Z,CP33/9,49637
2023-03-19T00:00:00Z,MORENO 203,444442
2023-03-19T00:00:00Z,CN33/9,10933
2023-03-19T00:00:00Z,103,127586
2023-03-19T00:00:00Z,41,229759
2023-03-19T00:00:00Z,110,121397
2023-03-19T00:00:00Z,102/144,53310
2023-03-19T00:00:00Z,143/136/137,83875
2023-03-19T00:00:00Z,145/133,113052
2023-03-19T00:00:00Z,133/125,57381
2023-03-19T00:00:00Z,126,23300
2023-03-19T00:00:00Z,138/139,52427
2023-03-19T00:00:00Z,140,52480
2023-03-19T00:00:00Z,128,61283
2023-03-19T00:00:00Z,35/9,56781
2023-03-19T00:00:00Z,146,57953
2023-03-19T00:00:00Z,142,141297
2023-03-19T00:00:00Z,101,49020
2023-03-19T00:00:00Z,130,33735
2023-03-19T00:00:00Z,122,128228
2023-03-19T00:00:00Z,FABRICA,4827
2023-03-26T00:00:00Z,107,132129
2023-03-26T00:00:00Z,315,171779
2023-03-26T00:00:00Z,440,713262
2023-03-26T00:00:00Z,740,249310
2023-03-26T00:00:00Z,PILAR 203,296330
2023-03-26T00:00:00Z,EXPRESO,186242
2023-03-26T00:00:00Z,CP25 A,27050
2023-03-26T00:00:00Z,LINEA A,109965
2023-03-26T00:00:00Z,CP33/9,58365
2023-03-26T00:00:00Z,MORENO 203,454636
2023-03-26T00:00:00Z,CN33/9,11275
2023-03-26T00:00:00Z,103,153675
2023-03-26T00:00:00Z,41,267935
2023-03-26T00:00:00Z,110,149608
2023-03-26T00:00:00Z,102/144,60977
2023-03-26T00:00:00Z,143/136/137,101176
2023-03-26T00:00:00Z,145/133,137633
2023-03-26T00:00:00Z,133/125,73340
2023-03-26T00:00:00Z,126,28006
2023-03-26T00:00:00Z,138/139,60949
2023-03-26T00:00:00Z,140,64643
2023-03-26T00:00:00Z,128,75087
