Semana,Linea,KM
2023-07-09T00:00:00Z,L110,57572.357
2022-02-27T00:00:00Z,L143/136/137,35522.637
2020-11-08T00:00:00Z,LIGM,21587.094
2023-05-07T00:00:00Z,L133/125,39644.588
2023-02-19T00:00:00Z,L142,54464.732
2023-09-17T00:00:00Z,L142,78131.093
2019-05-19T00:00:00Z,L359,69671.503
2019-09-01T00:00:00Z,L103,53587.038
2020-12-27T00:00:00Z,L129,12058.255
2023-03-26T00:00:00Z,L146,36476.562
2020-05-10T00:00:00Z,L143,6621.4
2019-03-10T00:00:00Z,L128,34438.258
2019-02-24T00:00:00Z,L146,38011.797
2019-11-03T00:00:00Z,L129,18781.44
2021-09-05T00:00:00Z,L142,66942.351
2020-10-25T00:00:00Z,L315,49377.18
2023-08-20T00:00:00Z,L143/136/137,39087.123
2019-03-17T00:00:00Z,L315,69463.079
2023-07-09T00:00:00Z,L145/133,55044.903
2021-12-19T00:00:00Z,L110,46463.0700000001
2021-10-03T00:00:00Z,LI41,78993.8300000001
2021-09-12T00:00:00Z,LI41,81020.6100000001
2021-10-31T00:00:00Z,L130/146,35997.592
2023-07-23T00:00:00Z,L138,20924.262
2019-11-03T00:00:00Z,LI41,83513.4500000001
2019-01-13T00:00:00Z,L145,39030.593
2019-07-07T00:00:00Z,L128,25357.333
2023-07-02T00:00:00Z,L440,196820.62
2020-11-29T00:00:00Z,L144,6923.473
2019-05-12T00:00:00Z,L128,34525.456
2019-09-01T00:00:00Z,L146,42943.071
2019-03-03T00:00:00Z,L145,32157.55
2019-04-28T00:00:00Z,L440,206216.715
2022-07-17T00:00:00Z,L440,191188.54
2019-10-13T00:00:00Z,L107,46604.791
2020-11-08T00:00:00Z,L440,196455.334
2023-08-20T00:00:00Z,L133/125,34424.749
2022-08-07T00:00:00Z,LI41,85843.4
2021-04-18T00:00:00Z,L142,63577.279
2020-08-09T00:00:00Z,L440,191291.198
2021-08-22T00:00:00Z,L143/136/137,36877.174
2020-03-15T00:00:00Z,L102,19591.275
2023-10-08T00:00:00Z,L142,69893.452
2019-10-06T00:00:00Z,L129,17967.425
2020-03-01T00:00:00Z,L315,61011.3260000001
2019-12-15T00:00:00Z,L440,242977.786
2020-01-05T00:00:00Z,L440,210988.002
2023-02-05T00:00:00Z,L142,63333.642
2021-06-27T00:00:00Z,LI41,83164.33
2019-03-31T00:00:00Z,L143,48750.56
2022-04-24T00:00:00Z,L440,236432.91
2021-11-07T00:00:00Z,L107,46827.588
2023-10-22T00:00:00Z,L110,56971.046
2021-05-23T00:00:00Z,L143/136/137,22727.215
2019-09-01T00:00:00Z,L133,46847.898
2019-01-20T00:00:00Z,L146,36796.059
2022-10-30T00:00:00Z,L107,45814.1640000001
2023-05-14T00:00:00Z,L315,61031.45
2019-12-01T00:00:00Z,L102,19638.555
2020-01-19T00:00:00Z,L110,48523.951
2019-10-13T00:00:00Z,L103,49338.42
2019-11-24T00:00:00Z,L146,41437.813
2020-04-05T00:00:00Z,L128,19255.627
2019-10-20T00:00:00Z,L107,48373.029
2022-07-31T00:00:00Z,L133/125,39500.749
2020-08-09T00:00:00Z,LIGM,23485.269
2020-03-29T00:00:00Z,L128,17527.987
2021-09-19T00:00:00Z,L359,41184.023
2020-01-26T00:00:00Z,L740,57859.45
2020-10-11T00:00:00Z,L145,26624.713
2019-07-21T00:00:00Z,L103,54010.431
2019-12-29T00:00:00Z,L128,25451.356
2023-01-22T00:00:00Z,L133/125,31394.528
2019-11-03T00:00:00Z,L107,48574.325
2019-10-06T00:00:00Z,L107,45075.991
2019-02-03T00:00:00Z,L128,28956.304
2021-10-24T00:00:00Z,L130/146,36542.377
2019-06-23T00:00:00Z,L146,44364.745
2023-04-30T00:00:00Z,L138,22175.606
2022-07-17T00:00:00Z,L110,49548.601
2019-08-18T00:00:00Z,L359,60711.378
2019-06-23T00:00:00Z,L103,53858.463
2021-04-25T00:00:00Z,L315,55353.48
2023-07-23T00:00:00Z,L133/125,35541.963
2020-01-12T00:00:00Z,L133,41157.533
2023-05-28T00:00:00Z,L315,57667.92
2023-02-05T00:00:00Z,L440,187311.64
2022-03-27T00:00:00Z,L359,47379.458
2023-01-01T00:00:00Z,L142,61918.692
2021-12-05T00:00:00Z,L133/125,33173.193
2020-01-05T00:00:00Z,359V,55200.857
2019-05-26T00:00:00Z,L103,46593.148
2023-08-06T00:00:00Z,L110,55507.3
2022-09-25T00:00:00Z,359V,13173.955
2023-07-16T00:00:00Z,L122,50220.147
2019-10-13T00:00:00Z,L440,247337.808
2022-02-27T00:00:00Z,L142,55267.225
2019-03-24T00:00:00Z,L315,69514.043
2021-02-07T00:00:00Z,L142,53736.176
2021-07-18T00:00:00Z,L110,36008.172
2022-12-25T00:00:00Z,L315,46571.07
2019-01-27T00:00:00Z,L145,36548.624
2020-02-16T00:00:00Z,L107,44130.194
2021-11-14T00:00:00Z,L107,42734.97
2020-08-02T00:00:00Z,L110,41166.71
2019-02-10T00:00:00Z,L146,37685.816
2019-04-07T00:00:00Z,L107,70974.2180000001
2021-01-24T00:00:00Z,L128,18586.12
2021-09-26T00:00:00Z,LI41,81807.1599999999
2019-12-29T00:00:00Z,L359,44610.174
2020-08-16T00:00:00Z,L103,34891.824
2021-10-17T00:00:00Z,LI41,88470.227
2019-03-10T00:00:00Z,L146,43706.496
2022-08-07T00:00:00Z,L110,55317.803
2020-11-08T00:00:00Z,L315,48878.1699999999
2023-02-05T00:00:00Z,L315,51887.21
2021-09-19T00:00:00Z,LIGM,31732.759
2021-07-25T00:00:00Z,L315,45754.37
2021-11-07T00:00:00Z,L143/136/137,37620.107
2022-03-13T00:00:00Z,L440,226848.15
2023-09-03T00:00:00Z,L440,234940.16
2023-01-15T00:00:00Z,L142,60949.493
2021-09-19T00:00:00Z,LI41,81621.22
2021-05-02T00:00:00Z,LI41,77963.37
2021-04-11T00:00:00Z,L359,58635.114
2021-11-14T00:00:00Z,L130/146,35934.023
2021-12-05T00:00:00Z,L110,47389.049
2022-07-17T00:00:00Z,L122,47756.775
2022-01-23T00:00:00Z,L133/125,28171.968
2020-10-18T00:00:00Z,L359,37036.231
2022-05-01T00:00:00Z,LI41,86954.8799999999
2020-10-04T00:00:00Z,L103,34977.372
2021-12-19T00:00:00Z,L440,205347.99
2020-05-31T00:00:00Z,L359,20699.273
2023-08-13T00:00:00Z,L146,35852.46
2021-02-14T00:00:00Z,L103,38203.015
2022-03-06T00:00:00Z,L359,48709.407
2021-09-12T00:00:00Z,359V,16665.037
2023-10-22T00:00:00Z,L142,80089.531
2019-02-10T00:00:00Z,L101,23162.087
2022-08-28T00:00:00Z,L110,52272.929
2023-01-08T00:00:00Z,L142,63573.057
2020-10-18T00:00:00Z,L440,188948.91
2021-04-25T00:00:00Z,L110,44687.844
2023-06-25T00:00:00Z,L359,36099.408
2023-03-12T00:00:00Z,L110,47689.775
2022-09-18T00:00:00Z,L359,45832.723
2021-07-04T00:00:00Z,L130/146,24726.956
2023-08-06T00:00:00Z,L143/136/137,42438.497
2020-04-12T00:00:00Z,L128,19835.419
2019-03-31T00:00:00Z,L103,49750.818
2019-01-20T00:00:00Z,L315,50746.21
2021-07-04T00:00:00Z,LI41,71092.0100000001
2021-08-01T00:00:00Z,L142,64064.24
2019-09-22T00:00:00Z,L133,47616.5690000001
2023-08-06T00:00:00Z,L133/125,39222.523
2023-01-29T00:00:00Z,L142,64227.512
2019-03-24T00:00:00Z,L359,70427.758
2019-01-13T00:00:00Z,L129,17453.959
2019-02-17T00:00:00Z,L101,22910.542
2023-01-22T00:00:00Z,L102/144,21212.677
2019-08-18T00:00:00Z,L103,50467.628
2021-12-19T00:00:00Z,L142,61985.631
2020-02-16T00:00:00Z,L103,47173.952
2020-05-31T00:00:00Z,L146,16219.875
2020-02-09T00:00:00Z,L359,48651.163
2021-05-30T00:00:00Z,L128,19898.096
2020-06-21T00:00:00Z,L103,31545.794
2022-01-09T00:00:00Z,LI41,62643.04
2023-05-28T00:00:00Z,L359,38153.766
2021-02-21T00:00:00Z,L128,23720.1
2020-08-23T00:00:00Z,L103,26856.369
2020-03-22T00:00:00Z,L359,33620.977
2020-04-19T00:00:00Z,L146,27432.385
2019-05-26T00:00:00Z,L315,60180.446
2020-09-27T00:00:00Z,L103,34699.553
2020-03-15T00:00:00Z,359V,57217.305
2021-01-17T00:00:00Z,L142,54535.14
2023-02-19T00:00:00Z,L133/125,26566.11
2019-11-24T00:00:00Z,L128,33379.281
2021-03-21T00:00:00Z,L103,43700.161
2021-07-11T00:00:00Z,L133/125,31057.3
2020-02-16T00:00:00Z,L128,26877.424
2020-11-22T00:00:00Z,L144,7017.998
2021-05-02T00:00:00Z,LEXP,77751.342
2023-10-15T00:00:00Z,L359,38636.836
2022-11-27T00:00:00Z,359V,10153.029
2023-01-08T00:00:00Z,LIGM,8604.906
2022-08-14T00:00:00Z,L142,64280.492
2019-01-27T00:00:00Z,L128,28526.189
2020-01-05T00:00:00Z,L103,47119.349
2022-01-09T00:00:00Z,L142,50004.379
2020-04-19T00:00:00Z,L103,36451.869
2021-06-20T00:00:00Z,L110,32065.319
2021-10-10T00:00:00Z,L110,46414.028
2022-04-03T00:00:00Z,L142,67010.6509999999
2019-09-15T00:00:00Z,L103,54113.801
2019-10-13T00:00:00Z,L130,14711.364
2023-01-15T00:00:00Z,L126,8412.889
2022-02-06T00:00:00Z,L440,182587.6
2020-03-29T00:00:00Z,L107,29260.221
2018-12-30T00:00:00Z,L440,123965.511
2020-04-05T00:00:00Z,L107,31028.787
2019-04-21T00:00:00Z,L128,34478.443
2019-09-08T00:00:00Z,L129,20129.745
2021-05-16T00:00:00Z,L133/125,23586.964
2021-06-20T00:00:00Z,LIGM,11650.262
2023-02-19T00:00:00Z,L359,24291.421
2019-10-06T00:00:00Z,L130,14955.801
2019-06-30T00:00:00Z,L103,53745.027
2021-02-21T00:00:00Z,L145/133,48976.274
2020-08-02T00:00:00Z,L103,45388.145
2020-03-01T00:00:00Z,LI41,83049.6300000002
2018-12-30T00:00:00Z,L129,10898.089
2021-10-03T00:00:00Z,L128,21927.276
2020-01-19T00:00:00Z,L133,41150.567
2023-09-17T00:00:00Z,L110,56321.34
2020-08-30T00:00:00Z,L440,194956.471
2022-03-20T00:00:00Z,L315,67656.65
2023-07-09T00:00:00Z,L122,56690.219
2019-08-11T00:00:00Z,L143,52062.539
2020-05-31T00:00:00Z,L740,56253.64
2019-12-15T00:00:00Z,L107,47545.406
2020-01-05T00:00:00Z,L145,32837.86
2020-08-09T00:00:00Z,L146,32598.609
2019-07-21T00:00:00Z,LI41,77301.71
2023-10-22T00:00:00Z,L107,50776.177
2021-08-29T00:00:00Z,L315,47371.13
2023-03-19T00:00:00Z,L143/136/137,37337.628
2020-01-12T00:00:00Z,L130,14519.81
2021-06-13T00:00:00Z,L440,200569.6
2023-08-13T00:00:00Z,L107,48027.862
2019-09-08T00:00:00Z,L146,40780.458
2020-02-09T00:00:00Z,L130,14606.169
2022-01-09T00:00:00Z,L110,40607.016
2021-02-21T00:00:00Z,L143/136/137,40936.766
2021-10-31T00:00:00Z,L315,37873.82
2021-09-12T00:00:00Z,L142,69329.5460000001
2020-06-28T00:00:00Z,L315,47840.615
2022-02-06T00:00:00Z,L142,55548.9
2021-08-15T00:00:00Z,L143/136/137,35943.993
2022-07-03T00:00:00Z,L102/144,22409.661
2021-09-19T00:00:00Z,359V,19570.79
2021-11-28T00:00:00Z,L142,69904.588
2021-10-24T00:00:00Z,L110,52727.613
2023-06-11T00:00:00Z,L110,44379.962
2019-08-11T00:00:00Z,L133,46119.116
2021-04-04T00:00:00Z,L143/136/137,42841.645
2019-04-28T00:00:00Z,L103,45340.774
2023-06-11T00:00:00Z,L315,58035.28
2022-10-30T00:00:00Z,L440,242159.59
2019-11-17T00:00:00Z,L101,24886.002
2021-09-26T00:00:00Z,L101,19715.168
2021-04-18T00:00:00Z,L103,47386.672
2020-06-28T00:00:00Z,L103,24156.975
2022-03-27T00:00:00Z,L102/144,23606.352
2023-07-30T00:00:00Z,L315,56683.39
2019-10-13T00:00:00Z,L101,25423.558
2022-01-02T00:00:00Z,L142,55954.616
2021-10-31T00:00:00Z,L133/125,36876.14
2022-11-20T00:00:00Z,LI41,69057.04
2021-05-09T00:00:00Z,L142,56185.854
2022-07-03T00:00:00Z,L143/136/137,40622.355
2019-12-01T00:00:00Z,L359,57859.546
2021-07-25T00:00:00Z,L440,192434.15
2019-04-07T00:00:00Z,L359,71380.095
2020-01-19T00:00:00Z,LI41,68536.04
2020-09-20T00:00:00Z,L359,26316.911
2023-09-17T00:00:00Z,359V,37128.79
2020-05-10T00:00:00Z,L359,6683.831
2019-04-28T00:00:00Z,L129,16432.86
2019-11-17T00:00:00Z,L107,45665.771
2023-05-14T00:00:00Z,L145/133,55337.879
2020-10-25T00:00:00Z,L103,43792.322
2021-11-07T00:00:00Z,L315,45866.94
2021-10-03T00:00:00Z,L101,16683.122
2021-09-05T00:00:00Z,L145/133,52957.94
2021-01-24T00:00:00Z,L103,42105.526
2019-08-25T00:00:00Z,L107,49873.471
2020-11-01T00:00:00Z,L142,58367.1790000001
2022-11-20T00:00:00Z,L145/133,48637.563
2023-03-12T00:00:00Z,L103,55603.079
2020-04-12T00:00:00Z,L103,37240.215
2022-12-04T00:00:00Z,L122,45235.957
2021-10-31T00:00:00Z,L103,48244.781
2022-04-10T00:00:00Z,L143/136/137,36118.158
2022-11-13T00:00:00Z,L359,46243.583
2023-06-11T00:00:00Z,LI41,72530.7200000001
2021-05-02T00:00:00Z,LIGM,18535.679
2020-04-26T00:00:00Z,LI41,46207.37
2021-12-26T00:00:00Z,L110,39721.302
2023-07-16T00:00:00Z,L440,221104
2020-11-29T00:00:00Z,L103,44335.848
2019-12-22T00:00:00Z,L129,14970.124
2022-04-24T00:00:00Z,L142,60220.452
2019-06-16T00:00:00Z,L130,15300.348
2020-12-20T00:00:00Z,L129,12329.682
2019-11-03T00:00:00Z,359V,68176.7860000001
2018-12-30T00:00:00Z,L101,13659.475
2020-09-13T00:00:00Z,L315,45716.63
2023-01-29T00:00:00Z,L130/146,28505.51
2023-10-01T00:00:00Z,L146,36957.821
2022-06-26T00:00:00Z,LI41,85375.6799999999
2022-05-29T00:00:00Z,LIGM,24393.034
2020-10-18T00:00:00Z,L128,17657.161
2020-01-26T00:00:00Z,L359,49582.309
2023-07-16T00:00:00Z,L359,26992.279
2022-10-30T00:00:00Z,L359,43488.666
2021-04-18T00:00:00Z,L359,55564.229
2021-01-24T00:00:00Z,L102,1172.097
2023-02-12T00:00:00Z,L359,30377.913
2019-01-27T00:00:00Z,L101,21957.066
2020-04-26T00:00:00Z,L103,34502.468
2020-11-01T00:00:00Z,L103,44511.95
2020-11-01T00:00:00Z,L144,7129.881
2022-12-11T00:00:00Z,359V,6387.029
2023-07-23T00:00:00Z,L359,22486.992
2023-05-07T00:00:00Z,L142,79815.0220000001
2021-10-10T00:00:00Z,L128,23338.451
2020-10-25T00:00:00Z,L146,31893.396
2023-01-08T00:00:00Z,L440,194391.78
2021-09-05T00:00:00Z,L133/125,37199.518
2019-12-22T00:00:00Z,L125,11427.04
2022-03-13T00:00:00Z,L142,66656.335
2019-10-20T00:00:00Z,L359,58390.791
2021-01-10T00:00:00Z,L133,25504.643
2021-09-05T00:00:00Z,L130/146,35550.815
2023-07-09T00:00:00Z,L440,238869.22
2020-05-10T00:00:00Z,LI41,60576.89
2021-06-06T00:00:00Z,L110,38274.1
2020-09-27T00:00:00Z,L315,45913.78
2022-12-18T00:00:00Z,L440,196875.45
2021-12-19T00:00:00Z,L143/136/137,35827.475
2022-03-20T00:00:00Z,L133/125,34229.001
2019-02-24T00:00:00Z,L101,23033.331
2021-08-29T00:00:00Z,L359,40296.574
2020-02-09T00:00:00Z,359V,55225.473
2022-05-29T00:00:00Z,L315,67723.19
2019-10-27T00:00:00Z,L133,48023.425
2019-09-08T00:00:00Z,L107,49489.605
2019-09-15T00:00:00Z,L128,32971.563
2022-03-20T00:00:00Z,L142,58773.8850000001
2020-02-09T00:00:00Z,L128,26515.368
2019-03-24T00:00:00Z,L128,33962.116
2022-08-28T00:00:00Z,L315,61387.8
2023-09-03T00:00:00Z,L315,62249.71
2019-11-24T00:00:00Z,L130,16724.304
2019-12-15T00:00:00Z,L130,15168.612
2023-04-23T00:00:00Z,L315,60075.69
2020-04-12T00:00:00Z,L130,8141.44
2020-04-19T00:00:00Z,L128,19762.544
2019-01-27T00:00:00Z,L103,48109.612
2022-02-20T00:00:00Z,L142,52888.64
2021-12-12T00:00:00Z,L145/133,55177.217
2019-02-10T00:00:00Z,L315,46777.2649999999
2019-08-18T00:00:00Z,L133,43379.001
2020-04-12T00:00:00Z,359V,28778.503
2022-02-27T00:00:00Z,L133/125,31586.214
2019-03-17T00:00:00Z,L128,33915.215
2023-04-16T00:00:00Z,L143/136/137,43075.242
2021-02-07T00:00:00Z,L103,43949.712
2021-10-10T00:00:00Z,L133/125,34863.064
2019-03-31T00:00:00Z,LI41,73834.08
2020-02-16T00:00:00Z,L740,57349.32
2021-07-18T00:00:00Z,LI41,76429.62
2023-11-12T00:00:00Z,L359,10006.896
2022-01-30T00:00:00Z,LI41,70040.03
2021-07-18T00:00:00Z,L359,34896.58
2020-05-10T00:00:00Z,L315,40124.25
2021-01-31T00:00:00Z,L103,43119.241
2022-03-13T00:00:00Z,359V,13512.378
2020-06-07T00:00:00Z,L103,35778.208
2022-05-08T00:00:00Z,L142,68474.767
2019-09-29T00:00:00Z,L128,33475.398
2020-12-20T00:00:00Z,L315,40976.26
2021-12-05T00:00:00Z,L440,211719.789999999
2020-03-01T00:00:00Z,L130,16612.937
2022-05-08T00:00:00Z,L143/136/137,40534.596
2020-03-29T00:00:00Z,L130,8698.696
2022-03-20T00:00:00Z,LIGM,25054.3
2020-08-23T00:00:00Z,L315,46510.24
2021-09-12T00:00:00Z,L359,43907.654
2022-11-20T00:00:00Z,359V,8168.546
2023-10-15T00:00:00Z,L110,49753.991
2023-08-06T00:00:00Z,L128,26470.324
2022-11-27T00:00:00Z,L110,57358.907
2020-10-18T00:00:00Z,LIGM,24674.263
2020-06-07T00:00:00Z,L315,48180.22
2020-09-20T00:00:00Z,LIGM,23536.063
2019-04-28T00:00:00Z,L146,36214.226
2020-09-20T00:00:00Z,L128,12366.309
2020-10-18T00:00:00Z,L103,43438.25
2021-12-12T00:00:00Z,LIGM,28978.268
2020-02-02T00:00:00Z,L130,14546.692
2023-10-15T00:00:00Z,L107,45468.716
2019-01-20T00:00:00Z,L440,208950.044
2020-04-05T00:00:00Z,L130,8176.917
2020-02-09T00:00:00Z,L146,38987.916
2021-02-07T00:00:00Z,L315,45287.56
2023-04-23T00:00:00Z,L145/133,54676.972
2023-08-06T00:00:00Z,L740,63602.66
2020-06-28T00:00:00Z,LIGM,20371.093
2019-03-03T00:00:00Z,L146,37270.036
2019-11-10T00:00:00Z,L103,52622.343
2020-01-19T00:00:00Z,L103,46960.093
2020-01-05T00:00:00Z,L359,50613.423
2020-12-06T00:00:00Z,L145,26585.625
2020-03-29T00:00:00Z,L146,24482.576
2020-03-08T00:00:00Z,L146,41219.058
2019-10-20T00:00:00Z,L103,53716.293
2021-05-23T00:00:00Z,L440,167877.93
2020-03-22T00:00:00Z,L130,8638.927
2019-10-20T00:00:00Z,L130,16642.007
2021-02-14T00:00:00Z,L102/144,16225.385
2019-10-27T00:00:00Z,L359,59629.484
2020-12-20T00:00:00Z,L143,37821.636
2022-05-15T00:00:00Z,L315,64646.99
2021-07-11T00:00:00Z,L103,40424.872
2020-02-02T00:00:00Z,L103,47680.216
2020-05-03T00:00:00Z,L103,36388.651
2023-01-08T00:00:00Z,L315,48468.27
2023-07-30T00:00:00Z,L142,76435.3220000001
2023-09-10T00:00:00Z,L110,54970.687
2020-07-26T00:00:00Z,L146,9141.853
2022-02-20T00:00:00Z,L107,34009.939
2023-05-28T00:00:00Z,LI41,76198.33
2019-12-01T00:00:00Z,L107,47970.711
2020-11-22T00:00:00Z,L128,16868.279
2022-08-28T00:00:00Z,L440,214387.07
2019-03-10T00:00:00Z,L145,41114.64
2020-04-12T00:00:00Z,L146,29002.388
2019-12-01T00:00:00Z,L130,16322.486
2021-05-16T00:00:00Z,L128,14467.781
2022-09-04T00:00:00Z,L359,46489.32
2023-07-30T00:00:00Z,L359,35825.572
2023-10-01T00:00:00Z,L103,52887.226
2020-01-05T00:00:00Z,L130,14636.741
2020-08-09T00:00:00Z,L103,44904.526
2021-03-28T00:00:00Z,L103,41252.073
2019-10-27T00:00:00Z,L107,48125.338
2023-04-23T00:00:00Z,L133/125,39400.266
2020-01-26T00:00:00Z,359V,54724.245
2019-06-30T00:00:00Z,L128,33710.217
2023-05-14T00:00:00Z,L440,231444.73
2019-09-01T00:00:00Z,L107,48622.732
2023-01-15T00:00:00Z,L359,38323.432
2019-12-29T00:00:00Z,L130,12488.909
2020-04-26T00:00:00Z,L315,41042.904
2023-01-08T00:00:00Z,L130/146,28284.484
2022-06-05T00:00:00Z,L143/136/137,37473.761
2020-06-21T00:00:00Z,L359,32539.138
2021-01-24T00:00:00Z,LI41,61408.49
2021-09-26T00:00:00Z,L103,47731.012
2022-12-25T00:00:00Z,359V,11767.858
2020-12-20T00:00:00Z,L103,38810.325
2019-11-17T00:00:00Z,L315,61442.204
2021-04-25T00:00:00Z,L142,61587.03
2021-12-12T00:00:00Z,L102/144,23605.486
2019-03-10T00:00:00Z,LIGM,16937.987
2019-11-03T00:00:00Z,L130,16671.136
2022-10-09T00:00:00Z,359V,8914.865
2023-05-21T00:00:00Z,L142,61162.855
2019-09-15T00:00:00Z,L145,38457.955
2023-01-22T00:00:00Z,L103,45610.112
2021-04-11T00:00:00Z,LI41,75232.55
2020-12-13T00:00:00Z,L144,7292.013
2020-02-16T00:00:00Z,L130,14992.466
2021-05-02T00:00:00Z,L142,61125.518
2019-05-12T00:00:00Z,LI41,80769.9499999999
2022-09-04T00:00:00Z,LI41,79396.25
2022-11-13T00:00:00Z,LI41,76428.25
2023-05-07T00:00:00Z,LI41,75084.2800000001
2023-06-11T00:00:00Z,LIGM,17716.88
2019-10-13T00:00:00Z,L146,37936.671
2023-10-15T00:00:00Z,L440,214364.680000001
2023-08-20T00:00:00Z,L107,44874.355
2021-01-10T00:00:00Z,L103,41092.188
2020-12-20T00:00:00Z,L142,53715.36
2020-06-07T00:00:00Z,359V,29064.172
2020-06-28T00:00:00Z,L133,19467.989
2023-07-23T00:00:00Z,LI41,73359.63
2019-03-31T00:00:00Z,L146,42592.318
2022-03-13T00:00:00Z,L133/125,37099.17
2019-10-27T00:00:00Z,L146,41441.693
2022-09-11T00:00:00Z,L359,47212.295
2021-06-13T00:00:00Z,L110,34873.788
2023-05-07T00:00:00Z,L102/144,24673.439
2022-09-25T00:00:00Z,L142,73212.466
2019-01-27T00:00:00Z,L129,16711.254
2019-07-07T00:00:00Z,LI41,70612.67
2019-10-27T00:00:00Z,L315,65865.301
2021-08-22T00:00:00Z,L142,67137.692
2018-12-30T00:00:00Z,L142,40339.71
2022-07-31T00:00:00Z,359V,6600.808
2020-01-26T00:00:00Z,L103,47581.347
2022-07-03T00:00:00Z,LI41,86437.82
2019-09-22T00:00:00Z,L101,28190.449
2023-07-16T00:00:00Z,L101,19628.585
2023-08-06T00:00:00Z,LI41,74474
2020-12-13T00:00:00Z,L107,40882.588
2020-07-26T00:00:00Z,L359,12034.189
2021-04-04T00:00:00Z,L142,63326.12
2022-02-20T00:00:00Z,L130/146,27796.965
2023-04-02T00:00:00Z,L122,46737.208
2021-10-24T00:00:00Z,L102/144,25850.482
2021-03-07T00:00:00Z,L130/146,34161.721
2020-03-15T00:00:00Z,L128,30340.978
2019-09-29T00:00:00Z,LI41,85687.24
2020-12-06T00:00:00Z,L143,37348.376
2019-10-06T00:00:00Z,LI41,86265.2
2020-05-31T00:00:00Z,L103,20513.132
2020-12-13T00:00:00Z,L142,60636.969
2021-12-12T00:00:00Z,L440,229540.27
2019-10-20T00:00:00Z,LI41,93662.1700000001
2023-09-03T00:00:00Z,L143/136/137,43748.594
2022-12-11T00:00:00Z,L440,224855.42
2022-09-18T00:00:00Z,LI41,78660.41
2020-10-18T00:00:00Z,L142,58173.812
2021-05-23T00:00:00Z,LIGM,18293.348
2021-05-02T00:00:00Z,359V,6032.034
2020-03-01T00:00:00Z,L102,20606.993
2019-11-17T00:00:00Z,LI41,77746.5599999999
2022-07-03T00:00:00Z,L101,21659.905
2019-06-23T00:00:00Z,LI41,79882.85
2022-11-13T00:00:00Z,L143/136/137,41873.128
2022-05-29T00:00:00Z,L359,44054.434
2023-08-13T00:00:00Z,L103,54905.541
2022-03-13T00:00:00Z,LI41,88181.2800000001
2019-01-13T00:00:00Z,LI41,66907.18
2022-12-11T00:00:00Z,L359,46308.801
2020-12-13T00:00:00Z,L103,43497.682
2022-06-12T00:00:00Z,L359,41957.132
2019-11-17T00:00:00Z,L130,15025.006
2022-12-04T00:00:00Z,L315,51530.39
2022-06-05T00:00:00Z,L315,66587.71
2023-02-19T00:00:00Z,L107,31048.875
2020-06-07T00:00:00Z,L146,27009.025
2021-01-31T00:00:00Z,L740,54894.6
2021-09-12T00:00:00Z,L133/125,37804.112
2021-08-29T00:00:00Z,L102/144,25193.741
2023-05-28T00:00:00Z,L122,55733.941
2021-03-21T00:00:00Z,L142,56840.889
2019-06-30T00:00:00Z,LI41,79481.49
2020-02-02T00:00:00Z,L359,47854.672
2022-08-14T00:00:00Z,LI41,75098.0000000001
2022-10-30T00:00:00Z,LI41,76959.89
2021-05-09T00:00:00Z,LI41,78356.29
2021-07-25T00:00:00Z,LI41,76158.2
2020-09-27T00:00:00Z,L144,6961.539
2019-10-27T00:00:00Z,L103,52840.684
2020-04-26T00:00:00Z,L359,36284.947
2021-09-05T00:00:00Z,L102/144,26115.383
2023-10-29T00:00:00Z,L133/125,38610.932
2023-10-08T00:00:00Z,L440,213725.62
2022-05-29T00:00:00Z,L440,234177.49
2019-08-25T00:00:00Z,LI41,84204.83
2022-04-17T00:00:00Z,L142,67418.571
2023-10-01T00:00:00Z,L107,47793.575
2021-01-24T00:00:00Z,L142,52471.6069999999
2021-08-08T00:00:00Z,L142,63158.535
2023-08-06T00:00:00Z,L107,45401.937
2023-09-17T00:00:00Z,LI41,76942.1
2021-06-20T00:00:00Z,L440,183756.57
2021-03-28T00:00:00Z,L142,54157.962
2022-07-10T00:00:00Z,L440,223087.3
2020-08-02T00:00:00Z,L102,9194.377
2019-02-24T00:00:00Z,L440,206574.255
2020-06-14T00:00:00Z,L103,32104.102
2021-03-28T00:00:00Z,L145/133,45501.039
2019-01-13T00:00:00Z,L146,36787.602
2022-01-16T00:00:00Z,L440,160901.23
2019-02-24T00:00:00Z,L128,28762.799
2023-10-08T00:00:00Z,L122,51260.016
2023-09-24T00:00:00Z,LI41,77638.8799999999
2023-01-08T00:00:00Z,LI41,61556.11
2023-03-12T00:00:00Z,L126,11130.299
2022-01-30T00:00:00Z,L440,181627.32
2023-10-01T00:00:00Z,LI41,77177.8300000001
2023-07-16T00:00:00Z,L146,33117.817
2019-03-10T00:00:00Z,L103,53705.7039999999
2019-12-29T00:00:00Z,L103,44878.45
2023-10-29T00:00:00Z,L315,65822.15
2020-09-13T00:00:00Z,LI41,73952.6
2023-08-13T00:00:00Z,LI41,73463.59
2020-03-15T00:00:00Z,L315,61270.751
2019-10-20T00:00:00Z,L128,33986.705
2019-02-17T00:00:00Z,LI41,66883.7700000001
2022-10-16T00:00:00Z,L359,44878.7
2021-07-11T00:00:00Z,LIGM,18943.838
2019-02-03T00:00:00Z,L146,37890.958
2023-10-15T00:00:00Z,L315,61549.57
2020-11-29T00:00:00Z,L142,57141.335
