Semana,Linea,KM
2019-09-01T00:00:00Z,LMAV,49313.297
2020-12-13T00:00:00Z,203M,202114.41
2022-04-03T00:00:00Z,LMAV,42720.68
2022-12-18T00:00:00Z,203M,193436.52
2021-01-17T00:00:00Z,203M,182797.79
2020-11-22T00:00:00Z,203M,194958.45
2022-01-02T00:00:00Z,203M,182176.88
2021-07-04T00:00:00Z,LINA,93348.697
2022-05-01T00:00:00Z,LMAV,42853.048
2020-09-27T00:00:00Z,203M,182030.23
2023-02-26T00:00:00Z,L101,32986.624
2021-07-18T00:00:00Z,LINA,98011.73
2021-07-11T00:00:00Z,LINA,98661.387
2022-10-30T00:00:00Z,LMAV,41144.941
2021-12-12T00:00:00Z,LMAV,36257.43
2023-06-18T00:00:00Z,LMAV,26908.599
2023-01-15T00:00:00Z,LMAV,34916.932
2023-07-09T00:00:00Z,LMAV,40712.097
2022-05-15T00:00:00Z,L440,216600.4
2019-08-25T00:00:00Z,LMAV,49600.37
2023-05-28T00:00:00Z,LIGM,22874.558
2023-03-26T00:00:00Z,LMAV,39477.48
2022-12-04T00:00:00Z,LMAV,33400.3
2023-01-22T00:00:00Z,203M,211546.32
2022-08-14T00:00:00Z,LMAV,37628.304
2023-01-29T00:00:00Z,203M,212461.52
2023-06-11T00:00:00Z,LMAV,34585.322
2022-04-17T00:00:00Z,LMAV,41882.132
2020-01-05T00:00:00Z,LEXP,95681.1979999999
2020-04-26T00:00:00Z,LMAV,26048.625
2022-03-13T00:00:00Z,LMAV,39440.352
2019-01-20T00:00:00Z,L107,64903.773
2023-08-13T00:00:00Z,LMAV,38904.231
2023-05-21T00:00:00Z,LMAV,35470.488
2019-10-06T00:00:00Z,203M,227531.27
2023-03-19T00:00:00Z,203M,218740.02
2020-04-12T00:00:00Z,LMAV,26429.661
2021-09-05T00:00:00Z,LMAV,29356.137
2022-03-20T00:00:00Z,203M,239057.61
2022-09-18T00:00:00Z,LMAV,41144.898
2019-06-23T00:00:00Z,L359,71834.242
2019-03-03T00:00:00Z,L359,61679.51
2022-10-23T00:00:00Z,203M,233876.5
2022-11-06T00:00:00Z,203M,233282.78
2020-10-11T00:00:00Z,203M,191660.94
2022-12-25T00:00:00Z,LMAV,33542.426
2021-10-03T00:00:00Z,LMAV,32141.179
2022-07-10T00:00:00Z,203M,249717.61
2021-02-28T00:00:00Z,LMAV,31893.689
2020-02-23T00:00:00Z,LMAV,40276.919
2021-11-14T00:00:00Z,LMAV,34314.323
2021-10-31T00:00:00Z,LMAV,34169.568
2023-10-01T00:00:00Z,203M,222217.66
2019-06-16T00:00:00Z,L440,211503.977
2020-09-13T00:00:00Z,LMAV,20941.507
2022-06-19T00:00:00Z,359V,18123.534
2021-12-19T00:00:00Z,N339,25598.309
2020-03-01T00:00:00Z,LEXP,104505.092
2021-10-03T00:00:00Z,359V,16900.19
2022-09-11T00:00:00Z,203M,231555.56
2022-07-17T00:00:00Z,LMAV,34943.406
2020-05-10T00:00:00Z,203M,182403.35
2023-01-01T00:00:00Z,LMAV,36787.703
2023-02-12T00:00:00Z,L103,43802.739
2022-06-12T00:00:00Z,LMAV,38961.786
2023-07-16T00:00:00Z,LEXP,65924.441
2023-01-22T00:00:00Z,LMAV,35781.354
2023-01-01T00:00:00Z,203M,197730.79
2019-01-06T00:00:00Z,L315,47303.027
2019-12-01T00:00:00Z,LMAV,50118.432
2021-09-12T00:00:00Z,203M,220300.12
2021-06-06T00:00:00Z,203M,182493.49
2022-05-22T00:00:00Z,LMAV,37371.077
2022-11-20T00:00:00Z,203M,216428.09
2022-01-23T00:00:00Z,LMAV,29321.941
2023-07-02T00:00:00Z,203M,188270.02
2020-06-21T00:00:00Z,L339,20210.57
2019-02-03T00:00:00Z,203M,147589.2
2019-03-17T00:00:00Z,203M,178648.278
2018-12-30T00:00:00Z,L145,22998.6
2023-03-05T00:00:00Z,LMAV,38520.341
2021-12-26T00:00:00Z,LMAV,27002.032
2021-09-19T00:00:00Z,203M,223074.26
2023-04-09T00:00:00Z,LIGM,23393.384
2023-09-03T00:00:00Z,203M,230116.81
2021-07-04T00:00:00Z,203M,191926.58
2021-11-28T00:00:00Z,LMAV,35770.159
2023-03-12T00:00:00Z,LMAV,40347.049
2023-07-09T00:00:00Z,203M,222561.97
2021-04-11T00:00:00Z,203M,207994.11
2022-06-12T00:00:00Z,203M,233272.97
2021-11-07T00:00:00Z,LMAV,36590.861
2023-08-13T00:00:00Z,203M,227966.66
2022-01-09T00:00:00Z,203M,194859.03
2022-09-11T00:00:00Z,LMAV,41029.166
2022-10-09T00:00:00Z,LMAV,24731.998
2019-06-23T00:00:00Z,LMAV,54323.151
2019-05-12T00:00:00Z,L142,77439.361
2023-06-18T00:00:00Z,203M,200776.28
2021-01-31T00:00:00Z,203M,186481.25
2023-10-01T00:00:00Z,L143/136/137,42683.868
2022-02-20T00:00:00Z,LMAV,30205.159
2023-04-16T00:00:00Z,L359,46866.074
2023-04-09T00:00:00Z,LMAV,39913.981
2023-10-22T00:00:00Z,L140,25955.562
2020-03-29T00:00:00Z,L339,19071.658
2022-07-31T00:00:00Z,L359,48954.594
2023-08-20T00:00:00Z,203M,215551.25
2023-07-16T00:00:00Z,203M,210225.46
2020-12-06T00:00:00Z,203M,187613.96
2020-12-06T00:00:00Z,L142,53249.649
2021-08-29T00:00:00Z,LMAV,29383.014
2021-06-27T00:00:00Z,LINA,93924.969
2020-01-19T00:00:00Z,LMAV,49103.817
2019-07-28T00:00:00Z,203M,173013.063
2021-06-20T00:00:00Z,203M,196963.46
2020-11-29T00:00:00Z,359V,11036.777
2021-01-10T00:00:00Z,N339,17046.232
2019-09-29T00:00:00Z,L740,67196.244
2022-07-24T00:00:00Z,203M,222569.43
2021-02-21T00:00:00Z,N339,19215.93
2021-06-06T00:00:00Z,LINA,101266.274
2020-03-08T00:00:00Z,LEXP,104459.059
2023-03-26T00:00:00Z,L133/125,44523.598
2022-12-11T00:00:00Z,203M,224192.74
2023-03-05T00:00:00Z,L140,28052.049
2021-02-21T00:00:00Z,LMAV,33168.947
2023-07-30T00:00:00Z,359V,49188.941
2022-09-25T00:00:00Z,203M,235367.98
2020-11-29T00:00:00Z,L440,202018.201000001
2023-04-02T00:00:00Z,203M,200048.42
2021-06-13T00:00:00Z,LINA,98356.113
2020-07-26T00:00:00Z,L142,15165.219
2019-08-18T00:00:00Z,LMAV,45852.95
2022-09-18T00:00:00Z,359V,17100.107
2023-01-29T00:00:00Z,LMAV,34417.271
2020-03-08T00:00:00Z,359V,70113.731
2022-03-06T00:00:00Z,LEXP,100588.329
2020-02-02T00:00:00Z,LMAV,44617.872
2023-03-26T00:00:00Z,203M,225756.84
2023-02-12T00:00:00Z,203M,207599.99
2023-10-08T00:00:00Z,L143/136/137,39542.635
2022-07-10T00:00:00Z,LEXP,77670.017
2021-03-14T00:00:00Z,L440,206810.616
2023-02-19T00:00:00Z,203M,185776.47
2023-10-01T00:00:00Z,L133/125,39575.799
2021-07-25T00:00:00Z,LINA,96695.0130000001
2023-03-12T00:00:00Z,LEXP,93065.5259999999
2022-07-24T00:00:00Z,L359,47657.243
2022-11-13T00:00:00Z,LEXP,90665.3700000001
2021-05-30T00:00:00Z,LMAV,26472.774
2023-09-24T00:00:00Z,LMAV,35866.555
2019-06-16T00:00:00Z,L102,31793.464
2022-01-23T00:00:00Z,203M,206145.57
2019-02-17T00:00:00Z,L145,35103.052
2023-03-19T00:00:00Z,L107,42359.463
2020-03-01T00:00:00Z,LIGM,4593.425
2019-12-22T00:00:00Z,LMAV,40166.571
2019-12-01T00:00:00Z,LEXP,110404.391
2020-01-26T00:00:00Z,203M,203258.01
2020-04-12T00:00:00Z,203M,180036.38
2019-12-29T00:00:00Z,LMAV,39377.3
2019-06-09T00:00:00Z,L440,249435.409
2019-10-27T00:00:00Z,LMAV,49540.597
2020-05-03T00:00:00Z,L339,18935.93
2021-08-01T00:00:00Z,203M,210479.75
2020-04-26T00:00:00Z,L339,19059.971
2019-09-29T00:00:00Z,L440,264701.326000001
2021-07-18T00:00:00Z,203M,206682.31
2019-09-22T00:00:00Z,203M,237914.58
2023-01-08T00:00:00Z,LMAV,34131.847
2020-03-29T00:00:00Z,LMAV,26350.615
2021-10-17T00:00:00Z,L440,224795.89
2022-01-16T00:00:00Z,203M,199135.31
2020-06-14T00:00:00Z,203M,183327.32
2021-02-28T00:00:00Z,N339,19302.605
2023-11-05T00:00:00Z,LMAV,29784.137
2022-05-01T00:00:00Z,LIGM,24853.355
2023-04-09T00:00:00Z,203M,226548.63
2020-08-16T00:00:00Z,LMAV,21529.301
2021-03-28T00:00:00Z,LMAV,28767.673
2020-03-29T00:00:00Z,L359,37064.499
2021-11-14T00:00:00Z,203M,208487.85
2021-08-08T00:00:00Z,203M,216334.1
2019-11-17T00:00:00Z,203M,236023.16
2021-03-14T00:00:00Z,LMAV,33982.177
2020-12-06T00:00:00Z,LMAV,25565.613
2022-07-10T00:00:00Z,203I,240355.67
2019-08-25T00:00:00Z,LIGM,22121.008
2021-04-11T00:00:00Z,LMAV,33424.351
2023-11-05T00:00:00Z,L315,64724.68
2020-05-03T00:00:00Z,LMAV,26062.361
2020-01-05T00:00:00Z,LMAV,46558.9
2020-06-28T00:00:00Z,LMAV,15502.731
2019-07-07T00:00:00Z,203M,189227.51
2021-05-02T00:00:00Z,LMAV,31068.609
2023-04-23T00:00:00Z,L142,79629.54
2021-09-12T00:00:00Z,LIGM,32728.85
2022-06-05T00:00:00Z,203M,252978.48
2020-03-29T00:00:00Z,203M,122504.14
2020-05-10T00:00:00Z,LINA,24979.235
2022-06-26T00:00:00Z,LEXP,87477.52
2021-07-04T00:00:00Z,LMAV,22472.627
2019-09-08T00:00:00Z,203M,241799.99
2021-01-24T00:00:00Z,L440,175271.99
2020-04-05T00:00:00Z,LMAV,27232.973
2019-08-04T00:00:00Z,L440,257443.428
2020-02-16T00:00:00Z,LMAV,45182.09
2020-05-31T00:00:00Z,LMAV,15972.001
2020-09-27T00:00:00Z,LMAV,26650.792
2022-05-22T00:00:00Z,203M,241716.88
2021-10-10T00:00:00Z,203M,211178.832
2023-07-30T00:00:00Z,203M,227427.16
2023-10-22T00:00:00Z,203M,225101.83
2021-12-12T00:00:00Z,203M,247375.52
2023-10-15T00:00:00Z,L140,23841.777
2019-01-27T00:00:00Z,LEXP,108013.546
2021-08-01T00:00:00Z,LMAV,26523.311
2022-06-19T00:00:00Z,LEXP,76726.624
2022-10-02T00:00:00Z,203M,224562.64
2021-05-23T00:00:00Z,N339,9727.318
2020-12-27T00:00:00Z,N339,16065.79
2020-08-23T00:00:00Z,LMAV,15079.039
2020-03-08T00:00:00Z,203M,247278.34
2020-08-02T00:00:00Z,LIGM,23173.835
2020-06-28T00:00:00Z,L339,15294.991
2020-11-08T00:00:00Z,LMAV,10432.922
2020-06-07T00:00:00Z,LMAV,26857.839
2021-08-29T00:00:00Z,203M,220849.23
2022-04-10T00:00:00Z,203M,230602.89
2020-03-01T00:00:00Z,359V,68029.112
2021-05-23T00:00:00Z,LMAV,18016.097
2021-04-04T00:00:00Z,LEXP,75163.857
2021-01-03T00:00:00Z,LMAV,25675.02
2020-09-20T00:00:00Z,LMAV,19222.457
2021-03-21T00:00:00Z,203M,198377.93
2019-10-06T00:00:00Z,LEXP,105454.742
2021-10-24T00:00:00Z,L440,219776.71
2021-10-24T00:00:00Z,L142,69645.232
2021-03-21T00:00:00Z,LI41,69298.61
2021-04-25T00:00:00Z,LMAV,31846.682
2020-10-18T00:00:00Z,LMAV,25439.809
2021-08-08T00:00:00Z,LMAV,29035.398
2020-12-20T00:00:00Z,359V,27319.883
2020-10-11T00:00:00Z,359V,31212.793
2022-07-17T00:00:00Z,203M,214822.04
2021-07-11T00:00:00Z,LMAV,22376.75
2020-07-26T00:00:00Z,LMAV,11036.53
2021-11-21T00:00:00Z,203M,234566.2
2021-02-07T00:00:00Z,N339,18242.744
2022-05-01T00:00:00Z,LEXP,89124.1449999999
2019-08-18T00:00:00Z,203M,239171.9
2020-08-09T00:00:00Z,LMAV,25663.575
2020-06-14T00:00:00Z,L339,22482.148
2020-10-11T00:00:00Z,LMAV,24622.69
2019-05-12T00:00:00Z,L315,70442.0680000001
2021-09-05T00:00:00Z,LEXP,75246.4330000001
2019-06-09T00:00:00Z,LIGM,22494.707
2020-03-22T00:00:00Z,LMAV,22762.617
2023-03-12T00:00:00Z,L133/125,39038.908
2021-04-18T00:00:00Z,LMAV,33055.612
2021-03-21T00:00:00Z,LMAV,31002.492
2019-12-29T00:00:00Z,L740,51342.18
2020-12-20T00:00:00Z,LMAV,26262.917
2021-08-15T00:00:00Z,LMAV,27053.078
2020-03-22T00:00:00Z,LEXP,49976.071
2022-12-04T00:00:00Z,LEXP,77596.084
2020-02-09T00:00:00Z,LMAV,45206.401
2020-10-25T00:00:00Z,N339,5320.793
2021-02-14T00:00:00Z,N339,17852.726
2021-01-17T00:00:00Z,L440,172843.54
2023-02-26T00:00:00Z,203M,208043.15
2020-06-14T00:00:00Z,LMAV,22748.037
2020-06-07T00:00:00Z,N339,3978.968
2021-01-24T00:00:00Z,N339,16492.462
2020-08-16T00:00:00Z,LEXP,50857.515
2019-07-21T00:00:00Z,203M,227204.98
2021-06-13T00:00:00Z,LMAV,25583.034
2021-11-28T00:00:00Z,LEXP,93580.774
2021-01-31T00:00:00Z,N339,16546.181
2021-01-03T00:00:00Z,N339,16332.406
2020-10-04T00:00:00Z,LMAV,26707.792
2023-07-23T00:00:00Z,L122,50797.716
2021-06-20T00:00:00Z,LMAV,25021.398
2020-02-16T00:00:00Z,LEXP,93355.962
2020-04-19T00:00:00Z,L339,17527.481
2023-04-30T00:00:00Z,L103,59238.816
2020-08-02T00:00:00Z,LMAV,25909.911
2019-06-30T00:00:00Z,L440,251657.5
2020-06-21T00:00:00Z,LMAV,18643.829
2022-09-18T00:00:00Z,203M,229293.23
2021-01-17T00:00:00Z,N339,16783.431
2021-07-25T00:00:00Z,LMAV,25380.732
2020-12-27T00:00:00Z,LMAV,24607.936
2023-10-29T00:00:00Z,203M,224710.6
2022-07-03T00:00:00Z,203M,234029.57
2019-11-24T00:00:00Z,359V,69147
2021-08-22T00:00:00Z,LMAV,26919.35
2021-06-27T00:00:00Z,LMAV,23131.348
2022-01-09T00:00:00Z,LEXP,74873.373
2020-11-08T00:00:00Z,359V,10185.798
2021-05-09T00:00:00Z,LMAV,27314.235
2022-10-16T00:00:00Z,203M,230709.51
2022-02-13T00:00:00Z,203M,200496.77
2021-07-18T00:00:00Z,LMAV,22378.082
2019-05-19T00:00:00Z,L102,39844.67
2022-12-25T00:00:00Z,203M,186233.18
2021-01-24T00:00:00Z,LMAV,24320.11
2019-12-29T00:00:00Z,203M,180142.2
2021-06-27T00:00:00Z,203M,207585.72
2023-03-05T00:00:00Z,LEXP,95614.678
2019-05-05T00:00:00Z,L107,76453.062
2022-10-30T00:00:00Z,LEXP,90285.193
2021-05-16T00:00:00Z,LMAV,18563.592
2022-12-11T00:00:00Z,LEXP,99419.8549999999
2022-01-23T00:00:00Z,359V,35377.7
2020-04-05T00:00:00Z,LEXP,56675.952
2020-12-27T00:00:00Z,359V,25685.955
2023-03-19T00:00:00Z,L142,66146.767
2021-08-22T00:00:00Z,L440,214362.16
2023-07-02T00:00:00Z,L110,57138.594
2022-01-30T00:00:00Z,L359,39609.507
2020-05-31T00:00:00Z,203M,194164.85
2019-09-29T00:00:00Z,L142,77932.187
2020-06-07T00:00:00Z,LIGM,1303.776
2023-06-04T00:00:00Z,359V,54860.514
2022-08-14T00:00:00Z,LEXP,84543.291
2023-04-23T00:00:00Z,203M,226877.74
2020-12-06T00:00:00Z,LEXP,59602.686
2021-08-22T00:00:00Z,L359,40256.451
2022-11-27T00:00:00Z,203M,227627.03
2021-04-11T00:00:00Z,L145/133,51839.776
2022-10-09T00:00:00Z,LI41,69906.69
2023-03-26T00:00:00Z,L110,57253.6090000001
2019-11-24T00:00:00Z,203M,254422.23
2022-06-12T00:00:00Z,LEXP,77912.236
2020-12-27T00:00:00Z,LEXP,41395.021
2023-05-07T00:00:00Z,203M,227259.19
2021-08-08T00:00:00Z,LEXP,68652.415
2022-03-13T00:00:00Z,203M,245254.51
2020-03-29T00:00:00Z,N339,3881.845
2021-04-18T00:00:00Z,L145/133,51540.964
2021-04-25T00:00:00Z,LEXP,61594.334
2019-02-10T00:00:00Z,L107,66124.4740000001
2022-04-24T00:00:00Z,203M,246674.75
2020-06-21T00:00:00Z,L440,199657.149
2023-10-08T00:00:00Z,L107,43830.884
2019-12-29T00:00:00Z,LEXP,85566.9
2022-01-30T00:00:00Z,LEXP,79631.316
2022-05-08T00:00:00Z,203M,251966.56
2022-02-20T00:00:00Z,LEXP,71769.801
2020-05-31T00:00:00Z,L339,9935.118
2022-08-07T00:00:00Z,L440,218836.15
2023-03-05T00:00:00Z,203M,226986.05
2021-04-04T00:00:00Z,L440,211324.19
2021-06-13T00:00:00Z,LEXP,53759.186
2020-03-01T00:00:00Z,L440,244980.766
2023-03-19T00:00:00Z,L110,47937.147
2020-05-10T00:00:00Z,LMAV,3936.176
2021-01-10T00:00:00Z,LEXP,60280.35
2019-04-28T00:00:00Z,L315,61126.896
2020-06-28T00:00:00Z,N339,4807.818
2020-10-18T00:00:00Z,N339,3050.33
2019-10-27T00:00:00Z,LEXP,110428.207
2020-06-28T00:00:00Z,L107,25753.34
2019-11-03T00:00:00Z,L440,260767.286
2022-08-28T00:00:00Z,203M,227897.82
2020-06-28T00:00:00Z,L359,25635.486
2020-08-09T00:00:00Z,L339,26622.597
2023-02-19T00:00:00Z,LEXP,60505.881
2021-12-19T00:00:00Z,LEXP,76466.886
2022-01-16T00:00:00Z,LEXP,75276.1200000001
2020-04-19T00:00:00Z,359V,28410.123
2023-04-02T00:00:00Z,L107,42309.575
2019-03-24T00:00:00Z,L142,77391.308
2023-10-15T00:00:00Z,LMAV,28985.206
2020-12-13T00:00:00Z,LEXP,62924.725
2022-05-22T00:00:00Z,LEXP,81178.47
2019-04-14T00:00:00Z,LIGM,11941.946
2023-04-23T00:00:00Z,L359,39738.877
2023-03-05T00:00:00Z,L145/133,47137.9590000001
2022-01-02T00:00:00Z,LEXP,73189.91
2020-09-13T00:00:00Z,LEXP,40312.16
2022-10-23T00:00:00Z,LEXP,87966.821
2021-05-09T00:00:00Z,LEXP,66850.354
2021-05-30T00:00:00Z,LEXP,56400.825
2019-03-10T00:00:00Z,L142,82947.453
2023-10-22T00:00:00Z,LMAV,30363.77
2023-01-01T00:00:00Z,359V,11150.324
2022-05-08T00:00:00Z,L440,238238.22
2021-07-18T00:00:00Z,LEXP,49792.382
2022-02-27T00:00:00Z,LEXP,79512.394
2023-11-05T00:00:00Z,L110,58630.053
2022-10-16T00:00:00Z,LEXP,90957.874
2023-04-09T00:00:00Z,L133/125,41636.813
2021-05-23T00:00:00Z,359V,5173.653
2020-10-11T00:00:00Z,L339,25916.29
2021-07-11T00:00:00Z,203M,204392.1
2020-05-03T00:00:00Z,LEXP,56133.561
2021-08-01T00:00:00Z,LEXP,72781.814
2022-12-18T00:00:00Z,203I,179753.44
2023-06-25T00:00:00Z,359V,54249.717
2022-01-16T00:00:00Z,359V,11757.76
2022-06-26T00:00:00Z,L440,231138.99
2023-10-08T00:00:00Z,LMAV,29337.457
2021-06-20T00:00:00Z,359V,25219.977
2023-07-23T00:00:00Z,359V,57953.019
2020-12-20T00:00:00Z,LEXP,43457.074
2021-01-17T00:00:00Z,LEXP,58424.123
2022-11-06T00:00:00Z,LEXP,94400.95
2022-04-24T00:00:00Z,LI41,90010.5099999999
2023-10-01T00:00:00Z,LMAV,32321.866
2022-01-02T00:00:00Z,L359,43087.034
2021-12-26T00:00:00Z,203M,172977.6
2022-02-06T00:00:00Z,203M,203605.14
2021-07-25T00:00:00Z,359V,30764.7
2022-09-11T00:00:00Z,LEXP,95434.856
2023-06-04T00:00:00Z,L103,62176.675
2023-10-22T00:00:00Z,L126,12387.674
2023-05-28T00:00:00Z,L130,15627.614
2022-08-07T00:00:00Z,LEXP,96863.158
2019-12-08T00:00:00Z,LEXP,107094.873
2021-12-26T00:00:00Z,N339,25312.334
2023-10-22T00:00:00Z,359V,52671.172
2023-11-05T00:00:00Z,359V,36956.163
2019-10-13T00:00:00Z,L110,54213.416
2023-08-27T00:00:00Z,359V,28702.755
2023-11-12T00:00:00Z,LMAV,6749.262
2023-01-22T00:00:00Z,LEXP,73231.097
2019-04-21T00:00:00Z,L142,81289.3040000001
2019-10-06T00:00:00Z,L315,62842.376
2021-08-01T00:00:00Z,LI41,77918.21
2022-03-13T00:00:00Z,LEXP,90183.852
2023-08-13T00:00:00Z,359V,21001.435
2019-12-22T00:00:00Z,L359,47896.466
2020-04-12T00:00:00Z,L339,16178.886
2020-04-05T00:00:00Z,L440,135685.25
2023-04-02T00:00:00Z,L142,62854.401
2022-11-13T00:00:00Z,LIGM,25428.416
2022-10-02T00:00:00Z,LEXP,88879.448
2019-06-23T00:00:00Z,L440,251306.066
2021-04-11T00:00:00Z,L440,207787.26
2021-05-23T00:00:00Z,LEXP,30399.21
2021-12-19T00:00:00Z,359V,17738.234
2022-12-04T00:00:00Z,203M,204555.77
2023-04-30T00:00:00Z,L359,39575.478
2021-05-02T00:00:00Z,203M,222461.33
2019-11-10T00:00:00Z,LEXP,108552.814
2020-07-19T00:00:00Z,L315,46180.53
2023-05-07T00:00:00Z,359V,38722.528
2021-02-14T00:00:00Z,L315,36521.13
2020-09-06T00:00:00Z,LI41,78108.0399999999
2019-11-24T00:00:00Z,LEXP,109565.081
2023-09-24T00:00:00Z,L359,35238.621
2023-03-19T00:00:00Z,LIGM,18523.366
2021-04-18T00:00:00Z,L440,211381.44
2021-12-12T00:00:00Z,359V,24617.639
2020-05-10T00:00:00Z,L440,180033.482
2021-03-21T00:00:00Z,L315,51158.75
2021-10-03T00:00:00Z,L107,39061.805
2021-06-27T00:00:00Z,L440,211874.75
2020-01-12T00:00:00Z,L359,50373.206
2019-07-07T00:00:00Z,L440,222726.694
2020-11-29T00:00:00Z,L339,28536.965
2021-06-20T00:00:00Z,LEXP,41140.731
2022-01-30T00:00:00Z,LIGM,29480.272
2023-01-29T00:00:00Z,L359,36837.858
2020-09-27T00:00:00Z,L339,25814.546
2020-04-19T00:00:00Z,LEXP,55951.421
2019-09-15T00:00:00Z,L440,260785.037
2021-01-03T00:00:00Z,L440,175024.75
2022-02-06T00:00:00Z,LEXP,84536.606
2020-03-15T00:00:00Z,LEXP,89032.4309999999
2022-02-27T00:00:00Z,LIGM,19813.343
2021-11-07T00:00:00Z,359V,12211.439
2020-10-04T00:00:00Z,359V,30657.65
2023-08-27T00:00:00Z,L110,56290.798
2023-09-17T00:00:00Z,L315,64047.54
2021-01-17T00:00:00Z,LIGM,22158.664
2019-07-07T00:00:00Z,L315,64574.4880000001
2021-04-11T00:00:00Z,LEXP,78188.165
2019-03-10T00:00:00Z,L107,75018.501
2021-04-18T00:00:00Z,203M,198821.1
2022-02-06T00:00:00Z,L359,42669.459
2019-04-28T00:00:00Z,L107,65366.274
2020-12-06T00:00:00Z,L440,175680.903
2022-07-17T00:00:00Z,L145/133,48643.125
2022-08-21T00:00:00Z,L440,206071.98
2022-03-27T00:00:00Z,LEXP,88965.748
2022-09-25T00:00:00Z,LEXP,92429.3
2023-03-05T00:00:00Z,L133/125,37530.082
2021-05-23T00:00:00Z,L359,25425.567
2019-03-31T00:00:00Z,L142,74199.2509999999
2019-02-24T00:00:00Z,L145,36327.297
2020-08-16T00:00:00Z,L339,21963.306
2019-10-06T00:00:00Z,L440,254570.37
2023-04-09T00:00:00Z,L107,48040.606
2023-10-15T00:00:00Z,L143/136/137,40813.521
2019-09-01T00:00:00Z,203M,236719.25
2019-02-17T00:00:00Z,L359,62127.47
2020-02-02T00:00:00Z,LIGM,5330.457
2019-12-29T00:00:00Z,L315,41342.759
2020-10-25T00:00:00Z,LEXP,45919.785
2022-05-15T00:00:00Z,LI41,83362.49
2021-04-25T00:00:00Z,203M,198618.91
2022-06-19T00:00:00Z,L145/133,47819.207
2023-09-17T00:00:00Z,L359,34585.457
2020-01-19T00:00:00Z,LEXP,96369.251
2019-12-22T00:00:00Z,LEXP,91203.5910000001
2021-03-21T00:00:00Z,359V,20599.933
2023-05-28T00:00:00Z,203M,227352.86
2023-08-06T00:00:00Z,L359,36892.13
2020-12-13T00:00:00Z,L440,194907.573
2020-01-26T00:00:00Z,LEXP,96157.962
2019-01-27T00:00:00Z,L359,63239.169
2023-04-09T00:00:00Z,L103,69641.143
2023-06-18T00:00:00Z,359V,44154.596
2019-01-06T00:00:00Z,L145,38446.87
2019-04-07T00:00:00Z,L130,19841.638
2022-04-24T00:00:00Z,359V,25183.717
2019-08-25T00:00:00Z,L440,259611.571
2020-03-29T00:00:00Z,LEXP,56099.061
2019-06-09T00:00:00Z,L146,44280.335
2021-12-12T00:00:00Z,LEXP,83084.7920000001
2023-01-29T00:00:00Z,LEXP,75326.2719999999
2019-05-26T00:00:00Z,L359,61648.894
2022-07-03T00:00:00Z,L145/133,54614.279
2021-03-28T00:00:00Z,LEXP,64948.825
2023-06-04T00:00:00Z,L107,46778.163
2020-10-18T00:00:00Z,L339,26616.665
2019-01-20T00:00:00Z,L359,61604.14
2022-11-06T00:00:00Z,L440,236986.48
2019-12-01T00:00:00Z,L146,42485.042
2020-04-26T00:00:00Z,LEXP,57635.1920000001
2020-01-12T00:00:00Z,LEXP,97873.302
2020-01-12T00:00:00Z,LIGM,14871.991
2019-10-20T00:00:00Z,L315,65275.788
2020-11-08T00:00:00Z,L339,12532.485
2023-06-25T00:00:00Z,203M,211772.92
2023-07-09T00:00:00Z,LIGM,22380.475
2020-09-20T00:00:00Z,L339,18668.573
2019-11-17T00:00:00Z,LEXP,101480.892
2023-02-05T00:00:00Z,LEXP,78240.3189999999
2020-04-12T00:00:00Z,LEXP,55435.777
2023-01-22T00:00:00Z,L359,36358.137
2019-09-29T00:00:00Z,LEXP,109468.966
2023-06-11T00:00:00Z,L107,37175.217
2023-11-12T00:00:00Z,LEXP,17106.453
2023-03-26T00:00:00Z,L359,39098.446
2023-02-26T00:00:00Z,359V,12341.238
2023-02-12T00:00:00Z,LEXP,67427.143
2019-09-15T00:00:00Z,LEXP,111401.118
2022-05-01T00:00:00Z,L145/133,54871.217
2021-04-25T00:00:00Z,L359,51489.195
2022-07-31T00:00:00Z,LIGM,24984.634
2021-02-28T00:00:00Z,359V,11133.148
2023-05-28T00:00:00Z,L101,23997.548
2022-11-27T00:00:00Z,L440,244479.51
2020-02-02T00:00:00Z,LEXP,95096.4210000001
2023-04-02T00:00:00Z,L359,38766.076
2020-09-13T00:00:00Z,L339,22437.561
2023-03-19T00:00:00Z,L359,36819.162
2020-11-01T00:00:00Z,L339,26856.665
2023-03-12T00:00:00Z,L359,43623.261
2022-12-18T00:00:00Z,LEXP,86488.641
2022-11-20T00:00:00Z,L138,22318.985
2019-01-20T00:00:00Z,L103,47779.358
2022-08-21T00:00:00Z,LEXP,89343.993
2020-08-23T00:00:00Z,L339,15005.018
2023-02-12T00:00:00Z,359V,30634.777
2019-05-05T00:00:00Z,L142,79635.152
2021-01-31T00:00:00Z,L440,175025.19
2023-05-21T00:00:00Z,359V,39272.929
2023-10-01T00:00:00Z,L359,27853.213
2022-03-20T00:00:00Z,L359,45609.953
2022-04-03T00:00:00Z,LEXP,95848.252
2020-02-23T00:00:00Z,LEXP,82259.3290000001
2023-06-04T00:00:00Z,L142,78316.076
2019-03-24T00:00:00Z,L130,19641.538
2022-04-24T00:00:00Z,LEXP,70904.46
2023-05-28T00:00:00Z,L103,59106.243
2022-07-24T00:00:00Z,359V,18783.641
