Fecha,Linea,LTS,KM,Consumo
2020-01-18,LI41,3957.68,7911.46,50.0246477894093
2020-06-04,LI41,6068.14,13168.17,46.0818777400352
2019-10-11,LI41,7555.84,14212.21,53.1644269258617
2020-01-08,LI41,6433.5,11435.75,56.2577880768642
2019-10-03,LI41,7993.7,15777.67,50.6646418641029
2023-10-15,L143/136/137,1575.18,3549.377,44.3790558174012
2023-09-25,L133/125,2428.97,6260.097,38.8008364726617
2023-09-21,L110,4199.28,9680.303,43.3796338812948
2023-08-21,L102/144,726.41,1608.646,45.1566099688807
2023-08-12,L102/144,1111.73,2222.308,50.0259189995266
2023-08-08,L102/144,1999.03,3954.289,50.5534623291318
2023-08-05,L102/144,976.16,2222.417,43.9233501183621
2023-07-25,L101,1304.44,2958.03,44.0982681041098
2023-07-24,L133/125,2299.2,5975.019,38.4802123641782
2023-05-16,L138,1746,4029.266,43.3329544388482
2023-02-24,L101,1568.87,3060.154,51.2676812996993
2023-02-06,L140,1799.59,3332.439,54.0021887872516
2023-02-05,L140,1074.43,2302.032,46.673113145256
2023-02-04,L140,1140.95,2322.331,49.1295168518183
2023-01-25,L101,1493.96,2920.44,51.155305364945
2023-01-14,L110,2674.13,5410.109,49.428394141412
2022-10-28,L138,1945.71,4202.672,46.2969748769354
2022-10-26,L138,1596.25,3536.38,45.137965942574
2022-08-28,L133/125,1287.92,2989.884,43.075918664403
2022-05-26,L140,1890.81,3743.339,50.5113215768062
2022-02-09,L143/136/137,2453,4697.064,52.2241127649102
2022-01-24,L143/136/137,2661.35,4954.997,53.7104260608029
2021-11-21,203I,9880.32,23085.906,42.7980604269982
2021-11-18,203I,12894.95,34346.67,37.543523142127
2021-11-07,L145/133,1559.91,4113.671,37.9201448049686
2021-10-19,203I,12847.09,34488.52,37.2503372136584
2021-10-10,203I,6673.99,19306.793,34.5680921735681
2021-08-12,L110,3521.05,7703.904,45.7047491765214
2021-08-09,L110,3636.4,7994.628,45.4855435424888
2021-08-06,L110,3503.12,7407.464,47.2917586909636
2021-08-04,L110,3380.98,7407.578,45.6421788606208
2021-08-03,L110,3461.45,7452.908,46.4442872500238
2021-08-02,L110,3476.96,7215.543,48.1870872365393
2021-07-30,L110,3604.04,6800.766,52.9946185473813
2021-07-29,L110,3311.08,6650.502,49.7869183409012
2021-07-28,L110,3797.57,7866.791,48.2734319495713
2021-07-26,L110,3058.37,6257.555,48.8748400932952
2021-06-29,L110,3085.3,5791.04,53.2771315687683
2021-06-24,L110,2944.8,5925.439,49.6975835883215
2021-06-23,L110,2855.62,5865.199,48.6875210883723
2021-06-22,L110,2836.68,5916.442,47.9457079102609
2021-06-18,L110,3073.63,5963.246,51.5429012990576
2021-06-17,L110,3043.27,5750.097,52.9255419517271
2021-06-15,L110,2834.03,5578.553,50.8022420867921
2021-06-10,L110,3049.2,6447.837,47.2902773441698
2021-06-09,L110,3273.13,6565.581,49.8528614603948
2021-03-06,L103,2426.99,5027.539,48.2739169203859
2021-03-04,L103,3728.42,7381.113,50.5129781917714
2021-01-30,L110,1756.64,4391.992,39.9964298659925
2021-01-15,L101,725.24,1909.103,37.9885213107936
2021-01-14,L101,919.04,1984.509,46.3106995231566
2021-01-13,L101,832.13,1906.495,43.6471115843472
2021-01-12,L101,838.56,1821.685,46.0321076366112
2021-01-09,L101,561.41,1567.121,35.82429180644
2020-12-31,L101,623.89,1454.276,42.9003847962835
2020-11-08,L101,530.95,1792.81,29.6155197706394
2020-11-04,L101,746.06,1924.605,38.7643178730181
2020-11-03,L101,716.73,2145.813,33.4013262106251
2020-11-02,L101,690.75,1956.214,35.3105539577981
2020-10-31,L101,589.8,1659.415,35.5426460529765
2020-10-29,L101,647.88,1614.834,40.1205325129394
2020-10-27,L101,1058.19,2626.054,40.2958202687378
2020-10-23,L101,844.03,1899.051,44.4448306022324
2020-10-22,L101,822.03,1932.457,42.5380745858769
2020-08-25,L101,682.76,2096.896,32.5605084849225
2020-08-24,L101,461.43,1229.943,37.5163727099549
2020-08-23,L101,472.26,1535.618,30.7537421416003
2020-08-22,L101,581.09,2001.008,29.0398639085901
2020-08-21,L101,834.69,2949.771,28.2967728681311
2020-08-08,L143,1858.19,4659.317,39.8811671324359
2020-08-04,L143,2806.81,6397.036,43.876726659034
2020-08-01,L143,1827.14,5106.426,35.7811902101391
2020-07-31,L101,2147.53,6239.164,34.4201562901697
2020-07-01,L101,723.91,1788.545,40.4747993480734
2020-06-26,L101,843.86,2486.329,33.9399974822318
2020-06-15,L101,488.23,1471.116,33.1877295876056
2020-06-14,L101,708.32,1657.882,42.7243917238983
2020-06-13,L101,626.74,1616.521,38.7709160598594
2020-06-12,L101,697.73,1779.907,39.2003627155801
2020-06-11,L101,734.9,1845.182,39.8280494823817
2020-06-10,L101,667.58,1877.432,35.5581453815638
2020-06-09,L101,697.94,1850.292,37.7205327591537
2020-06-08,L101,709.75,1869.796,37.958686402153
2020-06-05,L101,704.49,2156.133,32.6737729073299
2020-06-03,L101,863.17,3494.246,24.7026110926363
2020-05-10,L101,600.98,1755.365,34.2367541793302
2020-05-09,L101,611.35,1816.278,33.6594948570648
2020-05-08,L101,740.67,2129.815,34.7762599098983
2020-05-07,L101,723.53,2488.079,29.0798644255267
2020-05-05,L101,843.51,1983.74,42.5211973343281
2020-02-24,L101,693.05,1723.66,40.2080456702598
2020-01-19,L101,861.82,1880.282,45.8346141695767
2019-09-21,L101,1134.19,2758.549,41.1154559879125
2019-03-04,L101,669.33,1576.585,42.4544188863905
2019-02-14,L101,577.03,1411.605,40.8775826098661
2019-02-09,L101,1227.4,2528.148,48.5493729006372
2023-10-19,L103,4113.85,8699.07,47.2906873953193
2023-10-18,L103,4247.91,9327.254,45.5429861779255
2023-08-27,L143/136/137,1440.04,3726.089,38.6474933905229
2023-08-20,L143/136/137,1384.93,3538.946,39.1339681362756
2023-07-18,L126,743.72,1641.997,45.2936272112556
2023-07-16,L126,564.38,1208.885,46.6859957729644
2023-07-13,L126,817.38,1727.162,47.3250337837447
2023-07-09,L126,428.56,1258.942,34.0412822830599
2023-07-06,L126,877.83,1942.024,45.2018100703184
2023-06-29,L140,1970.38,4292.232,45.9057199144874
2023-06-26,L122,4322.75,9099.7,47.5043133290108
2023-06-02,L122,3777.44,8803.249,42.9096121216156
2023-05-19,L103,3742.71,8688.969,43.074270376612
2023-05-17,L102/144,1885.93,3873.097,48.6930743020379
2023-05-16,L102/144,1893.78,4236.478,44.7017546178689
2023-05-15,L102/144,2210.2,4745.763,46.5720686009816
2023-04-27,L140,1839.79,4545.926,40.4711823289688
2023-04-22,L140,1325.28,2859.515,46.3463209670171
2023-04-17,L138,2045.89,4425.481,46.2297770570024
2023-04-14,L138,1757.18,3992.754,44.0092227069336
2023-01-14,L145/133,2563.32,5053.687,50.721779959859
2023-01-09,L145/133,3633.35,7653.583,47.4725367190765
2023-01-04,L145/133,3859.77,8033.331,48.0469434161246
2023-01-03,L145/133,3660.66,7318.285,50.0207357324838
2022-12-30,L145/133,3640.95,7394.144,49.2409939541345
2022-12-15,L126,836.76,1490.653,56.1337883464495
2022-12-08,L130/146,1189.61,2623.043,45.3522874005497
2022-12-04,L130/146,1376.31,2400.587,57.3322274926924
2022-11-19,L143/136/137,2213.93,5419.235,40.8531831522346
2022-10-01,L128,1240.05,2632.901,47.0982387867983
2022-09-26,L128,2085.47,4425.028,47.1289673195288
2022-09-13,L128,2085.48,4139.073,50.3851949458248
2022-09-12,L128,2046.74,4067.624,50.3178268197847
2022-09-09,L128,2141.51,4210.864,50.8567837859404
2022-09-08,L128,2081.13,4223.921,49.2700976178295
2022-09-03,L128,1410.02,2569.12,54.8833841938096
2022-09-01,L128,1850.81,4432.286,41.7574587921447
2022-08-12,L122,3951.24,9195.928,42.9672785606847
2022-08-11,L122,4489.94,9664.106,46.4599622562087
2022-07-16,L128,1287.98,2442.304,52.7362687036503
2022-07-10,L128,736.73,1889.349,38.9938544969722
2022-06-11,L130/146,1813.19,3735.672,48.5371842067505
2022-05-27,L126,937.31,1677.693,55.8689819889575
2022-05-14,L145/133,2833.45,5706.576,49.6523659721697
2022-04-10,L143/136/137,1536.59,3700.956,41.5187319168345
2022-02-14,L128,1650.47,2762.559,59.7442443763192
2022-02-13,L128,790.81,2186.166,36.1733738426085
2022-02-11,L128,1604.58,2974.419,53.9459975208604
2022-02-09,L128,1368.99,3006.652,45.5320402893318
2022-02-08,L128,1570.58,3070.319,51.1536423413984
2022-02-06,L128,858.81,1853.965,46.3228809605359
2022-02-04,L128,1533.74,2943.192,52.1114490661839
2022-02-01,L128,1642.95,2907.971,56.4981562745983
2022-01-27,L128,1350.15,3171.191,42.5754866231646
2022-01-21,L128,1365.19,2703.207,50.5026067186124
2022-01-20,L128,1457.75,2776.757,52.4982920723708
2022-01-19,L128,1421,3124.425,45.4803683877834
2022-01-18,L128,1321.24,2988.095,44.216800336
2022-01-17,L128,1629.22,3361.981,48.4601191975802
2022-01-02,L133/125,1235.85,3348.813,36.9041209527077
2021-12-31,L133/125,1493.96,3265.403,45.7511676200457
2021-12-18,L128,1373.39,2781.804,49.3704804508154
2021-12-05,L143/136/137,1492.99,3756.82,39.740791414015
2021-07-09,L128,913.53,1545.314,59.1161407972749
2021-05-01,L143/136/137,1818.71,4471.48,40.6735577482176
2021-02-18,L103,3791.33,7741.721,48.9727025812478
2021-02-17,L103,3598.48,7700.421,46.7309514635628
2021-02-01,L143/136/137,2687.26,6797.958,39.5304001584005
2021-01-30,L143/136/137,1913.28,5371.548,35.6187825185589
2021-01-27,L143/136/137,3091.86,6260.319,49.3882180764271
2021-01-01,L145,1707.73,4150.584,41.1443305327636
2020-12-26,L145,1122.47,2783.013,40.3329053798886
2020-12-24,L145,1356.12,2921.268,46.4223070255793
2020-12-17,L145,2519.26,4972.33,50.6655833381936
2020-12-07,L145,934.49,2920.479,31.9978332321513
2020-12-03,L145,1557.07,7450.883,20.8977915771862
2020-11-30,L145,1753.62,5756.18,30.4649958826861
2020-11-29,L145,924.37,2601.232,35.535853780055
2020-11-27,L145,1652.55,4355.179,37.9444794347144
2020-11-23,L145,844.05,2409.328,35.0325900001992
2020-11-22,L145,1065.57,3955.457,26.9392386265355
2020-11-10,L145,1744.9,4523.393,38.5750254289203
2020-11-09,L145,1808.36,4528.835,39.9299157509602
2020-11-08,L145,651.41,2314.444,28.1454206712282
2020-11-01,L145,721.29,2886.22,24.9908184407287
2020-10-25,L145,1520.73,5664.837,26.8450795671614
2020-10-22,L145,1289,2867.972,44.9446507845962
2020-10-20,L145,1582.71,5189.458,30.4985607360152
2020-10-19,L145,1584.23,3956.847,40.0376865721621
2020-10-16,L145,1842.15,4506.718,40.8756438721038
2020-10-15,L145,1396.82,4308.164,32.4226282936304
2020-10-14,L145,1802.52,4527.972,39.8085500528714
2020-10-13,L145,1866.09,4768.484,39.13382114735
2020-10-12,L145,849.2,2930.019,28.9827472108543
2020-10-09,L145,1873.01,4893.246,38.2774542706416
2020-10-08,L145,1456.92,4397.031,33.1341762202723
2020-10-07,L145,1142.18,3404.466,33.5494612077195
2020-09-21,L103,2404.96,7482.637,32.140540828053
2020-01-03,L103,3696.92,7939.525,46.5634908889386
2019-12-22,L143,1981.58,5040.11,39.316205400279
2019-12-20,L143,4043.12,8378.325,48.2569009915467
2019-12-19,L143,5020.01,8555.972,58.6725856512855
2019-12-16,L103,3913.83,8909.193,43.9302414932531
2019-07-14,L130,453.39,1355.909,33.4380847092246
2019-04-02,L130,417.39,825.042,50.5901517740915
2023-11-09,L101,2058.65,4350.165,47.3234923273025
2023-11-06,L140,2058.5,4820.422,42.7037300883616
2023-11-03,L140,1763.02,4158.637,42.3941786695978
2023-10-26,L101,1762.97,3898.294,45.2241416373419
2023-10-22,L138,1177.16,2636.379,44.6506363462917
2023-09-05,L103,4208.1,9196.29,45.7586700723879
2023-06-25,L143/136/137,1433.56,3280.336,43.7016208095756
2023-04-11,L101,2068.4,4746.612,43.5763445590244
2023-04-05,L110,4085.2,9153.408,44.6303715512299
2023-04-04,L110,4348.01,9867.967,44.0618619823111
2023-04-03,L110,4493.96,9944.374,45.1909793416861
2023-03-29,L110,4533.47,10496.971,43.1883635765022
2023-03-28,L110,4591.06,9485.812,48.3992303452778
2023-02-12,L133/125,1464.47,2716.969,53.9008726268132
2023-02-11,L133/125,1479.98,3540.667,41.7994688571391
2023-02-02,L103,3969.2,7675.321,51.713798028773
2023-01-28,L103,2668.87,5457.411,48.9035918313647
2023-01-27,L103,3330.4,6974.935,47.7481152154106
2023-01-26,L133/125,2539.18,5569.466,45.5910853931059
2023-01-25,L133/125,2247.13,5411.14,41.5278481059444
2022-11-20,L143/136/137,897.09,2368.37,37.8779498135849
2022-09-25,L140,844.16,1986.887,42.4865631513015
2022-07-10,L102/144,902.83,2111.654,42.7546368865354
2022-06-17,L130/146,1059.33,2345.439,45.1655319110836
2022-06-12,L130/146,996.78,2449.18,40.6985195044872
2022-04-02,L110,1570.55,3637.02,43.1823305893286
2022-03-25,L103,3458.81,7475.688,46.2674472235867
2022-01-27,L103,2963.62,6131.857,48.3315250176252
2022-01-26,L103,3273.93,6163.475,53.1182490397057
2022-01-25,L103,3145.51,6483.44,48.5160655454512
2022-01-24,L103,3190.18,5550.024,57.4804721565168
2022-01-22,L103,2707.59,5509.089,49.1476902987046
2022-01-21,L103,3031.42,5533.479,54.7832566094495
2022-01-20,L103,2889.15,5398.993,53.5127569159656
2022-01-19,L103,2857.36,5593.999,51.0790223594963
2022-01-18,L103,2691.83,5671.302,47.464056754516
2022-01-17,L103,2950.26,5702.105,51.7398399363042
2021-12-08,L130/146,1183.3,2302.144,51.3999124294571
2021-12-05,L130/146,1229.27,3037.886,40.4646520639682
2020-12-25,L101,702.17,1999.604,35.1154528596662
2020-11-27,L101,1426.62,3407.068,41.8723665039853
2020-11-26,L101,839.43,2122.515,39.5488371106918
2020-11-25,L101,652.18,1879.553,34.6986756957638
2020-11-24,L101,911.61,1868.06,48.7998244167746
2020-11-01,L101,566.39,2042.743,27.7269338335757
2020-10-29,L129,473.7,1215.485,38.972097557765
2020-10-28,L101,597.1,1515.794,39.3918962603098
2020-10-24,L101,479.31,2114.874,22.6637615290556
2020-10-21,L101,734.07,2369.392,30.981365683686
2020-10-17,L101,703.87,1590.074,44.2664932575465
2020-10-16,L101,800.85,1992.966,40.1838265178633
2020-10-15,L101,764.43,1842.468,41.4894587043032
2020-10-14,L101,795.12,1952.446,40.7243017220451
2020-10-12,L101,430.88,1490.223,28.9137934389685
2020-10-10,L101,598.22,1957.008,30.5680916991653
2020-10-07,L101,815.11,2170.472,37.5545042737248
2020-10-06,L101,724.75,1841.516,39.3561609022132
2020-10-05,L101,767.31,2500.262,30.6891837735405
2020-10-04,L101,588.28,2313.885,25.4239082754761
2020-09-28,L101,186.84,534.599,34.9495603246546
2020-09-15,L101,671.64,2678.99,25.0706422942975
2020-09-14,L101,1003.88,3221.261,31.1641931529299
2020-08-26,L101,760.51,1787.169,42.5538938958767
2020-08-11,L101,779.74,1986.23,39.2572864169809
2020-08-09,L101,543.23,1813.198,29.9597727330385
2020-08-08,L101,667.76,1739.796,38.3815113955889
2020-08-02,L101,554.63,1854.905,29.9007226785199
2020-08-01,L101,641.81,1821.823,35.2289986458619
2020-06-18,L101,591.24,1689.562,34.9936847538001
2020-05-04,L101,651.5,1828.097,35.6381526800821
2020-05-02,L101,676.15,1857.406,36.4029189094899
2020-04-29,L101,787.32,2049.113,38.4224784089506
2020-04-14,L101,674.16,1951.087,34.5530465837761
2020-04-04,L101,566.9,1903.571,29.7808697442859
2020-04-03,L101,678.66,2245.055,30.229103518622
2020-04-02,L101,541.05,1628.85,33.2166866193941
2020-04-01,L101,643.7,1865.888,34.4983192989075
2020-03-30,L101,663.74,2521.628,26.3218841161345
2020-03-28,L101,789.13,2420.956,32.5958009976224
2020-03-26,L101,451.86,1318.099,34.281188287071
2020-03-25,L101,678.64,2012.987,33.7130840884715
2020-03-24,L101,503.5,1510.005,33.3442604494687
2020-03-21,L101,312.43,922.384,33.8720099221149
2020-03-01,L101,718.71,1599.485,44.9338380791317
2019-12-16,L133,3403.46,8169.875,41.6586545081779
2019-11-09,L110,2717.42,7434.826,36.5498802527457
2019-11-03,L110,2023.45,4679.072,43.2446861257959
2019-11-02,L110,2755.02,6628.213,41.565049282514
2019-10-18,L133,2411.32,4956.138,48.6532053788656
2019-10-12,L110,1832.88,3867.913,47.3867948943009
2019-10-09,L133,3776.28,10766.826,35.0732890082927
2019-09-30,L103,4287.29,9097.997,47.1234492603152
2019-09-27,L103,4228.38,9463.388,44.6814608045237
2019-09-26,L103,4070.78,8174.079,49.8010846237234
2019-09-25,L103,3784.6,8360.484,45.2677141658306
2019-09-24,L143,3978.93,10080.217,39.4726621460629
2019-09-16,L133,3391.34,8688.617,39.0319886352454
2019-09-13,L133,1774.2,4012.497,44.2168554892377
2019-09-12,L133,1852.05,4073.753,45.4629919879777
2019-09-11,L103,2167.44,5088.903,42.5914976174629
2019-09-10,L103,3832.26,9448.723,40.5584966349421
2019-09-06,L103,3969.39,8425.724,47.1103729483662
2019-09-05,L103,3933.54,8615.486,45.6566234336635
2019-08-17,L110,1819.12,3656.332,49.7525935828584
2019-08-10,L110,3357.19,7774.925,43.179709129027
2019-07-21,L110,1836.04,4524.075,40.5837657421683
2019-07-19,L110,3988.29,9198.947,43.3559406310309
2019-07-16,L110,4218.84,10972.118,38.45055257335
2019-07-12,L110,4085.46,9530.451,42.8674361790434
2019-06-23,L110,1860.62,5251.309,35.4315466867404
2019-06-22,L110,2931.52,7512.248,39.023205836655
2019-05-26,L110,2142.59,4847.898,44.1962681558069
2019-05-05,L110,1824.1,4472.177,40.7877416300831
2019-04-26,L110,4504.92,9846.684,45.7506303644963
2019-04-21,L110,1968.61,5815.515,33.8510002983399
2019-04-14,L110,2305.74,5311.558,43.4098620404785
2019-04-07,L110,1962.07,4209.179,46.6140784224192
2019-04-06,L110,2906.67,6527.389,44.5303627530089
2019-03-10,L110,1339.82,4695.212,28.5358786781087
2019-03-09,L110,2384.41,6623.788,35.9976798774357
2019-02-19,L110,4109.31,7970.231,51.5582296171843
2019-02-03,L110,4167.3,6904.198,60.358929451328
2019-01-26,L110,1623.46,4937.769,32.8784112825043
2019-01-25,L110,3165.49,5824.162,54.3509950444373
2019-01-21,L110,4106.79,8819.653,46.5640768406648
2019-01-18,L110,3174.54,5851.737,54.2495330873551
2019-01-17,L110,3126.45,6973.957,44.8303595792174
2019-01-16,L110,3913.8,8112.911,48.2416237525594
2019-01-11,L110,3442.23,6817.872,50.4883341899056
2019-01-09,L110,3390.78,7410.026,45.759353610905
2019-01-08,L110,3831.25,8302.888,46.1435828111857
2019-01-06,L110,3938.65,8767.168,44.924997445013
2019-01-03,L110,3877.25,6800.657,57.0128739032126
2023-10-29,L102/144,802.05,1585.44,50.5884801695428
2023-10-27,L102/144,1943.74,4126.497,47.1038752724163
2023-10-25,L133/125,2724.7,6509.801,41.8553501097806
2023-10-24,L103,4135.65,9628.701,42.9512766052243
2023-09-01,L103,3812.06,9050.163,42.1214512931977
2023-08-31,L133/125,2583.1,6014.846,42.9454054185261
2023-08-10,L110,4517.43,9941.083,45.4420308129406
2023-08-09,L101,1787.49,4051.17,44.1228089662986
2023-05-07,L138,966.83,2323.539,41.6102333552396
2023-05-06,L138,949.44,2211.982,42.9225915943258
2023-05-04,L138,1626.5,3747.444,43.4029167613979
2023-04-20,L103,4073.08,8967.08,45.4225901854338
2023-03-31,L101,2085.35,4373.251,47.6842056401519
2023-03-20,L138,1984.72,4543.135,43.6861330336871
2023-03-16,L138,1918.22,3668.713,52.2859106177016
2023-02-27,L101,1572.47,3154.672,49.8457525853718
2023-02-23,L101,1534.05,3179.595,48.2467106659811
2023-02-06,L101,1644.58,3381.605,48.6331194802468
2023-02-03,L101,1416.62,3032.712,46.7113263639937
2023-02-01,L133/125,2386.93,5282.729,45.18365413028
2023-01-30,L133/125,2265.31,5524.825,41.0023846909178
2023-01-27,L133/125,2043.42,5280.056,38.7007259013919
2022-12-22,L138,1741.25,3156.365,55.1663068117914
2022-12-21,L138,1759.41,3363.839,52.3036328433079
2022-11-11,L103,4687.92,8678.08,54.0202441092961
2022-10-10,L143/136/137,1357.12,3200.22,42.4070845129397
2022-08-10,L122,4086.18,8799.323,46.4374361527586
2022-06-08,L138,1680.62,3437.463,48.8912898844293
2022-05-29,L130/146,1062.31,2595.917,40.9223407373965
2022-05-25,L130/146,937.46,2196.673,42.6763564718099
2022-04-02,L130/146,1189.7,2984.834,39.8581629665167
2022-01-09,L133/125,1262.12,2817.243,44.7998273489365
2021-11-28,L130/146,941.83,4772.018,19.7365139863261
2021-11-23,203I,14264.15,36686.319,38.8813879092094
2021-10-30,203I,11160,27396.27,40.7354723836493
2021-10-22,203I,11614.15,30347.793,38.2701635008516
2021-10-20,203I,12282.82,30351.85,40.4681098516235
2021-10-14,203I,12897.38,32723.08,39.4137104453493
2021-10-09,L110,2220.51,5609.095,39.5876696686364
2021-02-10,L103,3219.73,6983.29,46.1062049549711
2021-01-24,L110,1587.69,3307.087,48.0087158275546
2021-01-23,L110,2036.79,4118.194,49.4583305206117
2020-12-31,L110,1772.81,3674.713,48.2434954784224
2020-12-26,L110,1597.19,4126.059,38.7098197093159
2020-12-25,L110,1510.15,3609.343,41.8400246249802
2020-04-30,L129,726.72,1441.437,50.4163553453949
2020-04-28,L129,709.77,1810.59,39.2010339171209
2020-04-24,L129,692.77,1779.733,38.9255017466103
2020-02-25,L101,649.94,1666.001,39.0119813853653
2019-11-10,L101,809.6,2051.87,39.4566907260207
2019-09-06,L145,3046.42,6031.909,50.5050722747973
2019-08-25,L110,1963.62,6682.752,29.3834037234959
2019-06-01,L110,3095.24,7303.877,42.3780411417115
2019-05-19,L110,1907.89,4889.307,39.0216854863072
2019-05-12,L110,2283.36,6516.867,35.0376952606214
2023-11-13,L101,1889.05,3554.261,53.1488824259108
2023-11-10,L101,1641.2,3496.582,46.9372661645001
2023-11-08,L101,1883.3,3985.712,47.2512815777959
2023-11-07,L101,1894.99,3823.663,49.5595453888065
2023-11-06,L101,1895.78,4184.064,45.3095363742046
2023-11-03,L101,1921.17,3974.359,48.339115817167
2023-10-31,L101,1572.71,4069.838,38.6430614682943
2023-10-30,L101,1876.05,4183.318,44.8459811087754
2023-10-29,L101,656.57,1374,47.7852983988355
2023-10-27,L101,1777.69,4013.432,44.2935123854098
2023-10-15,L102/144,785.53,1688.566,46.5205387293123
2023-09-28,L110,4506.85,10062.945,44.7865908041831
2023-09-22,L110,4707.33,9615.896,48.9536284502245
2023-09-13,L110,4170.05,8751.741,47.6482336485963
2023-09-11,L110,4187.68,9921.709,42.2072447397923
2023-09-08,L110,4355.13,10162.361,42.8554939152428
2023-08-10,L122,4121.1,9252.925,44.5383486843349
2023-08-02,L110,4474.81,10140.388,44.1285875846171
2023-07-28,L110,3721.3,8286.23,44.9094461534377
2023-07-21,L110,3861.11,7855.485,49.151771023686
2023-07-17,L110,3715.97,7948.738,46.7491820714181
2023-07-16,L110,2110.42,3946.387,53.4772692085191
2023-06-16,L133/125,2843.54,6695.935,42.4666607426745
2023-06-15,L102/144,1897.67,3789.209,50.0809007895843
2023-06-14,L138,1869.76,3979.624,46.9833330988053
2023-04-10,L110,3696.71,8024.629,46.0670518225827
2023-04-02,L110,1856.77,4028.414,46.0918366384389
2023-03-31,L110,4158.13,9887.571,42.0541101550624
2023-03-30,L110,4345.01,9595.065,45.2837995365326
2023-03-26,L110,1543.34,3500.219,44.0926696301003
2023-03-05,L102/144,1483.66,1844.926,80.4184016052677
2023-02-27,L103,4316.76,7350.634,58.7263629232526
2023-02-25,L133/125,1816.79,3532.993,51.4235380596565
2023-02-14,L133/125,2490.48,5108.722,48.7495698532823
2023-02-09,L133/125,2409.73,5173.723,46.5763242446494
2023-02-08,L133/125,2585.16,5944.096,43.4912222144461
2023-02-07,L133/125,2339.91,5409.868,43.2526264966169
2023-02-03,L133/125,2243.77,5110.384,43.9060939451908
2023-01-15,L101,671.3,1363.381,49.2378872816916
2022-12-26,L101,1284.87,3037.464,42.3007482557818
2022-12-23,L101,1719.04,4191.061,41.016821277476
2022-12-22,L101,1972.11,3679.658,53.5949264850157
2022-12-21,L101,2008.02,3652.687,54.9737768388039
2022-12-20,L101,1434.07,2708.233,52.9522385998546
2022-12-19,L101,1955.5,3982.359,49.1040611858449
2022-12-16,L101,2013.53,3854.719,52.2354547763404
2022-10-15,L110,2618.27,5675.04,46.1365911077279
2022-10-01,L110,2608.42,5976.885,43.6417966884088
2022-09-04,L110,1537.69,3615.323,42.5325759275174
2022-08-06,L110,2315.66,4863.227,47.6157086642264
2022-07-09,L110,1784.31,3280.59,54.3899115707845
2022-04-12,L101,1797.43,3856.57,46.6069590335454
2022-04-11,L101,1673.34,3636.299,46.0176679640481
2022-03-05,L103,2661.29,6117.944,43.4997443585623
2022-02-12,L103,2257.45,6014.128,37.5357824110162
2021-08-16,L143/136/137,1403.69,3745.219,37.4795172191533
2021-05-13,L103,3174.23,7179.009,44.2154341915437
2020-12-20,L143,1614.34,5004.884,32.2552930297685
2020-11-08,L143,1489.55,4160.04,35.8061460947491
2020-10-29,L143,1711.97,4376.898,39.1137741843653
2020-10-18,L101,423.13,1066.279,39.6828597393365
2020-08-07,L101,566.15,1617.735,34.9964611014783
2020-08-05,L101,606.54,1645.998,36.8493764876993
2020-08-04,L101,669.19,1767.6,37.8586784340349
2020-08-03,L101,838.29,2208.219,37.9622673294632
2020-06-17,L101,603.58,1580.258,38.1950289130003
2020-06-06,L101,554.27,1540.423,35.9816751632506
2020-06-04,L101,797.53,2223.372,35.8702907115858
2020-05-03,L101,709.5,2203.664,32.1963783952545
2020-04-30,L101,943.26,2200.152,42.8724924459765
2020-04-27,L101,698.26,2161.362,32.3064808208898
2020-04-13,L101,704.81,1841.996,38.2633838509964
2020-04-12,L101,627.44,2139.732,29.3232984317662
2020-01-05,L110,2198.88,5073.348,43.3417932300327
2019-12-18,L110,4408.43,9072.935,48.5887973406621
2019-12-17,L110,3838.02,8060.481,47.6152725873307
2019-11-17,L110,1859.58,4278.161,43.4668073501675
2019-09-14,L110,3046.73,7059.166,43.159914358155
2019-07-18,L110,4096.61,9306.187,44.0202845698244
2019-07-13,L110,3184.96,7220.436,44.1103556627328
2023-11-06,L138,1716.77,3753.33,45.7399162876699
2023-11-02,L138,1619.93,4110.69,39.4077393332993
2023-11-01,L138,1652.4,3603.484,45.8556219480925
2023-10-28,L122,2592.06,5411.002,47.9035121406349
2023-10-13,L102/144,797.08,1612.41,49.4340769407285
2023-09-27,L128,2156.84,4371.43,49.3394610001761
2023-09-26,L128,2119.64,4475.942,47.356288352262
2023-09-25,L128,2108.47,4379.579,48.1432119388644
2023-09-22,L140,1906.73,4635.482,41.1333708123557
2023-09-21,L140,1917.38,4692.414,40.8612709790739
2023-09-20,L140,1958.89,4224.726,46.3672673683453
2023-06-26,L102/144,1905.91,3821.013,49.8797046751738
2023-06-12,L128,2536.6,4603.537,55.101110298451
2023-06-11,L130,515.92,1173.673,43.957729282347
2023-06-08,L122,4668.21,9949.612,46.9185130033212
2023-06-07,L128,2399.74,4335.595,55.3497270847485
2023-06-06,L128,1937.72,4426.959,43.7709045870992
2023-06-05,L128,2434.45,4435.99,54.8795195660946
2023-06-01,L128,2163.59,4354.568,49.685525636527
2023-05-30,L128,1985.51,4424.426,44.8761037024916
2023-05-29,L128,2237.21,4255.679,52.5699894188448
2023-05-23,L128,2263.29,4415.296,51.2602099610083
2023-05-19,L128,1834.18,3877.514,47.3029884611635
2023-05-13,L128,1142.01,2825.347,40.4201678590276
2023-05-03,L126,912.02,2004.712,45.4938165681654
