Fecha,Linea,LTS,KM,Consumo
2019-09-21,L142,4447.98,9519.227,46.7262730471708
2019-09-20,L142,5907.6,12042.554,49.0560391093119
2019-09-15,L142,3245.59,8084.835,40.1441711550081
2019-09-14,L142,3904.47,7905.741,49.3877803484835
2019-09-13,L142,6065.65,12901.793,47.0140080529892
2019-09-12,L142,6560.88,19735.85,33.2434630380754
2019-08-17,L142,2720.32,5645.32,48.1871709663934
2019-07-28,L142,3311.67,9720.289,34.0696660356498
2019-06-20,L142,2779.95,5641.492,49.2768579659423
2019-05-19,L142,3317.47,7958.649,41.6838335250116
2019-05-11,L142,4363.93,10589.05,41.2117234312804
2019-05-04,L142,4179.5,9922.862,42.1199045194824
2019-02-14,L142,1020.57,3154.683,32.350952536277
2019-02-04,L142,4863.76,11195.098,43.4454437111672
2019-01-27,L145,2971.47,5772.005,51.4807246355469
2019-01-26,L145,1131.28,2623.084,43.1278601828992
2019-01-24,L145,3049.36,7136.464,42.7292844187261
2023-11-05,L339,2673.4,7191.446,37.1747211895911
2023-11-04,L339,2609.78,7233.478,36.0791862503764
2023-11-03,L339,3622.5,11891.213,30.4636709476149
2023-11-02,L339,3499.11,10108.845,34.6143402139414
2023-11-01,L339,3895.47,11646.808,33.4466748314216
2023-10-31,L339,3787.97,11005.227,34.4197352767008
2023-10-30,L339,3624.42,10307.172,35.1640585797928
2023-10-27,L339,4423.41,12097.081,36.5659285905418
2023-10-24,L339,3222.18,9296.505,34.660122271757
2023-10-23,L339,4057.71,12533.11,32.3759226560686
2023-10-22,L339,2686,9184.28,29.2456240445631
2023-10-21,L339,2772.72,7903.103,35.0839410798518
2023-10-20,L339,4209.66,10488.801,40.1348066380514
2023-10-19,L339,3511.4,10721.364,32.7514297621086
2023-10-18,L339,3936.2,11745.019,33.5137814591871
2023-10-17,L339,3608.62,10029.217,35.9810740958143
2023-10-16,L339,2137.49,5398.592,39.5934717793084
2023-10-13,L339,2551.34,7079.147,36.0402178398047
2023-10-12,L339,3528.13,9742.158,36.2150767827826
2023-10-11,L339,3865.52,11384.696,33.9536514633329
2023-10-10,L339,4407.84,12379.178,35.6068876301803
2023-10-08,L339,2783.86,7179.306,38.7761714015254
2023-10-06,L339,4103.22,11369.4,36.0900311362077
2023-10-04,L339,3354.63,9577.042,35.0278300961821
2023-10-03,L339,3657.52,10838.537,33.7455138087364
2023-10-02,L339,3814.49,11718.138,32.5520146630804
2023-10-01,L339,2723.41,9224.901,29.5223764460995
2023-09-30,L339,2398.9,7245.775,33.1075695836539
2023-09-29,L339,3722.66,11362.534,32.7625862329653
2023-09-28,L339,3954.31,11430.816,34.5934183526355
2023-09-27,L339,3446.37,10154.023,33.9409315893809
2023-09-26,L339,4038.83,11412.773,35.3886824875953
2023-09-25,L339,3800.99,12466.027,30.4907890862101
2023-09-21,L339,3063.32,9393.573,32.6108074105561
2023-09-18,L339,3826.95,12485.649,30.6507895584763
2023-09-15,L339,3889.29,10604.802,36.6748007176372
2023-09-14,L339,4120.08,12053.838,34.1806485204132
2023-09-13,L339,3784.82,12441.098,30.4219129211907
2023-09-09,L339,2744.83,8236.942,33.3234105569761
2023-09-06,L339,3692.77,10242.746,36.0525390359187
2023-09-04,L339,3352.12,10695.438,31.3415869457614
2023-08-31,L339,4023.31,12125.24,33.181281360204
2023-08-29,L339,3507.82,10600.786,33.0901878407884
2023-08-28,L339,3739.88,10761.57,34.7521783531585
2023-08-27,L339,2005.94,6483.37,30.9397736053935
2023-08-26,L339,2484.03,8538.165,29.0932536440793
2023-08-25,L339,3885.68,11712.784,33.1746918580587
2023-08-24,L339,3403.23,10394.08,32.7420031402491
2023-08-23,L339,3844.27,11078.921,34.698956694429
2023-08-14,L339,4153.25,11661.282,35.6157238972525
2023-08-13,L339,2255.47,6722.494,33.5510898187488
2023-08-11,L339,3724.63,11099.169,33.5577375207099
2023-08-10,L339,3268.2,9563.86,34.1723948280297
2023-08-08,L339,3347.25,8946.763,37.4129727142655
2023-08-07,L339,3476.23,10069.34,34.5229180859917
2023-08-04,L339,3448.38,10117.45,34.0834894167997
2023-08-03,L339,3201.55,8732.147,36.6639498854062
2023-08-02,L339,4032.18,12101.003,33.3210395865533
2023-08-01,L339,3618.79,9800.386,36.9249741795884
2023-07-06,L339,3777.04,11412.792,33.094793982051
2023-07-05,L339,3553.35,9507.362,37.3747207690209
2023-07-04,L339,3691.69,10748.121,34.3473059151455
2023-07-03,L339,3621.93,10298.611,35.169111640395
2023-07-02,L339,2057.67,6350.838,32.3999761921183
2023-07-01,L339,2628.04,7945.914,33.0741057605204
2023-06-30,L339,3034.37,8484.788,35.7624727924846
2023-06-29,L339,3661.46,11087.507,33.0232936944256
2023-06-28,L339,4173.16,11729.329,35.5788468377006
2023-06-27,L339,3705.47,11181.672,33.1387828224616
2023-06-26,L339,3165.2,8766.868,36.1041138066639
2023-06-25,L339,1763.22,5382.972,32.7555112677532
2023-06-24,L339,2712.42,8295.643,32.6969229509997
2023-06-23,L339,3245.41,8945.667,36.2791282081034
2023-06-21,L339,3862.02,11306.377,34.1578916040037
2023-06-20,L339,1661.26,4936.013,33.6559081185564
2023-06-19,L339,1780.42,5362.109,33.2037263696057
2023-06-18,L339,1853.58,5362.512,34.5655170561856
2023-06-17,L339,2105.15,5802.21,36.2818650135035
2023-06-16,L339,3552.39,9804.086,36.2337702872047
2023-06-15,L339,3731.69,10358.444,36.0255845376004
2023-06-14,L339,3831.57,11086.144,34.5617917284856
2023-06-12,L339,3831.05,11725.661,32.6723585135201
2023-06-11,L339,2106.91,5621.002,37.4828188995485
2023-06-10,L339,2564.73,7667.332,33.4500971133114
2023-06-09,L339,4193.62,11066.046,37.8962820143708
2023-06-08,L339,3364.48,9164.908,36.7104612506749
2023-06-07,L339,3184.8,8896.62,35.7978648070841
2023-06-06,L339,3635.32,10549.828,34.4585712677022
2023-06-05,L339,3331.51,9606.635,34.6792607401031
2023-06-04,L339,1788.28,5186.441,34.4799063558228
2023-06-03,L339,2233.02,6296.107,35.4666780599504
2023-06-02,L339,3084.67,8064.77,38.2487039308003
2023-06-01,L339,3693.06,10722.111,34.4434039155163
2023-05-31,L339,3168.22,8768.238,36.1329151877492
2023-05-30,L339,3430.4,10019.095,34.2386213525274
2023-05-29,L339,4026.21,10694.227,37.6484434078311
2023-05-06,L339,2410.86,7497.125,32.1571268986445
2023-05-05,L339,3991.32,12052.819,33.115240509295
2023-05-04,L339,3789.63,10873.863,34.8508161267068
2023-05-03,L339,4178.63,11785.465,35.4557923679719
2023-04-29,L339,2965.32,9066.183,32.707480093883
2023-04-28,L339,3358.94,9852.466,34.0923784969164
2023-04-27,L339,3968.38,11852.28,33.4819967128687
2023-04-26,L339,4255.89,12551.223,33.9081697456893
2023-04-25,L339,3772.96,12235.634,30.8358357237557
2023-04-24,L339,3569.46,9379.219,38.0571132841658
2023-04-21,L339,3717.82,11547.77,32.1951337790759
2023-04-20,L339,3938.72,12200.634,32.28291251094
2023-04-19,L339,3544.53,9673.137,36.6430249049507
2023-04-18,L339,3303.22,9522.01,34.6903647444185
2023-04-17,L339,3139.91,8995.817,34.9041115442878
2023-04-16,L339,1856.07,5879.516,31.568414815097
2023-04-15,L339,2449.61,7233.262,33.8659100140435
2023-04-14,L339,3471.99,9981.878,34.7829336323285
2023-04-13,L339,3820.1,11198.78,34.111751458641
2023-04-10,L339,4391.26,12279.622,35.7605470266104
2023-04-09,L339,2406.61,7025.312,34.256272176951
2023-04-08,L339,3248.03,9270.978,35.0343836432359
2023-04-07,L339,2157.77,6714.057,32.1380947465891
2023-04-06,L339,2504.13,7412.179,33.7839925344491
2023-04-05,L339,3619.59,10272.029,35.2373421064134
2023-04-04,L339,3733.93,10251.326,36.4238733603829
2023-04-03,L339,3537.43,9784.212,36.1544700789394
2023-04-02,L339,2113.45,6447.228,32.7807547677855
2023-04-01,L339,2647.15,8861.885,29.8711842909268
2023-03-31,L339,3779.56,11545.286,32.7368243627746
2023-03-30,L339,3414.12,10240.022,33.3409439940656
2023-03-29,L339,3788.99,10007.397,37.8618935573357
2023-03-28,L339,3593.63,12028.826,29.8751515733954
2023-03-24,L339,2189.14,6141.319,35.6460884054386
2023-03-23,L339,3857.62,11589.479,33.2855342332472
2023-03-22,L339,3808.79,11777.068,32.3407320056231
2023-03-21,L339,3562.51,12309.362,28.9414674781682
2023-03-20,L339,4051.23,11697.099,34.634485012053
2023-03-19,L339,2277.66,5896.266,38.628854261324
2023-03-18,L339,2987.7,7785.824,38.3735876896267
2023-03-17,L339,3780.83,11905.622,31.7566776435536
2023-03-16,L339,3882.25,10245.244,37.8931921972771
2023-03-14,L339,4052.21,11611.894,34.8970633042293
2023-03-10,L339,4465.11,12004.025,37.1967735821943
2023-03-09,L339,3607.71,9483.325,38.0426696332774
2023-03-08,L339,4186.2,10674.244,39.2177656797053
2023-03-07,L339,4482.32,12214.351,36.6971605777499
2023-03-06,L339,3951.8,10639.276,37.1435048775875
2023-03-04,L339,3143.86,7510.271,41.8608063543912
2023-03-03,L339,3706.17,9472.182,39.1268875534697
2023-03-02,L339,3477.96,8673.041,40.1008135439461
2023-03-01,L339,3516.45,9303.28,37.7979594293625
2023-02-28,L339,3228.66,8248.249,39.1435806557246
2023-02-27,L339,3357.97,9218.595,36.4260497396838
2023-02-26,L339,1857.57,5103.258,36.3996881991857
2023-02-24,L339,3258.1,8283.073,39.3344354202842
2023-02-23,L339,3375.45,9876.931,34.1750894078333
2023-02-22,L339,3372.35,9226.205,36.551865040935
2023-02-21,L339,2185.37,5832.266,37.4703417162386
2023-02-20,L339,2253.88,6634.895,33.9700929705745
2023-02-19,L339,2067.71,6475.358,31.9319796681512
2023-02-18,L339,2662.94,7426.297,35.8582480609111
2023-02-17,L339,3147.78,9457.461,33.2835631043046
2023-02-16,L339,3336.56,10644.481,31.3454455881879
2023-02-15,L339,3530.14,8748.484,40.3514483195031
2023-02-14,L339,3483.61,8850.16,39.3621132273315
2023-02-13,L339,3072.49,9180.594,33.4672244519255
2023-02-12,L339,2774.97,7325.739,37.879727901854
2023-02-11,L339,2541.83,7264.878,34.9879240917742
2023-02-10,L339,3657.89,9227.2,39.6424700884342
2023-02-09,L339,3312.06,8528.456,38.835399983303
2023-02-08,L339,3452.63,9163.984,37.6760806217034
2023-02-07,L339,3729.89,10820.006,34.4721620302244
2023-02-06,L339,3092.62,8055.944,38.3892936693701
2023-02-05,L339,2156.7,5866.848,36.7607955754095
2023-02-04,L339,2491.1,7401.952,33.6546359662965
2023-02-03,L339,3455.33,9927.165,34.8068154402591
2023-02-02,L339,3824.65,10969.008,34.8677838506454
2023-02-01,L339,3624.25,9894.062,36.6305567925489
2023-01-31,L339,3613.23,10098.632,35.7794006158458
2023-01-30,L339,3690.48,9532.914,38.7130315032738
2023-01-29,L339,2334.01,6319.747,36.9320164240752
2023-01-28,L339,2967.91,7667.278,38.7087829605239
2023-01-27,L339,3054.02,9373.004,32.5831505032965
2023-01-26,L339,3880.09,11406.508,34.0164579729397
2023-01-24,L339,3638.69,9713.697,37.4593730893603
2023-01-23,L339,3384.56,10750.015,31.4842351382766
2023-01-22,L339,1770.36,5029.301,35.2009155944335
2023-01-21,L339,2536.53,7328.133,34.613591210749
2023-01-20,L339,3794.86,9844.007,38.5499522704525
2023-01-19,L339,3899.94,10195.438,38.25181419376
2023-01-18,L339,3193.82,8844.833,36.1094437848629
2023-01-17,L339,3506.06,9115.435,38.4628928844317
2023-01-16,L339,3606.07,9951.121,36.2378268739773
2023-01-15,L339,2518.57,7547.164,33.3710781957302
2023-01-14,L339,2837.29,8053.763,35.2293704197653
2023-01-13,L339,3367.51,8605.366,39.1326760535229
2023-01-12,L339,3182.61,10066.796,31.6149249473219
2023-01-11,L339,2979.98,8987.769,33.155947821979
2023-01-10,L339,3736.13,10027.984,37.2570398995451
2023-01-09,L339,3344.67,9122.43,36.6642440665481
2023-01-08,L339,2763.66,8093.657,34.1459985269947
2023-01-07,L339,2731.59,7288.075,37.4802674231536
2023-01-06,L339,3506.83,8849.862,39.6258156341873
2023-01-05,L339,3447.47,8970.109,38.4328663118809
2023-01-04,L339,3303.21,8548.891,38.6390468658449
2022-12-26,L339,3009.5,8957.992,33.5956986789004
2022-12-25,L339,2272.09,6331.836,35.8835888990176
2022-12-24,L339,2329.08,6845.603,34.0230071770157
2022-12-23,L339,3135.23,9079.424,34.531155280335
2022-12-22,L339,3899.11,10140.657,38.4502700367442
2022-12-21,L339,3892.42,9553.553,40.743166442893
2022-12-19,L339,3738.34,9664.459,38.6813167710681
2022-12-16,L339,3875.09,10130.309,38.2524363274605
2022-12-14,L339,3978.27,11012.751,36.1242163742738
2022-12-13,L339,3604.48,10014.451,35.992786823761
2022-12-12,L339,3995.33,11321.669,35.2892316495033
2022-12-11,L339,2609.25,6931.349,37.6441873003365
2022-12-10,L339,3122.41,7990.571,39.0761811640245
2022-12-09,L339,2592.81,6475.059,40.0430328125196
2022-12-07,L339,4448.15,10967.006,40.5593832993253
2022-12-06,L339,4200.38,10808.798,38.8607502887925
2022-12-05,L339,4168.03,10026.766,41.5690363173929
2022-12-04,L339,2512.54,6559.588,38.3033202695047
2022-12-03,L339,2960.28,8381.377,35.3197332610143
2022-12-02,L339,4147.27,12687.974,32.6866212052452
2022-11-30,L339,3808.41,12406.776,30.6962098775701
2022-11-29,L339,4106.81,11304.878,36.3277693045427
2022-11-22,L339,3513.05,10709.171,32.8041264818724
2022-11-21,L339,2298.08,6412.769,35.8360015774777
2022-11-20,L339,2103.2,6432.974,32.6940541031256
2022-11-19,L339,2799.56,7684.534,36.4310965375389
2022-11-18,L339,4063.45,10888.294,37.3194368190279
2022-11-17,L339,4308.03,12162.45,35.4207417091129
2022-11-16,L339,3635.06,8913.313,40.7823667810162
2022-11-15,L339,4112.77,11738.749,35.0358458128715
2022-11-14,L339,3864.4,11398.219,33.9035422990206
2022-11-13,L339,2074,6824.167,30.3919877693497
2022-11-12,L339,2432.67,8005.063,30.3891424714584
2022-11-11,L339,4801.47,12940.515,37.1041647106008
2022-11-09,L339,4254.83,12146.745,35.0285611495096
2022-11-08,L339,4033.03,11279.469,35.7554952276566
2022-11-07,L339,4591.59,12060.832,38.0702591662002
2022-11-04,L339,3618.39,10319.259,35.0644363127236
2022-11-03,L339,4081.54,10964.019,37.2266775531856
2022-11-02,L339,4040.94,11773.737,34.3216431622347
2022-11-01,L339,3737.75,12277.783,30.443199720992
2022-10-30,L339,2440.17,6404.229,38.1024788463998
2022-10-29,L339,2872.47,8504.68,33.7751684954637
2022-10-28,L339,4570.79,12395.593,36.8743149278941
2022-10-27,L339,4274.91,12198.164,35.0455199651357
2022-10-26,L339,4074.61,12467.306,32.68236136981
2022-10-25,L339,4308.94,12074.392,35.6866002031407
2022-10-24,L339,4395.39,12418.592,35.3936259440684
2022-10-22,L339,2774.11,8351.485,33.2169668029099
2022-10-21,L339,4526.9,13324.918,33.9731921802446
2022-10-20,L339,3535.86,11379.839,31.0712655952338
2022-10-19,L339,4641.66,13371.536,34.7129903400776
2022-10-18,L339,3996.27,12371.397,32.3024958296949
2022-10-17,L339,3822.77,12223.244,31.274594534806
2022-10-16,L339,2309.8,6378.096,36.2145693636471
2022-10-15,L339,2466.37,8105.917,30.4267857664963
2022-10-14,L339,4418.35,11961.222,36.9389515552842
2022-10-11,L339,3563.95,10603.064,33.6124539095492
2022-10-09,L339,2121.62,6267.463,33.8513366572727
2022-10-08,L339,2867.64,7870.936,36.433278075187
2022-10-06,L339,4185.32,11490.783,36.423279423169
2022-10-05,L339,4236.26,13142.563,32.2331344350413
2022-10-04,L339,4626.13,13589.231,34.0426180112767
2022-10-03,L339,4890.68,13870.474,35.2596457770657
2022-10-02,L339,2020.67,6320.444,31.9703805618719
2022-10-01,L339,3215.51,8970.642,35.8448146743567
2022-09-30,L339,4178.47,12286.339,34.0090730037646
2022-09-28,L339,4210.23,12557.312,33.5281149341515
2022-09-27,L339,4023.04,12541.228,32.0785173509325
2022-09-26,L339,3730.49,11067.427,33.7069311593381
2022-09-25,L339,1768.72,5606.691,31.5465931687692
2022-09-23,L339,4437.28,13577.784,32.6804432888312
2022-09-22,L339,4317.23,13015.74,33.1693011691998
2022-09-18,L339,1694.29,5820.879,29.1071159527625
2022-09-17,L339,2916.08,8424.16,34.6156768152552
2022-09-16,L339,4257.69,11693.408,36.4110274780457
2022-09-15,L339,4364.76,13350.432,32.6937735048574
2022-09-14,L339,3938.67,11879.193,33.1560401451513
2022-09-13,L339,4127.19,11534.436,35.7814634369639
2022-09-12,L339,3994.04,12384.791,32.2495551196625
2022-09-11,L339,2250.82,6196.049,36.3266978682706
2022-09-10,L339,2648.82,8685.497,30.4970458224786
2022-09-09,L339,4539.81,13192.274,34.41264182354
2022-09-08,L339,4556.19,13706.401,33.2413300909553
2022-09-07,L339,4674.22,13607.412,34.3505436595879
2022-09-06,L339,4629.12,13855.506,33.4099671278696
2022-09-05,L339,4365.96,12803.415,34.0999647359708
2022-09-04,L339,2189.72,6469.803,33.8452345457814
2022-09-03,L339,2429.46,7297.935,33.2896908509051
2022-09-02,L339,2210.17,6376.819,34.6594438386914
2022-09-01,L339,3998.11,11729.538,34.085826739297
2022-08-31,L339,4365.55,13579.689,32.1476434401406
2022-08-30,L339,4057.97,12650.838,32.0766893070641
2022-08-29,L339,3860.51,12321.057,31.3326202451624
2022-08-27,L339,2488.82,8259.256,30.1337069585929
2022-08-26,L339,4923.3,12574.535,39.1529388561883
2022-08-25,L339,4385.04,14307.472,30.6486009548018
2022-08-24,L339,4541.32,14071.988,32.2720570824819
2022-08-23,L339,4143.23,13864.411,29.8839236661406
2022-08-22,L339,4125.3,12952.346,31.849828594758
2022-08-21,L339,2431.1,6147.558,39.5457838706036
2022-08-20,L339,2732.01,8773.107,31.1407349756477
2022-08-19,L339,4137.84,11786.193,35.1075194509372
2022-08-18,L339,4048.66,12434.513,32.5598598031141
2022-08-17,L339,4546.44,12578.341,36.1449892318868
2022-08-16,L339,4251.03,12992.462,32.7192028731737
2022-08-15,L339,2094.69,7220.529,29.0102013301242
2022-08-14,L339,2162.39,6303.991,34.301920799062
2022-08-13,L339,2551.28,7372.975,34.6031283165886
2022-08-12,L339,4220.26,12491.166,33.7859572116806
2022-08-11,L339,4134.26,12061.427,34.2767070596207
2022-08-10,L339,4576.91,14286.013,32.0377000916911
2022-08-08,L339,4039.06,12948.642,31.1929235513655
2022-08-07,L339,1896.42,6163.878,30.7666699438243
2022-08-05,L339,4276.22,12415.706,34.4420204537704
2022-08-04,L339,3985.01,12540.346,31.7775123589094
2022-08-03,L339,4170.66,13117.226,31.7952896443196
2022-08-02,L339,4416.54,13376.853,33.0162856689836
2022-08-01,L339,4214.87,14459.895,29.1486902221627
2022-07-29,L339,4316.8,12616.242,34.2162111348213
2022-07-28,L339,3862.79,12328.902,31.3311761258221
2022-07-27,L339,4126.05,12154.003,33.9480745561771
2022-07-26,L339,4086.72,13468.844,30.3420248983506
2022-07-25,L339,4414.6,12835.886,34.3926395108215
2022-07-21,L339,3183.64,10437.706,30.5013381292786
2022-07-20,L339,3303.28,10119.548,32.6425646679081
2022-07-12,L339,3707.85,10634.068,34.8676536580357
2022-06-26,L339,2004.21,6128.086,32.705317777851
2022-06-23,L339,4189.84,13539.619,30.9450361934113
2022-06-22,L339,3885.84,11800.294,32.9300269976324
2022-06-21,L339,4007.81,12059.94,33.2324207251446
2022-06-13,L339,4484.52,13453.784,33.3327783469691
2022-06-10,L339,4217.21,13759.005,30.6505448613472
2022-06-09,L339,4330.5,13073.573,33.1240740385203
2022-06-08,L339,4587.97,14731.706,31.1435077512408
2022-06-07,L339,4358.77,14473.159,30.1162310177066
2022-06-06,L339,4905.44,21600.271,22.7100854429095
2022-05-12,L339,4515.34,12174.876,37.0873592470264
2022-05-11,L339,3980.06,13525.268,29.4268475863103
2022-05-10,L339,4129.31,12884.665,32.0482527097135
2022-05-09,L339,4216.51,13911.185,30.3102144066088
2022-05-08,L339,2069.71,6379.319,32.4440586840069
2022-05-07,L339,2602.37,8626.029,30.168806527314
2022-05-06,L339,4562.9,12824.152,35.5805202558422
2022-05-05,L339,4227.28,12733.747,33.19745554863
2022-05-04,L339,4094,13397.493,30.5579558802531
2022-05-02,L339,4024.92,12344.655,32.6045563849293
2022-05-01,L339,2167.48,6726.95,32.220843026929
2022-04-29,L339,4141.51,12100.872,34.2248889170962
2022-04-28,L339,4607.66,13961.55,33.0024961411878
2022-04-27,L339,4162.15,13155.532,31.6380211761866
2022-04-26,L339,1526.99,4013.244,38.0487705208056
2022-04-23,L339,2936.27,8445.914,34.7655682972855
2022-04-22,L339,4284.27,14079.345,30.4294695527384
2022-04-21,L339,4423.39,13506.15,32.7509319828375
2022-04-20,L339,4212.22,12186.479,34.5647007638548
2022-04-19,L339,4182.63,13311.942,31.4201338918093
2022-04-18,L339,4289.45,13459.528,31.8692453405498
2022-04-17,L339,2529.36,6531.408,38.7261062239566
2022-04-16,L339,2523.39,8179.885,30.8487222008622
2022-04-14,L339,2714.38,8913.097,30.45383664062
2022-04-13,L339,4451.67,14178.972,31.3962817614704
2022-04-12,L339,4033.77,11834.412,34.0850901591055
2022-04-11,L339,3594.37,10956.933,32.8045265951704
2022-04-10,L339,2429.26,6583.265,36.9005349169447
2022-04-09,L339,2605.09,7155.477,36.4069369519321
2022-04-08,L339,4225.91,11425.036,36.988154785683
2022-04-07,L339,4280.08,11579.533,36.9624578124178
2022-04-06,L339,4332.77,12575.806,34.4532191415803
2022-04-05,L339,3887.19,11140.032,34.8938854035608
2022-04-04,L339,3914.71,11324.45,34.5686545483445
2022-03-31,L339,3838.07,13326.765,28.7997124583498
2022-03-30,L339,4395.29,12603.786,34.8727755295115
2022-03-29,L339,4538.63,13762.11,32.9791725251433
2022-03-28,L339,4461.51,12281.327,36.3275890300779
2022-03-27,L339,2470.1,6898.464,35.8065215676997
2022-03-26,L339,2544.71,9369.584,27.1592634208733
2022-03-23,L339,4391.26,13675.741,32.1098505740932
2022-03-22,L339,4188.99,12620.126,33.1929332559754
2022-03-21,L339,4459.62,13964.494,31.9354213622062
2022-03-18,L339,4243.51,12907.228,32.877005039347
2022-03-17,L339,4619.9,14289.295,32.3311961856761
2022-03-16,L339,3872.67,10031.357,38.6056442812274
2022-03-15,L339,4469.04,12051.041,37.0842651684614
2022-03-14,L339,4454.67,19363.316,23.0057186486034
2022-03-12,L339,4762.19,13831.44,34.4301822514503
2022-03-11,L339,4369.29,12196.715,35.8234983764071
2022-03-10,L339,4299.78,12071.121,35.6203868721058
2022-03-09,L339,4048.3,12848.424,31.5081445008353
2022-03-07,L339,4217.78,12493.243,33.7604895702421
2022-03-06,L339,2229.12,6360.536,35.0461030328262
2022-03-05,L339,2875.75,8677.354,33.140862986574
2022-03-04,L339,4077.57,11839.709,34.4397822615404
2022-03-03,L339,4336.45,12494.639,34.7064849172513
2022-03-02,L339,4550.62,12592.131,36.1386011629009
2022-03-01,L339,1945.43,4916.776,39.5671879296515
2022-02-27,L339,2116.08,5951.365,35.5562127343895
2022-02-26,L339,2819.06,7333.269,38.4420645144751
2022-02-25,L339,3715.78,9436.99,39.3746311058929
2022-02-24,L339,3310.73,9123.875,36.2864462741982
2022-02-23,L339,3367.74,8663.629,38.8721631547242
2022-02-22,L339,3559.13,9425.352,37.7612422326508
2022-02-21,L339,3344.35,8669.504,38.576024649161
2022-02-20,L339,2173.18,6264.525,34.6902598361408
2022-02-19,L339,2358.45,7023.833,33.5778199737949
2022-02-18,L339,3191.42,8020.714,39.7897244559524
2022-02-17,L339,3446.18,9895.174,34.826876212586
2022-02-16,L339,3475.65,9884.81,35.1615256135424
2022-02-13,L339,2169.78,6579.07,32.9800412520311
2022-02-12,L339,2140.28,6150.481,34.7985791680358
2022-02-11,L339,3264.09,8723.405,37.4176138789842
2022-02-10,L339,3457.01,9146.351,37.7966032574083
2022-02-09,L339,3204.41,9361.182,34.2308268336199
2022-02-08,L339,3177.6,10592.356,29.9989917257313
2022-02-07,L339,3131.02,17806.342,17.5837350534995
2022-02-04,L339,4365.01,10611.805,41.1335300639241
2022-02-03,L339,3206.44,8209.206,39.0590758716495
2022-02-02,L339,3516.41,9015.25,39.0051301960567
2022-02-01,L339,3155.66,9875.6,31.9541091174207
2022-01-31,L339,3202.65,8720.46,36.7257002497575
2022-01-30,L339,2482.13,6577.496,37.7367010181382
2022-01-29,L339,2119.89,5579.7,37.9929028442389
2022-01-28,L339,2867.91,8821.572,32.5101920610068
2022-01-26,L339,3331.17,8449.343,39.4251955447897
2022-01-25,L339,3261.83,10162.272,32.0974482871547
2022-01-22,L339,3693.09,10677.805,34.5866027708878
2022-01-21,L339,3142.81,7568.045,41.5273693536442
2022-01-20,L339,3215.23,8351.519,38.4987449588512
2022-01-19,L339,3161.72,9118.743,34.6727613663418
2022-01-18,L339,3010.24,9510.292,31.6524455821125
2022-01-17,L339,2906.37,9182.012,31.652866495927
2022-01-16,L339,2083.54,6546.947,31.8246046592404
2022-01-15,L339,2690.47,6568.464,40.9604132716568
2022-01-14,L339,3503.52,9314.482,37.6136858710984
2022-01-13,L339,3507.23,9139.073,38.376211679237
2022-01-12,L339,3300.9,8255.584,39.9838460852679
2022-01-11,L339,3132.21,8510.968,36.8020417889011
2022-01-10,L339,3343.55,9061.85,36.8969912324746
2022-01-09,L339,2023.87,5380.841,37.6125219087499
2022-01-08,L339,2072.8,6303.233,32.8847117027088
2022-01-07,L339,2865.99,7551.13,37.9544518502529
2022-01-06,L339,2939.95,8365.13,35.1452995948658
2022-01-05,L339,2727.23,7885.607,34.5849089359893
2022-01-04,L339,3160.91,10596.314,29.8302787176748
2022-01-03,L339,3323.5,8901.471,37.336525614699
2022-01-02,L339,2718.22,7226.389,37.6151906574639
2021-12-31,L339,2476.52,6505.366,38.0688803673767
2021-12-30,L339,3284.34,9418.022,34.8729276699502
2021-12-29,L339,3275.64,8573.809,38.2051897820444
2021-12-28,L339,3599.26,9793.378,36.7519766928224
2021-12-27,L339,3379.24,9359.565,36.1046693943575
2021-12-23,L339,4317.59,13399.055,32.2230933450158
2021-12-22,L339,4377.99,10624.891,41.2050344798831
2021-12-21,L339,3518.52,9215.114,38.1820561308303
2021-12-20,L339,4101.7,10432.722,39.3157222055759
2021-12-19,L339,2540.53,6467.881,39.2791704114531
2021-12-17,L339,4353.47,10813.124,40.260982857498
2021-12-16,L339,4073.53,10945.553,37.2163014513748
2021-12-15,L339,3984.51,10509.111,37.9148150590473
2021-12-14,L339,3873.66,11261.548,34.3972249640991
2021-12-13,L339,4315.88,12118.045,35.6153158368367
2021-12-10,L339,3403.42,10051.871,33.8585722001407
2021-12-09,L339,3670.02,10595.568,34.6373125065122
2021-12-08,L339,2172.93,5797.659,37.479437821369
2021-12-07,L339,3961.69,10007.814,39.585967524976
2021-12-06,L339,4163.46,11147.48,37.3488896145138
2021-12-05,L339,2300.19,6806.993,33.7915728721919
2021-12-04,L339,2368.89,6723.222,35.234445627409
2021-12-03,L339,4209.76,14228.778,29.5862371315372
2021-12-02,L339,4207.59,23822.858,17.6619866516436
2021-11-30,L339,3716,8603.472,43.1918648657193
2021-11-29,L339,4024,11693.245,34.4130307711846
2021-11-28,L339,3691,10350.933,35.6586213049587
2021-11-27,L339,1941,6152.421,31.5485562512708
2021-11-26,L339,2440,7295.998,33.4429916236271
2021-11-25,L339,4052,10278.917,39.4204953693079
2021-11-24,L339,3572,10114.434,35.3158664142749
2021-11-23,L339,3843,11537.634,33.3083888776503
2021-11-22,L339,3776,11287.421,33.4531687973719
2021-11-21,L339,1773,4974.761,35.6399031028827
2021-11-20,L339,2185,6589.801,33.1572986801878
2021-11-18,L339,4230,10827.438,39.0674137316695
2021-11-17,L339,4062,11808.041,34.4002870586239
