Fecha,Linea,LTS
2022-02-24,L103,3164.46
2022-02-16,L103,3439.63
2022-02-09,L142,4651.66
2022-02-08,L142,4292.43
2022-02-07,L142,4430.9
2022-02-05,L142,2889.31
2022-02-04,L142,4487.82
2022-01-29,L142,2875.68
2022-01-28,L142,4131.46
2022-01-23,L142,2129.27
2022-01-17,L142,4098.99
2022-01-15,L142,3308.51
2022-01-13,L101,898.04
2022-01-12,L101,812.12
2022-01-11,L101,1105.77
2021-12-11,L101,709.38
2021-11-27,L101,753.88
2021-10-24,L101,550.77
2021-10-02,L101,710.48
2021-09-19,L101,627.51
2021-08-28,L101,842.08
2021-08-23,L103,3707.12
2021-08-07,L101,558.78
2021-07-15,L101,1151.63
2021-07-08,L101,960.2
2021-07-04,L143/136/137,1272.6
2021-06-27,L143/136/137,2043.15
2021-04-25,L102/144,809.2
2021-03-30,L143/136/137,2658.37
2021-03-28,L143/136/137,1923.74
2021-03-25,L143/136/137,2557.65
2021-03-24,L143/136/137,1970.56
2021-03-23,L143/136/137,3105.87
2021-03-22,L143/136/137,3195.54
2021-03-20,L143/136/137,2015.51
2021-03-19,L143/136/137,3165.04
2021-03-16,L110,3126.49
2021-03-12,L110,3680.45
2021-03-11,L110,3394.05
2021-03-10,L110,3681.89
2021-03-09,L110,3704.94
2021-02-19,L101,987.7
2021-02-18,L101,1081.9
2021-01-26,L143/136/137,2956.57
2021-01-25,L143/136/137,3354.53
2021-01-24,L143,2020.9
2021-01-10,L129,642.14
2021-01-09,L129,455.7
2021-01-08,L129,849.31
2021-01-07,L129,714.39
2020-12-23,L102,783.82
2020-12-10,L101,1009.78
2020-12-09,L101,1011.77
2020-12-08,L101,553.67
2020-12-07,L101,782.79
2020-12-06,L101,468.08
2020-12-05,L101,398.12
2020-12-04,L101,771.89
2020-12-03,L101,892.18
2020-12-02,L101,683.34
2020-12-01,L101,864.22
2020-11-30,L101,993.95
2020-11-23,L103,1347.27
2020-11-05,L101,891.26
2020-10-06,L143,2000.54
2020-09-22,L129,585.11
2020-06-29,L129,1035.87
2020-06-26,L129,1118.05
2020-06-25,L129,810.76
2020-06-24,L129,1016.78
2020-06-23,L129,862.69
2020-06-19,L129,564.31
2020-06-18,L129,830.86
2020-06-17,L129,840.17
2020-06-16,L129,1070.72
2020-06-12,L129,551.68
2020-06-11,L129,881.61
2020-06-10,L129,709.64
2020-06-09,L129,840.89
2020-06-08,L129,689.84
2020-06-07,L129,650.05
2020-06-06,L129,675
2020-06-05,L129,695.08
2020-06-04,L129,799.74
2020-06-03,L129,753.35
2020-05-05,L129,749.18
2020-05-04,L129,774.64
2020-05-03,L129,653.06
2020-05-02,L129,661.4
2020-05-01,L129,664.14
2020-04-29,L129,745.56
2020-04-27,L129,671.74
2020-04-26,L129,689.01
2020-04-25,L129,790.07
2020-04-23,L129,769.84
2020-04-22,L129,620.46
2020-04-21,L129,556.62
2020-04-20,L129,632.2
2020-04-18,L129,691.04
2020-04-17,L129,516.83
2020-04-16,L129,579.66
2020-04-15,L129,480.69
2020-04-14,L129,655.51
2020-04-13,L129,679.31
2020-04-12,L129,572.41
2020-04-11,L129,590.4
2020-04-08,L129,801.31
2020-04-07,L129,523.12
2020-04-06,L129,1024.69
2020-04-05,L129,504.73
2020-04-04,L129,656.34
2020-04-03,L129,704.31
2020-04-02,L129,627.4
2020-04-01,L129,658.01
2020-03-31,L129,516.81
2020-03-30,L129,734.19
2020-03-28,L129,674.62
2020-03-27,L129,549.91
2020-03-25,L129,484.09
2020-03-24,L129,595.23
2020-03-23,L129,545.43
2020-03-22,L129,370.19
2020-03-14,L129,865.5
2020-03-12,L102,2320.97
2020-02-18,L129,1699.78
2020-02-02,L129,937.5
2020-02-01,L129,1024.78
2020-01-26,L129,857.47
2020-01-21,L129,1637.2
2020-01-18,L129,995.29
2020-01-15,L129,1394.69
2019-12-28,L129,1100.13
2019-12-25,L129,725.89
2019-12-15,L129,757.14
2019-12-14,L129,683.57
2019-12-09,L143,4258.25
2019-11-24,L129,586.22
2019-11-23,L129,984.4
2019-11-17,L129,809.98
2019-08-17,L129,1027.88
2019-07-08,L129,865.3
2019-06-21,L129,1273.91
2019-06-16,L129,830.62
2019-06-12,L129,812.77
2019-05-30,L129,1767.21
2019-05-06,L110,4577.47
2019-05-03,L110,4754.7
2019-05-02,L110,4644.64
2019-04-18,L129,1207.55
2019-03-23,L129,860.42
2019-03-15,L129,1509.06
2019-03-05,L110,1567.02
2019-03-03,L103,1079.32
2019-01-25,L102,878.74
2019-01-17,L102,1905.32
2019-01-16,L102,1303.09
2019-01-08,L102,1456.54
2019-01-07,L102,1449.25
2019-01-06,L102,1303.78
2019-01-04,L102,1385.29
2019-01-03,L102,1680.09
2019-01-02,L102,1688.53
2022-11-03,LIGM,456.82
2022-10-17,LIGM,1762
2022-10-03,LIGM,1568.75
2022-09-30,LIGM,2830.7
2022-09-29,LIGM,476.57
2022-09-28,LIGM,2786.42
2022-09-26,LIGM,1912.95
2022-09-23,LIGM,2391.75
2022-09-21,LIGM,2543.28
2022-09-19,LIGM,1653.66
2022-09-16,LIGM,2903.74
2022-09-12,LIGM,2042.25
2022-09-09,LIGM,2420.54
2022-09-07,LIGM,2581.84
2022-09-05,LIGM,2707.01
2022-09-02,LIGM,1621.72
2022-08-31,LIGM,2245.41
2022-08-29,LIGM,1824.34
2022-08-26,LIGM,2342.13
2022-08-24,LIGM,2665.06
2022-08-22,LIGM,2432.87
2022-08-18,LIGM,2495.68
2022-08-16,LIGM,2286.35
2022-08-14,LIGM,261.91
2022-08-12,LIGM,1807.76
2022-08-10,LIGM,1904.37
2022-08-08,LIGM,1885.15
2022-08-04,LIGM,2218.87
2022-08-02,LIGM,1362.98
2022-08-01,LIGM,2399.53
2022-07-28,LIGM,2178.85
2022-07-26,LIGM,1805.98
2022-07-25,LIGM,2099.5
2022-07-21,LIGM,1765.85
2022-07-19,LIGM,1616.8
2022-07-08,LIGM,2566.36
2022-07-06,LIGM,2925.03
2022-07-05,LIGM,828.58
2022-07-04,LIGM,1771.97
2022-06-30,LIGM,1643.39
2022-06-28,LIGM,1344.64
2022-06-27,LIGM,1650.25
2022-06-24,LIGM,1030.25
2022-06-23,LIGM,2107.53
2022-06-22,LIGM,1708.12
2022-06-21,LIGM,1939.46
2022-06-19,LIGM,1229.19
2022-06-15,LIGM,2163.44
2022-06-14,LIGM,1801.64
2022-06-13,LIGM,1763.63
2022-06-10,LIGM,2113.33
2022-06-09,LIGM,1577.83
2022-06-08,LIGM,1720.77
2022-06-07,LIGM,1395.17
2022-06-06,LIGM,1847.24
2022-06-05,LIGM,789.05
2022-06-03,LIGM,1762.61
2022-06-02,LIGM,1500.01
2022-06-01,LIGM,1680.85
2022-05-31,LIGM,1846.32
2022-05-30,LIGM,1433.2
2022-05-29,LIGM,180.32
2022-05-27,LIGM,1719.92
2022-05-26,LIGM,2219.89
2022-05-24,LIGM,1547.05
2022-05-23,LIGM,1681.12
2022-05-20,LIGM,1413.26
2022-05-19,LMAV,2936.84
2022-05-16,LEXP,5966.24
2022-05-13,LIGM,1944.91
2022-05-12,LIGM,1359.3
2022-05-11,LIGM,2405.38
2022-05-04,LIGM,1824.98
2022-05-03,LIGM,1651.1
2022-05-02,LIGM,1547.34
2022-04-29,LIGM,1309.55
2022-04-22,LIGM,1975.86
2022-04-21,LIGM,1387.75
2022-04-20,LIGM,2085.48
2022-04-19,LIGM,1259.32
2022-04-18,LIGM,1760.68
2022-04-13,LIGM,2280.22
2022-04-12,LIGM,1383.58
2022-04-11,LIGM,2343.36
2022-04-08,LIGM,2015.53
2022-04-07,LIGM,1442.54
2022-04-06,LIGM,1715.64
2022-04-05,LIGM,1862.68
2022-04-04,LIGM,2626.78
2022-04-01,LIGM,2748.16
2022-03-31,LIGM,1390.37
2022-03-30,LIGM,2379.73
2022-03-29,LIGM,1648.69
2022-03-28,LIGM,2386.05
2022-03-25,LIGM,1377.09
2022-03-23,LIGM,1949.52
2022-03-22,LIGM,1951.8
2022-03-17,LIGM,1601.37
2022-03-16,LIGM,2271.03
2022-03-15,LIGM,1673.18
2022-03-14,LIGM,2188.18
2022-03-11,LIGM,2131.46
2022-03-10,LIGM,1494.34
2022-03-09,LIGM,1781.1
2022-03-08,LIGM,1887.48
2022-03-07,LIGM,2357.17
2022-03-04,LIGM,2054.07
2022-03-03,LIGM,1784.38
2022-03-02,LIGM,2676.85
2022-02-28,LIGM,147.12
2022-02-25,LIGM,1829.71
2022-02-23,LIGM,1877.95
2022-02-22,LIGM,2327.15
2022-02-21,LIGM,2442.51
2022-02-18,LIGM,2326.77
2022-02-17,LIGM,1764.57
2022-02-16,LIGM,1911.16
2022-02-15,LIGM,1741.13
2022-02-14,LIGM,1869.38
2022-02-11,LIGM,1634.29
2022-02-10,LIGM,1923.22
2022-02-09,LIGM,2077.41
2022-02-08,LIGM,1898.03
2022-02-07,LIGM,2200.17
2022-02-03,LIGM,1316.69
2022-02-02,LIGM,1900.32
2022-02-01,LIGM,1964.44
2022-01-31,LIGM,1925.93
2022-01-28,LIGM,1842.66
2022-01-27,LIGM,2503.55
2022-01-26,LIGM,1029.74
2022-01-25,LIGM,1945.05
2022-01-24,LIGM,2059.84
2022-01-22,LIGM,125.31
2022-01-20,LIGM,2082.65
2022-01-19,LIGM,1645.31
2022-01-18,LIGM,1840.49
2022-01-15,LIGM,252.02
2022-01-12,LIGM,1230.11
2022-01-11,LIGM,1598.01
2021-12-27,LIGM,839.92
2021-12-17,LIGM,2231.43
2021-12-16,LIGM,1682.28
2021-12-15,LIGM,2446.44
2021-12-13,LIGM,2367.63
2021-12-10,LIGM,1927.16
2021-12-07,LIGM,1980.7
2021-12-03,LIGM,922.31
2021-12-02,LIGM,2458.1
2021-12-01,LIGM,2014
2021-11-30,LIGM,1692.83
2021-11-29,LIGM,2116.16
2021-11-26,LIGM,779.58
2021-11-25,LIGM,911.37
2021-11-24,LIGM,1154.57
2021-11-15,LIGM,2772.31
2021-11-14,LIGM,1590.16
2021-11-10,LEXP,6817.28
2021-05-07,LEXP,5458.85
2021-05-06,LEXP,5449.2
2021-05-03,LEXP,5754.02
2021-04-30,LEXP,4695.56
2021-04-29,359V,2030.63
2021-04-28,LEXP,4376.1
2021-04-27,LEXP,4236.61
2021-04-23,LEXP,5283.95
2021-04-22,LEXP,5438.7
2021-04-21,LEXP,5348.34
2021-04-19,LEXP,5615.01
2021-04-14,LEXP,5279.75
2021-04-13,359V,660.72
2021-04-10,LMAV,1164.61
2021-04-09,LIGM,2491.89
2021-04-08,LIGM,2139.14
2021-04-05,LIGM,2645.16
2021-03-30,359V,2226.56
2021-03-17,359V,954.87
2021-03-16,L359,3410.53
2021-03-15,L359,3566.93
2021-03-14,L359,2248.97
2021-03-12,L359,4162.75
2021-03-11,L359,3516.33
2021-03-10,L359,3253.52
2021-03-09,359V,1730.43
2021-03-05,L359,3729.76
2021-03-03,359V,1728.22
2021-03-01,LIGM,1044.18
2021-02-19,LIGM,394.61
2021-02-17,LMAV,1814.25
2021-02-16,LMAV,1013.01
2021-02-15,LMAV,1094.24
2021-02-14,LMAV,1278.66
2021-02-13,359V,494
2021-02-12,L359,3383.08
2021-02-11,L359,3625.88
2021-02-10,L359,3138.75
2021-02-09,359V,1797.93
2021-01-26,LIGM,1493.11
2021-01-22,LIGM,1413.58
2021-01-21,LIGM,1786.36
2021-01-20,LIGM,1368.22
2021-01-19,LIGM,1565.88
2021-01-18,LIGM,1698.85
2021-01-15,LIGM,1874.61
2021-01-14,LIGM,1301.36
2021-01-12,LIGM,1394.6
2021-01-11,LIGM,1772.31
2020-12-23,LIGM,1984.53
2020-12-21,LIGM,2615.88
2020-12-18,LIGM,1909.91
2020-12-17,LIGM,1296.38
2020-12-16,LIGM,1813.72
2020-12-14,LIGM,1896.57
2020-12-11,LIGM,1483.05
2020-12-10,LIGM,2470.12
2020-12-04,LIGM,1915.66
2020-12-03,LIGM,1145.39
2020-12-02,LIGM,1861.51
2020-11-30,L359,3389.72
2020-11-20,L359,129.03
2020-08-04,L359,2184.32
2020-08-03,L359,2348.83
2020-08-01,L359,1691.93
2020-06-29,L359,2575.3
2020-06-25,L359,2358.94
2020-06-24,L359,2503.1
2020-06-23,L359,2564.91
2020-06-20,L359,496.9
2020-06-18,L359,2188.87
2020-06-16,L359,2304.69
2020-06-14,L359,1683.74
2020-06-13,L359,2150.02
2020-06-12,L359,2117.78
2020-06-11,L359,2577.56
2020-06-10,359V,1740.97
2020-04-30,L359,2072.95
2020-03-11,L359,3579.45
2020-03-10,L359,4455.26
2020-03-09,L359,4045.32
2020-03-07,L359,2674.23
2020-03-06,L359,4713.64
2020-03-05,L359,4569.78
2020-03-04,L359,4081.49
2020-03-03,L359,4888.58
2020-03-02,L359,4484.31
2020-03-01,L359,2352.37
2020-02-29,L359,3173.45
2020-02-28,L359,3448.56
2020-02-27,L359,3760.06
2020-02-25,L359,2196.31
2020-02-18,L359,3593.22
2020-02-17,L359,3965.86
2020-02-16,L359,1821.85
2020-02-15,L359,2926.82
2020-02-14,L359,3624.52
2020-02-13,L359,3359.63
2020-02-12,L359,3734.24
2020-02-10,L359,3379.75
2020-02-08,359V,3248.35
2019-12-28,L359,2976.88
2019-12-24,L359,2619.8
2019-12-21,L359,3136.55
2019-12-01,L359,2155.65
2019-11-23,L359,2454.2
2019-11-20,L359,4625.35
2019-11-18,L359,2224.27
2019-11-12,L359,4478.29
2019-11-10,L359,1895.79
2019-11-07,L359,4884.55
2019-11-06,L359,4004.95
2019-10-31,L359,4396.98
2019-10-23,L359,5769.42
2019-10-06,L359,2059.54
2019-10-02,L359,4234.13
2019-09-30,L359,4417.09
2019-09-27,L359,4515.84
2019-09-26,L359,4323.7
2019-09-25,L359,4072.44
2019-09-24,L359,4481.34
2019-09-23,L359,3705.71
2019-09-20,L359,4252.13
2019-09-19,L359,3691.56
2019-09-18,L359,4101.75
2019-09-16,L359,4462.54
2019-09-13,L359,3938.93
2019-08-03,L359,2758.71
2019-07-31,L359,4561.71
2019-07-29,L359,4915.4
2019-07-27,L359,2340.47
2019-07-15,L359,4089.89
2019-07-09,L359,2008.68
2019-07-08,L359,2339.54
2019-07-06,L359,3242.45
2019-06-26,L359,4098.54
2019-04-16,L359,5033.4
2019-04-09,L359,5162.82
2019-04-07,L359,1759.56
2019-03-07,L359,5454.84
2019-03-05,L359,2661.37
2019-03-04,L359,1888.16
2019-03-03,L359,2733.86
2019-03-02,L359,3044.34
2019-03-01,L359,4087.79
2019-02-10,L359,3034.73
2019-01-31,L359,4835.99
2019-01-28,L359,4213.84
2019-01-26,L359,3104.46
2019-01-20,L359,3716.07
2019-01-19,L359,3557.86
2019-01-17,L359,3626.93
2019-01-14,L359,4318.78
2019-01-11,L359,3468.17
2019-01-10,L359,3760.67
2019-01-09,L359,3647.2
2019-01-08,L359,4031.31
2019-01-07,L359,4972.84
2019-01-06,L359,3220.32
2019-01-05,L359,2960.9
2019-01-03,L359,3801.3
2019-01-02,L359,3165.81
2023-11-09,L110,4810.1
2023-11-08,L110,4416.46
2023-11-07,L110,5089.54
2023-11-06,L110,5101.85
2023-11-03,L110,4367.48
2023-11-02,L110,4412.17
2023-11-01,L110,4097.56
2023-10-25,L101,1663.36
2023-10-24,L101,1769.23
2023-10-20,L140,2119.37
2023-10-19,L140,1785.79
2023-10-17,L142,6417.87
2023-10-12,L142,6421.18
2023-10-06,L107,3884.47
2023-10-05,L110,4355.19
2023-09-29,L110,4611.78
2023-09-20,L133/125,2597.9
2023-09-19,L133/125,2886.5
2023-09-14,L142,6325.99
2023-09-11,L128,2019.01
2023-09-07,L107,3984.11
2023-09-06,L110,4435.21
2023-09-05,L110,4812.5
2023-09-04,L110,4433.6
2023-09-01,L110,4398.51
2023-08-31,L110,4253.52
2023-08-30,L110,4427.23
2023-08-29,L110,4449.18
2023-08-28,L140,2035.4
2023-08-10,L107,3591.32
2023-08-09,L107,3824.59
2023-08-08,L110,4543.11
2023-08-04,L101,2164.1
2023-08-03,L101,2007.99
2023-08-02,L101,1861.49
2023-08-01,L110,4437.28
2023-06-28,L140,2110.4
2023-06-27,L101,2005.78
2023-06-26,L140,2087.17
2023-06-23,L140,1930.96
2023-06-21,L143/136/137,3425.69
2023-06-20,L143/136/137,1565.07
2023-06-18,L143/136/137,1462.95
2023-06-16,L143/136/137,2886.3
2023-06-15,L143/136/137,3533.8
2023-06-12,L140,2136.12
2023-06-09,L101,2335.98
2023-06-08,L101,1788.24
2023-06-07,L101,2080.9
2023-06-06,L101,1889.76
2023-06-03,L102/144,965.61
2023-06-02,L102/144,2216.59
2023-05-28,L110,1528.88
2023-05-27,L110,2554.46
2023-05-24,L110,4051.53
2023-05-23,L110,4516.65
2023-05-22,L110,4359.77
2023-05-19,L110,4374.08
2023-05-18,L110,4592.69
2023-05-11,L102/144,2069.1
2023-05-10,L102/144,1918.93
2023-05-09,L138,2080.8
2023-05-08,L138,1772.6
2023-05-06,L103,2088.18
2023-05-02,L110,4176.37
2023-04-29,L103,2606.11
2023-04-28,L103,4011.25
2023-04-27,L133/125,2857.67
2023-04-26,L133/125,2977.25
2023-04-25,L102/144,2017.08
2023-04-22,L128,1374.37
2023-04-19,L102/144,2163.85
2023-04-17,L107,4339.12
2023-04-15,L107,2082.86
2023-04-09,L143/136/137,1511.8
2023-03-30,L102/144,1965.16
2023-03-29,L102/144,1881.78
2023-03-28,L102/144,2129.39
2023-03-19,L107,2028.82
2023-03-17,L107,4357.58
2023-03-16,L107,3853.7
2023-03-08,L102/144,2209.31
2023-03-06,L102/144,1626.34
2023-02-02,L101,1487.11
2023-02-01,L101,1563.35
2023-01-31,L101,1718.08
2023-01-30,L101,1552.98
2023-01-27,L101,1386.7
2023-01-19,L103,4108.09
2023-01-15,L102/144,875.69
2023-01-12,L102/144,1529.09
2022-12-27,L102/144,1319.77
2022-12-16,L102/144,2033.58
2022-12-14,L101,1986.51
2022-12-13,L101,1742.93
2022-12-12,L101,1819.31
2022-12-11,L102/144,1105.73
2022-12-10,L102/144,954.25
2022-12-09,L102/144,982.32
2022-12-08,L102/144,922.48
2022-12-07,L102/144,2041.33
2022-12-06,L102/144,2036.14
2022-12-05,L102/144,2405.34
2022-11-29,L142,6634.47
2022-11-25,L102/144,2270.47
2022-11-22,L102/144,906.17
2022-11-21,L102/144,1268.29
2022-11-18,L102/144,2306.51
2022-11-15,L102/144,1828.7
2022-11-05,L102/144,910.85
2022-11-01,L102/144,1923.71
2022-10-25,L103,4420.06
2022-10-23,L102/144,966.34
2022-10-10,L102/144,776.9
2022-10-06,L102/144,2119.45
2022-10-01,L107,2354.59
2022-09-29,L103,3998.58
2022-09-16,L102/144,2061.44
2022-09-05,L101,1811.25
2022-09-03,L101,834.03
2022-09-01,L101,1635.64
2022-08-31,L101,1841.49
2022-08-30,L101,1681.31
2022-08-29,L101,2144.7
2022-08-26,L101,1864.77
2022-08-25,L102/144,1736.05
2022-08-24,L102/144,1846
2022-08-20,L102/144,994.95
2022-08-12,L102/144,1828.38
2022-08-03,L101,1908.58
2022-08-02,L101,1742.08
2022-08-01,L101,1873.22
2022-07-21,L102/144,1417.33
2022-07-20,L102/144,1822.3
2022-07-13,L102/144,1655.36
2022-06-26,L102/144,877.31
2022-06-25,L102/144,1027.86
2022-06-24,L102/144,1824.23
2022-06-20,L102/144,909.59
2022-06-14,L102/144,2023.99
2022-06-01,L101,1773.11
2022-05-22,L102/144,976.06
2022-05-20,L102/144,1940.56
2022-03-24,L143/136/137,1469.38
2022-03-21,L142,5503.9
2022-03-04,L143/136/137,3154.54
2022-02-21,L143/136/137,2614.99
2022-02-20,L143/136/137,1623.08
2022-02-15,L143/136/137,2700.54
2022-02-14,L143/136/137,2678.6
2022-02-13,L143/136/137,1403.21
2022-02-11,L143/136/137,2412.71
2022-02-10,L130/146,2408.21
2022-02-09,L130/146,2142.92
2022-01-04,L107,2476.33
2022-01-03,L107,2770.99
2022-01-02,L107,1357.21
2022-01-01,L107,1252.15
2021-12-31,L107,1955.02
2021-12-24,L102/144,967.93
2021-11-23,L130/146,3612.66
2021-11-22,L130/146,1283.94
2021-11-20,L130/146,1286.96
2021-10-26,L102/144,992.85
2021-10-24,L102/144,900.13
2021-09-18,L102/144,900.55
2021-08-26,L143/136/137,2731.92
2021-07-31,L133/125,1801.44
2021-06-27,L130/146,1395.47
2021-05-20,L101,1165.38
2021-05-06,L101,1378.12
2021-05-05,L101,1337.43
2021-05-04,L101,1501.22
2021-04-09,L110,3371.06
2021-04-08,L110,3787.55
2021-04-07,L110,3555.41
2021-04-06,L110,3715.39
2021-04-05,L110,4099.91
2021-03-30,L110,3829.52
2021-03-29,L103,3599.8
2021-02-28,L110,1293.57
2021-02-08,L101,768.95
2021-02-07,L101,546.18
2021-02-06,L101,585.16
2021-02-05,L101,666.84
2021-01-22,L110,3286.32
2021-01-20,L110,2985.03
2021-01-16,L110,1730.09
2021-01-09,L110,1833.51
2021-01-06,L110,2851.76
2021-01-01,L110,1342.88
2020-12-30,L110,2917.3
2020-12-29,L110,3389.45
2020-12-27,L110,1539.25
2020-12-13,L110,1046.27
2020-12-08,L110,1268.36
2020-12-07,L110,1586.37
2020-12-05,L110,2140.94
2020-11-28,L110,1207
2020-11-01,L110,1195.91
2020-10-31,L110,1684.95
2020-10-17,L110,1701.18
2020-10-04,L110,1130.73
2020-10-03,L110,1341.29
2020-10-02,L110,1878.39
2020-10-01,L110,1930.96
2020-09-30,L110,1797.12
2020-09-29,L110,1631.84
2020-09-27,L110,1911.63
2020-09-26,L110,1205.84
2020-09-25,L110,1952
2020-09-22,L110,1541.35
2020-09-21,L110,1753.39
2020-09-19,L110,1283.53
2020-09-15,L110,2063.14
2020-09-14,L110,2400.34
2020-06-28,L110,1661.61
2020-06-03,L110,1960.16
2020-05-06,L110,1691.4
2020-05-05,L110,1583.92
2020-05-04,L110,1602.9
2020-04-30,L110,1833.62
2020-04-29,L110,1815.48
2020-04-28,L110,1677.81
2020-04-25,L110,1315.71
2020-04-24,L110,1724.24
2020-04-06,L110,1886.57
2020-03-31,L110,1383.1
2020-03-30,L110,1394.37
2020-03-26,L110,1251.3
2020-03-25,L110,1769.57
2020-03-06,L110,4701.08
2020-03-05,L110,4533.68
2020-03-04,L110,4335.72
2020-03-03,L110,4816.59
2020-01-29,L129,1166.1
2020-01-17,L143,3599.9
2020-01-15,L143,4133.93
2020-01-14,L143,3865.65
2020-01-11,L143,2826.37
2020-01-08,L143,3738.79
2020-01-07,L143,3458.54
2020-01-06,L143,3472.85
2020-01-04,L143,2645.92
2019-12-27,L143,3743.47
2019-12-13,L110,4152.07
2019-12-04,L110,4064.79
2019-11-29,L110,4591.42
2019-11-23,L110,2738.17
2019-11-19,L110,4973.9
2019-11-16,L110,2437.43
2019-11-14,L110,4779.16
2019-11-13,L110,4659.3
2019-11-12,L110,4633.53
2019-11-11,L110,4365.95
2019-11-08,L110,4015.42
2019-11-07,L110,4397.48
2019-11-06,L110,4439.15
2019-10-30,L110,4029.79
2019-10-19,L110,3071.23
2019-10-01,L110,4289.7
2019-09-28,L110,3006.26
2019-09-27,L110,4568.45
2019-09-26,L110,4559.46
2019-09-25,L110,4472.67
2019-09-24,L110,4279.23
2019-09-23,L110,4453.06
2019-09-20,L110,4497.06
2019-09-19,L110,4121.27
2019-09-18,L110,4350.22
2019-09-08,L110,2071.56
2019-09-02,L110,4417.77
2019-08-31,L110,2991.36
2019-08-27,L110,4290.61
2019-08-26,L110,4676.59
2019-08-24,L110,2584.15
2019-08-23,L110,4901.44
2019-08-22,L110,4489.13
2019-08-21,L110,4746.07
2019-08-20,L110,4474.71
2019-08-19,L110,2048.17
2019-08-16,L110,4529.52
2019-08-15,L110,4729.26
2019-08-14,L110,4614.73
2019-08-12,L110,4616.6
2019-08-09,L110,4409.42
2019-08-08,L110,4530.01
2019-08-04,L110,2153.4
2019-08-03,L110,3022.6
2019-08-01,L110,4465.9
2019-07-30,L110,4753.14
2019-07-29,L110,4305.74
2019-07-27,L110,3354.82
2019-07-26,L110,4871.64
2019-07-24,L110,4276.49
2019-07-23,L110,4249.05
2019-07-22,L110,4522.7
2019-07-17,L110,4322.84
2019-07-15,L110,3850.77
2019-07-14,L110,1999.44
2019-07-11,L110,4319.05
2019-07-06,L110,3122.26
2019-07-04,L110,4491.19
2019-07-03,L110,4493.48
2019-07-02,L110,4405.87
2019-07-01,L110,4443.34
2019-06-29,L110,2995.38
2019-06-28,L110,4538.1
2019-06-27,L110,4514.78
2019-06-26,L110,4803.53
2019-06-25,L110,4597.35
2019-06-24,L110,4191.44
2019-06-21,L110,4551.34
2019-06-19,L110,4659.6
2019-06-18,L110,4673.02
2019-06-16,L110,1621.17
2019-06-14,L110,4465.09
2019-06-13,L110,4442.3
2019-06-12,L110,4631.5
2019-06-11,L110,4531.79
2019-06-10,L110,4473.5
2019-06-07,L110,4922.48
2019-06-06,L110,4354.73
2019-06-05,L110,4531.16
2019-06-02,L110,2316.79
2019-05-20,L110,4452.46
2019-05-17,L110,5098.1
2019-05-16,L110,4620.45
2019-05-15,L110,4771.66
2019-05-13,L110,4236.07
2019-05-10,L110,4941.28
2019-05-09,L110,4764.16
2019-05-08,L110,4740.51
2019-05-07,L110,4199.79
2019-05-04,L110,3077.44
2019-04-30,L110,4219.66
2019-04-27,L110,3108.12
2019-04-26,L103,3718.27
2019-04-25,L110,4105.66
2019-04-24,L110,4855.97
2019-04-23,L110,4850.8
2019-04-22,L110,4330.01
2019-04-20,L110,2543.59
2019-04-18,L110,3272.12
2019-04-17,L110,4821.15
2019-04-16,L110,4370.23
2019-04-15,L110,4733.99
2019-04-12,L110,4933.51
2019-04-11,L110,4709.52
2019-04-10,L110,4479.65
2019-04-09,L110,5123.41
2019-04-08,L110,4823.98
2019-04-05,L110,4822.14
2019-04-04,L110,4739.93
2019-04-03,L110,4022.09
2019-04-01,L110,5226.67
2019-03-31,L110,2324.48
2019-03-30,L110,3511.34
2019-03-29,L110,4762.44
2019-03-28,L110,5048.77
2019-03-27,L110,4348.15
2019-03-26,L110,4493.36
2019-03-25,L110,4361.01
2019-03-24,L110,1813.4
2019-03-23,L110,3239.11
2019-03-22,L110,5247.44
2019-03-21,L110,4876.8
2019-03-20,L110,4476.78
2019-03-19,L110,4596.74
2019-03-18,L110,4923.19
2019-03-16,L110,2704.21
2019-03-15,L110,4363.77
2019-03-14,L110,4404.02
2019-03-13,L110,4616.74
2019-03-12,L110,4152.86
2019-03-11,L110,4030.27
2019-03-08,L110,4268.39
2019-03-07,L110,4917.67
2019-03-06,L110,4653.46
2019-03-02,L110,3465.34
2019-03-01,L110,4353.51
2019-02-28,L110,3774.62
2019-02-27,L110,4026.3
2019-02-26,L110,3888.69
2019-02-25,L110,3980
2019-02-23,L110,2523.2
2019-02-22,L110,3523.9
2019-02-21,L110,3854.03
2019-02-20,L110,6646.84
2019-02-18,L110,3693.59
2019-02-17,L110,2204.88
2019-02-16,L110,3041.71
2019-02-15,L110,3772.98
2019-02-13,L110,3837.37
2019-02-12,L110,3740.82
2019-02-11,L110,3271.27
2019-02-08,L110,3395.74
2019-02-07,L110,3980.77
2019-02-06,L110,4141.92
2019-02-05,L110,3846.67
2019-02-04,L110,3926.62
2019-02-02,L110,1759.6
2019-01-30,L110,3823.69
2019-01-28,L110,3854.27
2019-01-14,L110,3757.17
2019-01-10,L110,3836.49
2019-01-08,L143,3789.71
2019-01-05,L143,1721.46
2019-01-04,L110,3468.16
2019-01-02,L110,3421.93
2023-11-08,L107,3954.65
2023-11-06,L107,4118.65
2023-11-04,L107,2039.27
2023-11-03,L107,3701.69
2023-11-02,L107,3685.59
2023-11-01,L107,3415.62
2023-10-31,L107,4287.11
2023-10-30,L107,3987.42
