Fecha,Linea,LTS
2022-01-19,L101,999.37
2021-08-10,L103,3547.67
2021-08-09,L103,3741.47
2021-07-03,L101,611.2
2021-02-09,L129,257.54
2020-08-21,L103,3331.45
2020-08-04,L103,2987.24
2020-08-03,L103,3438.79
2020-08-02,L103,1805.93
2020-08-01,L103,1404.69
2020-05-01,L101,546.19
2020-04-28,L101,704
2020-04-26,L101,611.77
2020-04-25,L101,598.72
2020-04-24,L101,668.46
2020-04-22,L101,677.7
2020-04-21,L101,634.15
2020-04-20,L101,817.22
2020-04-19,L101,588.38
2020-04-18,L101,558.51
2020-04-17,L101,682.84
2020-04-16,L101,669.69
2020-04-15,L101,679.34
2020-04-11,L101,590.78
2020-04-09,L101,426
2020-04-08,L101,1316.3
2020-02-08,L101,808.67
2019-12-15,L101,992.49
2019-09-24,L103,3868.73
2019-09-20,L103,3624.87
2019-09-16,L103,4019.44
2019-09-13,L103,3731.89
2019-07-28,L110,1832.74
2019-07-09,L110,1679.76
2019-04-28,L110,2220.57
2019-04-13,L110,3011.92
2019-03-17,L110,2225.61
2019-03-03,L110,2358.45
2019-01-15,L110,3885.04
2019-01-12,L110,1693.4
2019-01-07,L110,3331.02
2019-01-06,L143,3095.64
2023-10-22,L110,1794.11
2023-10-21,L110,2338.69
2023-10-06,L110,4838.43
2023-09-24,L110,1646.75
2023-09-20,L110,4769.67
2023-09-19,L110,4429.26
2023-09-03,L110,1469.95
2023-08-27,L110,1615.17
2023-08-25,L110,4336.15
2023-08-24,L110,4117.68
2023-08-19,L110,2232.47
2023-08-14,L110,4392.05
2023-08-13,L110,1743.02
2023-08-11,L110,4355.4
2023-08-09,L110,4402.88
2023-08-03,L110,4257.72
2023-07-27,L110,3964.27
2023-07-26,L133/125,2348.17
2023-07-23,L110,1321.52
2023-07-22,L110,2532.75
2023-07-07,L110,4866.71
2023-07-02,L110,1517.85
2023-06-25,L110,1391.19
2023-05-08,L110,4266.39
2023-05-05,L110,4195.16
2023-05-04,L110,4390.95
2023-04-20,L110,4612.87
2023-04-19,L110,4641.93
2023-04-09,L110,1355.33
2022-12-15,L103,4339.16
2022-11-16,L138,1751.86
2022-11-15,L138,1705.97
2022-07-24,L130/146,1075.62
2022-04-23,L110,2333.29
2021-08-02,L103,3349.55
2021-07-30,L103,3534.71
2020-07-01,L103,2423.33
2020-06-30,L103,2072.93
2020-06-27,L103,1882.93
2020-06-24,L103,2531.88
2020-06-16,L103,2611.01
2020-06-14,L103,1519.77
2020-06-13,L103,1928.4
2020-06-12,L103,1924.6
2020-06-11,L103,2168.94
2020-06-05,L103,1757.32
2020-06-04,L103,2312.92
2020-05-09,L103,1544.27
2020-05-08,L103,2013.47
2020-05-07,L103,1866.7
2020-03-27,L103,1256.21
2020-03-19,L103,3205.83
2020-03-18,L103,2968.89
2020-03-15,L101,768.22
2019-06-29,L101,1013.57
2019-05-25,L101,763.51
2019-02-10,L101,784.93
2019-02-06,L143,3521.59
2019-01-31,L143,3447.09
2019-01-29,L143,3761.17
2019-01-28,L143,3587.9
2023-09-17,359V,1205.18
2019-12-19,LI41,10425.33
2019-12-05,LI41,10398.36
2023-08-16,L138,1746.75
2023-08-14,L133/125,2645.03
2023-08-11,L101,1882.06
2023-08-01,L101,1636.11
2023-07-26,L110,3766.29
2023-05-11,L133/125,2667.09
2023-02-05,L130/146,1184.31
2023-01-05,L133/125,2469.66
2023-01-04,L133/125,2156.16
2022-12-24,L133/125,1774.39
2022-12-14,L140,2060.64
2022-10-16,L133/125,1227.85
2022-10-03,L103,4670.17
2022-08-20,L133/125,1743.32
2022-08-01,L103,4052.15
2022-07-10,L130/146,1162.14
2021-02-25,L103,3794.12
2021-02-24,L103,3524
2021-01-24,L101,633.96
2021-01-22,L101,894.83
2020-11-09,L102,382.46
2020-10-12,L102,485.51
2020-10-03,L101,246.77
2020-08-13,L103,2783.71
2020-06-07,L101,568.91
2020-03-22,L101,283.12
2020-02-16,L101,939.36
2020-01-28,L133,2968.87
2020-01-26,L110,1857.72
2020-01-23,L110,3689.91
2020-01-17,L110,3416.45
2020-01-12,L110,1789.31
2020-01-10,L110,3838.25
2020-01-08,L110,3601.46
2020-01-03,L110,3480.22
2019-12-31,L110,2252.56
2019-12-20,L110,3473.61
2019-12-19,L110,4013.47
2019-11-30,L110,2760.11
2019-11-24,L110,1720.18
2019-11-15,L110,3405.08
2019-11-10,L110,1970.88
2019-09-21,L110,3317.86
2019-06-08,L110,2952.49
2019-05-18,L110,3135.66
2019-01-27,L143,3942.07
2019-01-20,L143,3547.75
2019-01-17,L143,2808.56
2019-01-14,L143,3061.35
2019-01-13,L143,3143.83
2019-01-09,L143,3279.01
2023-09-01,L133/125,2776.07
2023-08-30,L133/125,2830.54
2023-08-29,L133/125,2912.64
2023-07-27,L133/125,2523.74
2023-07-25,L133/125,2147.01
2023-07-19,L102/144,1503.01
2023-03-08,L133/125,3268.01
2023-03-07,L133/125,3013.85
2023-03-06,L133/125,2996.19
2023-02-28,L133/125,2106.04
2023-02-26,L133/125,1111.07
2023-02-18,L133/125,1686.4
2023-02-04,L133/125,2058.32
2023-01-16,L133/125,2480.11
2023-01-11,L133/125,2232.47
2022-12-31,L133/125,1234.24
2022-12-17,L133/125,1817.68
2022-12-09,L133/125,1326.03
2022-11-19,L133/125,1756.63
2022-10-15,L133/125,1733.85
2022-07-31,L133/125,1400.28
2021-09-05,L145/133,1655.53
2021-04-04,L145/133,1805.56
2021-04-01,L145/133,2303.53
2021-03-18,L145/133,3537.64
2021-03-14,L145/133,1653.21
2021-03-12,L145/133,4037.28
2021-02-10,L143/136/137,3187.05
2021-01-25,L145,628.07
2021-01-02,L145,927.31
2020-12-08,L145,1025.37
2020-11-28,L145,1050.8
2020-10-11,L145,758.4
2020-08-01,L128,1123.45
2019-12-12,L103,3980.86
2019-12-06,L128,2603.16
2019-12-01,L129,624.33
2019-10-12,L129,810.21
2019-01-12,L107,1821.73
2023-11-03,L133/125,2833.81
2023-06-27,L133/125,2741.37
2023-06-26,L133/125,2748.1
2023-06-14,L133/125,2783.8
2023-06-12,L133/125,2854.83
2023-06-09,L133/125,2556.58
2023-06-07,L140,1917.5
2023-06-06,L140,1910.96
2023-05-29,L102/144,1849.07
2023-05-18,L133/125,2725.28
2023-05-15,L101,1894.01
2023-05-12,L101,1683.71
2023-03-23,L133/125,2763.28
2022-10-02,L130/146,985.89
2022-09-06,L138,1842.84
2022-09-05,L138,1591.88
2022-09-01,L138,1600.74
2021-11-19,203M,9266.5
2021-11-05,203M,14247.21
2021-10-18,LI41,7518.67
2021-01-18,L133,1646.51
2021-01-17,L133,1529.94
2020-11-28,L143,1725.47
2020-11-01,L143,1494.15
2020-10-02,L102,566.85
2020-09-21,L102,430.53
2020-09-19,L102,444.59
2020-09-18,L102,554.73
2020-09-17,L102,152.96
2020-09-14,L102,375.97
2020-08-26,L102,452.11
2020-07-31,L143,3079.07
2020-07-01,L143,2356.9
2020-06-28,L143,1837.47
2020-06-27,L143,2106.11
2020-06-26,L143,2551.74
2020-06-25,L143,2436.76
2020-06-24,L143,2370.12
2020-06-11,L143,2216.19
2020-06-08,L143,1857.57
2020-05-06,L143,2035.5
2020-04-19,L143,1567.29
2020-04-18,L143,1671.53
2020-04-17,L143,1905.11
2020-03-27,L143,1626.13
2020-03-26,L143,1671.5
2020-03-09,L143,4285.41
2020-03-08,L143,2758.86
2020-03-07,L143,2903.16
2020-03-06,L143,4573.97
2020-03-03,L143,4402.62
2020-03-02,L143,4664.42
2020-02-29,L143,2625.38
2020-02-26,L143,4084.35
2020-02-22,L143,2317.91
2020-02-19,L143,3980.25
2020-02-18,L143,3380.19
2020-02-17,L143,3717.74
2020-02-14,L143,3988.56
2020-02-13,L143,3734.62
2020-02-12,L143,3779.93
2020-02-11,L143,4105.63
2020-02-10,L143,3990.28
2020-02-05,L143,3814.4
2020-02-04,L143,3762.43
2020-02-03,L143,3942.33
2020-02-01,L143,2859.3
2020-01-31,L143,3742.33
2020-01-30,L143,3469.03
2020-01-29,L143,3194.82
2020-01-27,L143,3366.03
2020-01-22,L143,3621.52
2020-01-21,L143,3768.41
2020-01-20,L143,4438.93
2020-01-18,L143,2496.66
2020-01-16,L143,3534.73
2020-01-12,L143,983.95
2020-01-09,L143,3636.51
2020-01-03,L143,3453.64
2019-12-18,L143,4166.08
2019-12-16,L143,3864.28
2019-12-10,L143,4075.57
2019-12-03,L143,3745.53
2019-11-25,L143,3827.08
2019-11-10,L143,2066.23
2019-11-04,L143,3819.39
2019-11-02,L143,3246.42
2019-10-27,L143,2227
2019-10-26,L143,2293.05
2019-10-24,L143,3434.09
2019-10-21,L143,3465.81
2019-10-18,L143,2293.29
2019-10-15,L143,3334.49
2019-10-14,L143,1787.49
2019-10-09,L143,4076.15
2019-10-08,L143,3060.96
2019-10-06,L143,2147.92
2019-10-03,L143,3952.45
2019-10-02,L143,3805.81
2019-10-01,L143,3953.14
2019-09-28,L143,2956.69
2019-09-25,L143,3973.2
2019-09-03,L103,3523.05
2019-08-31,L143,2821.41
2019-08-24,L143,2640.19
2019-08-15,L143,3503.58
2019-08-13,L143,3954.95
2019-08-12,L143,3534.41
2019-08-11,L143,2449.23
2019-08-09,L143,3927.72
2019-08-08,L143,4299.43
2019-08-05,L143,3834.86
2019-08-03,L143,2539.9
2019-08-02,L143,3814.84
2019-08-01,L143,3990.44
2019-07-31,L143,3897.08
2019-07-29,L143,3317.48
2019-07-21,L143,1706.77
2019-07-19,L143,3567.7
2019-07-18,L143,3177.29
2019-07-17,L143,3558.96
2019-07-16,L143,3120.7
2019-07-15,L143,3335.44
2019-07-12,L143,3294.37
2019-07-11,L143,3034.38
2019-07-10,L143,3053.04
2019-07-06,L143,2129.28
2019-07-05,L143,3878.76
2019-06-29,L143,2327.76
2019-06-28,L143,3783.69
2019-06-25,L143,3845.86
2019-06-24,L143,3821.71
2019-06-12,L143,2271.51
2019-06-11,L143,6080.94
2019-06-10,L143,3356.55
2019-06-08,L143,2675.77
2019-06-07,L143,4158.57
2019-06-06,L143,4352.83
2019-06-03,L143,3433.26
2019-06-02,L143,1898.92
2019-06-01,L143,3308.72
2019-05-31,L143,4534.42
2019-05-30,L143,3888.37
2019-05-20,L143,4251.13
2019-05-16,L143,4011.67
2019-05-15,L143,4092.65
2019-05-14,L143,3957.15
2019-05-13,L143,2825.88
2019-05-12,L143,3845.37
2019-05-10,L143,4329.24
2019-05-09,L143,3964.62
2019-05-08,L143,4259.08
2019-05-06,L143,3628.49
2019-05-03,L143,4424.42
2019-05-02,L143,4008.82
2019-04-25,L103,3795.97
2019-04-23,L103,3887.76
2019-04-22,L143,1900.58
2019-04-19,L143,1176.89
2019-04-17,L143,3221.82
2019-04-16,L143,3705.11
2019-04-15,L143,4112.91
2019-04-13,L143,2913
2019-04-12,L143,4411.97
2019-04-11,L143,3853.15
2019-04-10,L143,4770.32
2019-04-09,L143,4614.2
2019-04-08,L143,4291.59
2019-04-04,L143,4060.68
2019-04-02,L143,2292.79
2019-03-29,L143,4135.17
2019-03-28,L143,4345.21
2019-03-27,L143,3793.5
2019-03-24,L143,2603.74
2019-03-23,L143,3051.32
2019-03-22,L143,4594.19
2019-03-21,L143,4036.64
2019-03-20,L143,3913.48
2019-03-19,L143,4331.97
2019-03-12,L143,2510.28
2019-02-01,L110,2944.04
2023-03-01,359V,665.34
2022-04-16,359V,131.87
2022-02-18,359V,1523.14
2021-12-11,359V,1131.94
2021-12-04,359V,364.45
2021-06-28,LMAV,1160.36
2021-06-27,LMAV,1233.72
2021-03-16,359V,1222.19
2020-11-07,359V,408.83
2020-06-22,LEXP,503.32
2020-03-07,LIGM,202.79
2023-11-04,L130,623.19
2023-10-28,L130,817.25
2023-10-01,L130,391.86
2023-09-10,L122,1788.19
2023-08-26,L130,745.92
2023-07-09,L130,413.04
2023-06-10,L130,855.54
2023-05-15,L103,4001.3
2023-04-23,L130,402.84
2022-12-15,L140,2095.05
2022-11-06,L128,609.23
2022-10-29,L128,1188.5
2022-10-22,L128,1179.33
2022-10-15,L128,1071.34
2022-08-02,L128,1681.42
2022-07-30,L128,1192.27
2022-07-22,L122,3591.45
2022-07-11,L140,1727.17
2022-07-08,L140,1989.8
2022-07-07,L140,1987.59
2022-07-05,L126,875.58
2022-07-04,L140,2123.2
2022-07-03,L126,449.87
2022-07-01,L126,889.17
2022-06-30,L126,975.64
2022-06-29,L126,1110.44
2022-06-27,L126,943.2
2022-06-23,L140,2111.78
2022-06-22,L140,1827.94
2022-06-12,L140,903.46
2022-06-09,L140,2123.95
2022-05-29,L143/136/137,1301.61
2022-04-09,L145/133,2580.2
2021-11-13,L128,1331.87
2021-10-31,L103,1767.99
2021-10-29,L103,4159.63
2021-10-03,L133/125,1247.86
2020-10-24,L125,37
2020-08-08,L128,1200.42
2020-03-28,L125,494.76
2019-12-03,L145,2760.1
2019-03-24,L125,288.82
2023-11-13,LINA,8565.51
2023-11-10,LINA,7844.93
2023-11-09,LINA,9140.51
2023-11-08,LINA,8460.25
2023-11-07,LINA,9166.68
2023-11-06,LINA,8524.89
2023-11-03,LINA,8439.79
2023-11-02,LINA,7919.23
2023-11-01,LINA,7961.61
2023-10-31,LINA,8060.45
2023-10-30,LINA,8178.03
2023-10-29,LINA,6960.68
2023-10-28,LINA,6819.29
2023-10-27,LINA,8582.29
2023-10-26,LINA,7880.52
2023-10-25,LINA,8358.55
2023-10-23,LINA,8511.54
2023-10-20,LINA,8984.37
2023-10-19,LINA,8302.91
2023-10-17,LINA,8010.45
2023-10-15,LINA,6481.22
2023-10-14,LINA,6847.21
2023-10-12,LINA,8334.42
2023-10-11,LINA,7945.8
2023-10-10,LINA,8874.53
2023-10-05,LINA,8544.88
2023-10-04,LINA,8261.13
2023-10-03,LINA,7991.68
2023-10-02,LINA,8355.57
2023-10-01,LINA,6288.02
2023-09-30,LINA,6555.43
2023-09-28,LINA,8581.62
2023-09-27,LINA,8069.3
2023-09-26,LINA,8389.15
2023-09-25,LINA,8299.18
2023-09-24,LINA,6855.09
2023-09-22,LINA,8111.09
2023-09-21,LINA,8317.56
2023-09-20,LINA,8118.61
2023-09-19,LINA,7982.96
2023-09-18,LINA,8483.37
2023-09-17,LINA,7778.23
2023-09-15,LINA,8586.43
2023-09-14,LINA,8247.17
2023-09-13,LINA,7982.58
2023-09-12,LINA,8058.33
2023-09-11,LINA,8574.32
2023-09-10,LINA,6257.67
2023-09-09,LINA,6730
2023-09-08,LINA,7860.84
2023-09-07,LINA,8022.37
2023-09-06,LINA,8208.42
2023-09-05,LINA,8077.17
2023-09-04,LINA,8126.23
2023-09-03,LINA,5797.75
2023-09-02,LINA,6702.18
2023-08-25,LINA,7994.15
2023-08-24,LINA,7835.95
2023-08-23,LINA,8033.52
2023-08-22,LINA,7899.27
2023-08-20,LINA,6043.04
2023-08-19,LINA,6175.56
2023-08-18,LINA,8213.73
2023-08-17,LINA,7973.03
2023-08-16,LINA,8504.36
2023-08-15,LINA,8244.21
2023-08-14,LINA,8095.21
2023-08-13,LINA,6340.89
2023-08-12,LINA,6190.01
2023-08-11,LINA,8376.26
2023-08-10,LINA,7507.79
2023-08-09,LINA,8295.89
2023-08-08,LINA,8044.6
2023-08-07,LINA,7951.1
2023-08-06,LINA,6566.14
2023-08-05,LINA,6611.01
2023-08-04,LINA,7924.56
2023-08-03,LINA,7677.47
2023-08-02,LINA,8070.95
2023-08-01,LINA,8327.25
2023-07-31,LINA,7708.08
2023-07-30,LINA,6254.01
2023-07-29,LINA,6423.01
2023-07-28,LINA,7045.98
2023-07-24,LINA,6872.99
2023-07-23,LINA,5698.82
2023-07-21,LINA,7080.1
2023-07-17,LINA,6708.86
2023-07-16,LINA,6123.27
2023-07-13,LINA,8420.45
2023-07-12,LINA,8073.32
2023-07-11,LINA,8256.68
2023-07-10,LINA,7804.49
2023-07-07,LINA,8053.42
2023-07-06,LINA,7998.11
2023-06-28,LINA,13021.02
2023-06-27,LINA,7833.28
2023-06-26,LINA,8071.61
2023-06-22,LINA,7219.16
2023-06-21,LINA,8075.98
2023-06-18,LINA,6358.99
2023-06-16,LINA,7747.66
2023-06-15,LINA,8069.36
2023-06-14,LINA,7774.27
2023-06-13,LINA,6479.9
2023-06-12,LINA,7992.59
2023-06-11,LINA,5923.58
2023-06-09,LINA,8123.95
2023-06-08,LINA,8290.77
2023-06-07,LINA,7910.77
2023-06-06,LINA,7998.48
2023-06-05,LINA,7941.58
2023-06-02,LINA,8220.14
2023-06-01,LINA,7828.82
2023-05-31,LINA,7900.5
2023-05-30,LINA,8078.26
2023-05-29,LINA,7646.02
2023-05-28,LINA,6002.4
2023-05-24,LINA,10643.59
2023-05-23,LINA,8077.41
2023-05-22,LINA,7722.37
2023-05-21,LINA,6054.23
2023-05-20,LINA,6356.07
2023-05-19,LINA,7512.82
2023-05-18,LINA,7972.68
2023-05-17,LINA,7994.62
2023-05-16,LINA,7973.15
2023-05-15,LINA,8192.12
2023-05-14,LINA,6097.51
2023-05-12,LINA,8066.16
2023-05-11,LINA,7962.06
2023-05-10,LINA,7937.57
2023-05-09,LINA,8171.23
2023-05-08,LINA,7986.28
2023-05-07,LINA,6190.83
2023-05-05,LINA,8012.36
2023-05-02,LINA,7678.92
2023-04-30,LINA,5854.62
2023-04-28,LINA,8560.25
2023-04-27,LINA,8241.67
2023-04-26,LINA,8166.56
2023-04-25,LINA,7709.75
2023-04-24,LINA,7746.59
2023-04-21,LINA,8031.66
2023-04-20,LINA,7824.29
2023-04-19,LINA,7914.85
2023-04-18,LINA,8026.88
2023-04-17,LINA,7887.69
2023-04-15,LINA,6625.06
2023-04-14,LINA,8354.15
2023-04-13,LINA,8040.44
2023-04-12,LINA,7852.83
2023-04-11,LINA,8872.17
2023-04-10,LINA,8706.17
2023-04-09,LINA,6209.55
2023-04-05,LINA,8730.51
2023-04-04,LINA,8241.64000000001
2023-04-03,LINA,8080.04
2023-03-31,LINA,8272.88
2023-03-30,LINA,8206.29
2023-03-29,LINA,8405.48
2023-03-28,LINA,8616.23
2023-03-27,LINA,8125.04
2023-03-25,LINA,7259.76
2023-03-23,LINA,8299.18
2023-03-22,LINA,7676.13
2023-03-21,LINA,7894.85
2023-03-20,LINA,8564.51
2023-03-17,LINA,8724.83
2023-03-16,LINA,9102.13
2023-03-15,LINA,8972.76
2023-03-14,LINA,9148.29
2023-03-13,LINA,8767.81
2023-03-10,LINA,9042.16
2023-03-09,LINA,9060.03
2023-03-08,LINA,8821.86
2023-03-07,LINA,8654.19
2023-03-06,LINA,9317.78
2023-02-25,LINA,5845.21
2023-02-21,LINA,4588.27
2023-02-16,LINA,6894.91
2023-02-15,LINA,7209.17
2023-02-06,LINA,7336.45
2023-02-05,LINA,5353.96
2023-02-04,LINA,6189.86
2023-02-03,LINA,6840.82
2023-02-01,LINA,6934.61
2023-01-31,LINA,7318.15
2023-01-30,LINA,7133.74
2023-01-29,LINA,5935.18
2023-01-28,LINA,6295.52
2023-01-27,LINA,6372.64
2023-01-26,LINA,7671.59
2023-01-25,LINA,7009.49
2023-01-24,LINA,7036.5
2023-01-23,LINA,6638.15
2023-01-20,LINA,7209.27
2023-01-19,LINA,7577.83
2023-01-18,LINA,6706.86
2023-01-17,LINA,7521.72
2023-01-15,LINA,5938.74
2023-01-12,LINA,6497.01
2023-01-11,LINA,6800.36
2023-01-10,LINA,7412.53
2023-01-08,LINA,5529.74
2023-01-05,LINA,7207.86
2023-01-04,LINA,7046.13
2022-12-31,LINA,5414.34
2022-12-30,LINA,7508.38
2022-12-29,LINA,6940.39
2022-12-23,LINA,8136.42
2022-12-22,LINA,9038.66
2022-12-13,LINA,8304.63
2022-12-11,LINA,7189.77
2022-12-07,LINA,9294.02
2022-12-06,LINA,9069.13
2022-12-05,LINA,9211.93
2022-12-02,LINA,8064.21
2022-12-01,LINA,8305.07
2022-11-30,LINA,8253.36
2022-11-29,LINA,9074.73
2022-11-28,LINA,8994.99
2022-11-27,LINA,6579.7
2022-11-25,LINA,8576.96
2022-11-24,LINA,8728.12
2022-11-23,LINA,8425.52
2022-11-22,LINA,6597.89
2022-11-18,LINA,9151.74
2022-11-16,LINA,8589.12
2022-11-15,LINA,8211.66
2022-11-14,LINA,8302.37
2022-11-10,LINA,7984.52
2022-11-09,LINA,8440.14
2022-11-08,LINA,8923.77
2022-11-07,LINA,9158.6
2022-11-06,LINA,5716.62
2022-11-04,LINA,8840.13
2022-11-03,LINA,8386.76
2022-11-02,LINA,8340.93
2022-11-01,LINA,8142.88
2022-10-31,LINA,8231.73
2022-10-30,LINA,5648.4
2022-10-29,LINA,7053.85
2022-10-28,LINA,8779.4
2022-10-27,LINA,8530.62
2022-10-26,LINA,8501.18
2022-10-25,LINA,8747.37000000001
2022-10-24,LINA,8712.71
2022-10-23,LINA,5968.46
2022-10-21,LINA,8242.42
2022-10-20,LINA,8379.98
2022-10-19,LINA,8286.06
2022-10-18,LINA,8148.16
2022-10-14,LINA,10598.43
2022-10-11,LINA,8542.2
2022-10-08,LINA,5773.5
2022-10-06,LINA,8064.03
2022-10-05,LINA,8271.14
2022-10-03,LINA,8586.08
2022-10-02,LINA,5703.91
2022-09-30,LINA,8579.7
2022-09-29,LINA,8243.83
2022-09-28,LINA,7836.19
2022-09-27,LINA,8330.74
2022-09-26,LINA,8169.82
2022-09-15,LINA,8249.6
2022-09-14,LINA,8255.79
2022-09-12,LINA,7919.21
2022-09-07,LINA,8493.32
2022-09-06,LINA,8586.72
2022-09-05,LINA,8044.49
2022-09-03,LINA,5780.82
2022-09-02,LINA,5845.49
2022-09-01,LINA,7739.6
2022-08-31,LINA,8032.73
2022-08-29,LINA,8404.22
2022-08-28,LINA,5238.84
2022-08-27,LINA,6140.44
2022-08-26,LINA,8465.83
2022-08-25,LINA,7892.94
2022-08-23,LINA,8263.56
2022-08-22,LINA,8167.76
2022-08-21,LINA,5558.37
2022-08-19,LINA,8037.75
2022-08-16,LINA,8225.07
2022-08-15,LINA,3469.26
2022-08-14,LINA,5503.73
2022-08-13,LINA,6174.56
2022-08-12,LINA,8292.49
2022-08-11,LINA,7611.88
2022-08-10,LINA,7973.62
2022-08-09,LINA,7705.46
2022-08-08,LINA,8055.61
2022-08-07,LINA,5705.72
2022-08-06,LINA,5385.99
2022-08-05,LINA,8089.34
2022-08-04,LINA,8019.65
2022-08-03,LINA,7734.77
2022-08-02,LINA,7955.81
2022-08-01,LINA,8164.45
2022-07-30,LINA,6102.62
2022-07-29,LINA,7966.37
2022-07-28,LINA,7992.84
2022-07-26,LINA,7719.42
2022-07-24,LINA,5680.79
2022-07-23,LINA,5936.08
2022-07-22,LINA,6408.51
2022-07-21,LINA,6212.87
2022-07-20,LINA,6105.65
2022-07-19,LINA,6329.85
2022-07-18,LINA,6260.72
2022-07-15,LINA,6483.28
2022-07-14,LINA,6176.31
2022-07-10,LINA,5268.11
2022-07-07,LINA,8219.47
2022-07-03,LINA,4955.35
2022-07-02,LINA,6106.32
2022-07-01,LINA,7979.38
2022-06-26,LINA,5342.5
2022-06-23,LINA,7366.56
2022-06-20,LINA,3499.31
2022-06-19,LINA,5491.79
2022-06-18,LINA,5941.07
2022-06-14,LINA,8372.62
2022-06-08,LINA,8281.66
2022-06-07,LINA,8078.12
2022-06-04,LINA,5705.27
2022-05-28,LINA,5637.36
2022-05-22,LINA,5508.17
2022-05-21,LINA,6213.39
2022-05-20,LINA,7212.65
2022-05-19,LINA,7748.03
2022-05-16,LINA,7388.45
2022-05-15,LINA,5163.58
2022-05-14,LINA,5979.92
2022-05-13,LINA,7811.23
2022-05-12,LINA,7717.14
2022-05-11,LINA,7815.93
2022-05-10,LINA,7730.32
2022-05-08,LINA,5438.27
2022-05-06,LINA,8103.7
2022-05-05,LINA,8126.65
2022-05-04,LINA,8112.44
2022-05-03,LINA,8186.12
2022-04-30,LINA,5697.86
2022-04-29,LINA,8187.46
2022-04-28,LINA,7978.11
2022-04-27,LINA,7892.5
2022-04-25,LINA,8482.03
2022-04-24,LINA,5338.42
2022-04-23,LINA,5878.63
2022-04-22,LINA,7471.28
2022-04-21,LINA,8397.86
2022-04-20,LINA,8536.85
2022-04-19,LINA,8344.85
2022-04-17,LINA,5453.44
2022-04-16,LINA,6190.21
2022-04-15,LINA,3601.12
2022-04-14,LINA,6242.57
2022-04-13,LINA,8233.57
2022-04-12,LINA,7850.33
2022-04-11,LINA,8258.29
2022-04-10,LINA,5747.49
2022-04-09,LINA,6065.72
2022-04-08,LINA,8622.58
2022-04-07,LINA,8599.15
2022-04-06,LINA,8361.82
2022-04-05,LINA,8429.12
2022-04-04,LINA,7941.03
2022-04-03,LINA,5255.65
2022-04-02,LINA,3708.44
2022-04-01,LINA,7998.67
2022-03-31,LINA,7691.48
2022-03-30,LINA,7872.14
2022-03-29,LINA,8249.42
2022-03-27,LINA,5574.6
2022-03-26,LINA,6110.12
2022-03-21,LINA,8058.03
2022-03-20,LINA,5633.18
2022-03-18,LINA,7911.07
2022-03-17,LINA,8381.27
2022-03-16,LINA,9022.64
2022-03-15,LINA,8648.36
2022-03-14,LINA,9030.48
2022-03-13,LINA,5353.72
2022-03-12,LINA,6677.4
2022-03-11,LINA,7906.54
2022-03-10,LINA,8808.53
2022-03-09,LINA,7766.63
2022-03-08,LINA,8564.97
2022-03-07,LINA,8057.65
2022-03-05,LINA,6250.78
2022-03-04,LINA,7845.56
2022-03-02,LINA,8841.29
2022-02-27,LINA,4699.3
2022-02-26,LINA,6294.46
2022-02-25,LINA,6833.72
2022-02-24,LINA,6120.57
2022-02-23,LINA,6156.08
2022-02-22,LINA,6184.24
2022-02-21,LINA,5927.53
2022-02-20,LINA,4963.21
2022-02-18,LINA,8897.74
2022-02-14,LINA,6104.4
2022-02-12,LINA,5846.61
2022-02-11,LINA,5997.74
2022-02-10,LINA,5902.69
2022-02-09,LINA,5912.31
2022-02-08,LINA,5942.73
2022-02-06,LINA,5320.36
2022-02-05,LINA,6026.55
2022-02-02,LINA,6326.7
2022-02-01,LINA,6077.32
2022-01-30,LINA,5510.06
2022-01-28,LINA,6228.11
2022-01-27,LINA,6099.73
2022-01-26,LINA,6251.89
2022-01-25,LINA,6475.52
2022-01-24,LINA,5870.75
2022-01-23,LINA,5208.1
2022-01-21,LINA,6982.47
2022-01-20,LINA,5738.79
2022-01-18,LINA,6295.08
2022-01-17,LINA,5967.79
2022-01-12,LINA,6877.27
2022-01-11,LINA,6813.83
2022-01-09,LINA,5002.73
2022-01-04,LINA,6596.75
2022-01-03,LINA,7211.51
2022-01-02,LINA,5250.94
2021-12-29,LINA,7119.78
2021-12-27,LINA,7452.54
2021-12-26,LINA,5828.28
2021-12-23,LINA,8648.55
2021-12-22,LINA,9115.69
2021-12-21,LINA,8515.9
2021-12-20,LINA,9270.86
2021-12-19,LINA,5521.92
2021-12-18,LINA,6366.71
2021-12-17,LINA,8581.81
2021-12-16,LINA,8543.18
2021-12-15,LINA,8642.7
2021-12-14,LINA,8081.16
2021-12-13,LINA,8957.56
2021-12-11,LINA,6573.96
2021-12-10,LINA,7998.7
2021-12-07,LINA,9074.79
2021-12-06,LINA,8565.08
2021-12-04,LINA,5956.13
2021-12-03,LINA,8614.96
2021-12-02,LINA,8547.3
2021-11-30,LINA,8275.39
2021-11-28,LINA,5136.87
2021-11-26,LINA,8759.71
2021-11-25,LINA,8211.94
2021-11-24,LINA,8801.7
2021-11-23,LINA,8787.55
2021-11-21,LINA,6093.27
2021-11-19,LINA,8530.74
2021-11-18,LINA,8189.66
2021-11-17,LINA,7686.53
2021-11-15,LINA,8627.19
2021-11-12,LINA,8821.89
2021-11-11,LINA,8563.04
2021-11-10,LINA,8507.51
2021-11-09,LINA,8553.29
2021-11-08,LINA,8782
2021-11-06,LINA,6485.22
