FechaRecaudacion,des_lin,Cantidad_Pasajeros
2022-06-09T00:00:00Z,PILAR 203,54382
2022-06-09T00:00:00Z,EXPRESO,29103
2022-06-09T00:00:00Z,CP25 A,5094
2022-06-09T00:00:00Z,LINEA A,14950
2022-06-09T00:00:00Z,CP33/9,10007
2022-06-09T00:00:00Z,MORENO 203,77111
2022-06-09T00:00:00Z,CN33/9,1785
2022-06-09T00:00:00Z,FABRICA,1029
2022-06-09T00:00:00Z,103,23095
2022-06-09T00:00:00Z,41,41026
2022-06-09T00:00:00Z,110,24572
2022-06-09T00:00:00Z,102/144,10876
2022-06-09T00:00:00Z,143/136/137,16669
2022-06-09T00:00:00Z,145/133,23114
2022-06-09T00:00:00Z,133/125,11831
2022-06-09T00:00:00Z,130/146,14253
2022-06-09T00:00:00Z,126,4925
2022-06-09T00:00:00Z,138/139,8511
2022-06-09T00:00:00Z,140,10788
2022-06-09T00:00:00Z,128,12229
2022-06-09T00:00:00Z,35/9,11813
2022-06-09T00:00:00Z,142,27100
2022-06-09T00:00:00Z,101,10616
2022-06-09T00:00:00Z,122,24279
2022-06-10T00:00:00Z,107,23887
2022-06-10T00:00:00Z,315,23509
2022-06-10T00:00:00Z,440,113645
2022-06-10T00:00:00Z,740,40491
2022-06-10T00:00:00Z,PILAR 203,55800
2022-06-10T00:00:00Z,EXPRESO,28248
2022-06-10T00:00:00Z,CP25 A,5236
2022-06-10T00:00:00Z,LINEA A,15959
2022-06-10T00:00:00Z,CP33/9,9756
2022-06-10T00:00:00Z,MORENO 203,79196
2022-06-10T00:00:00Z,CN33/9,2100
2022-06-10T00:00:00Z,FABRICA,997
2022-06-10T00:00:00Z,103,22990
2022-06-10T00:00:00Z,41,41758
2022-06-10T00:00:00Z,110,25282
2022-06-10T00:00:00Z,102/144,10278
2022-06-10T00:00:00Z,143/136/137,16347
2022-06-10T00:00:00Z,145/133,23083
2022-06-10T00:00:00Z,133/125,11792
2022-06-10T00:00:00Z,130/146,14617
2022-06-10T00:00:00Z,126,4796
2022-06-10T00:00:00Z,138/139,8903
2022-06-10T00:00:00Z,140,11109
2022-06-10T00:00:00Z,128,11830
2022-06-10T00:00:00Z,35/9,12971
2022-06-10T00:00:00Z,142,27617
2022-06-10T00:00:00Z,101,10199
2022-06-10T00:00:00Z,122,24890
2022-06-11T00:00:00Z,107,12473
2022-06-11T00:00:00Z,315,21001
2022-06-11T00:00:00Z,440,74103
2022-06-11T00:00:00Z,740,24646
2022-06-11T00:00:00Z,PILAR 203,43004
2022-06-11T00:00:00Z,CP25 A,2144
2022-06-11T00:00:00Z,LINEA A,12084
2022-06-11T00:00:00Z,CP33/9,5286
2022-06-11T00:00:00Z,MORENO 203,60892
2022-06-11T00:00:00Z,CN33/9,1249
2022-06-11T00:00:00Z,FABRICA,11
2022-06-11T00:00:00Z,103,11990
2022-06-11T00:00:00Z,41,25642
2022-06-11T00:00:00Z,110,12537
2022-06-11T00:00:00Z,102/144,3463
2022-06-11T00:00:00Z,143/136/137,8438
2022-06-11T00:00:00Z,145/133,10789
2022-06-11T00:00:00Z,133/125,6080
2022-06-11T00:00:00Z,130/146,7816
2022-06-11T00:00:00Z,126,2260
2022-06-11T00:00:00Z,138/139,4331
2022-06-11T00:00:00Z,140,5597
2022-06-11T00:00:00Z,128,5885
2022-06-11T00:00:00Z,35/9,5678
2022-06-11T00:00:00Z,142,14787
2022-06-11T00:00:00Z,101,3188
2022-06-11T00:00:00Z,122,13475
2022-06-11T00:00:00Z,EXPRESO,16403
2022-06-12T00:00:00Z,107,6119
2022-06-12T00:00:00Z,315,14432
2022-06-12T00:00:00Z,440,45101
2022-06-12T00:00:00Z,740,13667
2022-06-12T00:00:00Z,PILAR 203,30230
2022-06-12T00:00:00Z,CP25 A,1639
2022-06-12T00:00:00Z,LINEA A,9900
2022-06-12T00:00:00Z,CP33/9,3700
2022-06-12T00:00:00Z,MORENO 203,42003
2022-06-12T00:00:00Z,CN33/9,1422
2022-06-12T00:00:00Z,103,6046
2022-06-12T00:00:00Z,41,14728
2022-06-12T00:00:00Z,110,7090
2022-06-12T00:00:00Z,102/144,2398
2022-06-12T00:00:00Z,143/136/137,5017
2022-06-12T00:00:00Z,145/133,5768
2022-06-12T00:00:00Z,133/125,3232
2022-06-12T00:00:00Z,130/146,3517
2022-06-12T00:00:00Z,126,1280
2022-06-12T00:00:00Z,138/139,2742
2022-06-12T00:00:00Z,140,2568
2022-06-12T00:00:00Z,128,2770
2022-06-12T00:00:00Z,35/9,3613
2022-06-12T00:00:00Z,142,7022
2022-06-12T00:00:00Z,101,2047
2022-06-12T00:00:00Z,122,7285
2022-06-12T00:00:00Z,EXPRESO,11205
2022-06-13T00:00:00Z,107,22752
2022-06-13T00:00:00Z,315,23369
2022-06-13T00:00:00Z,440,111825
2022-06-13T00:00:00Z,740,40317
2022-06-13T00:00:00Z,PILAR 203,53449
2022-06-13T00:00:00Z,EXPRESO,29019
2022-06-13T00:00:00Z,CP25 A,5174
2022-06-13T00:00:00Z,LINEA A,15599
2022-06-13T00:00:00Z,CP33/9,9875
2022-06-13T00:00:00Z,MORENO 203,75175
2022-06-13T00:00:00Z,CN33/9,2058
2022-06-13T00:00:00Z,FABRICA,1056
2022-06-13T00:00:00Z,103,22974
2022-06-13T00:00:00Z,41,41412
2022-06-13T00:00:00Z,110,24149
2022-06-13T00:00:00Z,102/144,9796
2022-06-13T00:00:00Z,143/136/137,16201
2022-06-13T00:00:00Z,145/133,23642
2022-06-13T00:00:00Z,133/125,11414
2022-06-13T00:00:00Z,130/146,13525
2022-06-13T00:00:00Z,126,4948
2022-06-13T00:00:00Z,138/139,9212
2022-06-13T00:00:00Z,140,11072
2022-06-13T00:00:00Z,128,11951
2022-06-13T00:00:00Z,35/9,12475
2022-06-13T00:00:00Z,142,26877
2022-06-13T00:00:00Z,101,10607
2022-06-13T00:00:00Z,122,24746
2022-06-14T00:00:00Z,107,23274
2022-06-14T00:00:00Z,315,24614
2022-06-14T00:00:00Z,440,114271
2022-06-14T00:00:00Z,740,41445
2022-06-14T00:00:00Z,PILAR 203,54273
2022-06-14T00:00:00Z,EXPRESO,29388
2022-06-14T00:00:00Z,CP25 A,5327
2022-06-14T00:00:00Z,LINEA A,15167
2022-06-14T00:00:00Z,CP33/9,9834
2022-06-14T00:00:00Z,MORENO 203,76809
2022-06-14T00:00:00Z,CN33/9,1810
2022-06-14T00:00:00Z,FABRICA,1025
2022-06-14T00:00:00Z,103,22292
2022-06-14T00:00:00Z,41,41577
2022-06-14T00:00:00Z,110,25326
2022-06-14T00:00:00Z,102/144,10161
2022-06-14T00:00:00Z,143/136/137,16912
2022-06-14T00:00:00Z,145/133,23691
2022-06-14T00:00:00Z,133/125,11998
2022-06-14T00:00:00Z,130/146,14598
2022-06-14T00:00:00Z,126,5124
2022-06-14T00:00:00Z,138/139,9244
2022-06-14T00:00:00Z,140,11121
2022-06-14T00:00:00Z,128,12222
2022-06-14T00:00:00Z,35/9,12504
2022-06-14T00:00:00Z,142,27879
2022-06-14T00:00:00Z,101,10642
2022-06-14T00:00:00Z,122,25274
2022-06-15T00:00:00Z,107,25408
2022-06-15T00:00:00Z,315,24284
2022-06-15T00:00:00Z,440,117460
2022-06-15T00:00:00Z,740,42271
2022-06-15T00:00:00Z,PILAR 203,54508
2022-06-15T00:00:00Z,EXPRESO,29470
2022-06-15T00:00:00Z,CP25 A,5403
2022-06-15T00:00:00Z,LINEA A,15387
2022-06-15T00:00:00Z,CP33/9,10211
2022-06-15T00:00:00Z,MORENO 203,77790
2022-06-15T00:00:00Z,CN33/9,1717
2022-06-15T00:00:00Z,FABRICA,1015
2022-06-15T00:00:00Z,103,24311
2022-06-15T00:00:00Z,41,41460
2022-06-15T00:00:00Z,110,26243
2022-06-15T00:00:00Z,102/144,10896
2022-06-15T00:00:00Z,143/136/137,18224
2022-06-15T00:00:00Z,145/133,25252
2022-06-15T00:00:00Z,133/125,12450
2022-06-15T00:00:00Z,130/146,15175
2022-06-15T00:00:00Z,126,5327
2022-06-15T00:00:00Z,138/139,9630
2022-06-15T00:00:00Z,140,11662
2022-06-15T00:00:00Z,128,13381
2022-06-15T00:00:00Z,35/9,12752
2022-06-15T00:00:00Z,142,28902
2022-06-15T00:00:00Z,101,11665
2022-06-15T00:00:00Z,122,26248
2022-06-16T00:00:00Z,107,24524
2022-06-16T00:00:00Z,315,24653
2022-06-16T00:00:00Z,440,120489
2022-06-16T00:00:00Z,740,43798
2022-06-16T00:00:00Z,PILAR 203,55499
2022-06-16T00:00:00Z,EXPRESO,30930
2022-06-16T00:00:00Z,CP25 A,5505
2022-06-16T00:00:00Z,LINEA A,17028
2022-06-16T00:00:00Z,CP33/9,10648
2022-06-16T00:00:00Z,MORENO 203,81146
2022-06-16T00:00:00Z,CN33/9,2219
2022-06-16T00:00:00Z,FABRICA,922
2022-06-16T00:00:00Z,103,25889
2022-06-16T00:00:00Z,41,40874
2022-06-16T00:00:00Z,110,26601
2022-06-16T00:00:00Z,102/144,11234
2022-06-16T00:00:00Z,143/136/137,18209
2022-06-16T00:00:00Z,145/133,25223
2022-06-16T00:00:00Z,133/125,12549
2022-06-16T00:00:00Z,130/146,15630
2022-06-16T00:00:00Z,126,5101
2022-06-16T00:00:00Z,138/139,9563
2022-06-16T00:00:00Z,140,11949
2022-06-16T00:00:00Z,128,13504
2022-06-16T00:00:00Z,35/9,13481
2022-06-16T00:00:00Z,142,30167
2022-06-16T00:00:00Z,101,11162
2022-06-16T00:00:00Z,122,28255
2022-06-17T00:00:00Z,107,8014
2022-06-17T00:00:00Z,315,15182
2022-06-17T00:00:00Z,440,64209
2022-06-17T00:00:00Z,740,19757
2022-06-17T00:00:00Z,PILAR 203,39742
2022-06-17T00:00:00Z,CP25 A,2107
2022-06-17T00:00:00Z,LINEA A,9559
2022-06-17T00:00:00Z,CP33/9,4681
2022-06-17T00:00:00Z,MORENO 203,54468
2022-06-17T00:00:00Z,CN33/9,1450
2022-06-17T00:00:00Z,103,8270
2022-06-17T00:00:00Z,41,21998
2022-06-17T00:00:00Z,110,8075
2022-06-17T00:00:00Z,102/144,2866
2022-06-17T00:00:00Z,143/136/137,6500
2022-06-17T00:00:00Z,145/133,8157
2022-06-17T00:00:00Z,133/125,4399
2022-06-17T00:00:00Z,130/146,5195
2022-06-17T00:00:00Z,126,1370
2022-06-17T00:00:00Z,138/139,3692
2022-06-17T00:00:00Z,140,3864
2022-06-17T00:00:00Z,128,4263
2022-06-17T00:00:00Z,35/9,4541
2022-06-17T00:00:00Z,142,10152
2022-06-17T00:00:00Z,101,2317
2022-06-17T00:00:00Z,122,9533
2022-06-17T00:00:00Z,EXPRESO,12443
2022-06-18T00:00:00Z,107,12231
2022-06-18T00:00:00Z,315,20875
2022-06-18T00:00:00Z,440,72729
2022-06-18T00:00:00Z,740,24663
2022-06-18T00:00:00Z,PILAR 203,39110
2022-06-18T00:00:00Z,CP25 A,1832
2022-06-18T00:00:00Z,LINEA A,12103
2022-06-18T00:00:00Z,CP33/9,4999
2022-06-18T00:00:00Z,MORENO 203,61539
2022-06-18T00:00:00Z,CN33/9,1373
2022-06-18T00:00:00Z,103,11522
2022-06-18T00:00:00Z,41,23531
2022-06-18T00:00:00Z,110,11784
2022-06-18T00:00:00Z,102/144,3443
2022-06-18T00:00:00Z,143/136/137,7042
2022-06-18T00:00:00Z,145/133,10462
2022-06-18T00:00:00Z,133/125,5465
2022-06-18T00:00:00Z,130/146,7214
2022-06-18T00:00:00Z,126,2096
2022-06-18T00:00:00Z,138/139,4254
2022-06-18T00:00:00Z,140,4703
2022-06-18T00:00:00Z,128,5992
2022-06-18T00:00:00Z,35/9,6287
2022-06-18T00:00:00Z,142,13236
2022-06-18T00:00:00Z,101,3371
2022-06-18T00:00:00Z,122,11925
2022-06-18T00:00:00Z,EXPRESO,15120
2022-06-19T00:00:00Z,107,5773
2022-06-19T00:00:00Z,315,13807
2022-06-19T00:00:00Z,440,42851
2022-06-19T00:00:00Z,740,12125
2022-06-19T00:00:00Z,PILAR 203,28167
2022-06-19T00:00:00Z,CP25 A,1107
2022-06-19T00:00:00Z,LINEA A,9252
2022-06-19T00:00:00Z,CP33/9,3412
2022-06-19T00:00:00Z,MORENO 203,38945
2022-06-19T00:00:00Z,CN33/9,1368
2022-06-19T00:00:00Z,103,5988
2022-06-19T00:00:00Z,41,14514
2022-06-19T00:00:00Z,110,6411
2022-06-19T00:00:00Z,102/144,2169
2022-06-19T00:00:00Z,143/136/137,4177
2022-06-19T00:00:00Z,145/133,5182
2022-06-19T00:00:00Z,133/125,2843
2022-06-19T00:00:00Z,130/146,3393
2022-06-19T00:00:00Z,126,981
2022-06-19T00:00:00Z,138/139,2494
2022-06-19T00:00:00Z,140,2129
2022-06-19T00:00:00Z,128,2717
2022-06-19T00:00:00Z,35/9,3111
2022-06-19T00:00:00Z,142,6999
2022-06-19T00:00:00Z,101,2076
2022-06-19T00:00:00Z,122,6497
2022-06-19T00:00:00Z,EXPRESO,10420
2022-06-20T00:00:00Z,107,4215
2022-06-20T00:00:00Z,315,11788
2022-06-20T00:00:00Z,440,43835
2022-06-20T00:00:00Z,740,13582
2022-06-20T00:00:00Z,PILAR 203,31598
2022-06-20T00:00:00Z,CP25 A,1805
2022-06-20T00:00:00Z,LINEA A,8311
2022-06-20T00:00:00Z,CP33/9,3721
2022-06-20T00:00:00Z,MORENO 203,42230
2022-06-20T00:00:00Z,CN33/9,1305
2022-06-20T00:00:00Z,103,4277
2022-06-20T00:00:00Z,41,14935
2022-06-20T00:00:00Z,110,2981
2022-06-20T00:00:00Z,102/144,1688
2022-06-20T00:00:00Z,143/136/137,3473
2022-06-20T00:00:00Z,145/133,3080
2022-06-20T00:00:00Z,133/125,1904
2022-06-20T00:00:00Z,130/146,2082
2022-06-20T00:00:00Z,126,746
2022-06-20T00:00:00Z,138/139,1767
2022-06-20T00:00:00Z,140,1339
2022-06-20T00:00:00Z,128,1103
2022-06-20T00:00:00Z,35/9,4268
2022-06-20T00:00:00Z,142,5750
2022-06-20T00:00:00Z,101,683
2022-06-20T00:00:00Z,122,3743
2022-06-20T00:00:00Z,EXPRESO,10107
2022-06-21T00:00:00Z,107,22861
2022-06-21T00:00:00Z,315,22722
2022-06-21T00:00:00Z,440,111656
2022-06-21T00:00:00Z,740,40137
2022-06-21T00:00:00Z,PILAR 203,53269
2022-06-21T00:00:00Z,EXPRESO,28454
2022-06-21T00:00:00Z,CP25 A,5103
2022-06-21T00:00:00Z,LINEA A,14991
2022-06-21T00:00:00Z,CP33/9,9777
2022-06-21T00:00:00Z,MORENO 203,76312
2022-06-21T00:00:00Z,CN33/9,1885
2022-06-21T00:00:00Z,FABRICA,999
2022-06-21T00:00:00Z,103,23030
2022-06-21T00:00:00Z,41,41291
2022-06-21T00:00:00Z,110,24307
2022-06-21T00:00:00Z,102/144,10040
2022-06-21T00:00:00Z,143/136/137,16858
2022-06-21T00:00:00Z,145/133,23686
2022-06-21T00:00:00Z,133/125,11725
2022-06-21T00:00:00Z,130/146,14515
2022-06-21T00:00:00Z,126,5068
2022-06-21T00:00:00Z,138/139,9168
2022-06-21T00:00:00Z,140,11020
2022-06-21T00:00:00Z,128,12369
2022-06-21T00:00:00Z,35/9,12096
2022-06-21T00:00:00Z,142,26760
2022-06-21T00:00:00Z,101,10191
2022-06-21T00:00:00Z,122,25017
2022-06-22T00:00:00Z,107,23061
2022-06-22T00:00:00Z,315,23674
2022-06-22T00:00:00Z,440,107843
2022-06-22T00:00:00Z,740,38934
2022-06-22T00:00:00Z,PILAR 203,50660
2022-06-22T00:00:00Z,EXPRESO,27312
2022-06-22T00:00:00Z,CP25 A,4668
2022-06-22T00:00:00Z,LINEA A,14386
2022-06-22T00:00:00Z,CP33/9,9771
2022-06-22T00:00:00Z,MORENO 203,75381
2022-06-22T00:00:00Z,CN33/9,1722
2022-06-22T00:00:00Z,FABRICA,1025
2022-06-22T00:00:00Z,103,23117
2022-06-22T00:00:00Z,41,40400
2022-06-22T00:00:00Z,110,25066
2022-06-22T00:00:00Z,102/144,10536
2022-06-22T00:00:00Z,143/136/137,17065
2022-06-22T00:00:00Z,145/133,23531
2022-06-22T00:00:00Z,133/125,11334
2022-06-22T00:00:00Z,130/146,14886
2022-06-22T00:00:00Z,126,5182
2022-06-22T00:00:00Z,138/139,8823
2022-06-22T00:00:00Z,140,10927
2022-06-22T00:00:00Z,128,12268
2022-06-22T00:00:00Z,35/9,12198
2022-06-22T00:00:00Z,142,27702
2022-06-22T00:00:00Z,101,10730
2022-06-22T00:00:00Z,122,25276
2022-06-23T00:00:00Z,107,22075
2022-06-23T00:00:00Z,315,23231
2022-06-23T00:00:00Z,440,109012
2022-06-23T00:00:00Z,740,38275
2022-06-23T00:00:00Z,PILAR 203,53403
2022-06-23T00:00:00Z,EXPRESO,26375
2022-06-23T00:00:00Z,CP25 A,4701
2022-06-23T00:00:00Z,LINEA A,13960
2022-06-23T00:00:00Z,CP33/9,9319
2022-06-23T00:00:00Z,MORENO 203,74142
2022-06-23T00:00:00Z,CN33/9,1598
2022-06-23T00:00:00Z,FABRICA,992
2022-06-23T00:00:00Z,103,22732
2022-06-23T00:00:00Z,41,39357
2022-06-23T00:00:00Z,110,23008
2022-06-23T00:00:00Z,102/144,10104
2022-06-23T00:00:00Z,143/136/137,16350
2022-06-23T00:00:00Z,145/133,22670
2022-06-23T00:00:00Z,133/125,10926
2022-06-23T00:00:00Z,130/146,13473
2022-06-23T00:00:00Z,126,4254
2022-06-23T00:00:00Z,138/139,8916
2022-06-23T00:00:00Z,140,9664
2022-06-23T00:00:00Z,128,12646
2022-06-23T00:00:00Z,35/9,11840
2022-06-23T00:00:00Z,142,26892
2022-06-23T00:00:00Z,101,8403
2022-06-23T00:00:00Z,122,22875
2022-06-24T00:00:00Z,107,22707
2022-06-24T00:00:00Z,315,24363
2022-06-24T00:00:00Z,440,111279
2022-06-24T00:00:00Z,740,39812
2022-06-24T00:00:00Z,PILAR 203,53944
2022-06-24T00:00:00Z,EXPRESO,28142
2022-06-24T00:00:00Z,CP25 A,4666
2022-06-24T00:00:00Z,LINEA A,15440
2022-06-24T00:00:00Z,CP33/9,9329
2022-06-24T00:00:00Z,MORENO 203,76369
2022-06-24T00:00:00Z,CN33/9,2049
2022-06-24T00:00:00Z,FABRICA,965
2022-06-24T00:00:00Z,103,22991
2022-06-24T00:00:00Z,41,41173
2022-06-24T00:00:00Z,110,23947
2022-06-24T00:00:00Z,102/144,10030
2022-06-24T00:00:00Z,143/136/137,16843
2022-06-24T00:00:00Z,145/133,22769
2022-06-24T00:00:00Z,133/125,11474
2022-06-24T00:00:00Z,130/146,13471
2022-06-24T00:00:00Z,126,4473
2022-06-24T00:00:00Z,138/139,9124
2022-06-24T00:00:00Z,140,10410
2022-06-24T00:00:00Z,128,12825
2022-06-24T00:00:00Z,35/9,12204
2022-06-24T00:00:00Z,142,27633
2022-06-24T00:00:00Z,101,8972
2022-06-24T00:00:00Z,122,23279
2022-06-25T00:00:00Z,107,12254
2022-06-25T00:00:00Z,315,21973
2022-06-25T00:00:00Z,440,72121
2022-06-25T00:00:00Z,740,24654
2022-06-25T00:00:00Z,PILAR 203,41355
2022-06-25T00:00:00Z,CP25 A,2187
2022-06-25T00:00:00Z,LINEA A,11694
2022-06-25T00:00:00Z,CP33/9,5111
2022-06-25T00:00:00Z,MORENO 203,61498
2022-06-25T00:00:00Z,CN33/9,1191
2022-06-25T00:00:00Z,103,12135
2022-06-25T00:00:00Z,41,24594
2022-06-25T00:00:00Z,110,12390
2022-06-25T00:00:00Z,102/144,3802
2022-06-25T00:00:00Z,143/136/137,8243
2022-06-25T00:00:00Z,145/133,11201
2022-06-25T00:00:00Z,133/125,5898
2022-06-25T00:00:00Z,130/146,7092
2022-06-25T00:00:00Z,126,2167
2022-06-25T00:00:00Z,138/139,4254
2022-06-25T00:00:00Z,140,5365
2022-06-25T00:00:00Z,128,5781
2022-06-25T00:00:00Z,35/9,6031
2022-06-25T00:00:00Z,142,13824
2022-06-25T00:00:00Z,101,3168
2022-06-25T00:00:00Z,122,12184
2022-06-25T00:00:00Z,EXPRESO,15433
2022-06-26T00:00:00Z,107,5203
2022-06-26T00:00:00Z,315,12901
2022-06-26T00:00:00Z,440,38577
2022-06-26T00:00:00Z,740,11944
2022-06-26T00:00:00Z,PILAR 203,27359
2022-06-26T00:00:00Z,CP25 A,1094
2022-06-26T00:00:00Z,LINEA A,7917
2022-06-26T00:00:00Z,CP33/9,3094
2022-06-26T00:00:00Z,MORENO 203,42458
2022-06-26T00:00:00Z,CN33/9,1111
2022-06-26T00:00:00Z,103,5279
2022-06-26T00:00:00Z,41,13376
2022-06-26T00:00:00Z,110,5922
2022-06-26T00:00:00Z,102/144,2106
2022-06-26T00:00:00Z,143/136/137,4051
2022-06-26T00:00:00Z,145/133,4779
2022-06-26T00:00:00Z,133/125,2512
2022-06-26T00:00:00Z,130/146,2701
2022-06-26T00:00:00Z,126,826
2022-06-26T00:00:00Z,138/139,2070
2022-06-26T00:00:00Z,140,2166
2022-06-26T00:00:00Z,128,2263
2022-06-26T00:00:00Z,35/9,2998
2022-06-26T00:00:00Z,142,5855
2022-06-26T00:00:00Z,101,1666
2022-06-26T00:00:00Z,122,5851
2022-06-26T00:00:00Z,EXPRESO,8822
2022-06-27T00:00:00Z,107,21170
2022-06-27T00:00:00Z,315,21575
2022-06-27T00:00:00Z,440,98107
2022-06-27T00:00:00Z,740,35563
2022-06-27T00:00:00Z,PILAR 203,49070
2022-06-27T00:00:00Z,EXPRESO,25411
2022-06-27T00:00:00Z,CP25 A,4191
2022-06-27T00:00:00Z,LINEA A,13579
2022-06-27T00:00:00Z,CP33/9,8900
2022-06-27T00:00:00Z,MORENO 203,71236
2022-06-27T00:00:00Z,CN33/9,1722
2022-06-27T00:00:00Z,FABRICA,1044
2022-06-27T00:00:00Z,103,21700
2022-06-27T00:00:00Z,41,39476
2022-06-27T00:00:00Z,110,22365
2022-06-27T00:00:00Z,102/144,8763
2022-06-27T00:00:00Z,143/136/137,15415
2022-06-27T00:00:00Z,145/133,21734
2022-06-27T00:00:00Z,133/125,10712
2022-06-27T00:00:00Z,130/146,13098
2022-06-27T00:00:00Z,126,4282
2022-06-27T00:00:00Z,138/139,8090
2022-06-27T00:00:00Z,140,10145
2022-06-27T00:00:00Z,128,12006
2022-06-27T00:00:00Z,35/9,11171
2022-06-27T00:00:00Z,142,25519
2022-06-27T00:00:00Z,101,7471
2022-06-27T00:00:00Z,122,22250
2022-06-28T00:00:00Z,107,21514
2022-06-28T00:00:00Z,315,23503
2022-06-28T00:00:00Z,440,108496
2022-06-28T00:00:00Z,740,39601
2022-06-28T00:00:00Z,PILAR 203,51812
2022-06-28T00:00:00Z,EXPRESO,24737
2022-06-28T00:00:00Z,CP25 A,4602
2022-06-28T00:00:00Z,LINEA A,13471
2022-06-28T00:00:00Z,CP33/9,8729
2022-06-28T00:00:00Z,MORENO 203,74063
2022-06-28T00:00:00Z,CN33/9,1732
2022-06-28T00:00:00Z,FABRICA,1076
2022-06-28T00:00:00Z,103,22498
2022-06-28T00:00:00Z,41,40723
2022-06-28T00:00:00Z,110,22795
2022-06-28T00:00:00Z,102/144,9675
2022-06-28T00:00:00Z,143/136/137,15902
2022-06-28T00:00:00Z,145/133,21972
2022-06-28T00:00:00Z,133/125,10774
2022-06-28T00:00:00Z,130/146,13435
2022-06-28T00:00:00Z,126,4474
2022-06-28T00:00:00Z,138/139,8623
2022-06-28T00:00:00Z,140,10130
2022-06-28T00:00:00Z,128,11989
2022-06-28T00:00:00Z,35/9,11142
2022-06-28T00:00:00Z,142,25609
2022-06-28T00:00:00Z,101,9003
2022-06-28T00:00:00Z,122,22973
2022-06-29T00:00:00Z,107,23367
2022-06-29T00:00:00Z,315,23642
2022-06-29T00:00:00Z,440,110592
2022-06-29T00:00:00Z,740,40455
2022-06-29T00:00:00Z,PILAR 203,53404
2022-06-29T00:00:00Z,EXPRESO,27095
2022-06-29T00:00:00Z,CP25 A,4403
2022-06-29T00:00:00Z,LINEA A,13528
2022-06-29T00:00:00Z,CP33/9,9458
2022-06-29T00:00:00Z,MORENO 203,76179
2022-06-29T00:00:00Z,CN33/9,1337
2022-06-29T00:00:00Z,FABRICA,1050
2022-06-29T00:00:00Z,103,24226
2022-06-29T00:00:00Z,41,41512
2022-06-29T00:00:00Z,110,24908
2022-06-29T00:00:00Z,102/144,10539
2022-06-29T00:00:00Z,143/136/137,17182
2022-06-29T00:00:00Z,145/133,24406
2022-06-29T00:00:00Z,133/125,12094
2022-06-29T00:00:00Z,130/146,14828
2022-06-29T00:00:00Z,126,4859
2022-06-29T00:00:00Z,138/139,9217
2022-06-29T00:00:00Z,140,10341
2022-06-29T00:00:00Z,128,12792
2022-06-29T00:00:00Z,35/9,11505
2022-06-29T00:00:00Z,142,28392
2022-06-29T00:00:00Z,101,10092
2022-06-29T00:00:00Z,122,24587
2022-06-30T00:00:00Z,107,22909
2022-06-30T00:00:00Z,315,24255
2022-06-30T00:00:00Z,440,111768
2022-06-30T00:00:00Z,740,40469
2022-06-30T00:00:00Z,PILAR 203,52251
2022-06-30T00:00:00Z,EXPRESO,27317
2022-06-30T00:00:00Z,CP25 A,5030
2022-06-30T00:00:00Z,LINEA A,14992
2022-06-30T00:00:00Z,CP33/9,9384
2022-06-30T00:00:00Z,MORENO 203,74135
2022-06-30T00:00:00Z,CN33/9,1771
2022-06-30T00:00:00Z,FABRICA,1014
2022-06-30T00:00:00Z,103,23351
2022-06-30T00:00:00Z,41,41664
2022-06-30T00:00:00Z,110,24817
2022-06-30T00:00:00Z,102/144,10088
2022-06-30T00:00:00Z,143/136/137,16938
2022-06-30T00:00:00Z,145/133,24107
2022-06-30T00:00:00Z,133/125,11963
2022-06-30T00:00:00Z,130/146,14352
2022-06-30T00:00:00Z,126,4607
2022-06-30T00:00:00Z,138/139,9164
2022-06-30T00:00:00Z,140,10777
2022-06-30T00:00:00Z,128,12965
2022-06-30T00:00:00Z,35/9,11902
2022-06-30T00:00:00Z,142,28037
2022-06-30T00:00:00Z,101,10001
2022-06-30T00:00:00Z,122,24798
2022-07-01T00:00:00Z,107,23301
2022-07-01T00:00:00Z,315,23466
2022-07-01T00:00:00Z,440,106214
2022-07-01T00:00:00Z,740,38712
2022-07-01T00:00:00Z,PILAR 203,51006
2022-07-01T00:00:00Z,EXPRESO,26875
2022-07-01T00:00:00Z,CP25 A,4929
2022-07-01T00:00:00Z,LINEA A,15447
2022-07-01T00:00:00Z,CP33/9,9702
2022-07-01T00:00:00Z,MORENO 203,75664
2022-07-01T00:00:00Z,CN33/9,2105
2022-07-01T00:00:00Z,FABRICA,966
2022-07-01T00:00:00Z,103,22729
2022-07-01T00:00:00Z,41,39699
2022-07-01T00:00:00Z,110,24147
2022-07-01T00:00:00Z,102/144,10217
2022-07-01T00:00:00Z,143/136/137,16713
2022-07-01T00:00:00Z,145/133,23316
2022-07-01T00:00:00Z,133/125,11741
2022-07-01T00:00:00Z,130/146,14041
2022-07-01T00:00:00Z,126,4383
2022-07-01T00:00:00Z,138/139,9196
2022-07-01T00:00:00Z,140,10640
2022-07-01T00:00:00Z,128,12622
2022-07-01T00:00:00Z,35/9,12264
2022-07-01T00:00:00Z,142,28002
2022-07-01T00:00:00Z,101,9317
2022-07-01T00:00:00Z,122,23849
2022-07-02T00:00:00Z,107,12423
2022-07-02T00:00:00Z,315,22044
2022-07-02T00:00:00Z,440,70916
2022-07-02T00:00:00Z,740,24975
2022-07-02T00:00:00Z,PILAR 203,43384
2022-07-02T00:00:00Z,EXPRESO,16113
2022-07-02T00:00:00Z,CP25 A,2053
2022-07-02T00:00:00Z,LINEA A,12270
