FechaRecaudacion,des_lin,Cantidad_Pasajeros
2020-04-24T00:00:00Z,RINCÓN,2999
2020-04-24T00:00:00Z,35/9 V,1984
2020-04-25T00:00:00Z,107,2165
2020-04-25T00:00:00Z,133,1209
2020-04-25T00:00:00Z,315,3380
2020-04-25T00:00:00Z,440,11987
2020-04-25T00:00:00Z,740,2302
2020-04-25T00:00:00Z,PILAR 203,8328
2020-04-25T00:00:00Z,CP25 A,261
2020-04-25T00:00:00Z,C AZUL,296
2020-04-25T00:00:00Z,35/9,1175
2020-04-25T00:00:00Z,LINEA A,1330
2020-04-25T00:00:00Z,CP33/9,267
2020-04-25T00:00:00Z,MORENO 203,12064
2020-04-25T00:00:00Z,CN33/9,45
2020-04-25T00:00:00Z,103,2068
2020-04-25T00:00:00Z,143,1408
2020-04-25T00:00:00Z,125,418
2020-04-25T00:00:00Z,41,3826
2020-04-25T00:00:00Z,110,2252
2020-04-25T00:00:00Z,C NEGRA,292
2020-04-25T00:00:00Z,128,1154
2020-04-25T00:00:00Z,145,1109
2020-04-25T00:00:00Z,146,1442
2020-04-25T00:00:00Z,142,2265
2020-04-25T00:00:00Z,144,228
2020-04-25T00:00:00Z,102,362
2020-04-25T00:00:00Z,101,522
2020-04-25T00:00:00Z,130,531
2020-04-25T00:00:00Z,129,407
2020-04-25T00:00:00Z,EXPRESO,2048
2020-04-25T00:00:00Z,RINCÓN,1625
2020-04-25T00:00:00Z,35/9 V,1005
2020-04-26T00:00:00Z,107,1099
2020-04-26T00:00:00Z,133,736
2020-04-26T00:00:00Z,315,2371
2020-04-26T00:00:00Z,440,6766
2020-04-26T00:00:00Z,740,1771
2020-04-26T00:00:00Z,PILAR 203,6065
2020-04-26T00:00:00Z,CP25 A,153
2020-04-26T00:00:00Z,C AZUL,134
2020-04-26T00:00:00Z,35/9,599
2020-04-26T00:00:00Z,LINEA A,763
2020-04-26T00:00:00Z,CP33/9,188
2020-04-26T00:00:00Z,MORENO 203,8201
2020-04-26T00:00:00Z,CN33/9,29
2020-04-26T00:00:00Z,103,1001
2020-04-26T00:00:00Z,143,768
2020-04-26T00:00:00Z,125,178
2020-04-26T00:00:00Z,41,2615
2020-04-26T00:00:00Z,110,1171
2020-04-26T00:00:00Z,C NEGRA,127
2020-04-26T00:00:00Z,128,571
2020-04-26T00:00:00Z,145,508
2020-04-26T00:00:00Z,146,778
2020-04-26T00:00:00Z,142,1165
2020-04-26T00:00:00Z,144,143
2020-04-26T00:00:00Z,102,183
2020-04-26T00:00:00Z,101,272
2020-04-26T00:00:00Z,130,246
2020-04-26T00:00:00Z,129,214
2020-04-26T00:00:00Z,EXPRESO,1172
2020-04-26T00:00:00Z,RINCÓN,770
2020-04-26T00:00:00Z,35/9 V,434
2020-04-27T00:00:00Z,107,3409
2020-04-27T00:00:00Z,133,1920
2020-04-27T00:00:00Z,315,5138
2020-04-27T00:00:00Z,440,20826
2020-04-27T00:00:00Z,740,3912
2020-04-27T00:00:00Z,PILAR 203,12230
2020-04-27T00:00:00Z,CP25 A,521
2020-04-27T00:00:00Z,C AZUL,424
2020-04-27T00:00:00Z,35/9,2137
2020-04-27T00:00:00Z,LINEA A,2076
2020-04-27T00:00:00Z,CP33/9,540
2020-04-27T00:00:00Z,MORENO 203,18057
2020-04-27T00:00:00Z,CN33/9,64
2020-04-27T00:00:00Z,103,3470
2020-04-27T00:00:00Z,143,2450
2020-04-27T00:00:00Z,125,704
2020-04-27T00:00:00Z,41,7998
2020-04-27T00:00:00Z,110,3603
2020-04-27T00:00:00Z,C NEGRA,447
2020-04-27T00:00:00Z,128,2068
2020-04-27T00:00:00Z,145,1768
2020-04-27T00:00:00Z,146,2494
2020-04-27T00:00:00Z,142,3675
2020-04-27T00:00:00Z,144,561
2020-04-27T00:00:00Z,102,655
2020-04-27T00:00:00Z,101,877
2020-04-27T00:00:00Z,130,949
2020-04-27T00:00:00Z,129,714
2020-04-27T00:00:00Z,EXPRESO,3342
2020-04-27T00:00:00Z,RINCÓN,2422
2020-04-27T00:00:00Z,35/9 V,1823
2020-04-28T00:00:00Z,107,2971
2020-04-28T00:00:00Z,133,1872
2020-04-28T00:00:00Z,315,3694
2020-04-28T00:00:00Z,440,14596
2020-04-28T00:00:00Z,740,5232
2020-04-28T00:00:00Z,PILAR 203,9787
2020-04-28T00:00:00Z,CP25 A,389
2020-04-28T00:00:00Z,C AZUL,434
2020-04-28T00:00:00Z,35/9,1820
2020-04-28T00:00:00Z,LINEA A,1641
2020-04-28T00:00:00Z,CP33/9,393
2020-04-28T00:00:00Z,MORENO 203,14092
2020-04-28T00:00:00Z,CN33/9,65
2020-04-28T00:00:00Z,103,2991
2020-04-28T00:00:00Z,143,2185
2020-04-28T00:00:00Z,125,490
2020-04-28T00:00:00Z,41,7175
2020-04-28T00:00:00Z,110,2923
2020-04-28T00:00:00Z,C NEGRA,452
2020-04-28T00:00:00Z,128,1799
2020-04-28T00:00:00Z,145,1605
2020-04-28T00:00:00Z,146,2125
2020-04-28T00:00:00Z,142,3307
2020-04-28T00:00:00Z,144,474
2020-04-28T00:00:00Z,102,578
2020-04-28T00:00:00Z,101,751
2020-04-28T00:00:00Z,130,859
2020-04-28T00:00:00Z,129,617
2020-04-28T00:00:00Z,EXPRESO,2690
2020-04-28T00:00:00Z,RINCÓN,2394
2020-04-28T00:00:00Z,35/9 V,1322
2020-04-29T00:00:00Z,107,4383
2020-04-29T00:00:00Z,133,2434
2020-04-29T00:00:00Z,315,5376
2020-04-29T00:00:00Z,440,25211
2020-04-29T00:00:00Z,740,7757
2020-04-29T00:00:00Z,PILAR 203,13855
2020-04-29T00:00:00Z,CP25 A,630
2020-04-29T00:00:00Z,C AZUL,458
2020-04-29T00:00:00Z,35/9,2493
2020-04-29T00:00:00Z,LINEA A,2346
2020-04-29T00:00:00Z,CP33/9,588
2020-04-29T00:00:00Z,MORENO 203,20369
2020-04-29T00:00:00Z,CN33/9,74
2020-04-29T00:00:00Z,103,4309
2020-04-29T00:00:00Z,143,3032
2020-04-29T00:00:00Z,125,977
2020-04-29T00:00:00Z,41,8644
2020-04-29T00:00:00Z,110,4750
2020-04-29T00:00:00Z,C NEGRA,699
2020-04-29T00:00:00Z,128,2757
2020-04-29T00:00:00Z,145,2404
2020-04-29T00:00:00Z,146,3119
2020-04-29T00:00:00Z,142,4652
2020-04-29T00:00:00Z,144,658
2020-04-29T00:00:00Z,102,818
2020-04-29T00:00:00Z,101,1181
2020-04-29T00:00:00Z,130,1261
2020-04-29T00:00:00Z,129,861
2020-04-29T00:00:00Z,EXPRESO,3756
2020-04-29T00:00:00Z,RINCÓN,3369
2020-04-29T00:00:00Z,35/9 V,2254
2020-04-30T00:00:00Z,107,4428
2020-04-30T00:00:00Z,133,2411
2020-04-30T00:00:00Z,315,5819
2020-04-30T00:00:00Z,440,25657
2020-04-30T00:00:00Z,740,4883
2020-04-30T00:00:00Z,PILAR 203,14358
2020-04-30T00:00:00Z,EXPRESO,3769
2020-04-30T00:00:00Z,CP25 A,652
2020-04-30T00:00:00Z,C AZUL,583
2020-04-30T00:00:00Z,35/9,2550
2020-04-30T00:00:00Z,LINEA A,2502
2020-04-30T00:00:00Z,CP33/9,610
2020-04-30T00:00:00Z,MORENO 203,20566
2020-04-30T00:00:00Z,CN33/9,72
2020-04-30T00:00:00Z,103,4297
2020-04-30T00:00:00Z,143,2940
2020-04-30T00:00:00Z,125,1032
2020-04-30T00:00:00Z,41,9382
2020-04-30T00:00:00Z,110,4510
2020-04-30T00:00:00Z,C NEGRA,623
2020-04-30T00:00:00Z,128,2729
2020-04-30T00:00:00Z,145,2425
2020-04-30T00:00:00Z,146,3142
2020-04-30T00:00:00Z,142,4776
2020-04-30T00:00:00Z,144,729
2020-04-30T00:00:00Z,102,823
2020-04-30T00:00:00Z,101,1112
2020-04-30T00:00:00Z,130,1255
2020-04-30T00:00:00Z,129,848
2020-04-30T00:00:00Z,RINCÓN,3359
2020-04-30T00:00:00Z,35/9 V,2242
2020-05-01T00:00:00Z,107,1186
2020-05-01T00:00:00Z,133,657
2020-05-01T00:00:00Z,315,3332
2020-05-01T00:00:00Z,440,10504
2020-05-01T00:00:00Z,740,2675
2020-05-01T00:00:00Z,PILAR 203,6780
2020-05-01T00:00:00Z,CP25 A,247
2020-05-01T00:00:00Z,C AZUL,212
2020-05-01T00:00:00Z,35/9,720
2020-05-01T00:00:00Z,LINEA A,896
2020-05-01T00:00:00Z,CP33/9,210
2020-05-01T00:00:00Z,MORENO 203,9846
2020-05-01T00:00:00Z,CN33/9,37
2020-05-01T00:00:00Z,103,1080
2020-05-01T00:00:00Z,143,834
2020-05-01T00:00:00Z,125,287
2020-05-01T00:00:00Z,41,3427
2020-05-01T00:00:00Z,110,1407
2020-05-01T00:00:00Z,C NEGRA,224
2020-05-01T00:00:00Z,128,664
2020-05-01T00:00:00Z,145,555
2020-05-01T00:00:00Z,146,700
2020-05-01T00:00:00Z,142,1133
2020-05-01T00:00:00Z,144,173
2020-05-01T00:00:00Z,102,239
2020-05-01T00:00:00Z,101,308
2020-05-01T00:00:00Z,130,290
2020-05-01T00:00:00Z,129,249
2020-05-01T00:00:00Z,EXPRESO,1278
2020-05-01T00:00:00Z,RINCÓN,1155
2020-05-01T00:00:00Z,35/9 V,553
2020-05-02T00:00:00Z,107,2416
2020-05-02T00:00:00Z,133,1463
2020-05-02T00:00:00Z,315,4494
2020-05-02T00:00:00Z,440,17887
2020-05-02T00:00:00Z,740,4733
2020-05-02T00:00:00Z,PILAR 203,9814
2020-05-02T00:00:00Z,CP25 A,244
2020-05-02T00:00:00Z,C AZUL,313
2020-05-02T00:00:00Z,35/9,1326
2020-05-02T00:00:00Z,LINEA A,1525
2020-05-02T00:00:00Z,CP33/9,315
2020-05-02T00:00:00Z,MORENO 203,14444
2020-05-02T00:00:00Z,CN33/9,50
2020-05-02T00:00:00Z,103,2352
2020-05-02T00:00:00Z,143,1601
2020-05-02T00:00:00Z,125,523
2020-05-02T00:00:00Z,41,4602
2020-05-02T00:00:00Z,110,2810
2020-05-02T00:00:00Z,C NEGRA,383
2020-05-02T00:00:00Z,128,1449
2020-05-02T00:00:00Z,145,1313
2020-05-02T00:00:00Z,146,1703
2020-05-02T00:00:00Z,142,2697
2020-05-02T00:00:00Z,144,284
2020-05-02T00:00:00Z,102,424
2020-05-02T00:00:00Z,101,577
2020-05-02T00:00:00Z,130,651
2020-05-02T00:00:00Z,129,484
2020-05-02T00:00:00Z,EXPRESO,2212
2020-05-02T00:00:00Z,RINCÓN,2164
2020-05-02T00:00:00Z,35/9 V,1038
2020-05-03T00:00:00Z,107,1221
2020-05-03T00:00:00Z,133,709
2020-05-03T00:00:00Z,315,2579
2020-05-03T00:00:00Z,440,7662
2020-05-03T00:00:00Z,740,1632
2020-05-03T00:00:00Z,PILAR 203,6267
2020-05-03T00:00:00Z,CP25 A,181
2020-05-03T00:00:00Z,C AZUL,170
2020-05-03T00:00:00Z,35/9,622
2020-05-03T00:00:00Z,LINEA A,807
2020-05-03T00:00:00Z,CP33/9,216
2020-05-03T00:00:00Z,MORENO 203,8850
2020-05-03T00:00:00Z,CN33/9,44
2020-05-03T00:00:00Z,103,1019
2020-05-03T00:00:00Z,143,828
2020-05-03T00:00:00Z,125,200
2020-05-03T00:00:00Z,41,3158
2020-05-03T00:00:00Z,110,1211
2020-05-03T00:00:00Z,C NEGRA,208
2020-05-03T00:00:00Z,128,665
2020-05-03T00:00:00Z,145,575
2020-05-03T00:00:00Z,146,770
2020-05-03T00:00:00Z,142,1170
2020-05-03T00:00:00Z,144,157
2020-05-03T00:00:00Z,102,205
2020-05-03T00:00:00Z,101,298
2020-05-03T00:00:00Z,130,294
2020-05-03T00:00:00Z,129,221
2020-05-03T00:00:00Z,EXPRESO,1225
2020-05-03T00:00:00Z,RINCÓN,1129
2020-05-03T00:00:00Z,35/9 V,451
2020-05-04T00:00:00Z,107,4205
2020-05-04T00:00:00Z,133,2283
2020-05-04T00:00:00Z,315,5364
2020-05-04T00:00:00Z,440,23243
2020-05-04T00:00:00Z,740,8737
2020-05-04T00:00:00Z,PILAR 203,13521
2020-05-04T00:00:00Z,CP25 A,646
2020-05-04T00:00:00Z,C AZUL,552
2020-05-04T00:00:00Z,35/9,2403
2020-05-04T00:00:00Z,LINEA A,2369
2020-05-04T00:00:00Z,CP33/9,562
2020-05-04T00:00:00Z,MORENO 203,19147
2020-05-04T00:00:00Z,CN33/9,90
2020-05-04T00:00:00Z,103,4135
2020-05-04T00:00:00Z,143,2928
2020-05-04T00:00:00Z,125,878
2020-05-04T00:00:00Z,41,8591
2020-05-04T00:00:00Z,110,4393
2020-05-04T00:00:00Z,C NEGRA,631
2020-05-04T00:00:00Z,128,2615
2020-05-04T00:00:00Z,145,2281
2020-05-04T00:00:00Z,146,2982
2020-05-04T00:00:00Z,142,4553
2020-05-04T00:00:00Z,144,647
2020-05-04T00:00:00Z,102,813
2020-05-04T00:00:00Z,101,1128
2020-05-04T00:00:00Z,130,1233
2020-05-04T00:00:00Z,129,854
2020-05-04T00:00:00Z,EXPRESO,3880
2020-05-04T00:00:00Z,RINCÓN,3337
2020-05-04T00:00:00Z,35/9 V,2283
2020-05-05T00:00:00Z,107,4295
2020-05-05T00:00:00Z,133,2406
2020-05-05T00:00:00Z,315,6095
2020-05-05T00:00:00Z,440,25628
2020-05-05T00:00:00Z,740,8318
2020-05-05T00:00:00Z,PILAR 203,13747
2020-05-05T00:00:00Z,CP25 A,617
2020-05-05T00:00:00Z,C AZUL,609
2020-05-05T00:00:00Z,35/9,2437
2020-05-05T00:00:00Z,LINEA A,2439
2020-05-05T00:00:00Z,CP33/9,582
2020-05-05T00:00:00Z,MORENO 203,19433
2020-05-05T00:00:00Z,CN33/9,75
2020-05-05T00:00:00Z,103,4171
2020-05-05T00:00:00Z,143,2862
2020-05-05T00:00:00Z,125,944
2020-05-05T00:00:00Z,41,8768
2020-05-05T00:00:00Z,110,4873
2020-05-05T00:00:00Z,C NEGRA,659
2020-05-05T00:00:00Z,128,2561
2020-05-05T00:00:00Z,145,2311
2020-05-05T00:00:00Z,146,3020
2020-05-05T00:00:00Z,142,4661
2020-05-05T00:00:00Z,144,638
2020-05-05T00:00:00Z,102,817
2020-05-05T00:00:00Z,101,1074
2020-05-05T00:00:00Z,130,1275
2020-05-05T00:00:00Z,129,862
2020-05-05T00:00:00Z,EXPRESO,3952
2020-05-05T00:00:00Z,RINCÓN,3434
2020-05-05T00:00:00Z,35/9 V,2293
2020-05-06T00:00:00Z,107,4693
2020-05-06T00:00:00Z,133,2570
2020-05-06T00:00:00Z,315,6161
2020-05-06T00:00:00Z,440,26720
2020-05-06T00:00:00Z,740,5719
2020-05-06T00:00:00Z,PILAR 203,15058
2020-05-06T00:00:00Z,CP25 A,603
2020-05-06T00:00:00Z,C AZUL,626
2020-05-06T00:00:00Z,35/9,2568
2020-05-06T00:00:00Z,LINEA A,2708
2020-05-06T00:00:00Z,CP33/9,636
2020-05-06T00:00:00Z,MORENO 203,21269
2020-05-06T00:00:00Z,CN33/9,86
2020-05-06T00:00:00Z,103,4309
2020-05-06T00:00:00Z,143,3178
2020-05-06T00:00:00Z,125,1082
2020-05-06T00:00:00Z,41,9063
2020-05-06T00:00:00Z,110,5082
2020-05-06T00:00:00Z,C NEGRA,735
2020-05-06T00:00:00Z,128,2760
2020-05-06T00:00:00Z,145,2516
2020-05-06T00:00:00Z,146,3349
2020-05-06T00:00:00Z,142,5043
2020-05-06T00:00:00Z,144,668
2020-05-06T00:00:00Z,102,852
2020-05-06T00:00:00Z,101,1205
2020-05-06T00:00:00Z,130,1267
2020-05-06T00:00:00Z,129,956
2020-05-06T00:00:00Z,EXPRESO,3971
2020-05-06T00:00:00Z,RINCÓN,3731
2020-05-06T00:00:00Z,35/9 V,2286
2020-05-07T00:00:00Z,107,4593
2020-05-07T00:00:00Z,133,2677
2020-05-07T00:00:00Z,315,6434
2020-05-07T00:00:00Z,440,28148
2020-05-07T00:00:00Z,740,6662
2020-05-07T00:00:00Z,PILAR 203,15498
2020-05-07T00:00:00Z,CP25 A,657
2020-05-07T00:00:00Z,C AZUL,675
2020-05-07T00:00:00Z,35/9,2601
2020-05-07T00:00:00Z,LINEA A,2653
2020-05-07T00:00:00Z,CP33/9,634
2020-05-07T00:00:00Z,MORENO 203,21865
2020-05-07T00:00:00Z,CN33/9,85
2020-05-07T00:00:00Z,103,4585
2020-05-07T00:00:00Z,143,3365
2020-05-07T00:00:00Z,125,936
2020-05-07T00:00:00Z,41,9077
2020-05-07T00:00:00Z,110,5095
2020-05-07T00:00:00Z,C NEGRA,734
2020-05-07T00:00:00Z,128,2753
2020-05-07T00:00:00Z,145,2612
2020-05-07T00:00:00Z,146,3511
2020-05-07T00:00:00Z,142,4952
2020-05-07T00:00:00Z,144,658
2020-05-07T00:00:00Z,102,836
2020-05-07T00:00:00Z,101,1236
2020-05-07T00:00:00Z,130,1230
2020-05-07T00:00:00Z,129,954
2020-05-07T00:00:00Z,EXPRESO,4243
2020-05-07T00:00:00Z,RINCÓN,3848
2020-05-07T00:00:00Z,35/9 V,2224
2020-05-08T00:00:00Z,107,5085
2020-05-08T00:00:00Z,133,2842
2020-05-08T00:00:00Z,315,7201
2020-05-08T00:00:00Z,440,31669
2020-05-08T00:00:00Z,740,10466
2020-05-08T00:00:00Z,PILAR 203,16108
2020-05-08T00:00:00Z,CP25 A,707
2020-05-08T00:00:00Z,C AZUL,677
2020-05-08T00:00:00Z,35/9,2791
2020-05-08T00:00:00Z,LINEA A,2859
2020-05-08T00:00:00Z,CP33/9,668
2020-05-08T00:00:00Z,MORENO 203,24327
2020-05-08T00:00:00Z,CN33/9,78
2020-05-08T00:00:00Z,103,4820
2020-05-08T00:00:00Z,143,3424
2020-05-08T00:00:00Z,125,1222
2020-05-08T00:00:00Z,41,9662
2020-05-08T00:00:00Z,110,5676
2020-05-08T00:00:00Z,C NEGRA,803
2020-05-08T00:00:00Z,128,2999
2020-05-08T00:00:00Z,145,2947
2020-05-08T00:00:00Z,146,3879
2020-05-08T00:00:00Z,142,5491
2020-05-08T00:00:00Z,144,723
2020-05-08T00:00:00Z,102,934
2020-05-08T00:00:00Z,101,1294
2020-05-08T00:00:00Z,130,1343
2020-05-08T00:00:00Z,129,1172
2020-05-08T00:00:00Z,EXPRESO,4577
2020-05-08T00:00:00Z,RINCÓN,4278
2020-05-08T00:00:00Z,35/9 V,2473
2020-05-09T00:00:00Z,107,2919
2020-05-09T00:00:00Z,133,1572
2020-05-09T00:00:00Z,315,5826
2020-05-09T00:00:00Z,440,21234
2020-05-09T00:00:00Z,740,6111
2020-05-09T00:00:00Z,PILAR 203,10665
2020-05-09T00:00:00Z,CP25 A,399
2020-05-09T00:00:00Z,C AZUL,345
2020-05-09T00:00:00Z,35/9,1439
2020-05-09T00:00:00Z,LINEA A,1664
2020-05-09T00:00:00Z,CP33/9,406
2020-05-09T00:00:00Z,MORENO 203,15861
2020-05-09T00:00:00Z,CN33/9,49
2020-05-09T00:00:00Z,103,2616
2020-05-09T00:00:00Z,143,1815
2020-05-09T00:00:00Z,125,667
2020-05-09T00:00:00Z,41,5553
2020-05-09T00:00:00Z,110,2969
2020-05-09T00:00:00Z,C NEGRA,503
2020-05-09T00:00:00Z,128,1671
2020-05-09T00:00:00Z,145,1494
2020-05-09T00:00:00Z,146,1985
2020-05-09T00:00:00Z,142,3065
2020-05-09T00:00:00Z,144,399
2020-05-09T00:00:00Z,102,436
2020-05-09T00:00:00Z,101,658
2020-05-09T00:00:00Z,130,737
2020-05-09T00:00:00Z,129,563
2020-05-09T00:00:00Z,EXPRESO,2779
2020-05-09T00:00:00Z,RINCÓN,2437
2020-05-09T00:00:00Z,35/9 V,1222
2020-05-10T00:00:00Z,107,1484
2020-05-10T00:00:00Z,133,841
2020-05-10T00:00:00Z,315,3106
2020-05-10T00:00:00Z,440,9224
2020-05-10T00:00:00Z,740,1370
2020-05-10T00:00:00Z,PILAR 203,7046
2020-05-10T00:00:00Z,CP25 A,212
2020-05-10T00:00:00Z,C AZUL,220
2020-05-10T00:00:00Z,35/9,715
2020-05-10T00:00:00Z,LINEA A,989
2020-05-10T00:00:00Z,CP33/9,262
2020-05-10T00:00:00Z,MORENO 203,9867
2020-05-10T00:00:00Z,CN33/9,50
2020-05-10T00:00:00Z,103,1281
2020-05-10T00:00:00Z,143,951
2020-05-10T00:00:00Z,125,204
2020-05-10T00:00:00Z,41,3505
2020-05-10T00:00:00Z,110,1417
2020-05-10T00:00:00Z,C NEGRA,278
2020-05-10T00:00:00Z,128,705
2020-05-10T00:00:00Z,145,542
2020-05-10T00:00:00Z,146,920
2020-05-10T00:00:00Z,142,1488
2020-05-10T00:00:00Z,144,161
2020-05-10T00:00:00Z,102,211
2020-05-10T00:00:00Z,101,373
2020-05-10T00:00:00Z,130,276
2020-05-10T00:00:00Z,129,260
2020-05-10T00:00:00Z,EXPRESO,1371
2020-05-10T00:00:00Z,RINCÓN,1442
2020-05-10T00:00:00Z,35/9 V,498
2020-05-11T00:00:00Z,315,6457
2020-05-11T00:00:00Z,440,28881
2020-05-11T00:00:00Z,740,11179
2020-05-11T00:00:00Z,PILAR 203,15550
2020-05-11T00:00:00Z,LINEA A,2101
2020-05-11T00:00:00Z,MORENO 203,22541
2020-05-11T00:00:00Z,41,9344
2020-05-11T00:00:00Z,RINCÓN,1
2020-05-12T00:00:00Z,315,6614
2020-05-12T00:00:00Z,440,28897
2020-05-12T00:00:00Z,740,11230
2020-05-12T00:00:00Z,PILAR 203,15549
2020-05-12T00:00:00Z,MORENO 203,22963
2020-05-12T00:00:00Z,41,9005
2020-05-13T00:00:00Z,315,6659
2020-05-13T00:00:00Z,440,29844
2020-05-13T00:00:00Z,740,11594
2020-05-13T00:00:00Z,PILAR 203,15812
2020-05-13T00:00:00Z,MORENO 203,22909
2020-05-13T00:00:00Z,41,9314
2020-05-14T00:00:00Z,315,6291
2020-05-14T00:00:00Z,440,29245
2020-05-14T00:00:00Z,740,7452
2020-05-14T00:00:00Z,PILAR 203,16112
2020-05-14T00:00:00Z,MORENO 203,22906
2020-05-14T00:00:00Z,41,9679
2020-05-15T00:00:00Z,315,6704
2020-05-15T00:00:00Z,440,30872
2020-05-15T00:00:00Z,740,12040
2020-05-15T00:00:00Z,PILAR 203,16389
2020-05-15T00:00:00Z,MORENO 203,23907
2020-05-15T00:00:00Z,41,9974
2020-05-16T00:00:00Z,315,5706
2020-05-16T00:00:00Z,440,21660
2020-05-16T00:00:00Z,740,5212
2020-05-16T00:00:00Z,PILAR 203,11251
2020-05-16T00:00:00Z,MORENO 203,16116
2020-05-16T00:00:00Z,41,5973
2020-05-17T00:00:00Z,315,2854
2020-05-17T00:00:00Z,440,9616
2020-05-17T00:00:00Z,740,1991
2020-05-17T00:00:00Z,PILAR 203,7164
2020-05-17T00:00:00Z,MORENO 203,9861
2020-05-17T00:00:00Z,41,3517
2020-05-18T00:00:00Z,315,6934
2020-05-18T00:00:00Z,440,29017
2020-05-18T00:00:00Z,740,9306
2020-05-18T00:00:00Z,PILAR 203,16884
2020-05-18T00:00:00Z,LINEA A,1618
2020-05-18T00:00:00Z,MORENO 203,23149
2020-05-18T00:00:00Z,41,10122
2020-05-19T00:00:00Z,315,7077
2020-05-19T00:00:00Z,440,30398
2020-05-19T00:00:00Z,740,7210
2020-05-19T00:00:00Z,PILAR 203,16774
2020-05-19T00:00:00Z,LINEA A,2913
2020-05-19T00:00:00Z,MORENO 203,23770
2020-05-19T00:00:00Z,41,9986
2020-05-20T00:00:00Z,315,6889
2020-05-20T00:00:00Z,440,28544
2020-05-20T00:00:00Z,740,7327
2020-05-20T00:00:00Z,PILAR 203,16752
2020-05-20T00:00:00Z,LINEA A,3269
2020-05-20T00:00:00Z,MORENO 203,22689
2020-05-20T00:00:00Z,41,10096
2020-05-21T00:00:00Z,315,6118
2020-05-21T00:00:00Z,440,26560
2020-05-21T00:00:00Z,740,8817
2020-05-21T00:00:00Z,PILAR 203,15818
2020-05-21T00:00:00Z,LINEA A,3238
2020-05-21T00:00:00Z,MORENO 203,21126
2020-05-21T00:00:00Z,41,9686
2020-05-22T00:00:00Z,315,6678
2020-05-22T00:00:00Z,440,28606
2020-05-22T00:00:00Z,740,5433
2020-05-22T00:00:00Z,PILAR 203,17046
2020-05-22T00:00:00Z,LINEA A,3444
2020-05-22T00:00:00Z,MORENO 203,22998
2020-05-22T00:00:00Z,41,10472
2020-05-23T00:00:00Z,315,6829
2020-05-23T00:00:00Z,440,22131
2020-05-23T00:00:00Z,740,3784
2020-05-23T00:00:00Z,PILAR 203,11815
2020-05-23T00:00:00Z,LINEA A,2131
2020-05-23T00:00:00Z,MORENO 203,16769
2020-05-23T00:00:00Z,41,5740
2020-05-23T00:00:00Z,35/9 V,62
2020-05-24T00:00:00Z,315,3550
2020-05-24T00:00:00Z,440,9478
2020-05-24T00:00:00Z,740,2377
2020-05-24T00:00:00Z,PILAR 203,7275
2020-05-24T00:00:00Z,LINEA A,935
2020-05-24T00:00:00Z,MORENO 203,9398
2020-05-24T00:00:00Z,41,3493
2020-05-24T00:00:00Z,35/9 V,108
2020-05-25T00:00:00Z,315,4709
2020-05-25T00:00:00Z,440,11039
2020-05-25T00:00:00Z,740,2049
2020-05-25T00:00:00Z,PILAR 203,9484
2020-05-25T00:00:00Z,LINEA A,1355
2020-05-25T00:00:00Z,MORENO 203,11464
2020-05-25T00:00:00Z,41,4165
2020-05-26T00:00:00Z,315,6187
2020-05-26T00:00:00Z,440,26715
2020-05-26T00:00:00Z,740,6839
2020-05-26T00:00:00Z,PILAR 203,16478
2020-05-26T00:00:00Z,LINEA A,3838
2020-05-26T00:00:00Z,MORENO 203,21574
2020-05-26T00:00:00Z,41,9811
2020-05-27T00:00:00Z,315,6370
2020-05-27T00:00:00Z,440,26694
2020-05-27T00:00:00Z,740,10462
2020-05-27T00:00:00Z,PILAR 203,16609
2020-05-27T00:00:00Z,LINEA A,3941
2020-05-27T00:00:00Z,MORENO 203,21936
2020-05-27T00:00:00Z,41,9859
2020-05-28T00:00:00Z,315,6274
2020-05-28T00:00:00Z,440,27795
2020-05-28T00:00:00Z,740,4927
2020-05-28T00:00:00Z,PILAR 203,16287
2020-05-28T00:00:00Z,LINEA A,3943
2020-05-28T00:00:00Z,MORENO 203,22108
2020-05-28T00:00:00Z,41,10186
2020-05-29T00:00:00Z,315,6897
2020-05-29T00:00:00Z,440,28356
2020-05-29T00:00:00Z,740,5321
2020-05-29T00:00:00Z,PILAR 203,17145
2020-05-29T00:00:00Z,LINEA A,4153
2020-05-29T00:00:00Z,MORENO 203,23368
2020-05-29T00:00:00Z,41,10578
2020-05-30T00:00:00Z,315,4942
2020-05-30T00:00:00Z,440,18742
2020-05-30T00:00:00Z,740,6664
2020-05-30T00:00:00Z,PILAR 203,10319
2020-05-30T00:00:00Z,LINEA A,2312
2020-05-30T00:00:00Z,MORENO 203,14685
2020-05-30T00:00:00Z,41,5385
2020-05-31T00:00:00Z,315,2789
2020-05-31T00:00:00Z,440,8174
2020-05-31T00:00:00Z,740,1128
2020-05-31T00:00:00Z,PILAR 203,6734
2020-05-31T00:00:00Z,LINEA A,1172
2020-05-31T00:00:00Z,MORENO 203,9185
2020-05-31T00:00:00Z,41,3498
2020-06-01T00:00:00Z,315,6055
2020-06-01T00:00:00Z,440,25584
2020-06-01T00:00:00Z,740,9827
2020-06-01T00:00:00Z,PILAR 203,15952
2020-06-01T00:00:00Z,LINEA A,4124
2020-06-01T00:00:00Z,MORENO 203,21296
2020-06-01T00:00:00Z,41,9724
2020-06-02T00:00:00Z,315,6318
2020-06-02T00:00:00Z,440,26393
2020-06-02T00:00:00Z,740,6242
