Semana,Linea,LTS,KM,Consumo
2020-08-02,L359,15014.36,43979.079,34.1397781431485
2020-07-26,L359,5201.65,15931.8,32.6494809123891
2020-06-28,L359,9466.84,27139.276,34.8824338571154
2020-06-21,L359,11981.07,33146.219,36.1461136789086
2020-06-07,L359,14573.16,38460.106,37.8916272357648
2020-05-31,359V,6441.39,18323.71,35.1533068357882
2020-05-31,L359,7919.54,21767.788,36.3819236019755
2020-05-10,L359,1592.79,5019.938,31.7292763376759
2020-05-03,L359,13614.59,38046.519,35.7840621371958
2020-04-26,L359,13101.35,36998.011,35.41095763229
2020-04-19,L359,12688.28,36277.567,34.9755539008446
2020-04-12,L359,13109.22,38149.579,34.3626858896661
2020-04-05,L359,12304.19,38255.999,32.1627726935062
2020-03-29,L359,12268,37090.521,33.075836276336
2020-03-22,L359,11778.14,34427.39,34.2115391262596
2020-03-15,L359,19356.43,50221.273,38.5422926256768
2020-03-08,L359,26576.29,57655.341,46.0951050484638
2020-03-08,LMAV,18763.36,64690.215,29.0049430195896
2020-03-01,LMAV,20965.14,70775.858,29.6218803875186
2020-02-23,LMAV,15407.2,50143.797,30.7260337704383
2020-02-16,LMAV,17011.85,65567.978,25.9453631466262
2020-02-09,LMAV,18301.79,57659.834,31.7409689386203
2020-02-02,LMAV,18238.98,58825.571,31.005189902874
2020-01-26,LMAV,17343.95,60563.952,28.6374145465276
2020-01-19,LMAV,19908.07,65316.344,30.4794616183661
2020-01-19,L359,23701.71,50628.83,46.8146508619693
2019-12-22,L359,21853.41,50408.07,43.3529988353055
2019-12-15,L359,27869.05,60192.404,46.2999450894169
2019-12-08,L359,27490.02,58934.674,46.6449004197427
2019-12-01,L359,26420.91,59472.726,44.4252546957407
2019-11-24,L359,26278.71,59146.439,44.4299106493968
2019-11-10,L359,26145.99,56471.655,46.2993160019837
2019-11-03,L359,26427.32,59555.542,44.3742414433908
2019-10-27,L359,25429.46,64071.541,39.6891655844519
2019-10-20,L359,24357.17,66603.237,36.570549866818
2019-10-13,L359,23522.07,55147.66,42.6528886266434
2019-10-06,L359,25271.78,59547.993,42.439348039824
2019-09-29,L359,25109.05,60007.768,41.8429993930119
2019-09-22,L359,26140.59,61239.122,42.686095336246
2019-09-15,L359,25855.66,61468.882,42.0630067747125
2019-09-08,L359,25213.92,67003.676,37.6306517869258
2019-09-01,L359,27762.6,67598.276,41.0699823173006
2019-08-25,L359,27891.16,67093.744,41.5704331539465
2019-08-18,L359,26346.01,62113.427,42.415965874818
2019-08-11,L359,28590.06,67503.604,42.3533830875164
2019-08-04,L359,28777.82,69285.83,41.5349285705316
2019-07-28,L359,28681.71,69957.086,40.9990061621492
2019-07-21,L359,27388.22,68971.61,39.7094108720965
2019-07-14,L359,26371.51,68811.2670000001,38.3244069608542
2019-07-07,L359,23305.55,58727.996,39.6838843266506
2019-06-30,L359,30293.35,73335.599,41.3078374119505
2019-06-23,L359,29141.96,73132.079,39.8483953943112
2019-06-16,L359,25574.29,60617.249,42.1897899061701
2019-06-09,L359,30298.44,76177.148,39.773660205814
2019-06-02,L359,30654.05,71891.417,42.6393737655776
2019-05-19,L359,30638.53,70920.5,43.2012323658181
2019-05-12,L359,29931.57,72310.148,41.393318680526
2019-05-05,L359,28829.25,70114.419,41.1174340616015
2019-04-28,L359,24026.03,59439.89,40.4207174676803
2019-04-21,L359,29570.71,74313.139,39.7920346225719
2019-04-14,L359,26730.28,63088.665,42.3693860061867
2019-04-14,LIGM,4443.21,11343.703,39.1689556752323
2019-04-07,L359,30178.94,74268.689,40.634809105086
2019-03-31,L359,28145.42,67867.76,41.4709723733331
2019-03-24,L359,30054.24,71467.099,42.0532530640428
2019-03-17,L359,31234.57,74348.566,42.0109918461642
2019-03-10,L359,25838.41,73364.1550000001,35.2193929037961
2019-03-03,L359,26495.65,64376.772,41.157158361404
2019-02-24,L359,26631.18,69806.395,38.1500577418444
2019-02-17,L359,27574.99,64824.41,42.5379729641967
2019-02-10,L359,24055.72,65374.509,36.7967887911786
2019-02-03,L359,25915.01,64538.199,40.1545292579361
2019-01-27,L359,27820.93,60834.248,45.732348002395
2019-01-20,L359,28155.97,61869.404,45.508713806262
2019-01-13,L359,26738.6,63036.921,42.4173636272622
2023-11-12,L133/125,3728.33,8566.231,43.5235753040048
2023-10-29,L142,35886.07,79955.0990000001,44.8827785204793
2023-10-15,L133/125,15333.65,36320.901,42.2171520469715
2023-10-01,L110,26727.43,57664.195,46.3501311342333
2023-09-03,L101,9930.58,23090.185,43.0077974689246
2023-08-27,L101,10289.85,23183.192,44.3849578608502
2023-08-13,L133/125,16095.42,39124.168,41.1393285091711
2023-08-06,L110,26369.18,56104.084,47.0004643512226
2023-06-25,L110,25385.12,54442.865,46.6270832734465
2023-06-11,L140,9647.8,20962.578,46.0239193862511
2023-06-04,L133/125,16407.64,40294.03,40.719779083899
2023-05-28,L133/125,16601.85,40036.165,41.4671335278991
2023-05-28,L110,27449.15,67457.171,40.6912261411022
2023-05-14,L101,10925.23,22972.836,47.5571670820268
2023-05-14,L110,26526.58,57827.049,45.8722699129953
2023-05-07,L110,27197.23,60080.671,45.2678532834628
2023-02-12,L138,9997.23,21488.991,46.5225659036294
2023-02-05,L138,11634.94,22055.999,52.7518159571916
2023-01-22,L142,28934.84,65398.996,44.2435538307041
2023-01-15,L142,32963.03,64123.592,51.4054639983362
2022-11-20,L138,10426.43,24269.759,42.9605831685432
2022-11-20,L140,10715.94,25492.647,42.0354151532401
2022-09-04,L140,11855.73,25036.497,47.3537891502953
2022-08-28,L140,11145.07,24682.501,45.1537305721167
2022-07-31,L126,5836.69,13038.562,44.7648291276293
2022-04-10,L101,7909.51,18029.312,43.8702819053772
2022-03-27,L107,21174.06,44977.692,47.0768042077392
2022-02-20,L103,20938.7,39888.19,52.4934824066973
2022-02-13,L103,21193.36,40998.31,51.6932527218805
2022-02-06,L142,27943.31,57862.396,48.292694274188
2022-01-09,L101,5486.14,11163.4,49.1439883906337
2021-07-04,L101,5508.11,10849.295,50.769289617436
2021-03-07,L110,21272.49,45843.982,46.4019246844657
2021-02-14,L101,5271.85,12227.767,43.1137590371161
2021-01-24,L143,2331.88,4956.887,47.0432349980946
2020-12-20,L102,3697.28,11001.869,33.6059264112307
2020-12-06,L101,5305.9,15502.896,34.2252183075988
2020-11-29,L101,4603.7,13935.017,33.036916998379
2020-11-01,L101,5048.06,14505.169,34.8018006546494
2020-06-28,L129,2944.47,7507.595,39.2198833314797
2020-06-21,L129,4295.81,9856.671,43.582767447549
2020-06-07,L129,4998.27,14376.426,34.7671250142421
2020-05-31,L129,2923.17,8997.304,32.4893990466478
2020-04-26,L129,4868.34,11657.96,41.7597933086063
2020-04-19,L129,4486.63,12129.533,36.9893053590769
2020-04-12,L129,4175.45,11128.807,37.5192956441782
2020-04-05,L129,4099.8,12187.594,33.63912516285
2020-03-29,L129,4216.18,11529.626,36.5682286658735
2020-03-22,L129,3736.07,10338.642,36.1369510618513
2020-03-08,L102,11782.43,22496.178,52.3752523650906
2019-05-05,L110,27960.94,64518.918,43.3375835596003
2019-03-03,L110,21796.25,47963.1,45.4437890795216
2018-12-30,L102,5595.66,16532.854,33.8456989942572
2022-10-30,LIGM,8200.79999999999,24479.14,33.501176920431
2022-10-16,LIGM,8157.02,25728.465,31.7042621858708
2022-10-02,LIGM,6054.54,17729.041,34.1504089251077
2022-09-25,LIGM,9234.34,29598.283,31.1989043418498
2022-09-18,LIGM,8070.45,27423.106,29.4293797354683
2022-09-11,LIGM,10223.97,32464.355,31.4929096850993
2022-09-04,LIGM,10114.83,31035.672,32.5909811136038
2022-08-28,LIGM,7958.37,24993.438,31.8418378455977
2022-08-21,LIGM,9410.89,27695.881,33.979384876762
2022-08-14,LIGM,6597.39,20544.104,32.1133012177119
2022-08-07,LIGM,7886.91,24664.953,31.9761809398137
2022-07-31,LIGM,8465.63,25743.32,32.8847638921476
2022-07-24,LIGM,9373.08999999999,27475.67,34.1141453511416
2022-07-17,LIGM,8519.36,23426.774,36.365911926243
2022-07-03,LIGM,9080.25,26862.906,33.8021880432445
2022-06-26,LIGM,8843.49,25522.695,34.6495148729396
2022-06-19,LIGM,8255.12,21278.844,38.7949646136792
2022-06-12,LIGM,7195.47,18991.585,37.8876749886858
2022-06-05,LIGM,9443.39,27921.813,33.8208339121818
2022-05-29,LIGM,8403.31,24367.163,34.4862058828925
2022-05-22,LIGM,7607.4,21016.937,36.1965209297625
2022-05-15,LIGM,6810.8,16026.376,42.4974429652718
2022-05-15,LMAV,12588.04,34073.491,36.9437930501456
2022-05-15,LEXP,26885.53,61569.837,43.6667227168394
2022-05-08,LIGM,9390.49,23708.354,39.6083591463161
2022-05-01,LIGM,8728.11,26910.901,32.4333622274483
2022-04-24,LIGM,8850.05,27446.414,32.2448316927669
2022-04-17,LIGM,8677.46,25643.444,33.8389024500765
2022-04-10,LIGM,7830.03,22783.155,34.3676281884576
2022-04-03,LIGM,10249.06,35426.745,28.9302898135293
2022-03-27,LIGM,11172.47,33720.849,33.132232228198
2022-03-20,LIGM,7938.96,23855.88,33.2788394307819
2022-03-13,LIGM,9965.02,28844,34.5479822493413
2022-03-06,LIGM,10100.19,29573.194,34.1531929219414
2022-02-27,LIGM,7096.12,19613.266,36.1802057852068
2022-02-20,LIGM,8928.47,26292.274,33.9585309357418
2022-02-13,LIGM,10197.2,30058.489,33.9245262794148
2022-02-06,LIGM,10280.42,30977.907,33.1862962852849
2022-01-30,LIGM,9091.11,28376.974,32.0369254311612
2022-01-23,LIGM,9549.58,29507.651,32.3630640744667
2022-01-16,LIGM,9894.43,26117.867,37.8837598032029
2022-01-09,LIGM,4997.3,13494.768,37.0313887574799
2021-12-26,LIGM,3311.54,8136.734,40.6986390362521
2021-12-12,LIGM,10628.82,29412.941,36.1365427551091
2021-12-05,LIGM,9935.13,29182.224,34.0451433722118
2021-11-28,LIGM,9307.4,35102.312,26.5150625975862
2021-11-21,LIGM,4916.91,13747.76,35.7651719261902
2021-11-14,LIGM,11974.62,34951.499,34.2606764877237
2021-11-07,LEXP,41746.68,101363.498,41.1851216894665
2021-05-02,LEXP,32340.38,80130.119,40.3598302406115
2021-04-25,LEXP,24765.63,60557.196,40.8962627661955
2021-04-25,359V,12842.67,32764.739,39.1966192680491
2021-04-18,LEXP,33310.01,79237.316,42.0382866072849
2021-04-11,359V,3081.7,7078.396,43.5366995573574
2021-04-04,LIGM,10993.22,31679.66,34.7011931314919
2021-03-28,359V,6098.64,14025.387,43.4828643231021
2021-03-14,359V,7232.06,19516.95,37.0552775920418
2021-03-07,L359,22762.3,52736.564,43.1622735224085
2021-02-28,L359,24019.31,55274.106,43.4549045442725
2021-02-28,359V,5778.29,17524.075,32.9734379703351
2021-02-28,LIGM,3798.94,11008.922,34.5078291952654
2021-02-14,LIGM,921.97,2833.651,32.5364697346286
2021-02-14,LMAV,10205.89,29885.807,34.1496215912791
2021-02-07,359V,5824.96,15219.028,38.2741920180448
2021-01-24,LIGM,8131.6,22002.345,36.957878807918
2021-01-17,LIGM,7872.26,22178.58,35.4948783916734
2021-01-10,LIGM,8759.32,26033.935,33.6457780969339
2020-12-20,LIGM,5312.22,16974.131,31.2959762122727
2020-12-13,LIGM,9021.53,29166.279,30.9313711221099
2020-12-06,LIGM,5532.66,17409.059,31.7803506783451
2020-11-29,LIGM,9115.47,30600.037,29.789081627581
2020-11-29,L359,18343.81,57937.932,31.66114040798
2020-11-15,L359,129.03,282.76,45.6323383788372
2020-06-14,L359,11697.83,32569.927,35.9160461121083
2020-06-07,359V,11755.88,30191.574,38.9376188204033
2020-03-01,L359,27764.4,58261.65,47.654675073569
2020-02-23,L359,20105.36,48012.578,41.8751936211382
2020-02-16,L359,22035.6,52124.502,42.274936267017
2020-02-09,L359,22550.27,49700.865,45.3719869865444
2020-02-02,359V,27730.52,57651.537,48.1002267120823
2019-01-06,L359,26241.65,64498.333,40.685780204583
2018-12-30,L359,13892.26,30292.225,45.8608108186177
2023-11-05,L110,28251.22,62547.403,45.1676946523264
2023-10-29,L110,26112.69,58638.764,44.5314468088038
2023-10-22,L101,9969.49,22078.901,45.1539231957243
2023-10-15,L140,10526.03,23971.059,43.911410004873
2023-10-15,L142,32970.17,71733.237,45.962194623951
2023-09-24,L110,26526.61,57725.108,45.9533310877478
2023-09-17,L133/125,15928.05,40114.721,39.7062464924036
2023-08-27,L110,25975.02,56783.071,45.7443029102811
2023-07-30,L101,10646.44,24025.659,44.3127907542515
2023-06-25,L140,12325.01,27087.749,45.5003108600866
2023-06-25,L101,10911.6,23602.806,46.2300965402164
2023-06-18,L140,7572.02,17682.045,42.8232141700804
2023-06-18,L143/136/137,13167.57,28195.655,46.7007061903687
2023-06-11,L143/136/137,15673.39,33583.982,46.6692424978074
2023-06-04,L101,11171.61,24338.053,45.9018229601193
2023-05-21,L110,20437,46421.992,44.0243925766908
2023-05-07,L138,11177.84,24641.821,45.3612580011843
2023-04-30,L110,22910.91,51228.193,44.7232444837553
2023-04-23,L133/125,17028.25,40960.978,41.571883366652
2023-04-16,L102/144,12091.9,26157.646,46.2270190520966
2023-01-29,L101,9170.43,18541.918,49.457828472761
2022-12-11,L101,11070.91,21532.031,51.4160043704191
2022-12-04,L102/144,10464.75,19071.868,54.8700840421085
2022-08-28,L101,9736.66,20521.618,47.4458690343032
2022-01-02,L107,15296.15,32661.665,46.8321195505496
2021-12-26,L107,15064.71,34298.653,43.9221621910341
2021-05-16,L101,4350.78,10726.899,40.5595316969051
2021-05-02,L101,8105.71,18969.564,42.730080670278
2021-04-04,L110,21889.5,47885.131,45.7125198216541
2021-02-07,L101,5025.19,12287.885,40.8954836410009
2021-01-31,L101,5242.89,12278.861,42.6985043645335
2020-09-27,L110,11276.08,31556.47,35.7330208353469
2020-04-26,L110,10927.23,31058.067,35.183226309609
2020-04-19,L110,10709.96,31244.667,34.2777216988742
2020-03-01,L110,27429.28,56143.143,48.8559751633428
2019-11-10,L110,26251.33,55163.624,47.5881171258799
2019-09-22,L110,27324.53,60701.268,45.0147598234686
2019-08-18,L110,25366.6,59600.706,42.5609052349145
2019-07-14,L110,25535.54,60491.767,42.2132486227423
2019-06-23,L110,27501.2,64638.17,42.5463777826631
2019-06-16,L110,21847.89,53545.014,40.8028467412484
2019-06-09,L110,27264.65,64393.082,42.3409614094881
2019-04-21,L110,27724.09,63526.941,43.6414685857454
2019-04-21,L103,23484.46,63991.442,36.6993761447038
2019-04-14,L110,23737.82,53331.474,44.5099642286279
2019-04-07,L110,29044.06,63339.905,45.8542841199399
2019-03-31,L110,25670.91,55727.748,46.0648616197446
2019-03-24,L110,28338.47,63632.082,44.5348778623966
2019-03-17,L110,29585.67,65129.393,45.4259876182172
2019-03-10,L110,25611.69,63024.43,40.637717786579
2019-02-24,L110,23915.22,58002.772,41.2311673655873
2019-02-17,L110,26555.75,57814.302,45.9328385561068
2019-02-10,L110,21570.03,54377.959,39.6668620828524
2019-02-03,L110,25209.61,50152.535,50.2658738984979
2019-01-27,L110,25336.43,50132.929,50.5384993563811
2019-01-13,L110,23624.45,48749.436,48.4609709125661
2019-01-06,L110,23463.82,51206.129,45.822288187416
2018-12-30,L110,12685.79,26493.09,47.883391480571
2023-10-29,L107,22713.32,48170.575,47.1518556712267
2023-10-15,L107,21188,43666.189,48.5226681907139
2023-09-24,L107,22752.73,48133.935,47.2696238111428
2023-07-23,L142,30804.97,67350.414,45.7383528481354
2023-05-07,L142,37276.83,79081.2760000001,47.1373653606702
2023-04-23,L142,36211.12,81557.368,44.3995691474497
2023-04-09,L133/125,16666.95,45638.1020000001,36.5198140799106
2023-03-26,L133/125,17311.82,42511.048,40.7231080259419
2023-02-26,L107,23359.32,44983.854,51.9282318495876
2023-02-05,L103,24866.76,47200.574,52.6831728783637
2023-02-05,L142,33969.02,64998.132,52.2615326852777
2023-01-29,L103,23139.81,46689.225,49.5613495404989
2022-12-18,L107,22674.14,43647.593,51.9482025045459
2022-12-11,L107,25094.94,47313.442,53.039768275578
2022-10-30,L107,23060.57,47259.061,48.7960816656937
2022-10-23,L142,36609.78,78239.785,46.7917696859725
2022-10-09,L107,12659.3,25508.525,49.6277224966947
2022-09-04,L107,23906.22,49035.673,48.7527111129891
2022-06-26,L107,21681.52,45283.123,47.8799132294829
2022-06-12,L142,29572.29,64796.074,45.6390151045262
2022-05-08,L142,31622.6,69388.861,45.5730207187001
2022-05-01,L142,31864.5,75490.409,42.2099978289957
2022-04-10,L142,27228.44,59514.769,45.7507278571475
2022-04-03,L142,31512.8,67285.015,46.8347967225689
2022-03-27,L142,30330,64123.246,47.2995393901301
2022-03-13,L142,31079.91,68708.123,45.2346951757072
2022-02-27,L142,27498.27,55756.904,49.3181436329391
2022-02-20,L142,27030.77,54375.008,49.7117536056271
2022-02-13,L142,26754.37,56574.025,47.2909077973505
2022-01-02,L142,26533.19,58192.159,45.5958164398059
2021-07-04,L142,24521.21,51367.362,47.7369462733943
2019-03-31,L145,14884.39,34842.508,42.7190545525597
2023-09-24,L140,11483.08,26758.097,42.9144120375974
2023-08-27,L133/125,16060.78,38622.001,41.5845362336353
2023-08-20,L102/144,10290.64,21700.856,47.4204335534045
2023-03-12,L122,25759.3,48281.841,53.3519424000423
2022-10-02,L103,23201.42,49296.008,47.0655149195854
2022-09-04,L128,12198.93,24686.3,49.4157893244431
2022-03-13,L128,12935.99,26136.94,49.4931311775594
2021-12-12,L128,12879.67,25498.811,50.5108649968032
2021-02-28,L145/133,22793.15,47969.249,47.5161702031233
2021-02-21,L145/133,23612.39,49341.695,47.8548416303899
2021-01-31,L130,135.5,77.726,174.330339911999
2020-12-06,L103,17174.5,41382.133,41.5022106279538
2020-03-15,L143,18288.78,46669.309,39.1880239752425
2020-03-08,L128,17213.13,35886.267,47.9657859091334
2020-02-09,L145,17315.97,33324.81,51.9611964779394
2020-02-02,L145,16711.63,32305.144,51.7305541185639
2020-01-19,L145,17327.22,32922.192,52.6308211798291
2020-01-12,L145,15106.08,33996.682,44.4339832928402
2019-12-01,L128,16434.91,33446.695,49.1376203239214
2019-11-03,L145,17929.27,37788.586,47.4462579785335
2019-10-27,L145,17998.4,41353.292,43.5234998945187
2019-10-20,L103,23898.18,59594.94,40.1010219995188
2019-02-24,L128,13706.4,33209.539,41.2724789705753
2019-02-17,L128,13802.88,30219.408,45.6755473171414
2023-09-03,L128,12279.12,25044.445,49.0293156825795
2023-08-13,L103,24528.67,56551.415,43.3741047858838
2023-08-06,L103,23021.5,51967.891,44.299469455091
2023-07-16,L102/144,10058.68,21736.458,46.2756167541188
2023-07-09,L102/144,11435.09,24219.057,47.2152569771812
2023-07-09,L140,11304.18,25428.583,44.4546202200885
2023-05-28,L138,10984.56,24077.719,45.6212650376059
2023-05-14,L140,11546.5,25731.438,44.873123686286
2023-04-02,L133/125,14022.82,32808.558,42.7413481567828
2022-06-19,L128,11095.26,22681.406,48.9178669082508
2022-06-12,L128,11528.03,23471.089,49.1158718711347
2022-05-15,L128,9218.93,18129.422,50.8506559116998
2022-04-24,L128,11044.61,24304.088,45.4434249908904
2022-02-13,L145/133,20891.63,44052.772,47.4240985334589
2021-10-10,L128,11227.9,23778.456,47.2187933480626
2021-10-03,L128,12025.01,26618.607,45.1752039466228
2021-09-26,L128,11256.8,28850.394,39.0178380232866
2021-01-24,L130,664.42,1294.166,51.339627219383
2020-08-02,L101,4565.74,12908.107,35.3711043764977
2020-08-02,L145,10227.54,28604.11,35.7554910815264
2020-07-26,L145,3142.69,11059.133,28.4171462627315
2020-06-28,L145,6992.85,17968.011,38.9183310272907
2020-06-28,L143,9091.49,24138.513,37.6638362106232
2020-06-21,L145,8264.07,21353.989,38.7003571089224
2020-05-10,L125,400.58,1067.026,37.5417281303361
2020-04-26,L125,2641.26,7354.864,35.9117449350525
2020-04-19,L125,3089.68,8473.38,36.4633711694743
2020-04-12,L125,2699.1,7257.058,37.1927577263403
2020-04-05,L125,2961.95,7850.101,37.7313616729263
2020-03-29,L125,2873.76,7751.657,37.0728477795135
2020-03-22,L125,2537.05,7253.778,34.9755672147673
2019-09-08,L145,15564.57,36535.919,42.6007349096652
2019-09-08,L128,11101.96,43690.602,25.4104074830555
2019-05-05,L145,19733.66,44864.36,43.9851588209439
2019-01-27,L129,8007.5,15638.045,51.2052497610795
2019-01-20,L129,7615.48,16847.338,45.2028682513522
2019-01-13,L129,7338.85,17622.437,41.6449211876882
2018-12-30,L129,4663.54,9684.653,48.1539194021717
2023-10-29,L133/125,16178.29,39942.527,40.5039220477964
2023-10-22,L133/125,16586.46,39318.91,42.1844349194827
2023-10-08,L133/125,14667.09,36119.813,40.6067716906508
2023-08-20,L110,23036.44,50018.252,46.0560676930493
2023-08-13,L110,26078.26,56820.823,45.8956041520201
2023-06-04,L110,27431.07,58700.2,46.7307947843448
2023-04-16,L138,11994.12,25377.803,47.2622472481168
2023-04-16,L110,26787.79,60421.669,44.3347402402936
2023-04-09,L138,10915.93,23747.532,45.9665871805121
2022-04-17,L103,23990.06,50510.408,47.4952805766289
2022-01-02,L103,19497.27,39629.557,49.1988088587516
2021-12-19,L103,24179.33,44949.224,53.7925415575583
2021-11-07,L110,26415.49,54776.502,48.2241271996522
2021-09-26,L110,24328.59,54562.207,44.5887205405749
2021-07-25,L110,20724.53,41376.333,50.0878847818631
2021-06-06,L101,5478.51,12863.53,42.5894758281747
2021-05-30,L101,5888.14,13967.008,42.157489993562
2021-05-09,L110,16981.8,41471.535,40.9480864404947
2021-04-25,L101,8104.53,19998.884,40.52491129005
2021-02-21,L101,6477.41,14118.172,45.8799481972596
2021-01-10,L101,5310.33,12426.161,42.7350812531722
2020-12-13,L101,5703.35,17562.337,32.4748921513122
2020-11-22,L101,5667.58,14919.502,37.9877290810377
2020-11-08,L101,2065.33,5492.458,37.6030185392406
2020-10-25,L101,4986.95,13605.507,36.653907862456
2020-10-25,359V,11922.77,34987.256,34.0774652347701
2020-10-18,L101,4718.2,13357.183,35.3233163010494
2020-10-11,L101,4751.28,12556.47,37.8392971910099
2020-10-04,L101,4624.67,13927.916,33.2043214505314
2020-09-27,L101,4242,13031.292,32.5524130684816
2020-09-20,L101,3421.87,10793.203,31.7039344113142
2020-09-13,L101,4115.9,12981.609,31.7056229316412
2020-09-13,L102,2034.65,9307.192,21.8610511097225
2020-08-23,L102,1810.76,5028.493,36.0099934513183
2020-08-16,L102,2701.13,8835.408,30.5716498887205
2020-08-09,L102,3349.07,13487.085,24.8316815679593
2020-08-09,L101,4744.31,13834.211,34.2940410551784
2020-07-26,L129,2079.9,5638.813,36.8854225171149
2020-06-07,L143,14435.74,37685.873,38.3054414050591
2020-05-31,L143,8239.66,26416.527,31.1913068663417
2020-05-03,L143,12743.23,39273.158,32.4476834788789
2020-05-03,359V,10945.52,30067.254,36.4034573958766
2020-03-15,359V,21419.52,57751.875,37.0888737378656
2020-02-23,L101,8131.96,18263.481,44.5257943981216
2020-01-26,L101,10035.26,22116.251,45.3750502289018
2020-01-19,L101,11727.22,22833.823,51.3589861846612
2020-01-12,L101,10320.11,22718.212,45.4265943112072
2021-10-03,LIGM,7647.57,25483.364,30.0100489087704
2021-09-19,LIGM,10215.92,32223.432,31.7033890120705
2021-09-12,LIGM,11162.7,33445.697,33.3755938768446
2021-09-05,LIGM,7634.61,22740.809,33.5722884792709
2021-08-29,LIGM,6457.23,19714.426,32.7538321430206
2021-08-22,LIGM,5808.84,16180.56,35.9001171776502
2021-08-15,LIGM,4886.34,13931.09,35.0750730919117
2021-08-08,LIGM,10475.99,32781.247,31.9572650790252
2021-08-01,LIGM,10338.64,31057.86,33.2883205732784
2021-07-25,LIGM,11132.43,29041.486,38.3328525268989
2021-07-18,LIGM,10303.7,27330.168,37.7008293545799
2021-07-11,LIGM,7827.78,19942.617,39.2515184942879
2021-07-04,LIGM,3706.14,11784.154,31.4501999889003
2021-06-27,LIGM,6064.38,15233.015,39.8107662862539
2021-06-20,LIGM,4131.33,11582.932,35.6673940587754
2021-06-13,LIGM,10113.2,27998.333,36.1207219015504
2021-06-06,LIGM,9143.96,24667.351,37.0690796916134
2021-05-30,LIGM,9748.57,33125.056,29.4295955303442
2021-05-23,LIGM,5871.06,16087.324,36.4949447154791
2021-05-16,LIGM,10257.92,31927.452,32.128840096604
2021-05-09,LIGM,5678.09,18022.824,31.5049961093778
2021-05-02,LIGM,5997.95,17925.348,33.4607171922129
2021-04-25,L359,19481.69,52980.718,36.7712834695823
2021-04-25,LIGM,6421.45,19236.178,33.3821510697188
2021-04-18,LIGM,6817.26,19784.276,34.4579705620767
2021-04-11,LIGM,9270.43,28674.394,32.3299944891599
2021-04-04,359V,3706.52,8909.364,41.602520673754
2021-03-14,LIGM,9210.17,28113.783,32.7603368070388
2021-02-21,359V,17765.09,40701.714,43.6470316704599
2021-02-07,LIGM,1663.84,4983.513,33.386889930858
2021-01-10,LMAV,9929.62,28977.634,34.2664967057007
2021-01-03,LIGM,1126.93,4550.853,24.7630499161366
2020-12-13,L359,20392.89,56462.607,36.1175140212708
2020-11-01,LIGM,7438.2,29912.887,24.8662056591194
2020-10-25,LIGM,5083.71,15876.441,32.0204635283185
2020-10-18,LIGM,8125.38,25086.433,32.3895389990279
2020-10-11,LIGM,6509.3,22433.618,29.015827941797
2020-10-04,LIGM,6983.39,22628.388,30.8611908192488
2020-09-27,LIGM,7841.55,24160.969,32.4554449782209
2020-09-20,LIGM,6780.34,21815.808,31.0799398307869
2020-09-13,LIGM,9394.48,28474.595,32.9924973471967
2020-09-06,LIGM,6002.16,18193.348,32.990959113188
2020-08-30,LIGM,8243.79,24679.532,33.4033481672181
2020-08-23,LIGM,6321.36,20320.811,31.1078135611812
2020-08-09,LIGM,7813.64,25427.171,30.7294901190541
2020-08-02,LIGM,9102.93,27138.186,33.5428830799524
2020-06-28,LIGM,7303.27,22744.54,32.1099921123927
2020-03-08,LIGM,6480.22,17351.943,37.3457888837003
2020-03-01,LIGM,2014.2,5682.594,35.445080186971
2019-12-22,LEXP,41168.05,93300.443,44.1241742014023
2019-12-15,LEXP,50536.11,110636.562,45.6775853175915
2019-11-24,LIGM,6878.85,22053.249,31.1920025933594
2019-11-17,LIGM,5225.32,17924.87,29.1512295486662
2019-11-10,LIGM,6211.28,16980.176,36.5795972903932
2019-11-03,LIGM,6502.85,19516.562,33.3196492292034
2019-10-27,LIGM,7498.33,28263.726,26.5298708316094
2019-10-20,LIGM,5483.35,19631.709,27.9310884243445
2019-10-13,LIGM,7350.25,23351.546,31.4765026692451
2019-10-06,LIGM,6768.76,23190.823,29.1872349679009
2019-09-29,LIGM,6561.27,19683.731,33.3334671155585
2019-09-22,LIGM,7252.21,23675.182,30.6321193222506
2019-09-15,LIGM,6306.36,22023.016,28.6353149813813
2019-08-25,LIGM,7635.03,25332.392,30.1393962323021
2019-08-11,LIGM,6904.32,21566.437,32.0141894555879
2019-08-04,LIGM,7073.81,21706.939,32.5877821833839
2019-07-28,LIGM,6975.44,22813.975,30.5752943097378
2019-06-16,LIGM,2342.59,6293.316,37.2234605730906
2019-06-09,LIGM,7440.54,24361.033,30.5427934849889
2019-06-02,LIGM,6900.19,20805.413,33.1653594187244
2019-05-26,LIGM,6344.35,21249.575,29.856361833119
2019-05-19,LIGM,7143.9,24429.987,29.2423405710367
2019-05-12,LIGM,6921.51,22368.563,30.9430248156755
2019-05-05,LIGM,7510.86,23517.526,31.9372879613272
2019-04-21,LIGM,6409.86,21704.046,29.5330188666205
2019-04-07,LIGM,7393.26,22922.935,32.2526761952604
2019-03-31,LIGM,5208.67,14821.398,35.1429062224765
2019-03-24,LIGM,6627.1,20805.543,31.8525692888669
2019-03-17,LIGM,5635.58,19358.118,29.1122308480607
2019-03-10,LIGM,5971.69,16361.038,36.4994568193045
