Semana,Linea,LTS,KM,Consumo
2023-03-12,L133/125,18994.1,39779.524,47.7484345966533
2023-02-19,L140,8548.61,18777.518,45.5257718299085
2023-02-19,L138,8921.29,17606.763,50.6696773279677
2023-01-08,L101,8951.64000000001,19347.689,46.2672311923145
2022-12-25,L133/125,13652.39,30989.74,44.0545483763336
2022-12-18,L133/125,15798.16,35009.591,45.1252343964829
2022-12-11,L133/125,17482.75,37857.937,46.1798803246992
2022-12-04,L103,23301.26,41713.557,55.860160762603
2022-11-27,L103,27872.24,53036.828,52.5526149489936
2022-10-16,L101,10846.37,23775.352,45.6202288824157
2022-10-02,L102/144,10611.2,21723.502,48.8466362375643
2022-09-25,L102/144,11595.85,24758.568,46.8357055222257
2022-09-04,L101,10726.64,24359.173,44.0353209035463
2022-08-28,L107,21151.09,45492.134,46.4939499211007
2022-05-29,L142,32845.36,70373.787,46.6727192043822
2022-03-27,L103,23018.29,46711.875,49.2771698845315
2022-03-20,L143/136/137,18623.46,38827.163,47.9650290184735
2022-02-27,L103,20411.66,41843.337,48.7811476412601
2022-02-06,L133/125,12586.08,28520.852,44.1293969759389
2022-01-30,L133/125,12497.62,28007.503,44.6223999333321
2022-01-23,L133/125,12714.47,29098.137,43.6951341592763
2022-01-16,L133/125,12804.96,28906.835,44.2973435175452
2022-01-16,L107,16284.98,34481.52,47.2281384347326
2022-01-16,L142,25720.24,53789.661,47.8163266357079
2022-01-09,L130/146,13171.86,26496.958,49.7108385045559
2022-01-02,L110,20583.39,42976.145,47.8949193791113
2021-12-26,L110,19739.91,41177.563,47.9385096199112
2021-12-12,L110,26440.03,53760.394,49.1812429797296
2021-11-28,L142,32741.81,77635.447,42.173789506229
2021-11-21,L142,28410.49,64863.851,43.8001900318869
2021-10-31,L110,25547.99,53908.173,47.3916821480854
2021-10-24,L110,26421.95,53951.736,48.9733082916925
2021-10-17,L110,24363.87,52262.801,46.6179950822001
2021-09-19,L110,23710.82,53431.695,44.3759457752557
2021-09-12,L110,25510.44,54641.84,46.6866415918644
2021-09-05,L110,23075.19,49456.545,46.657505088558
2021-08-29,L110,22534.46,52283.694,43.1003593586942
2021-08-22,L110,22661.11,50765.379,44.6389063696343
2021-08-15,L110,20612.45,46987.664,43.8677904907126
2021-08-08,L110,22024.67,50669.191,43.467577763379
2021-06-13,L143/136/137,17223.81,35082.755,49.0948045556856
2021-05-02,L103,19816.35,46540.541,42.5786842486425
2021-04-11,L103,22460.22,49411.473,45.4554754925036
2021-04-04,L103,22076.63,47805.813,46.1798024436903
2021-02-28,L101,6102.19,13420.483,45.4692278958961
2021-02-07,L143/136/137,19060.94,43467.453,43.8510625409775
2021-01-10,L133,11148.94,29277.983,38.0796040492271
2021-01-03,L143,18599.63,42847.279,43.4091275667703
2020-12-27,L103,17677.01,42399.474,41.6915785323186
2020-12-06,L129,4986.07,13105.557,38.0454642255953
2020-11-29,L129,5601.47,16409.007,34.1365568312574
2020-11-22,L129,5484.07,14112.359,38.8600516752727
2020-11-01,L110,17102.39,41758.042,40.9559193412373
2020-10-25,L110,15895.51,42233.48,37.6372252535193
2020-10-25,L143,15234.87,45517.868,33.4700869557423
2020-10-18,L143,16064.2,42430.288,37.860219096321
2020-10-18,L110,16980.74,44350.535,38.2875651894617
2020-10-11,L110,15373.64,38956.104,39.464008002443
2020-10-04,L110,15574.57,42592.684,36.566303264664
2020-09-13,L110,11681.88,32037.863,36.4627316122801
2020-08-23,L110,8937.51,22765.513,39.2589879261671
2020-08-16,L110,12587.78,35282.669,35.6769494960826
2020-08-09,L110,16973.48,43346.979,39.1572386163289
2020-08-02,L110,18045.73,48332.28,37.3368067883411
2020-07-26,L110,5750.59,14923.571,38.5336056631486
2020-06-28,L110,9753.02,24561.597,39.7084114685213
2020-06-21,L110,12974.3,34225.553,37.9082260555439
2020-03-15,L129,7022.88,17625.773,39.8443801585326
2020-02-23,L110,18672.44,47815.711,39.0508466976471
2020-02-09,L110,22457.12,49086.408,45.7501799683529
2020-02-02,L110,23542.84,50297.623,46.8070628307823
2020-01-26,L110,22004.25,49305.109,44.6287422262873
2020-01-19,L110,24150.82,50666.4,47.6663429807526
2020-01-12,L110,22544,49562.308,45.486178730821
2020-01-12,L143,22294.21,49410.464,45.1204222652108
2019-12-22,L143,20844.1,45273.02,46.0408870448669
2019-12-08,L129,9981.33,19815.853,50.3704281617349
2019-12-01,L129,9518.09,19382.153,49.107495952591
2019-11-24,L133,22250.32,49180.393,45.2422574175038
2019-11-17,L133,21037.17,45595.778,46.138416587606
2019-11-10,L143,25217.07,52291.366,48.2241561637537
2019-11-10,L103,24374.19,56698.552,42.9890872698125
2019-11-03,L103,24163.32,58114.386,41.5788958004305
2019-11-03,L129,9735.31,18454.672,52.7525495982806
2019-11-03,L110,25706.31,57703.639,44.548854189248
2019-10-27,L110,25939.06,57103.372,45.4247430431954
2019-09-29,L133,21115.43,48133.646,43.868336921745
2019-09-22,L129,9770.77,19480.8,50.1558970884152
2019-08-25,L143,24597.52,54736.926,44.9377080473975
2019-08-18,L143,23491.4,53925.831,43.5624255841324
2019-08-18,L101,12854.02,28250.629,45.4999426738428
2019-08-11,L101,13786.44,29302.717,47.0483334361111
2019-08-11,L143,24002.55,55200.065,43.4828292321758
2019-08-04,L110,28436.66,61748.679,46.052256437745
2019-07-07,L110,21228.02,51844.691,40.9454075056596
2019-06-30,L110,27915.36,65163.1779999999,42.8391629395362
2019-06-30,L143,24190.33,54061.791,44.7457058905059
2019-06-23,L101,13352.16,31465.85,42.4338131657019
2019-06-16,L101,11486.14,25174.521,45.6260518323268
2019-06-09,L101,14147.79,32130.094,44.0328310275096
2019-06-02,L101,14115.38,30848.888,45.7565277555548
2019-05-26,L101,11714.83,26202.518,44.7087947807154
2019-05-19,L101,13534.66,29632.781,45.6746196045521
2019-05-12,L101,13789.21,31063.348,44.3906110828749
2019-05-05,L101,13980.36,32384.775,43.1695449482048
2019-04-28,L101,10657.17,27639.855,38.5572572649169
2019-04-21,L101,13402.44,30727.726,43.6167648722199
2019-04-14,L101,10975.9,24432.392,44.9235588558009
2019-04-07,L101,15172.48,31207.926,48.6173929020468
2019-03-31,L101,14584.96,31996.578,45.5828745186439
2019-03-24,L101,13168.36,31187.762,42.2228436910606
2019-03-17,L101,14530.79,33160.395,43.8197132452735
2019-03-10,L101,13105.08,27685.308,47.3358649287918
2019-03-03,L101,10457,23662.48,44.1923247267404
2019-02-10,L101,9632.77,24491.233,39.3315028279711
2023-11-12,L128,2872.49,5160.506,55.6629524314089
2023-11-05,L142,38914.74,84248.796,46.190262469745
2023-10-08,L110,23916.14,51011.584,46.8837431121527
2023-10-08,L142,33812.68,72191.27,46.8376300901757
2023-10-01,L145/133,25305.23,54218.758,46.6724634304607
2023-09-24,L145/133,25589.33,54719.468,46.7645811176381
2023-09-17,L145/133,25252.25,53964.879,46.7938601326244
2023-09-03,L143/136/137,20767.38,43971.583,47.2290933897012
2023-09-03,L107,22077.98,47732.889,46.2531819517566
2023-08-27,L140,11695.03,26203.505,44.6315483367588
2023-08-20,L140,10612.29,24002.028,44.2141389052625
2023-07-30,L140,11481.91,25966.381,44.2183683586866
2023-07-23,L102/144,9536.32,21185.457,45.0135203597449
2023-07-23,L143/136/137,17346.98,37985.184,45.6677529849533
2023-07-16,L143/136/137,18635.18,41332.115,45.0864418624597
2023-07-09,L146,16205.86,37253.069,43.5020803252479
2023-07-02,L146,16764.8,37783.798,44.370340959371
2023-06-25,L146,15497.21,36313.531,42.6761308339858
2023-06-18,L146,10796.85,25069.208,43.068173513898
2023-06-18,L102/144,7449.14,15782.019,47.2001712835348
2023-06-11,L102/144,9527.46,19351.367,49.2340411920254
2023-05-07,L122,25006.81,54128.229,46.1992022683765
2023-04-30,L122,23556.5,52902.067,44.5285058521437
2023-04-16,L103,24242.76,57396.543,42.2373173241461
2023-04-16,L145/133,25532.32,55482.179,46.0189568257584
2023-03-05,L142,36026.49,77797.267,46.3081691545797
2023-02-26,L133/125,15303.87,33369.861,45.8613537527171
2022-11-27,L133/125,18173.25,40265.164,45.1339276800164
2022-07-10,L133/125,15289.95,36182.612,42.2577286570688
2022-06-26,L142,34072.48,74530.898,45.715912345508
2022-06-05,L128,12515.48,25380.988,49.3104523748248
2022-05-22,L142,29788.16,66811.902,44.585110000311
2022-03-27,L143/136/137,19956.42,41193.839,48.4451570537041
2022-02-06,L107,17319.11,35872.661,48.2794125587728
2022-01-30,L107,16098.72,36606.04,43.9783161467343
2022-01-30,L142,27712.27,59545.962,46.5392934620823
2022-01-23,L142,25934.08,55647.3040000001,46.6043781743676
2021-11-14,L142,32444.4,71738.013,45.2262317329586
2021-09-26,L145/133,21457.01,55984.178,38.3269180088703
2021-07-18,L143/136/137,16056.62,32480.354,49.4348676125882
2021-07-11,L143/136/137,15746.01,31217.74,50.4393014997242
2021-05-09,L130/146,14318.91,33069.454,43.2995053380682
2021-04-18,L103,21346.33,47974.475,44.4951820733838
2021-01-31,L145/133,17874.66,46082.174,38.7886647882542
2021-01-24,L145/133,16787.01,36900.708,45.492379170611
2020-12-20,L103,17532.92,46229.309,37.9259832761074
2020-11-29,L103,18256.87,47406.48,38.5113385343101
2020-11-22,L103,19328.48,51167.581,37.7748559190242
2020-11-08,L103,7227.17,18940.553,38.1571224451578
2020-10-18,L145,11112.78,31942.521,34.7899278206626
2020-10-11,L143,15198.2,40565.121,37.4661769158781
2020-10-11,L103,16580.3,44542.894,37.2232212841851
2020-10-11,L128,6545.5,17564.536,37.2654307520563
2020-10-04,L128,7836.78,19344.536,40.5115945918786
2020-08-23,L128,5170.42,14693.044,35.1895767820474
2020-08-16,L128,8452.53,21360.268,39.571273169419
2020-08-09,L128,10186.71,27368.034,37.2211975474746
2020-08-02,L128,10540.92,26835.176,39.2802342716142
2020-07-26,L128,2837.41,10125.35,28.0228337785854
2020-01-05,L130,8500.58,16903.627,50.2884972556481
2019-12-29,L130,5775.2,11777.841,49.034453767885
2019-09-15,L143,23761.05,53631.305,44.3044412214098
2019-03-10,L130,8859.18,18665.941,47.461737932205
2019-03-03,L103,18338.54,67334.732,27.2348897148651
2019-01-13,L107,21795.07,61840.107,35.2442307384753
2023-11-12,L138,2426.17,5179.244,46.8440953930728
2023-11-05,L143/136/137,20722.02,44042.642,47.0499022288445
2023-10-22,L102/144,11379.33,23737.623,47.9379506532731
2023-10-15,L102/144,10278.04,22224.965,46.2454721525996
2023-10-08,L102/144,11093.9,23023.565,48.1849791724262
2023-10-01,L140,11828.56,26462.034,44.7001164007272
2023-09-24,L142,36601.57,79290.328,46.1614561614627
2023-09-17,L122,26325.88,57558.754,45.7374042530524
2023-09-17,L128,12801.93,26966.741,47.4730335415763
2023-09-10,L128,12228.37,25646.517,47.6804316157239
2023-09-10,L122,25733.3,56551.197,45.5044302598936
2023-08-27,L143/136/137,20186.18,44212.247,45.657439668244
2023-08-20,L103,20988.95,49688.418,42.2411315248556
2023-07-30,L146,15721.41,35625.124,44.1301200804241
2023-07-23,L107,20416.17,43761.816,46.6529314048576
2023-07-09,L143/136/137,20246.3,43514.036,46.5282052898977
2023-07-09,L110,26888.3,58707.834,45.8001908229147
2023-07-02,L102/144,12036.83,25623.611,46.9755414254455
2023-06-11,L145/133,20490.37,41984.637,48.8044472076774
2023-06-04,L142,36435.32,79297.813,45.9474462429374
2023-05-07,L126,6189.27,13838.539,44.7248802781855
2023-04-30,L126,5593.3,13357.669,41.8733238561309
2023-04-30,L140,10974.42,24817.884,44.2198053629391
2023-04-23,L140,12015.2,27541.054,43.6265075403433
2023-04-23,L138,11283.95,24831.996,45.4411719460651
2023-04-23,L107,23922.44,50513.521,47.3584884332256
2023-04-16,L128,13476.87,26613.133,50.6399227779758
2023-02-19,L101,7254.26,14990.565,48.3921720095273
2023-01-22,L143/136/137,17068.64,34643.256,49.2697337686735
2023-01-15,L143/136/137,18054.09,33929.926,53.2099303723798
2023-01-15,L140,11530.99,21468.832,53.7103741833743
2023-01-01,L145/133,23005.17,47507.681,48.4241064092352
2022-12-18,L103,23969.48,47005.238,50.9932105864457
2022-12-04,L133/125,15131.39,32770.811,46.1733766674252
2022-10-23,L107,22373.83,46796.131,47.811281663435
2022-10-09,L102/144,6538.05,13548.606,48.2562560310633
2022-10-09,L140,7029.77,14585.777,48.1960611354472
2022-08-14,L103,21769.56,44673.581,48.7302775212939
2022-08-07,L103,23691.42,48544.318,48.8036931531308
2022-07-31,L103,23719.84,48434.615,48.9729091477242
2022-07-24,L103,22904.36,46989.41,48.7436637318919
2022-07-10,L142,29492.98,63668.281,46.3228777921615
2022-07-03,L142,32426.43,71098.817,45.6075520919005
2022-07-03,L103,22460.33,46882.059,47.908156081626
2022-06-05,L143/136/137,18125.13,38794.222,46.7212101843414
2022-05-29,L101,10488.63,23319.128,44.9786544333905
2022-05-22,L101,8611.31,19301.068,44.6157176380084
2022-05-08,L103,23929.24,47564.312,50.3092318459268
2022-05-01,L103,22962.08,50165.828,45.7723532441247
2022-04-24,L143/136/137,17594.81,37711.207,46.6567140107714
2022-04-03,L107,22517.39,48465.833,46.4603383583647
2022-01-30,L130/146,13708.94,28972.572,47.3169589500028
2022-01-23,L130/146,13546.17,29058.444,46.6169833457015
2022-01-16,L110,20449.06,42030.061,48.6534149926644
2022-01-09,L110,21148.99,42050.057,50.2947950819663
2022-01-02,L130/146,14313.92,30509.893,46.9156676491786
2021-12-26,L101,6308.68,13543.676,46.5802637334207
2021-12-19,L101,8467.08,16981.573,49.8603986803814
2021-12-05,L101,8319.97,18420.795,45.1661831099038
2021-11-28,L101,8855.1,18613.346,47.5739289432432
2021-11-14,L101,8815.12,19480.457,45.251094468677
2021-11-07,L101,8741.34,19868.802,43.9953047999572
2021-10-24,L101,9241.48,20917.919,44.1797293507064
2021-10-17,L101,9222.94,21586.921,42.7246664774471
2021-10-10,L101,8243.68,19531.183,42.2077863895904
2021-09-26,L101,8617.01,20697.828,41.6324360217894
2021-09-19,L101,8918.14,20850.865,42.7710792813632
2021-08-29,L101,7942.9,18792.462,42.2664151189982
2021-07-11,L103,20496.43,41303.097,49.6244385741825
2021-07-04,L103,18577.3,36411.731,51.020095693885
2021-06-27,L110,18127.36,35756.18,50.6971382289719
2021-06-27,L101,6127.15,12155.336,50.4070804788942
2021-06-13,L101,5951.45,11779.588,50.523413891895
2021-05-02,L110,19266.23,45831.772,42.0368429132524
2021-04-18,L110,20317.62,46832.75,43.3833588674592
2021-04-11,L110,21379.81,47768.023,44.7575776791098
2021-03-28,L110,18359.62,41199.472,44.5627555615276
2021-03-14,L103,21304.44,48523.062,43.9058029767371
2021-02-21,L103,22465.09,46296.173,48.524723631044
2021-02-21,L143/136/137,20367.13,41902.223,48.6063233447066
2021-01-24,L103,20003.78,42449.452,47.1237649899461
2021-01-17,L129,5640.43,12350.355,45.6701851890088
2021-01-10,L129,5124.24,11924.257,42.9732435320708
2020-12-27,L129,6080.76,13493.901,45.0630251400244
2020-10-25,L102,3091.96,8811.833,35.0887267155426
2020-08-16,L129,4778.56,12229.773,39.073170041668
2020-07-26,L102,751.59,4474.821,16.7959791017339
2020-04-05,L102,3174.64,9618.359,33.0060460417416
2020-04-05,L110,10640.39,32584.133,32.6551269601066
2020-03-29,L110,9630.2,28426.457,33.8775950868587
2020-03-22,L110,9181.2,25183.242,36.4575776224522
2020-03-22,L101,3917.58,11871.112,33.0009522275588
2020-03-08,L101,13112.7,29699.639,44.1510417012139
2020-03-01,L101,13185.58,26393.924,49.9568764386834
2020-02-16,L101,11183.32,23966.639,46.6620288309929
2020-02-02,L101,10282.97,21583.806,47.6420609043651
2019-12-22,L133,17586.67,38542.638,45.6291289662114
2019-12-15,L133,22525.1,48269.7440000001,46.6650496426912
2019-12-08,L133,21959.27,47851.919,45.8900509298279
2019-12-08,L110,25569.95,57387.535,44.5566271490839
2019-12-01,L110,25470.52,58501.529,43.5382124798824
2019-11-24,L110,25826.84,59424.845,43.4613502147124
2019-11-17,L110,24950.43,54235.859,46.0035674921273
2019-11-03,L101,13980.35,30341.831,46.0761580275099
2019-10-27,L103,23846.35,56777.79,41.9994332290849
2019-10-20,L110,26827.44,57503.212,46.6538112688384
2019-10-13,L110,24795.39,54813.729,45.2357291728866
2019-10-06,L110,25764.81,56987.0250000001,45.2117126661727
2019-09-29,L110,26897.18,60648.188,44.3495195602547
2019-09-15,L110,27300.35,60946.079,44.7942680611168
2019-09-08,L110,26251.24,59412.112,44.184997160175
2019-09-01,L110,26952.04,60936.048,44.230042617795
2019-08-25,L110,28327.36,65416.528,43.3030624920968
2019-08-25,L101,13759.81,31002.375,44.3830835540826
2019-07-14,L101,11417.42,29125.618,39.2006102668792
2019-07-07,L101,8387.06,21038.253,39.8657626182174
2019-06-30,L101,14056.72,30895.001,45.4983639586223
2019-06-02,L110,28545.12,64102.746,44.5302608409319
2019-05-26,L110,23310.82,53257.266,43.7702153167232
2019-05-19,L110,26095.21,57452.781,45.420273041265
2019-05-12,L110,29167.61,65045.529,44.841836861685
2019-05-12,L129,9648.02,20469.167,47.1344046389382
2019-05-05,L129,9878.43,20557.801,48.0519779328538
2019-04-28,L129,8575.14,18088.962,47.405373508994
2019-04-28,L110,23230.97,54131.466,42.915833833135
2019-01-13,L103,22953.98,49671.076,46.2119644841195
2019-01-06,L103,22796.93,46578.3700000001,48.9431682559952
2023-11-12,L143/136/137,4973.34,10109.51,49.1946691778335
2023-10-15,L103,22133.25,48252.462,45.8696801833656
2023-10-08,L140,10690.35,24521.511,43.5958045162877
2023-10-08,L138,9666.18,20808.738,46.4525047122031
2023-09-24,L122,26575.81,59237.2290000001,44.8633578049371
2023-09-17,L138,10027.33,22485.438,44.5947728480984
2023-09-17,L130,7364.95,15846.52,46.476765876672
2023-09-17,L107,24175.49,50369.421,47.9963627137981
2023-09-10,L107,23439.04,50466.768,46.4445038366634
2023-09-10,L102/144,11898.34,25043.899,47.5099344554935
2023-09-03,L102/144,11338.02,24667.428,45.9635272878875
2023-08-27,L107,23271.52,50162.563,46.3922068734805
2023-08-06,L143/136/137,20115.34,42537.162,47.2888623834378
2023-07-30,L128,12349.6,25934.126,47.6191100482816
2023-07-30,L130,7779.84,16716.881,46.5388250356032
2023-07-30,L143/136/137,19979.13,43485.552,45.9442943256188
2023-07-23,L146,14227.11,32341.936,43.9896671615453
2023-07-16,L146,14824.72,34162.509,43.3947049966383
2023-07-16,L133/125,15255.71,37774.757,40.3859910998236
2023-07-16,L101,8736.71,20179.621,43.2947179731472
2023-06-11,L107,18628.59,38502.627,48.3826467217419
2023-06-04,L103,25656.14,59824.6580000001,42.8855606663058
2023-05-14,L122,25926.06,56025.313,46.27561830846
2023-01-29,L145/133,23069.97,45732.722,50.4452151350187
2023-01-29,L128,10724.79,21700.124,49.4227129762023
2023-01-01,L128,10794.12,21149.61,51.0369694760329
2022-12-25,L128,10643.65,20058.429,53.0632284312994
2022-12-18,L128,10853.92,20095.242,54.0123876089673
2022-12-04,L128,10601.33,19393.055,54.6656006493046
2022-11-20,L128,10303.3,25341.506,40.6578046308692
2022-11-13,L128,12916.15,25358.448,50.9343079671122
2022-11-06,L103,25995.24,52701.152,49.3257528791781
2022-11-06,L142,36827.09,78494.3499999999,46.9168672649689
2022-08-14,L143/136/137,18832.98,38879.253,48.4396652373954
2022-07-17,L143/136/137,17081.36,35551.129,48.0473067395413
2022-07-10,L143/136/137,17603.98,37938.166,46.4017686042072
2022-07-03,L122,24582.12,54243.401,45.3181761224743
2022-06-26,L122,26042.21,57137.445,45.5781843237828
2022-06-19,L138,9529.27,20524.45,46.4288689830909
2022-06-19,L122,22495.34,57741.744,38.9585392502174
2022-06-19,L143/136/137,18941.31,40453.915,46.8219454161606
2022-06-12,L143/136/137,18823.31,39190.735,48.0299999476917
2022-06-12,L122,20883.72,46206.209,45.196782969146
2022-04-10,L145/133,21478.61,45807.894,46.8884467816835
2022-03-13,L103,25052.25,49232.063,50.886045543125
2022-02-20,L128,9606.89,18415.763,52.1666683047561
2022-02-13,L128,9779.41,19699.29,49.6434643075969
2022-02-06,L128,9444.42,19331.352,48.8554551176762
2022-02-06,L130/146,13807.52,28594.021,48.2881368800842
2022-01-02,L143/136/137,15346.25,31112.288,49.3253662347173
2021-12-26,L143/136/137,15766.35,31635.543,49.8374565595413
2021-10-17,L128,12635.71,27463.751,46.0086824993425
2021-08-08,L145/133,23039.79,50000.82,46.0788243072814
2021-08-01,L145/133,22104.73,47160.132,46.8716457366998
2021-06-27,L128,9420.73,15567.03,60.5171956371896
2021-06-20,L128,8383.51,16805.287,49.8861459491885
2021-04-25,L103,20111.93,45060.473,44.6331977030068
2021-01-17,L128,9378.24,20131.698,46.5844460810012
2021-01-10,L128,8586.33,20144.542,42.6236049447041
2020-12-27,L125,4706.69,11580.828,40.6420853500285
2020-12-20,L133,12176.32,30875.976,39.4362270523853
2020-11-29,L128,8330.52,19772.019,42.1328747458719
2020-11-22,L128,7416.68,19240.892,38.546445767691
2019-10-06,L143,23225.68,51700.393,44.9236043524853
2019-06-02,L143,24403.61,57204.184,42.6605333623848
2019-02-24,L129,8727.11000000001,19964.278,43.7136269090222
2019-02-17,L129,8363.49,16992.593,49.2184447659048
2019-02-10,L129,7082.99,19039.304,37.2019376338547
2020-03-01,L142,39361.7,80073.0920000001,49.1572125127877
2020-02-23,L142,29174.05,62330.128,46.80569563406
2020-02-16,L142,32223.94,66241.497,48.6461530300258
2020-02-09,L142,34153.54,70057.287,48.7508744093958
2020-02-02,L142,35002.81,69498.257,50.365018506867
2020-01-26,L142,33430.58,68923.041,48.5042150127995
2020-01-19,L142,35442.05,67841.638,52.242326460337
2020-01-12,L142,32592.86,69010.064,47.2291403758153
2019-12-29,L142,29677.17,60742.42,48.8574047593099
2019-12-22,L142,31249.23,63836.5960000001,48.9519052676305
2019-12-15,L142,39450.1,79154.0870000001,49.8396248320064
2019-12-01,L142,38089.13,79160.0430000001,48.116611053382
2019-12-01,L146,16146.74,43037.868,37.5175182934248
2019-11-24,L142,38984.73,80230.827,48.5907118968125
2019-11-17,L142,35004.58,72943.424,47.9886713297144
2019-11-10,L142,36912.83,75238.924,49.0608159149113
2019-10-27,L142,36985.36,80783.4490000001,45.7833386143244
2019-10-20,L142,35486.31,85653.747,41.4299563567254
2019-10-13,L142,35525.07,80018.643,44.3959915691147
2019-10-06,L142,35053.39,77650.868,45.1423028523004
2019-09-22,L142,36814.65,78299.579,47.0176857528187
2019-09-15,L142,37215.97,80334.4260000001,46.3263034953408
2019-09-15,L146,17598.52,43482.461,40.4726862170934
2019-09-08,L146,15087.96,40627.041,37.1377280466968
2019-07-14,L142,33016.11,75449.039,43.7594838020402
2019-06-23,L142,36441.3,79726.004,45.7081732078282
2019-06-16,L142,31278.94,65171.576,47.9947577146208
2019-06-09,L142,38675.3000000001,91957.4239999999,42.0578331989814
2019-06-02,L142,37494.12,83706.56,44.7923316882213
2019-05-26,L142,31844.4,72973.746,43.6381599486478
2019-05-19,L142,35713.51,78290.219,45.6168221984409
2019-05-12,L142,36391.24,81899.012,44.434284506387
2019-05-05,L142,35101.88,83292.7770000001,42.1427658727238
2019-04-28,L142,29869.07,71567.791,41.7353527091538
2019-04-21,L142,37340.39,84711.853,44.0792978522143
2019-04-14,L142,33016.34,73167.215,45.1245000920153
2019-03-31,L142,32983.62,76376.263,43.1856950110272
2019-03-24,L142,36335.31,83303.784,43.6178385366024
2019-03-17,L142,35918.87,82220.3829999999,43.6860893727533
2019-03-10,L142,37158.26,82640.6949999999,44.963634441845
2019-03-03,L142,32319.6,72098.71,44.826876930253
2019-02-24,L142,30933.97,71429.347,43.307087771641
2019-02-17,L142,33441.53,69921.432,47.8272956423433
2019-02-10,L142,27048.72,66931.756,40.4123866106247
2019-01-13,L142,30137.46,65098.987,46.294821761205
2018-12-30,L143,9052.12,17351.536,52.1689837718113
2023-11-05,L122,28911.67,58769.197,49.1952782679675
2023-09-24,L146,16016.62,36916.117,43.3865241027381
2023-08-27,L128,12375.12,25637.39,48.2698121766685
2023-08-20,L146,14865.58,33967.768,43.7637821831567
2023-08-13,L146,16071.08,36490.142,44.0422511921165
2023-01-29,L102/144,10326.22,19973.406,51.6998452842745
2023-01-15,L145/133,23356.6,45806.633,50.9895586519097
2023-01-08,L102/144,10214.74,20792.026,49.1281609593986
2023-01-08,L103,23373.89,47087.696,49.6390607006977
2023-01-01,L103,22975.61,47326.9,48.5466193644629
2022-10-30,L122,25429.1,53327.798,47.6845115562432
2022-09-25,L122,26288.2,55460.035,47.4002585825992
2022-09-18,L122,25611.46,61158.792,41.8769880216077
2022-08-21,L101,10437.54,23134.238,45.1172846064781
2022-02-20,L130/146,14568.94,28623.251,50.8989702113153
2022-02-13,L130/146,14641.21,29515.528,49.6051095545369
2022-01-16,L130/146,13930.05,28393.636,49.0604655212175
2021-12-26,L130/146,13556.56,28236.307,48.0110943686793
2021-12-19,L130/146,15155.78,28497.587,53.1826782386874
2021-12-19,L142,31264.68,61860.345,50.5407462567498
2021-12-05,L142,30581.28,66217.563,46.1830345523287
2021-11-28,L128,13006.03,34038.855,38.2093639753746
2021-11-21,L128,9327.69,18994.216,49.1080547888894
2021-11-14,L128,13162.24,25856.031,50.9058795605559
2021-11-07,L128,12844.64,25750.813,49.8805222188519
2021-10-31,L128,12657.19,27322.447,46.3252431233556
2021-08-29,L128,10935.96,24519.853,44.6004305164472
2021-07-25,L143/136/137,17055.04,33791.609,50.4712279311707
2021-05-09,L103,18216.98,40991.776,44.4405726651121
2021-03-07,L130,178.22,443.973,40.1420807121154
2020-10-25,L130,3208.91,9565.431,33.5469462902403
2020-10-18,L130,3086.79,7928.922,38.9307651153587
2020-09-20,L130,2158.88,5879.072,36.7214417513512
2020-09-13,L130,3121.87,9311.961,33.5253766634117
2020-08-23,L130,2678.68,6731.4,39.7938021808242
2020-06-28,L101,3070.99,8069.367,38.0573841789573
2020-06-21,L101,3604.62,10261.747,35.1267674013012
2020-06-21,L103,12166.91,34843.971,34.9182646260382
2020-06-14,L103,12276.47,33828.235,36.2906016231707
2020-02-02,L130,8172.73,15063.794,54.2541274794384
2020-01-26,L130,7664.99,15179.178,50.4967396785254
2020-01-19,L130,8052.47,14604.962,55.1351657060114
2020-01-12,L130,7715.52,16136.912,47.8128653115292
2019-12-22,L130,6227.71,12031.3,51.7625692984133
2019-12-08,L130,8546.78,15390.595,55.5324859110385
2019-11-24,L130,8996.91,16765.288,53.6639155855837
2019-11-17,L130,8433.75,14818.976,56.9118271060025
2019-03-24,L130,9178.99,23175.128,39.6070735833692
2019-03-17,L130,8094.05,18419.898,43.9418828486455
2019-01-27,L145,17208.54,34525.493,49.8429957249271
2019-01-20,L145,15481.66,34720.077,44.5899356732417
2019-01-13,L145,16271.28,36170.83,44.9845358815377
2019-01-06,L145,15881.61,38231.402,41.5407470539532
2018-12-30,L145,8562.81,19509.125,43.8913072728787
2023-11-12,L142,8837.33,17602.329,50.2054586072105
2023-10-29,L102/144,11848.45,25272.259,46.8832248039244
2023-07-16,L142,31633.02,68877.818,45.926280649599
2023-05-21,L142,27093.58,64129.417,42.2482867729797
2023-01-22,L145/133,21856.66,44396.388,49.230716697043
2023-01-08,L140,10237.7,21261.132,48.1521868167697
2023-01-01,L142,30713.15,63182.328,48.6103487671426
2022-12-18,L138,8516.01,17492.952,48.6825208232435
2022-12-18,L145/133,22094.66,42159.588,52.407200943235
2022-12-11,L145/133,25790.3,49719.029,51.872091065978
2022-12-04,L122,24124.77,46189.741,52.2297148191413
2022-11-13,L145/133,28806.87,58987.235,48.8357692982219
2022-10-09,L142,20145.91,43134.85,46.7044860478244
2022-10-02,L126,5681.48,11770.373,48.2693284231519
2022-09-25,L126,6023.34,12785.655,47.1101402313765
2022-08-28,L126,5376.49,12831.291,41.9013955805383
